accession	contrast	organism	unit	n_case	n_control	method	gene	gene_class	mean_case	mean_control	baseMean	log2fc_case_vs_control	stat	pvalue	padj_genome	padj_panel	low_expression	direction	detect_case	detect_control	rank_biserial	note
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	CLDN11	claudin	5.333333333333333	2.6666666666666665	4.0105184710399016	0.709124747605653	0.6823168072309842	0.495038647688689	0.6793343179761017	0.5912961625170452	False	NS				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	CLDN12	claudin	1140.0	1051.3333333333333	1074.2055676333052	-0.03294988708222384	-0.49037817177841014	0.6238663199269197	0.7768569970688356	0.6878526091501935	False	NS				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	CLDN14	claudin	2.6666666666666665	1.0	1.696072185476239	1.0548003185011092	0.6578752719319585	0.5106182814521842	0.6926439206968603	0.593421246011998	False	NS				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	CLDN15	claudin	280.0	224.0	242.1172777867945	0.18596606790507392	1.2437212468159249	0.21360217348054433	0.3857863409064726	0.28702792061448146	False	NS				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	CLDN16	claudin	9.666666666666666	3.0	6.16560485277612	1.6831139946174973	1.8962010074840137	0.057933470022793684	0.14217306383968786	0.09581304657615879	False	NS				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	CLDN18	claudin	1.3333333333333333	0.6666666666666666		0.6520766965796934					False	NS				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	CLDN23	claudin	343.3333333333333	302.0	317.78142992170865	0.02864727367391254	0.2543458045351964	0.7992284160870388	0.8954039298819444	0.8539640211272204	False	NS				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	TACSTD2	surface	220.33333333333334	221.33333333333334	218.38609104675473	-0.1531146066658789	-1.1235407372953825	0.26120790928382775	0.44568347628103816	0.34036182118801794	False	NS				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	TJP1	tight_junction	3505.6666666666665	4229.666666666667	3810.7389204928845	-0.4237192656665242	-9.102681741630517	8.812837068084276e-20	2.4568560481823182e-18	3.7895199392762387e-19	False	SIG_SMALL_FC				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	TJP2	tight_junction	374.3333333333333	303.6666666666667	329.444371757171	0.16632601506694275	1.419043271870134	0.15588640089149877	0.30691580709646715	0.23114190477015337	False	NS				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	TJP3	tight_junction	2767.0	1696.3333333333333	2164.066431788312	0.5500299935930966	10.286571909735958	8.100928915857232e-25	3.048185067488435e-23	3.870443815354011e-24	False	UP				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	OCLN	tight_junction	1630.3333333333333	1821.6666666666667	1699.4727926525418	-0.3128149409321077	-5.33301467323592	9.659550272310634e-08	7.781195798071355e-07	2.769071078062382e-07	False	SIG_SMALL_FC				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	CDH1	tight_junction	22840.333333333332	20040.0	21042.931066110123	0.043207866979787984	0.9701467899254693	0.3319733291190823	0.5243139820769128	0.40785294720344395	False	NS				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	F11R	tight_junction	2389.3333333333335	2311.3333333333335	2312.0818681731685	-0.10149353928758058	-1.8756542793343038	0.06070276784834509	0.14766886043750885	0.09667477842514219	False	NS				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	CGN	tight_junction	4788.0	5428.0	5028.465550096156	-0.33667060135029675	-7.128270166833543	1.0163813439949346e-12	1.481044703676367e-11	3.642033149315182e-12	False	SIG_SMALL_FC				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	MARVELD2	tight_junction	789.0	875.6666666666666	818.6432735757086	-0.3011013342944922	-3.818144495288333	0.00013445916820058854	0.0006550195161607232	0.00032120801292362817	False	SIG_SMALL_FC				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	CGAS	sensor	981.0	1167.6666666666667	1060.2914956670886	-0.4206962100406214	-5.505077551085472	3.690057957249115e-08	3.1308867706327206e-07	1.133374944012228e-07	False	SIG_SMALL_FC				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	MB21D1	sensor									True	ABSENT				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	STING1	sensor									True	ABSENT				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	TMEM173	sensor	646.6666666666666	362.3333333333333	486.8390409891679	0.6853438893716791	7.350483898459594	1.97490570791361e-13	3.092879474116476e-12	7.720085949116839e-13	False	UP				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	TBK1	sensor	1189.0	1229.0	1181.4393775233882	-0.20408071787879187	-3.0168040457962757	0.002554548886949882	0.009528824678639827	0.005492280106942246	False	SIG_SMALL_FC				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	IRF3	sensor	2095.0	2086.6666666666665	2049.8241541001426	-0.1496620408887818	-2.8579806202297062	0.00426346429453078	0.015049522394508809	0.008729950698324931	False	SIG_SMALL_FC				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	IFNL1	ifnl	7.0	2.0	4.137907687848287	1.5757007387740098	1.5501724368729626	0.12110013358124241	0.2535928335994391	0.18597520514262225	False	NS				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	IFNL2	ifnl	3.3333333333333335	0.6666666666666666	1.8475035627191774	2.1355728075924447	1.3583924119738395	0.17433920074996856	0.3330666849916618	0.2498861877416216	False	NS				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	IFNL3	ifnl	5.333333333333333	0.3333333333333333	2.418728526858259	3.5880503613028565	1.9684449156837098	0.0490168682109928	0.12369178013942846	0.0843090133229076	False	NS				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	IFNLR1	ifnl	657.0	617.6666666666666	628.698630223109	-0.04845601994192475	-0.5174346777284188	0.6048527574314093	0.7634976305835628	0.6844386465671211	False	NS				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	IL10RB	ifnl	18.666666666666668	11.333333333333334	14.678930917270376	0.5731543231019862	1.0859701598411342	0.2774921944252039	0.465259650264865	0.3509460105965814	False	NS				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	ISG15	isg_control	4123.666666666667	920.6666666666666	2387.8891498118874	1.9952154970741807	28.034939593766037	6.096963353881932e-173	3.9148405019038664e-170	6.554235605423078e-172	False	UP				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	IFIT1	isg_control	7649.0	664.6666666666666	3928.7584968053147	3.3600749402124	28.379876875379814	3.582805960995651e-177	2.742913563600709e-174	5.135355210760433e-176	False	UP				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	MX1	isg_control	14085.333333333334	1594.6666666666667	7401.16743540647	2.9894351496494105	60.299042356496784	0.0	0.0	0.0	False	UP				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	OAS1	isg_control	10775.333333333334	3396.3333333333335	6791.354657157266	1.5131741109547063	34.239197825781055	6.31559108320174e-257	1.1428349137375513e-253	1.3578520828883742e-255	False	UP				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	CXCL10	isg_control	310.3333333333333	131.0	209.06221071591867	1.0474974708303957	5.748724837326841	8.991901544131663e-09	8.267150126371397e-08	2.9742443569050887e-08	False	UP				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	CCL5	isg_control	297.0	160.0	224.7235917138677	0.7364774310759445	4.743641618953352	2.099100744972971e-06	1.3895111516024938e-05	5.64133325211486e-06	False	UP				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	CXCL8	isg_control	82.66666666666667	384.0	235.48712726772968	-2.403073203685142	-13.872330479792227	9.319877450047342e-44	8.318930970546741e-42	6.6792455058672614e-43	False	DOWN				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	MAP1LC3B	autophagy_aa	2123.0	1641.0	1836.1181943861827	0.20821747791864215	3.6601242589233336	0.0002520929694359986	0.001164518578933291	0.0005705261939867336	False	SIG_SMALL_FC				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	SQSTM1	autophagy_aa	10611.0	13364.0	11871.081919906681	-0.5008277630537211	-10.324222726989564	5.476051807072981e-25	2.088138145972944e-23	2.9433778463017273e-24	False	DOWN				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	BECN1	autophagy_aa	2093.0	1711.6666666666667	1857.037901761494	0.12940660526192324	2.3592759286317437	0.01831063514537965	0.054004029125615936	0.034232926576144566	False	SIG_SMALL_FC				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	SLC1A5	autophagy_aa	10256.333333333334	6877.333333333333	8322.609799944346	0.41736406188358677	11.104682742499234	1.1903933038429864e-28	5.5752420501163875e-27	7.312416009321202e-28	False	SIG_SMALL_FC				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	SLC7A5	autophagy_aa	23346.333333333332	18772.333333333332	20565.73745167527	0.15319559107760022	4.394362649818402	1.1109821929240682e-05	6.565944343869827e-05	2.8101314291608785e-05	False	SIG_SMALL_FC				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CLDN1	claudin	931.3333333333334	3005.0	1785.8868726320381	-1.1626756374319305	-18.70317940125572	4.663909088930836e-78	5.650282408670557e-76	4.0109618164805196e-77	False	DOWN				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CLDN2	claudin	9903.0	6623.333333333333	8537.230919965936	1.122918325791952	8.32948636615049	8.119384638858533e-17	1.3735351030436746e-15	2.685642611314746e-16	False	UP				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CLDN3	claudin	10582.666666666666	14198.333333333334	12146.506787457256	0.11868449867583131	1.752039593265578	0.07976700003740383	0.16654413784302738	0.1071869063002614	False	NS				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CLDN4	claudin	13563.666666666666	23300.333333333332	17648.340714485596	-0.2553020797230259	-5.337954375770105	9.400110424578864e-08	6.527203767583152e-07	2.0210237412844556e-07	False	SIG_SMALL_FC				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CLDN5	claudin	3.6666666666666665	2.3333333333333335	3.1301668346346783	1.2774728288253696	1.072110302003977	0.2836704921796067	0.44442067110215083	0.33882864343675245	False	NS				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CLDN6	claudin	2.3333333333333335	1.0	1.7319374749972745	1.675662159822577	1.1005397020195165	0.2710970411717296	0.43021298413917386	0.33306207915383923	False	NS				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CLDN7	claudin	5916.333333333333	8532.333333333334	7026.335581472306	-0.0019367290654800642	-0.038589938615602254	0.9692173241406234	0.9852793584135182	0.9692173241406234	False	NS				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CLDN8	claudin	0.0	0.3333333333333333		-0.736965594166206					True	LOW				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CLDN9	claudin	51.333333333333336	21.333333333333332	39.65746745371496	1.741025974061746	4.965795753896389	6.841993449661122e-07	4.260954094369099e-06	1.400979611121087e-06	False	UP				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CLDN10	claudin	0.0	0.6666666666666666		-1.2223924213364479					True	LOW				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CLDN11	claudin	3.6666666666666665	5.333333333333333	4.222643748308342	-0.04170533600540249	-0.042759568072152566	0.9658931944957988	0.9838501623395768	0.9692173241406234	False	NS				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CLDN12	claudin	1076.6666666666667	1140.0	1105.7863407433017	0.4376661779240041	5.4925513482576775	3.961683116991283e-08	2.895190303368864e-07	8.965914422664483e-08	False	SIG_SMALL_FC				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CLDN14	claudin	0.0	2.6666666666666665		-2.662965012722429					False	NS				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CLDN15	claudin	152.33333333333334	280.0	204.46460103727156	-0.34248616999768067	-2.380377532379105	0.017294908802572322	0.04655495393240038	0.027543743648541105	False	SIG_SMALL_FC				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CLDN16	claudin	4.0	9.666666666666666	6.492261978616962	-0.8480417776854253	-1.0465823655773305	0.29529223862332765	0.45671835019808155	0.3431774665081916	False	NS				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CLDN18	claudin	0.0	1.3333333333333333		-1.8744691179161408					False	NS				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CLDN23	claudin	130.33333333333334	343.3333333333333	219.03857428832453	-0.8769562444365115	-6.282276079439153	3.336516459028488e-10	3.0799220791931213e-09	8.966887983639061e-10	False	DOWN				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	TACSTD2	surface	19.666666666666668	220.33333333333334	103.37793126468438	-2.970536565328958	-11.73412094453829	8.520697426748792e-32	3.220856653270062e-30	3.3308180850018007e-31	False	DOWN				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	TJP1	tight_junction	1795.3333333333333	3505.6666666666665	2503.675580876655	-0.4365295562123177	-7.680757961409029	1.5815003761136647e-14	2.2304529888718026e-13	4.857465440920541e-14	False	SIG_SMALL_FC				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	TJP2	tight_junction	335.6666666666667	374.3333333333333	353.9145809512368	0.3683203267420668	3.24732854266055	0.0011649383011450478	0.004242367730364854	0.002087181122884877	False	SIG_SMALL_FC				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	TJP3	tight_junction	1398.3333333333333	2767.0	1968.9626982008047	-0.4525305890612342	-6.838393890354838	8.008594894216098e-12	8.751128482447339e-11	2.2957972030086145e-11	False	SIG_SMALL_FC				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	OCLN	tight_junction	897.6666666666666	1630.3333333333333	1197.428076381311	-0.34496865764799345	-4.124996398424194	3.7074055841775226e-05	0.0001786041992049287	6.931236526940586e-05	False	SIG_SMALL_FC				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CDH1	tight_junction	14163.333333333334	22840.333333333332	17831.93943950561	-0.17183483719139417	-3.214889153389223	0.00130494902111746	0.004704811581681341	0.002244512316322031	False	SIG_SMALL_FC				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	F11R	tight_junction	1638.6666666666667	2389.3333333333335	1959.8036119435967	-0.02094963529262334	-0.3119192660595762	0.7551018802747026	0.854583015507673	0.8117345212953053	False	NS				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CGN	tight_junction	2297.3333333333335	4788.0	3323.8029618923306	-0.5324884761106596	-9.139978650506446	6.246466055178079e-20	1.2933898132298135e-18	2.2383170031054783e-19	False	DOWN				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	MARVELD2	tight_junction	574.6666666666666	789.0	664.6670331711645	0.0678664589104551	0.8023346467686918	0.42235940590121257	0.5894898183973633	0.4779330119408458	False	NS				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CGAS	sensor	675.0	981.0	799.1653528859794	-0.006489118442155134	-0.07692883173950935	0.9386801610933801	0.9681643774589593	0.9692173241406234	False	NS				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	MB21D1	sensor									True	ABSENT				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	STING1	sensor									True	ABSENT				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	TMEM173	sensor	140.33333333333334	646.6666666666666	348.6287407348707	-1.6781306924622308	-13.995122903516126	1.6694083433106223e-44	9.988285195175978e-43	8.973069845294595e-44	False	DOWN				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	TBK1	sensor	740.3333333333334	1189.0	920.7572682434051	-0.15599077864086205	-1.8580023546888138	0.06316867992449578	0.13785706469540293	0.09366390471563167	False	NS				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	IRF3	sensor	1193.6666666666667	2095.0	1564.30352581258	-0.2852277766157312	-4.449217245184371	8.61838085876175e-06	4.600479437606676e-05	1.684501713303433e-05	False	SIG_SMALL_FC				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	IFNL1	ifnl	0.0	7.0	2.7165004501491947	-4.650154748210945	-2.105263809024899	0.035268350579063995	0.08524277299190128	0.054162109817848275	False	NS				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	IFNL2	ifnl	0.0	3.3333333333333335	1.3266817821530374	-3.6082385969462045	-1.4878364319659154	0.1367940352161693	0.25667798527093627	0.17824677316046303	False	NS				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	IFNL3	ifnl	0.0	5.333333333333333	1.949202863347601	-4.18211094564574	-1.7800501863381952	0.07506774779099944	0.1583535903409432	0.1041262308068702	False	NS				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	IFNLR1	ifnl	301.0	657.0	452.4396282327946	-0.6151624724947059	-5.593193206656599	2.229309753945992e-08	1.6730545113780905e-07	5.325573301093203e-08	False	DOWN				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	IL10RB	ifnl	6.0	18.666666666666668	11.408921736479229	-1.1084486318166535	-1.788051354485763	0.07376772285777491	0.1561071318586199	0.1041262308068702	False	NS				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	ISG15	isg_control	309.6666666666667	4123.666666666667	1872.7606706968193	-3.1873602519239648	-16.94541568403729	2.0805830912993097e-64	1.999102127871578e-62	1.4910845487645052e-63	False	DOWN				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
