ligand	receptor	pathway	pair_origin	n_sender	n_receiver	ligand_mean_high	receptor_mean	ligand_frac_high	receptor_frac	cpdb_mean_score_high	product_score	pass_expr_prop_high	cpdb_mean_score_low	pass_expr_prop_low	ligand_frac_low	ligand_mean_low	delta_high_minus_low
WNT5A	FZD10+LRP5	other	cellphonedb_v5_interactors	15569	48012	0.03644954413175583	6.48002460366115e-05	0.05658680711670627	4.1656252603515784e-05	0.01825717218889622	2.3619394276601065e-06	False	0.018639454028743785	False	0.057686130917967496	0.03721410781145096	-0.0003822818398475647
WNT5A	FZD10+LRP6	other	cellphonedb_v5_interactors	15569	48012	0.03644954413175583	6.48002460366115e-05	0.05658680711670627	4.1656252603515784e-05	0.01825717218889622	2.3619394276601065e-06	False	0.018639454028743785	False	0.057686130917967496	0.03721410781145096	-0.0003822818398475647
WNT5A	CER1	other	cellphonedb_v5_interactors	15569	48012	0.03644954413175583	0.0	0.05658680711670627	0.0	0.018224772065877914	0.0	False	0.01860705390572548	False	0.057686130917967496	0.03721410781145096	-0.0003822818398475647
EFNB3	EPHA4	other	cellphonedb_v5_interactors	15569	48012	0.010328511707484722	0.025900842621922493	0.019461750915280365	0.017370657335666083	0.018114677164703608	0.00026751715625424576	False	0.018449820578098297	False	0.02299736622342134	0.010998798534274101	-0.00033514341339468956
CCL5	ACKR1	T_recruit_partial	cellphonedb_v5_interactors	15569	48012	0.034148260951042175	0.0018922608578577638	0.05112724002826129	0.0012080313255019579	0.01802026090444997	6.461741756156984e-05	False	0.026169961143750697	False	0.07149739834264791	0.05044766142964363	-0.008149700239300728
TNFSF13B	TNFRSF17	other	cellphonedb_v5_interactors	15569	48012	0.032690901309251785	0.0028029950335621834	0.06487250305093455	0.0022494376405898524	0.017746948171406984	9.163243401250423e-05	False	0.0181683418340981	False	0.0655232222008094	0.03353368863463402	-0.00042139366269111633
CCL5	CCR3	T_recruit_partial	cellphonedb_v5_interactors	15569	48012	0.034148260951042175	0.001171387848444283	0.05112724002826129	0.0008122969257685578	0.01765982439974323	4.000085792355522e-05	False	0.025809524639043957	False	0.07149739834264791	0.05044766142964363	-0.008149700239300728
COL21A1	ITGA10+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.031304944306612015	0.0035005388781428337	0.05954139636457062	0.002520203282512705	0.017402741592377424	0.00010958417462339151	False	0.017423998098820448	False	0.06391726087235819	0.03134745731949806	-2.125650644302368e-05
CCL5	ACKR2	T_recruit_partial	cellphonedb_v5_interactors	15569	48012	0.034148260951042175	0.00045623412006534636	0.05112724002826129	0.0003332500208281263	0.01730224753555376	1.5579601786760554e-05	False	0.02545194777485449	False	0.07149739834264791	0.05044766142964363	-0.008149700239300728
EPO	EPOR	other	cellphonedb_v5_interactors	15569	48012	0.00040561382775194943	0.03404795005917549	0.0010276832166484682	0.02341081396317587	0.01722678194346372	1.3810319350609384e-05	False	0.017336973862256855	False	0.0012205306096229203	0.0006259976653382182	-0.00011019191879313439
CCL5	GPR75	T_recruit_partial	cellphonedb_v5_interactors	15569	48012	0.034148260951042175	0.00021787715377286077	0.05112724002826129	0.00016662501041406314	0.017183069052407518	7.440125902305993e-06	False	0.025332769291708246	False	0.07149739834264791	0.05044766142964363	-0.008149700239300728
BMP7	ACVR2A+BMPR1A	other	cellphonedb_v5_interactors	15569	48012	0.02353055588901043	0.010384726338088512	0.0452180615325326	0.007623094226443389	0.01695764111354947	0.00024435838349047036	False	0.013549115974456072	False	0.03610201066358322	0.01671350561082363	0.003408525139093399
BMP7	ACVR2B+BMPR1A	other	cellphonedb_v5_interactors	15569	48012	0.02353055588901043	0.010384726338088512	0.0452180615325326	0.007623094226443389	0.01695764111354947	0.00024435838349047036	False	0.013549115974456072	False	0.03610201066358322	0.01671350561082363	0.003408525139093399
BMP7	BMPR1A+BMPR2	other	cellphonedb_v5_interactors	15569	48012	0.02353055588901043	0.010384726338088512	0.0452180615325326	0.007623094226443389	0.01695764111354947	0.00024435838349047036	False	0.013549115974456072	False	0.03610201066358322	0.01671350561082363	0.003408525139093399
PROC	PROCR	other	cellphonedb_v5_interactors	15569	48012	0.02532617561519146	0.008414714597165585	0.04541075213565419	0.005790219111888695	0.016870445106178522	0.00021311253963953065	False	0.011703475844115019	False	0.028457634740155457	0.014992237091064453	0.005166969262063503
COL16A1	ITGA10+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.030090460553765297	0.0035005388781428337	0.058449482946881626	0.002520203282512705	0.016795499715954065	0.00010533282702967876	False	0.013962683733552694	False	0.05055566261964412	0.024424828588962555	0.002832815982401371
NPB	NPBWR1	other	cellphonedb_v5_interactors	15569	48012	0.03350573033094406	0.0	0.05600873530734151	0.0	0.01675286516547203	0.0	False	0.020310647785663605	False	0.06809276032633134	0.04062129557132721	-0.003557782620191574
PDGFB	PDGFRB	other	cellphonedb_v5_interactors	15569	48012	0.02462313324213028	0.008343953639268875	0.04573190314085683	0.005227859701741232	0.016483543440699577	0.00020545428222587536	False	0.011517341248691082	False	0.0308986959594013	0.014690728858113289	0.004966202192008495
COL7A1	ITGA2+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.023481901735067368	0.009142288938164711	0.04322692530027619	0.0061234691327168205	0.01631209533661604	0.00021467833047957713	False	0.01464926078915596	False	0.036744395194963704	0.02015623264014721	0.0016628345474600792
COL4A3	ITGA2+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.023401394486427307	0.009142288938164711	0.036868135397263795	0.0061234691327168205	0.01627184171229601	0.00021394230995089303	False	0.023309635929763317	False	0.051390762510438746	0.03747698292136192	-0.007037794217467308
COL4A4	ITGA10+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.029009614139795303	0.0035005388781428337	0.051448391033463936	0.002520203282512705	0.01625507650896907	0.00010154928213627554	False	0.022239198442548513	False	0.06449540695060063	0.04097785800695419	-0.005984121933579445
WNT5B	FZD3+LRP6	other	cellphonedb_v5_interactors	15569	48012	0.02859344705939293	0.003747360548004508	0.057357569529192624	0.0027909689244355576	0.01617040380369872	0.00010714995544182458	False	0.01407811779063195	False	0.05787884627738164	0.024408875033259392	0.0020922860130667686
WNT5B	FZD6+LRP6	other	cellphonedb_v5_interactors	15569	48012	0.02859344705939293	0.003747360548004508	0.057357569529192624	0.0027909689244355576	0.01617040380369872	0.00010714995544182458	False	0.01407811779063195	False	0.05787884627738164	0.024408875033259392	0.0020922860130667686
COL21A1	ITGA11+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.031304944306612015	0.0007511376752518117	0.05954139636457062	0.0005207031575439474	0.016028040990931913	2.351432309035599e-05	False	0.016049297497374937	False	0.06391726087235819	0.03134745731949806	-2.125650644302368e-05
COL22A1	ITGA2+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.022049274295568466	0.009142288938164711	0.03571199177853427	0.0061234691327168205	0.015595781616866589	0.0002015808364869351	False	0.007679404458031058	False	0.010406629408363847	0.006216519977897406	0.00791637715883553
WNT5B	FZD3+LRP5	other	cellphonedb_v5_interactors	15569	48012	0.02859344705939293	0.002587399911135435	0.057357569529192624	0.0017495626093476631	0.015590423485264182	7.398268238052903e-05	False	0.013498137472197413	False	0.05787884627738164	0.024408875033259392	0.0020922860130667686
WNT5B	FZD6+LRP5	other	cellphonedb_v5_interactors	15569	48012	0.02859344705939293	0.002587399911135435	0.057357569529192624	0.0017495626093476631	0.015590423485264182	7.398268238052903e-05	False	0.013498137472197413	False	0.05787884627738164	0.024408875033259392	0.0020922860130667686
NCAM1	FGFR1	other	cellphonedb_v5_interactors	15569	48012	0.005370218772441149	0.025573834776878357	0.01040529256856574	0.018037157377322335	0.015472026774659753	0.00013733708760210045	False	0.019681470468640327	False	0.028072204021327166	0.013789106160402298	-0.004209443693980575
COL16A1	ITGA11+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.030090460553765297	0.0007511376752518117	0.058449482946881626	0.0005207031575439474	0.015420799114508554	2.260207858761161e-05	False	0.012587983132107183	False	0.05055566261964412	0.024424828588962555	0.002832815982401371
NT5E+SLC29A3	ADORA3	other	cellphonedb_v5_interactors	15569	48012	0.029568234458565712	0.00126166723202914	0.05934870576144903	0.0008331250520703157	0.015414950845297426	3.730527252532724e-05	False	0.009435183776076883	False	0.03944241022676174	0.017608700320124626	0.005979767069220543
COL4A4	ADGRG6	other	cellphonedb_v5_interactors	15569	48012	0.029009614139795303	0.0018175243167206645	0.051448391033463936	0.0012913438307089894	0.015413569228257984	5.2725679117761586e-05	False	0.02139769116183743	False	0.06449540695060063	0.04097785800695419	-0.005984121933579445
WNT5B	SFRP4	other	cellphonedb_v5_interactors	15569	48012	0.02859344705939293	0.0021746037527918816	0.057357569529192624	0.0014787969674248105	0.015384025406092405	6.217941728061185e-05	False	0.013291739393025637	False	0.05787884627738164	0.024408875033259392	0.0020922860130667686
MST1	MST1R	other	cellphonedb_v5_interactors	15569	48012	0.0292743481695652	0.0013463505310937762	0.05106300982722076	0.0008747813046738316	0.015310349350329489	3.9413534205518224e-05	False	0.01576260052388534	False	0.05428149290165093	0.030178850516676903	-0.000452251173555851
NTF4	NTRK2	other	cellphonedb_v5_interactors	15569	48012	0.024087773635983467	0.006518173962831497	0.05112724002826129	0.0044363909022744315	0.015302973799407482	0.00015700829893664642	False	0.012121928855776787	False	0.037129825913792	0.017725683748722076	0.0031810449436306953
NT5E+SLC29A3	ADORA2B	other	cellphonedb_v5_interactors	15569	48012	0.029568234458565712	0.0009867510525509715	0.05934870576144903	0.0006665000416562525	0.015277492755558342	2.917648647406362e-05	False	0.009297725686337799	False	0.03944241022676174	0.017608700320124626	0.005979767069220543
WNT5B	FZD5+LRP5	other	cellphonedb_v5_interactors	15569	48012	0.02859344705939293	0.0018621687777340412	0.057357569529192624	0.0012496875781054736	0.015227807918563485	5.3245824361792746e-05	False	0.013135521905496716	False	0.05787884627738164	0.024408875033259392	0.0020922860130667686
WNT5B	FZD5+LRP6	other	cellphonedb_v5_interactors	15569	48012	0.02859344705939293	0.0018621687777340412	0.057357569529192624	0.0012496875781054736	0.015227807918563485	5.3245824361792746e-05	False	0.013135521905496716	False	0.05787884627738164	0.024408875033259392	0.0020922860130667686
NT5E+SLC29A3	ADORA1	other	cellphonedb_v5_interactors	15569	48012	0.029568234458565712	0.0008607758209109306	0.05934870576144903	0.0004998750312421895	0.015214505139738321	2.5451621288958767e-05	False	0.009234738070517778	False	0.03944241022676174	0.017608700320124626	0.005979767069220543
CXCL13	CXCR5	T_recruit	cellphonedb_v5_interactors	15569	48012	0.007522171828895807	0.02281161956489086	0.00860684693943092	0.01651670415729401	0.015166895696893334	0.00017159292206251047	False	0.01404666225425899	False	0.008479475814222393	0.005281704943627119	0.001120233442634344
NT5E+SLC29A3	ADORA2A	other	cellphonedb_v5_interactors	15569	48012	0.029568234458565712	0.0006614872836507857	0.05934870576144903	0.00047904690494043157	0.015114860871108249	1.9559011094346193e-05	False	0.009135093801887706	False	0.03944241022676174	0.017608700320124626	0.005979767069220543
WNT5B	WIF1	other	cellphonedb_v5_interactors	15569	48012	0.02859344705939293	0.0016123183304443955	0.057357569529192624	0.000999750062484379	0.015102882694918662	4.610173882445062e-05	False	0.013010596681851894	False	0.05787884627738164	0.024408875033259392	0.0020922860130667686
RTN4R	ADGRB1	other	cellphonedb_v5_interactors	15569	48012	0.029102377593517303	0.0009418083936907351	0.0641017406384482	0.0006873281679580105	0.01502209299360402	2.7408863493931773e-05	False	0.014973595301853493	False	0.06815699877946939	0.02900538221001625	4.849769175052643e-05
GAD1+SLC6A6	GABBR2	other	cellphonedb_v5_interactors	15569	48012	0.02997548319399357	3.30433867929969e-05	0.057742950735435804	2.0828126301757892e-05	0.015004263290393283	9.904914854861076e-07	False	0.016537809775400092	False	0.06417421468491039	0.03304257616400719	-0.0015335464850068092
GAD1+SLC6A8	GABBR2	other	cellphonedb_v5_interactors	15569	48012	0.02997548319399357	3.30433867929969e-05	0.057742950735435804	2.0828126301757892e-05	0.015004263290393283	9.904914854861076e-07	False	0.016537809775400092	False	0.06417421468491039	0.03304257616400719	-0.0015335464850068092
GAD1+SLC6A6	GABRA3+GABRB3+GABRE	other	cellphonedb_v5_interactors	15569	48012	0.02997548319399357	2.9343411370064132e-05	0.057742950735435804	2.0828126301757892e-05	0.015002413302681816	8.795829343777972e-07	False	0.016535959787688626	False	0.06417421468491039	0.03304257616400719	-0.0015335464850068092
GAD1+SLC6A8	GABRA3+GABRB3+GABRE	other	cellphonedb_v5_interactors	15569	48012	0.02997548319399357	2.9343411370064132e-05	0.057742950735435804	2.0828126301757892e-05	0.015002413302681816	8.795829343777972e-07	False	0.016535959787688626	False	0.06417421468491039	0.03304257616400719	-0.0015335464850068092
WNT5B	FZD1+LRP5	other	cellphonedb_v5_interactors	15569	48012	0.02859344705939293	0.0014008724829182029	0.057357569529192624	0.0009164375572773473	0.014997159771155566	4.005577317728196e-05	False	0.012904873758088797	False	0.05787884627738164	0.024408875033259392	0.0020922860130667686
WNT5B	FZD1+LRP6	other	cellphonedb_v5_interactors	15569	48012	0.02859344705939293	0.0014008724829182029	0.057357569529192624	0.0009164375572773473	0.014997159771155566	4.005577317728196e-05	False	0.012904873758088797	False	0.05787884627738164	0.024408875033259392	0.0020922860130667686
GAD1+SLC6A6	GABRA4+GABRB2+GABRD	other	cellphonedb_v5_interactors	15569	48012	0.02997548319399357	1.116280873247888e-05	0.057742950735435804	2.0828126301757892e-05	0.014993323001363024	3.346105855581853e-07	False	0.016526869486369833	False	0.06417421468491039	0.03304257616400719	-0.0015335464850068092
GAD1+SLC6A6	GABRA4+GABRB3+GABRD	other	cellphonedb_v5_interactors	15569	48012	0.02997548319399357	1.116280873247888e-05	0.057742950735435804	2.0828126301757892e-05	0.014993323001363024	3.346105855581853e-07	False	0.016526869486369833	False	0.06417421468491039	0.03304257616400719	-0.0015335464850068092
GAD1+SLC6A8	GABRA4+GABRB2+GABRD	other	cellphonedb_v5_interactors	15569	48012	0.02997548319399357	1.116280873247888e-05	0.057742950735435804	2.0828126301757892e-05	0.014993323001363024	3.346105855581853e-07	False	0.016526869486369833	False	0.06417421468491039	0.03304257616400719	-0.0015335464850068092
GAD1+SLC6A8	GABRA4+GABRB3+GABRD	other	cellphonedb_v5_interactors	15569	48012	0.02997548319399357	1.116280873247888e-05	0.057742950735435804	2.0828126301757892e-05	0.014993323001363024	3.346105855581853e-07	False	0.016526869486369833	False	0.06417421468491039	0.03304257616400719	-0.0015335464850068092
GAD1+SLC6A6	GABRA1+GABRB2	other	cellphonedb_v5_interactors	15569	48012	0.02997548319399357	0.0	0.057742950735435804	0.0	0.014987741596996784	0.0	False	0.016521288082003593	False	0.06417421468491039	0.03304257616400719	-0.0015335464850068092
GAD1+SLC6A6	GABRA1+GABRB2+GABRD	other	cellphonedb_v5_interactors	15569	48012	0.02997548319399357	0.0	0.057742950735435804	0.0	0.014987741596996784	0.0	False	0.016521288082003593	False	0.06417421468491039	0.03304257616400719	-0.0015335464850068092
GAD1+SLC6A6	GABRA1+GABRB2+GABRG2	other	cellphonedb_v5_interactors	15569	48012	0.02997548319399357	0.0	0.057742950735435804	0.0	0.014987741596996784	0.0	False	0.016521288082003593	False	0.06417421468491039	0.03304257616400719	-0.0015335464850068092
GAD1+SLC6A6	GABRA1+GABRB3	other	cellphonedb_v5_interactors	15569	48012	0.02997548319399357	0.0	0.057742950735435804	0.0	0.014987741596996784	0.0	False	0.016521288082003593	False	0.06417421468491039	0.03304257616400719	-0.0015335464850068092
GAD1+SLC6A6	GABRA1+GABRB3+GABRG2	other	cellphonedb_v5_interactors	15569	48012	0.02997548319399357	0.0	0.057742950735435804	0.0	0.014987741596996784	0.0	False	0.016521288082003593	False	0.06417421468491039	0.03304257616400719	-0.0015335464850068092
GAD1+SLC6A6	GABRA2+GABRB3+GABRG2	other	cellphonedb_v5_interactors	15569	48012	0.02997548319399357	0.0	0.057742950735435804	0.0	0.014987741596996784	0.0	False	0.016521288082003593	False	0.06417421468491039	0.03304257616400719	-0.0015335464850068092
GAD1+SLC6A6	GABRA3+GABRB3+GABRG2	other	cellphonedb_v5_interactors	15569	48012	0.02997548319399357	0.0	0.057742950735435804	0.0	0.014987741596996784	0.0	False	0.016521288082003593	False	0.06417421468491039	0.03304257616400719	-0.0015335464850068092
GAD1+SLC6A6	GABRA3+GABRB3+GABRQ	other	cellphonedb_v5_interactors	15569	48012	0.02997548319399357	0.0	0.057742950735435804	0.0	0.014987741596996784	0.0	False	0.016521288082003593	False	0.06417421468491039	0.03304257616400719	-0.0015335464850068092
GAD1+SLC6A6	GABRA4+GABRB3+GABRG2	other	cellphonedb_v5_interactors	15569	48012	0.02997548319399357	0.0	0.057742950735435804	0.0	0.014987741596996784	0.0	False	0.016521288082003593	False	0.06417421468491039	0.03304257616400719	-0.0015335464850068092
GAD1+SLC6A6	GABRA5+GABRB3+GABRG2	other	cellphonedb_v5_interactors	15569	48012	0.02997548319399357	0.0	0.057742950735435804	0.0	0.014987741596996784	0.0	False	0.016521288082003593	False	0.06417421468491039	0.03304257616400719	-0.0015335464850068092
GAD1+SLC6A6	GABRA6+GABRB3+GABRD	other	cellphonedb_v5_interactors	15569	48012	0.02997548319399357	0.0	0.057742950735435804	0.0	0.014987741596996784	0.0	False	0.016521288082003593	False	0.06417421468491039	0.03304257616400719	-0.0015335464850068092
GAD1+SLC6A6	GABRA6+GABRB3+GABRG2	other	cellphonedb_v5_interactors	15569	48012	0.02997548319399357	0.0	0.057742950735435804	0.0	0.014987741596996784	0.0	False	0.016521288082003593	False	0.06417421468491039	0.03304257616400719	-0.0015335464850068092
GAD1+SLC6A8	GABRA1+GABRB2	other	cellphonedb_v5_interactors	15569	48012	0.02997548319399357	0.0	0.057742950735435804	0.0	0.014987741596996784	0.0	False	0.016521288082003593	False	0.06417421468491039	0.03304257616400719	-0.0015335464850068092
GAD1+SLC6A8	GABRA1+GABRB2+GABRD	other	cellphonedb_v5_interactors	15569	48012	0.02997548319399357	0.0	0.057742950735435804	0.0	0.014987741596996784	0.0	False	0.016521288082003593	False	0.06417421468491039	0.03304257616400719	-0.0015335464850068092
GAD1+SLC6A8	GABRA1+GABRB2+GABRG2	other	cellphonedb_v5_interactors	15569	48012	0.02997548319399357	0.0	0.057742950735435804	0.0	0.014987741596996784	0.0	False	0.016521288082003593	False	0.06417421468491039	0.03304257616400719	-0.0015335464850068092
GAD1+SLC6A8	GABRA1+GABRB3	other	cellphonedb_v5_interactors	15569	48012	0.02997548319399357	0.0	0.057742950735435804	0.0	0.014987741596996784	0.0	False	0.016521288082003593	False	0.06417421468491039	0.03304257616400719	-0.0015335464850068092
GAD1+SLC6A8	GABRA1+GABRB3+GABRG2	other	cellphonedb_v5_interactors	15569	48012	0.02997548319399357	0.0	0.057742950735435804	0.0	0.014987741596996784	0.0	False	0.016521288082003593	False	0.06417421468491039	0.03304257616400719	-0.0015335464850068092
GAD1+SLC6A8	GABRA2+GABRB3+GABRG2	other	cellphonedb_v5_interactors	15569	48012	0.02997548319399357	0.0	0.057742950735435804	0.0	0.014987741596996784	0.0	False	0.016521288082003593	False	0.06417421468491039	0.03304257616400719	-0.0015335464850068092
GAD1+SLC6A8	GABRA3+GABRB3+GABRG2	other	cellphonedb_v5_interactors	15569	48012	0.02997548319399357	0.0	0.057742950735435804	0.0	0.014987741596996784	0.0	False	0.016521288082003593	False	0.06417421468491039	0.03304257616400719	-0.0015335464850068092
GAD1+SLC6A8	GABRA3+GABRB3+GABRQ	other	cellphonedb_v5_interactors	15569	48012	0.02997548319399357	0.0	0.057742950735435804	0.0	0.014987741596996784	0.0	False	0.016521288082003593	False	0.06417421468491039	0.03304257616400719	-0.0015335464850068092
GAD1+SLC6A8	GABRA4+GABRB3+GABRG2	other	cellphonedb_v5_interactors	15569	48012	0.02997548319399357	0.0	0.057742950735435804	0.0	0.014987741596996784	0.0	False	0.016521288082003593	False	0.06417421468491039	0.03304257616400719	-0.0015335464850068092
GAD1+SLC6A8	GABRA5+GABRB3+GABRG2	other	cellphonedb_v5_interactors	15569	48012	0.02997548319399357	0.0	0.057742950735435804	0.0	0.014987741596996784	0.0	False	0.016521288082003593	False	0.06417421468491039	0.03304257616400719	-0.0015335464850068092
GAD1+SLC6A8	GABRA6+GABRB3+GABRD	other	cellphonedb_v5_interactors	15569	48012	0.02997548319399357	0.0	0.057742950735435804	0.0	0.014987741596996784	0.0	False	0.016521288082003593	False	0.06417421468491039	0.03304257616400719	-0.0015335464850068092
GAD1+SLC6A8	GABRA6+GABRB3+GABRG2	other	cellphonedb_v5_interactors	15569	48012	0.02997548319399357	0.0	0.057742950735435804	0.0	0.014987741596996784	0.0	False	0.016521288082003593	False	0.06417421468491039	0.03304257616400719	-0.0015335464850068092
WNT5B	FRZB	other	cellphonedb_v5_interactors	15569	48012	0.02859344705939293	0.0013346377527341247	0.057357569529192624	0.0008956094309755894	0.014964042406063527	3.8161893926270344e-05	False	0.012871756392996758	False	0.05787884627738164	0.024408875033259392	0.0020922860130667686
WNT5B	FZD7+LRP5	other	cellphonedb_v5_interactors	15569	48012	0.02859344705939293	0.0012322950642555952	0.057357569529192624	0.0008331250520703157	0.014912871061824262	3.523556368134357e-05	False	0.012820585048757493	False	0.05787884627738164	0.024408875033259392	0.0020922860130667686
WNT5B	FZD7+LRP6	other	cellphonedb_v5_interactors	15569	48012	0.02859344705939293	0.0012322950642555952	0.057357569529192624	0.0008331250520703157	0.014912871061824262	3.523556368134357e-05	False	0.012820585048757493	False	0.05787884627738164	0.024408875033259392	0.0020922860130667686
NPW	NPBWR1	other	cellphonedb_v5_interactors	15569	48012	0.029788823798298836	0.0	0.044383068919005716	0.0	0.014894411899149418	0.0	False	0.032069992274045944	False	0.08061925868825079	0.06413998454809189	-0.017175580374896526
CCK	CCKAR	other	cellphonedb_v5_interactors	15569	48012	0.029788069427013397	0.0	0.02093904553921254	0.0	0.014894034713506699	0.0	False	0.01634984277188778	False	0.026209288880323763	0.03269968554377556	-0.0014558080583810806
CCK	CCKBR	other	cellphonedb_v5_interactors	15569	48012	0.029788069427013397	0.0	0.02093904553921254	0.0	0.014894034713506699	0.0	False	0.01634984277188778	False	0.026209288880323763	0.03269968554377556	-0.0014558080583810806
COL4A4	ITGA11+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.029009614139795303	0.0007511376752518117	0.051448391033463936	0.0005207031575439474	0.014880375907523558	2.179021412491793e-05	False	0.020864497841103002	False	0.06449540695060063	0.04097785800695419	-0.005984121933579445
FGF1	FGFR1	other	cellphonedb_v5_interactors	15569	48012	0.004052901174873114	0.025573834776878357	0.008992228145674096	0.018037157377322335	0.014813367975875735	0.00010364822501322118	False	0.015605136984959245	False	0.013939744330956511	0.0056364391930401325	-0.0007917690090835094
RBP4	STRA6	other	cellphonedb_v5_interactors	15569	48012	0.029047813266515732	0.0005587495979852974	0.03796004881495279	0.00041656252603515786	0.014803281432250515	1.6230453985017655e-05	False	0.015263725450495258	False	0.043874863493287085	0.02996870130300522	-0.00046044401824474335
COL4A2	ITGA2+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.020413348451256752	0.009142288938164711	0.0414927098721819	0.0061234691327168205	0.014777818694710732	0.00018662472973682634	False	0.013845399022102356	False	0.037515256632620286	0.01854850910604	0.0009324196726083755
INHBA+INHBB	ACVR1+ACVR2B	other	cellphonedb_v5_interactors	15569	48012	0.013768783770501614	0.01568172127008438	0.020104052925685657	0.011330500708156294	0.014725252520292997	0.00021591822931706778	False	0.01138150505721569	False	0.011627160017986768	0.007081288844347	0.0033437474630773067
WNT5B	FZD8+LRP5	other	cellphonedb_v5_interactors	15569	48012	0.02859344705939293	0.0008123648585751653	0.057357569529192624	0.0005623594101474631	0.014702905958984047	2.3228311576580212e-05	False	0.012610619945917279	False	0.05787884627738164	0.024408875033259392	0.0020922860130667686
WNT5B	FZD8+LRP6	other	cellphonedb_v5_interactors	15569	48012	0.02859344705939293	0.0008123648585751653	0.057357569529192624	0.0005623594101474631	0.014702905958984047	2.3228311576580212e-05	False	0.012610619945917279	False	0.05787884627738164	0.024408875033259392	0.0020922860130667686
WNT5B	FZD2+LRP5	other	cellphonedb_v5_interactors	15569	48012	0.02859344705939293	0.0006073196418583393	0.057357569529192624	0.00045821877863867365	0.014600383350625634	1.73653620276059e-05	False	0.012508097337558866	False	0.05787884627738164	0.024408875033259392	0.0020922860130667686
WNT5B	FZD2+LRP6	other	cellphonedb_v5_interactors	15569	48012	0.02859344705939293	0.0006073196418583393	0.057357569529192624	0.00045821877863867365	0.014600383350625634	1.73653620276059e-05	False	0.012508097337558866	False	0.05787884627738164	0.024408875033259392	0.0020922860130667686
GGT1+GGT5	CYSLTR2	other	cellphonedb_v5_interactors	15569	48012	0.02482980489730835	0.004292658530175686	0.040400796454492904	0.0031867033241689577	0.014561231713742018	0.00010658587379502871	False	0.02477611368522048	False	0.07580137470289715	0.045259568840265274	-0.010214881971478462
WNT5B	FZD4+LRP5	other	cellphonedb_v5_interactors	15569	48012	0.02859344705939293	0.00043116550659760833	0.057357569529192624	0.0002707656419228526	0.014512306282995269	1.2328508086735046e-05	False	0.0124200202699285	False	0.05787884627738164	0.024408875033259392	0.0020922860130667686
WNT5B	FZD4+LRP6	other	cellphonedb_v5_interactors	15569	48012	0.02859344705939293	0.00043116550659760833	0.057357569529192624	0.0002707656419228526	0.014512306282995269	1.2328508086735046e-05	False	0.0124200202699285	False	0.05787884627738164	0.024408875033259392	0.0020922860130667686
LTB	LTBR	other	cellphonedb_v5_interactors	15569	48012	0.019170258194208145	0.009837680496275425	0.03404200655148051	0.006873281679580105	0.014503969345241785	0.00018859087514572562	False	0.023530364502221346	False	0.05832851544934798	0.03722304850816727	-0.00902639515697956
RSPO3	LGR6	other	cellphonedb_v5_interactors	15569	48012	0.022156156599521637	0.006695515941828489	0.03616160318581797	0.004123969007748063	0.014425836270675063	0.0001483468997217456	False	0.010634248843416572	False	0.022804650864007195	0.014572981745004654	0.0037915874272584915
WNT5B	SFRP1	other	cellphonedb_v5_interactors	15569	48012	0.02859344705939293	0.000229588127695024	0.057357569529192624	0.00016662501041406314	0.014411517593543977	6.564715974712813e-06	False	0.012319231580477208	False	0.05787884627738164	0.024408875033259392	0.0020922860130667686
WNT5B	SFRP5	other	cellphonedb_v5_interactors	15569	48012	0.02859344705939293	0.00013934046728536487	0.057357569529192624	0.00014579688411230527	0.014366393763339147	3.984224274555153e-06	False	0.012274107750272378	False	0.05787884627738164	0.024408875033259392	0.0020922860130667686
WNT5B	FZD9+LRP5	other	cellphonedb_v5_interactors	15569	48012	0.02859344705939293	0.0001322938478551805	0.057357569529192624	8.331250520703157e-05	0.014362870453624055	3.7827371349304865e-06	False	0.012270584440557286	False	0.05787884627738164	0.024408875033259392	0.0020922860130667686
WNT5B	FZD9+LRP6	other	cellphonedb_v5_interactors	15569	48012	0.02859344705939293	0.0001322938478551805	0.057357569529192624	8.331250520703157e-05	0.014362870453624055	3.7827371349304865e-06	False	0.012270584440557286	False	0.05787884627738164	0.024408875033259392	0.0020922860130667686
WNT5B	FZD10+LRP5	other	cellphonedb_v5_interactors	15569	48012	0.02859344705939293	6.48002460366115e-05	0.057357569529192624	4.1656252603515784e-05	0.01432912365271477	1.8528624044834873e-06	False	0.012236837639648002	False	0.05787884627738164	0.024408875033259392	0.0020922860130667686
WNT5B	FZD10+LRP6	other	cellphonedb_v5_interactors	15569	48012	0.02859344705939293	6.48002460366115e-05	0.057357569529192624	4.1656252603515784e-05	0.01432912365271477	1.8528624044834873e-06	False	0.012236837639648002	False	0.05787884627738164	0.024408875033259392	0.0020922860130667686
