source	target	weight	confidence
ELK1	KAT5	0.3333333333333333	C
ELK1	KLHL23	0.3333333333333333	C
ELK1	LIG4	0.3333333333333333	C
ELK1	LONP1	0.3333333333333333	C
ELK1	LRRC8A	0.3333333333333333	C
ELK1	MAD2L1BP	0.3333333333333333	C
ELK1	MAK16	0.3333333333333333	C
ELK1	MAP3K7	0.3333333333333333	C
ELK1	MAPK8IP3	0.3333333333333333	C
ELK1	MDH2	0.3333333333333333	C
ELK1	METTL23	0.3333333333333333	C
ELK1	MGRN1	0.3333333333333333	C
ELK1	MNT	0.3333333333333333	C
ELK1	MTHFR	0.3333333333333333	C
ELK1	NCSTN	0.3333333333333333	C
ELK1	NOP14	0.3333333333333333	C
ELK1	OGFOD2	0.3333333333333333	C
ELK1	PGAM5	0.3333333333333333	C
ELK1	PIH1D1	0.3333333333333333	C
ELK1	PSMC2	0.3333333333333333	C
ELK1	PURB	0.3333333333333333	C
ELK1	PYM1	0.3333333333333333	C
ELK1	RHOT2	0.3333333333333333	C
ELK1	RPLP2	0.3333333333333333	C
ELK1	RPRD1B	0.3333333333333333	C
ELK1	RPS19	0.3333333333333333	C
ELK1	RRAGA	0.3333333333333333	C
ELK1	SAXO1	0.3333333333333333	C
ELK1	SEC14L1	0.3333333333333333	C
ELK1	SLC39A9	0.3333333333333333	C
ELK1	SPATA33	0.3333333333333333	C
ELK1	TMEM41B	0.3333333333333333	C
ELK1	TOR1A	0.3333333333333333	C
ELK1	TRAPPC10	0.3333333333333333	C
ELK1	TSR3	0.3333333333333333	C
ELK1	TUT7	0.3333333333333333	C
ELK1	UBE2F	0.3333333333333333	C
ELK1	UBR4	0.3333333333333333	C
ELK1	VMP1	0.3333333333333333	C
ELK1	WDR1	0.3333333333333333	C
ELK1	WDR37	0.3333333333333333	C
ELK1	YRDC	0.3333333333333333	C
ELK1	ZNF408	0.3333333333333333	C
ELK1	ZNF594	0.3333333333333333	C
ELK1	ZNF79	0.3333333333333333	C
ELK4	ACTB	0.3333333333333333	C
ELK4	ARPC5L	0.3333333333333333	C
ELK4	ASB1	0.3333333333333333	C
ELK4	ERCC1	0.3333333333333333	C
ELK4	KDM5A	0.3333333333333333	C
ELK4	KRT8	0.3333333333333333	C
ELK4	NCOA7	0.3333333333333333	C
ELK4	SCAF11	0.3333333333333333	C
ELK4	SEC14L1	0.3333333333333333	C
ELK4	SEPTIN10	0.3333333333333333	C
ELK4	SLC4A7	0.3333333333333333	C
ELK4	ZFAND6	0.3333333333333333	C
EOMES	AFF1	0.3333333333333333	C
EOMES	ANK3	0.3333333333333333	C
EOMES	ARHGAP15	0.3333333333333333	C
EOMES	ASTN2	0.3333333333333333	C
EOMES	CSMD3	0.3333333333333333	C
EOMES	DCDC1	0.3333333333333333	C
EOMES	DENND2B	0.3333333333333333	C
EOMES	DOCK10	0.3333333333333333	C
EOMES	DOCK2	0.3333333333333333	C
EOMES	EXOC4	0.3333333333333333	C
EOMES	FYN	0.3333333333333333	C
EOMES	GALNT10	0.3333333333333333	C
EOMES	GRIA1	0.3333333333333333	C
EOMES	KSR1	0.3333333333333333	C
EOMES	LINGO2	0.3333333333333333	C
EOMES	LRIG1	0.3333333333333333	C
EOMES	NLGN1	0.3333333333333333	C
EOMES	NRXN3	0.3333333333333333	C
EOMES	PPP2R2B	0.3333333333333333	C
EOMES	SORBS2	0.3333333333333333	C
EOMES	THSD7A	0.3333333333333333	C
EOMES	TIAM1	0.3333333333333333	C
EPAS1	ASAP1	0.3333333333333333	C
EPAS1	ATOH8	0.3333333333333333	C
EPAS1	BACH1	0.3333333333333333	C
EPAS1	CHST15	0.3333333333333333	C
EPAS1	CHSY1	0.3333333333333333	C
EPAS1	CP	0.3333333333333333	C
EPAS1	CRISPLD2	0.3333333333333333	C
EPAS1	DAB2IP	0.3333333333333333	C
EPAS1	DENND3	0.3333333333333333	C
EPAS1	DNAH17	0.3333333333333333	C
EPAS1	DPP9	0.3333333333333333	C
EPAS1	EPHA2	0.3333333333333333	C
EPAS1	ERO1A	0.3333333333333333	C
EPAS1	FEM1C	0.3333333333333333	C
FOXA1	EPAS1	0.3333333333333333	C
EPAS1	MET	0.3333333333333333	C
EPAS1	MYH9	0.3333333333333333	C
EPAS1	NEDD9	0.3333333333333333	C
EPAS1	PLIN2	0.3333333333333333	C
PPARG	EPAS1	0.3333333333333333	C
EPAS1	PPP1R3C	0.3333333333333333	C
EPAS1	PTPN12	0.3333333333333333	C
EPAS1	RASSF3	0.3333333333333333	C
EPAS1	RND3	0.3333333333333333	C
EPAS1	RPGR	0.3333333333333333	C
EPAS1	SMIM2	0.3333333333333333	C
EPAS1	SORBS1	0.3333333333333333	C
EPAS1	SYNPO	0.3333333333333333	C
EPAS1	TGM2	0.3333333333333333	C
EPAS1	TNS1	0.3333333333333333	C
EPAS1	TSKU	0.3333333333333333	C
EPAS1	ZMIZ1	0.3333333333333333	C
ERG	ABCG1	0.3333333333333333	C
ERG	AMOTL1	0.3333333333333333	C
ERG	APP	0.3333333333333333	C
ERG	ARHGEF1	0.3333333333333333	C
ERG	ATXN2	0.3333333333333333	C
ERG	BCL11A	0.3333333333333333	C
ERG	CACNA1C	0.3333333333333333	C
ERG	CAST	0.3333333333333333	C
ERG	CDC42EP3	0.3333333333333333	C
ERG	CDK13	0.3333333333333333	C
ERG	CHSY1	0.3333333333333333	C
ERG	CSGALNACT1	0.3333333333333333	C
ERG	DLGAP4	0.3333333333333333	C
ERG	DOCK4	0.3333333333333333	C
ERG	DOCK9	0.3333333333333333	C
ERG	ECE1	0.3333333333333333	C
ERG	ELMO1	0.3333333333333333	C
ERG	EPAS1	0.3333333333333333	C
ERG	FLNB	0.3333333333333333	C
ERG	FYN	0.3333333333333333	C
ERG	GLIS3	0.3333333333333333	C
ERG	GRB10	0.3333333333333333	C
ERG	HIP1	0.3333333333333333	C
ERG	IGF1R	0.3333333333333333	C
ERG	KALRN	0.3333333333333333	C
ERG	LIMCH1	0.3333333333333333	C
ERG	LRRFIP1	0.3333333333333333	C
ERG	MAP4K4	0.3333333333333333	C
ERG	MCTP1	0.3333333333333333	C
ERG	MYH9	0.3333333333333333	C
ERG	NEK6	0.3333333333333333	C
ERG	NFIB	0.3333333333333333	C
ERG	NOL4L	0.3333333333333333	C
ERG	NTMT1	0.3333333333333333	C
ERG	OSBPL5	0.3333333333333333	C
ERG	PACSIN2	0.3333333333333333	C
ERG	PEAK1	0.3333333333333333	C
ERG	PHACTR2	0.3333333333333333	C
ERG	PIK3AP1	0.3333333333333333	C
ERG	PLCB4	0.3333333333333333	C
ERG	PRDM16	0.3333333333333333	C
ERG	PRKCH	0.3333333333333333	C
ERG	PTK2	0.3333333333333333	C
ERG	PTK2B	0.3333333333333333	C
ERG	PTPN12	0.3333333333333333	C
ERG	PTPRM	0.3333333333333333	C
ERG	PXDN	0.3333333333333333	C
ERG	RAPGEF4	0.3333333333333333	C
ERG	RAPGEF5	0.3333333333333333	C
ERG	RBMS3	0.3333333333333333	C
ERG	RGS3	0.3333333333333333	C
ERG	RGS6	0.3333333333333333	C
ERG	RIN3	0.3333333333333333	C
ERG	RPGR	0.3333333333333333	C
ERG	SASH1	0.3333333333333333	C
ERG	SCOC	0.3333333333333333	C
ERG	SEC14L1	0.3333333333333333	C
ERG	SH3BP2	0.3333333333333333	C
ERG	SPRED2	0.3333333333333333	C
ERG	SPTBN1	0.3333333333333333	C
ERG	ST3GAL1	0.3333333333333333	C
ERG	SV2B	0.3333333333333333	C
ERG	TANC1	0.3333333333333333	C
ERG	TNS1	0.3333333333333333	C
ERG	TSPAN9	0.3333333333333333	C
ERG	WDR37	0.3333333333333333	C
ERG	ZNF385D	0.3333333333333333	C
ESR1	ABCA2	0.3333333333333333	C
ESR1	ABCB9	0.3333333333333333	C
ESR1	ACIN1	0.3333333333333333	C
ESR1	ACTL10	0.3333333333333333	C
ESR1	ACTL7B	0.3333333333333333	C
ESR1	ADAMTSL2	0.3333333333333333	C
ESR1	ADAMTSL5	0.3333333333333333	C
ESR1	AKNA	0.3333333333333333	C
ESR1	AMOTL2	0.3333333333333333	C
ESR1	ANKRD13C	0.3333333333333333	C
ESR1	ANKRD2	0.3333333333333333	C
ESR1	ARHGAP22	0.3333333333333333	C
ESR1	ARHGAP23	0.3333333333333333	C
ESR1	ARID1A	0.3333333333333333	C
ESR1	ASB2	0.3333333333333333	C
ESR1	B3GALNT1	0.3333333333333333	C
ESR1	B4GALNT3	0.3333333333333333	C
ESR1	BCAR1	0.3333333333333333	C
ESR1	BLK	0.3333333333333333	C
ESR1	BPIFB1	0.3333333333333333	C
ESR1	C17orf67	0.3333333333333333	C
ESR1	TTMP	0.3333333333333333	C
ESR1	C5AR2	0.3333333333333333	C
ESR1	CACNA2D1	0.3333333333333333	C
ESR1	CACNG1	0.3333333333333333	C
ESR1	CAMTA1	0.3333333333333333	C
ESR1	CARD10	0.3333333333333333	C
ESR1	CARD8	0.3333333333333333	C
ESR1	CASP7	0.3333333333333333	C
ESR1	CBLN4	0.3333333333333333	C
ESR1	CBY2	0.3333333333333333	C
ESR1	CCDC40	0.3333333333333333	C
ESR1	CCNP	0.3333333333333333	C
ESR1	CD300LB	0.3333333333333333	C
ESR1	CD79A	0.3333333333333333	C
ESR1	CDH26	0.3333333333333333	C
ESR1	CDHR2	0.3333333333333333	C
ESR1	CDK18	0.3333333333333333	C
ESR1	CELF5	0.3333333333333333	C
ESR1	CEP128	0.3333333333333333	C
ESR1	CEP164	0.3333333333333333	C
ESR1	CFAP46	0.3333333333333333	C
ESR1	CHD1L	0.3333333333333333	C
ESR1	CHPT1	0.3333333333333333	C
ESR1	CHRNA4	0.3333333333333333	C
ESR1	CLUH	0.3333333333333333	C
ESR1	COL21A1	0.3333333333333333	C
ESR1	CORO2B	0.3333333333333333	C
ESR1	CPQ	0.3333333333333333	C
ESR1	CSK	0.3333333333333333	C
ESR1	CST3	0.3333333333333333	C
ESR1	CTBP1	0.3333333333333333	C
ESR1	CUL7	0.3333333333333333	C
ESR1	CYP46A1	0.3333333333333333	C
ESR1	CYP4F3	0.3333333333333333	C
ESR1	DGKE	0.3333333333333333	C
ESR1	DHRS9	0.3333333333333333	C
ESR1	DKK3	0.3333333333333333	C
ESR1	DLG5	0.3333333333333333	C
ESR1	DNAH1	0.3333333333333333	C
ESR1	DNAJA4	0.3333333333333333	C
ESR1	DOCK2	0.3333333333333333	C
ESR1	DPP3	0.3333333333333333	C
ESR1	E2F2	0.3333333333333333	C
ESR1	ETFBKMT	0.3333333333333333	C
ESR1	EXD3	0.3333333333333333	C
ESR1	FAAH	0.3333333333333333	C
ESR1	FAAP100	0.3333333333333333	C
ESR1	FAM135B	0.3333333333333333	C
ESR1	FAM83E	0.3333333333333333	C
ESR1	FBLIM1	0.3333333333333333	C
ESR1	FDXR	0.3333333333333333	C
ESR1	FMN1	0.3333333333333333	C
ESR1	FRMD5	0.3333333333333333	C
ESR1	FYN	0.3333333333333333	C
ESR1	GIGYF1	0.3333333333333333	C
ESR1	GPATCH2	0.3333333333333333	C
ESR1	GRB2	0.3333333333333333	C
ESR1	GZF1	0.3333333333333333	C
ESR1	HCN2	0.3333333333333333	C
ESR1	HOOK2	0.3333333333333333	C
ESR1	HPCAL1	0.3333333333333333	C
ESR1	HSPG2	0.3333333333333333	C
ESR1	IFT22	0.3333333333333333	C
ESR1	INSRR	0.3333333333333333	C
ESR1	IQCD	0.3333333333333333	C
ESR1	IRX4	0.3333333333333333	C
ESR1	ISG20	0.3333333333333333	C
ESR1	ITGA6	0.3333333333333333	C
ESR1	JUND	0.3333333333333333	C
ESR1	KLHL30	0.3333333333333333	C
ESR1	KRT86	0.3333333333333333	C
ESR1	LAMC2	0.3333333333333333	C
ESR1	LATS2	0.3333333333333333	C
ESR1	LBH	0.3333333333333333	C
ESR1	LDB1	0.3333333333333333	C
ESR1	LDB3	0.3333333333333333	C
ESR1	LDLRAP1	0.3333333333333333	C
ESR1	LETMD1	0.3333333333333333	C
ESR1	LIN28A	0.3333333333333333	C
ESR1	LRFN4	0.3333333333333333	C
ESR1	LRP6	0.3333333333333333	C
ESR1	LRRC20	0.3333333333333333	C
ESR1	LRRC43	0.3333333333333333	C
ESR1	LY6E	0.3333333333333333	C
ESR1	LZTS2	0.3333333333333333	C
ESR1	MAEA	0.3333333333333333	C
ESR1	MAL2	0.3333333333333333	C
ESR1	MANEAL	0.3333333333333333	C
ESR1	MCTP2	0.3333333333333333	C
ESR1	MEIS1	0.3333333333333333	C
ESR1	MICALL1	0.3333333333333333	C
ESR1	MICOS10	0.3333333333333333	C
ESR1	MTERF2	0.3333333333333333	C
ESR1	MTRES1	0.3333333333333333	C
ESR1	MYO15A	0.3333333333333333	C
ESR1	MYOG	0.3333333333333333	C
ESR1	MYT1	0.3333333333333333	C
ESR1	NEFH	0.3333333333333333	C
ESR1	NFASC	0.3333333333333333	C
NFIC	ESR1	0.3333333333333333	C
ESR1	NIPAL1	0.3333333333333333	C
ESR1	NISCH	0.3333333333333333	C
ESR1	NNMT	0.3333333333333333	C
ESR1	NPEPL1	0.3333333333333333	C
ESR1	NPR3	0.3333333333333333	C
ESR1	NSUN3	0.3333333333333333	C
ESR1	OR4D11	0.3333333333333333	C
ESR1	OTUD6B	0.3333333333333333	C
ESR1	OVGP1	0.3333333333333333	C
ESR1	P4HA2	0.3333333333333333	C
ESR1	PACSIN2	0.3333333333333333	C
ESR1	PALM2AKAP2	0.3333333333333333	C
ESR1	PAM	0.3333333333333333	C
ESR1	PAPLN	0.3333333333333333	C
ESR1	PCYT2	0.3333333333333333	C
ESR1	PDCD6IP	0.3333333333333333	C
ESR1	PDLIM2	0.3333333333333333	C
ESR1	PDZK1	0.3333333333333333	C
ESR1	PIP5KL1	0.3333333333333333	C
ESR1	PKD2L2	0.3333333333333333	C
ESR1	PLAAT3	0.3333333333333333	C
ESR1	PLEKHG5	0.3333333333333333	C
ESR1	PLEKHG6	0.3333333333333333	C
ESR1	PML	0.3333333333333333	C
ESR1	POU2F3	0.3333333333333333	C
ESR1	PPM1M	0.3333333333333333	C
ESR1	PPP2R3A	0.3333333333333333	C
ESR1	PRICKLE1	0.3333333333333333	C
ESR1	PROP1	0.3333333333333333	C
ESR1	RALGDS	0.3333333333333333	C
ESR1	RANBP1	0.3333333333333333	C
ESR1	RENBP	0.3333333333333333	C
ESR1	RFNG	0.3333333333333333	C
ESR1	RGL2	0.3333333333333333	C
ESR1	RNPEPL1	0.3333333333333333	C
ESR1	RPL18A	0.3333333333333333	C
ESR1	RPL37A	0.3333333333333333	C
ESR1	RPS6KL1	0.3333333333333333	C
ESR1	RRBP1	0.3333333333333333	C
ESR1	SCNN1A	0.3333333333333333	C
ESR1	SCYL3	0.3333333333333333	C
ESR1	SDC3	0.3333333333333333	C
ESR1	SEC24D	0.3333333333333333	C
ESR1	SEPTIN6	0.3333333333333333	C
ESR1	SERPINB6	0.3333333333333333	C
ESR1	SETD2	0.3333333333333333	C
ESR1	SH3BGR	0.3333333333333333	C
ESR1	SH3PXD2A	0.3333333333333333	C
ESR1	SLC13A3	0.3333333333333333	C
ESR1	SLC28A3	0.3333333333333333	C
ESR1	SLC29A1	0.3333333333333333	C
ESR1	SLC35B2	0.3333333333333333	C
ESR1	SLC39A4	0.3333333333333333	C
ESR1	SLC43A2	0.3333333333333333	C
ESR1	SLC6A17	0.3333333333333333	C
ESR1	SLC7A10	0.3333333333333333	C
ESR1	SLC9A8	0.3333333333333333	C
ESR1	SNTG1	0.3333333333333333	C
ESR1	SNX5	0.3333333333333333	C
ESR1	SNX9	0.3333333333333333	C
ESR1	SOX6	0.3333333333333333	C
ESR1	SPATA21	0.3333333333333333	C
ESR1	SPATA7	0.3333333333333333	C
ESR1	SPECC1	0.3333333333333333	C
ESR1	SPIRE2	0.3333333333333333	C
ESR1	SRI	0.3333333333333333	C
ESR1	SSUH2	0.3333333333333333	C
ESR1	SUSD3	0.3333333333333333	C
ESR1	SYNE1	0.3333333333333333	C
ESR1	TACC1	0.3333333333333333	C
ESR1	TANK	0.3333333333333333	C
ESR1	TAS1R3	0.3333333333333333	C
ESR1	TCIRG1	0.3333333333333333	C
ESR1	TFCP2L1	0.3333333333333333	C
ESR1	TINAGL1	0.3333333333333333	C
ESR1	TIPIN	0.3333333333333333	C
ESR1	TJP1	0.3333333333333333	C
ESR1	TMEM132D	0.3333333333333333	C
ESR1	TMEM186	0.3333333333333333	C
ESR1	TMPRSS13	0.3333333333333333	C
ESR1	TNNC1	0.3333333333333333	C
ESR1	TPD52L2	0.3333333333333333	C
ESR1	TRIM17	0.3333333333333333	C
ESR1	TRMT61A	0.3333333333333333	C
ESR1	TRPM1	0.3333333333333333	C
ESR1	UGT8	0.3333333333333333	C
ESR1	VPS4A	0.3333333333333333	C
ESR1	WDR25	0.3333333333333333	C
ESR1	WDR45B	0.3333333333333333	C
ESR1	ZAP70	0.3333333333333333	C
ESR1	ZBTB38	0.3333333333333333	C
ESR1	ZDHHC18	0.3333333333333333	C
ESR1	ZFYVE28	0.3333333333333333	C
ESR1	ZNF81	0.3333333333333333	C
ESR2	ADAMTSL5	0.3333333333333333	C
ESR2	AHRR	0.3333333333333333	C
ESR2	ALB	0.3333333333333333	C
ESR2	ANXA6	0.3333333333333333	C
ESR2	ATG4D	0.3333333333333333	C
ESR2	POPDC1	0.3333333333333333	C
ESR2	CCDC138	0.3333333333333333	C
ESR2	CCDC57	0.3333333333333333	C
ESR2	CHPT1	0.3333333333333333	C
ESR2	CLASP2	0.3333333333333333	C
ESR2	CLUH	0.3333333333333333	C
ESR2	CSTB	0.3333333333333333	C
ESR2	CYP46A1	0.3333333333333333	C
ESR2	DGKE	0.3333333333333333	C
ESR2	ECSIT	0.3333333333333333	C
ESR2	EME2	0.3333333333333333	C
ESR2	ENDOG	0.3333333333333333	C
ESR2	GAPDH	0.3333333333333333	C
ESR2	GFAP	0.3333333333333333	C
ESR2	HIPK2	0.3333333333333333	C
ESR2	IDH1	0.3333333333333333	C
ESR2	ISG20	0.3333333333333333	C
ESR2	JUND	0.3333333333333333	C
ESR2	KCNA7	0.3333333333333333	C
ESR2	KCNH8	0.3333333333333333	C
ESR2	KRT13	0.3333333333333333	C
ESR2	LCA5L	0.3333333333333333	C
ESR2	LETMD1	0.3333333333333333	C
ESR2	LRRFIP1	0.3333333333333333	C
ESR2	LZTS2	0.3333333333333333	C
ESR2	MICOS10	0.3333333333333333	C
ESR2	MTHFD1L	0.3333333333333333	C
ESR2	MTMR4	0.3333333333333333	C
ESR2	NT5C1A	0.3333333333333333	C
ESR2	P4HA2	0.3333333333333333	C
ESR2	PCTP	0.3333333333333333	C
ESR2	PDCD6IP	0.3333333333333333	C
ESR2	PIP5KL1	0.3333333333333333	C
ESR2	PLXDC1	0.3333333333333333	C
ESR2	PRKAG2	0.3333333333333333	C
ESR2	PTTG1IP	0.3333333333333333	C
ESR2	RBM15	0.3333333333333333	C
ESR2	RPS6KL1	0.3333333333333333	C
ESR2	RTKN	0.3333333333333333	C
ESR2	SIX2	0.3333333333333333	C
ESR2	TFAP2C	0.3333333333333333	C
ESR2	UBE2I	0.3333333333333333	C
ESR2	WWC1	0.3333333333333333	C
ESR2	ZBTB38	0.3333333333333333	C
ESR2	ZFYVE16	0.3333333333333333	C
ESR2	ZMIZ1	0.3333333333333333	C
ESRRA	ACSS1	0.3333333333333333	C
ESRRA	ADGRG1	0.3333333333333333	C
ESRRA	ASCC2	0.3333333333333333	C
ESRRA	ATP1B1	0.3333333333333333	C
ESRRA	BAIAP2L1	0.3333333333333333	C
ESRRA	BCL3	0.3333333333333333	C
ESRRA	BHLHE40	0.3333333333333333	C
ESRRA	CAPN2	0.3333333333333333	C
ESRRA	CAPN8	0.3333333333333333	C
ESRRA	CUEDC1	0.3333333333333333	C
ESRRA	DENND1A	0.3333333333333333	C
ESRRA	DLG2	0.3333333333333333	C
ESRRA	DMD	0.3333333333333333	C
ESRRA	DNAJB12	0.3333333333333333	C
ESRRA	DNAJC5B	0.3333333333333333	C
ESRRA	EPHB4	0.3333333333333333	C
ESRRA	ERBB2	0.3333333333333333	C
ESRRA	GREB1	0.3333333333333333	C
ESRRA	GSN	0.3333333333333333	C
ESRRA	GTF2IRD1	0.3333333333333333	C
ESRRA	HDAC11	0.3333333333333333	C
ESRRA	HK1	0.3333333333333333	C
ESRRA	NHSL3	0.3333333333333333	C
ESRRA	LLGL2	0.3333333333333333	C
ESRRA	MAPKAP1	0.3333333333333333	C
ESRRA	MARK2	0.3333333333333333	C
ESRRA	MGLL	0.3333333333333333	C
ESRRA	MSI2	0.3333333333333333	C
ESRRA	MYO18A	0.3333333333333333	C
ESRRA	NAALADL2	0.3333333333333333	C
ESRRA	NDUFAF6	0.3333333333333333	C
ESRRA	NFATC2	0.3333333333333333	C
ESRRA	NFIA	0.3333333333333333	C
ESRRA	NIBAN2	0.3333333333333333	C
ESRRA	NRXN1	0.3333333333333333	C
ESRRA	OGDH	0.3333333333333333	C
ESRRA	P3H2	0.3333333333333333	C
ESRRA	PAK4	0.3333333333333333	C
ESRRA	PIK3C2B	0.3333333333333333	C
ESRRA	PNKD	0.3333333333333333	C
ESRRA	POR	0.3333333333333333	C
ESRRA	PPFIBP2	0.3333333333333333	C
ESRRA	PPP5C	0.3333333333333333	C
ESRRA	RARA	0.3333333333333333	C
ESRRA	RGS6	0.3333333333333333	C
ESRRA	SLC35F6	0.3333333333333333	C
ESRRA	SOX6	0.3333333333333333	C
ESRRA	STARD10	0.3333333333333333	C
ESRRA	STN1	0.3333333333333333	C
ESRRA	STRBP	0.3333333333333333	C
ESRRA	SYNPO	0.3333333333333333	C
ESRRA	SYT12	0.3333333333333333	C
ESRRA	TENM4	0.3333333333333333	C
ESRRA	TGM2	0.3333333333333333	C
ESRRA	TMCO4	0.3333333333333333	C
ESRRA	TMEM164	0.3333333333333333	C
ESRRA	TRIB3	0.3333333333333333	C
ESRRA	TXNRD1	0.3333333333333333	C
ESRRA	UBE2V1	0.3333333333333333	C
ESRRA	VDR	0.3333333333333333	C
ESRRA	WNK2	0.3333333333333333	C
ESRRA	XYLT1	0.3333333333333333	C
ETS1	ABCB7	0.3333333333333333	C
ETS1	ABCB8	0.3333333333333333	C
ETS1	ABCD1	0.3333333333333333	C
ETS1	ABHD13	0.3333333333333333	C
ETS1	ABI2	0.3333333333333333	C
ETS1	ABR	0.3333333333333333	C
ETS1	ABT1	0.3333333333333333	C
ETS1	ACOX3	0.3333333333333333	C
ETS1	ACVRL1	0.3333333333333333	C
ETS1	ADAMTS9	0.3333333333333333	C
ETS1	ADCY7	0.3333333333333333	C
ETS1	ADGRE1	0.3333333333333333	C
ETS1	ADPRS	0.3333333333333333	C
ETS1	ALKBH3	0.3333333333333333	C
ETS1	AMPD2	0.3333333333333333	C
ETS1	ANGEL1	0.3333333333333333	C
ETS1	ANKRD42	0.3333333333333333	C
ETS1	ANTKMT	0.3333333333333333	C
ETS1	ANXA11	0.3333333333333333	C
ETS1	AP1B1	0.3333333333333333	C
ETS1	AP1M1	0.3333333333333333	C
ETS1	AP2A1	0.3333333333333333	C
ETS1	APOBEC3H	0.3333333333333333	C
ETS1	APOM	0.3333333333333333	C
ETS1	ARF4	0.3333333333333333	C
ETS1	ARHGAP1	0.3333333333333333	C
ETS1	ARHGAP4	0.3333333333333333	C
ETS1	ARHGEF1	0.3333333333333333	C
ETS1	ARID4A	0.3333333333333333	C
ETS1	ARID5A	0.3333333333333333	C
ETS1	ARL5B	0.3333333333333333	C
ETS1	ARPC3	0.3333333333333333	C
ETS1	ARSG	0.3333333333333333	C
ETS1	ASB1	0.3333333333333333	C
ETS1	ASB8	0.3333333333333333	C
ETS1	ATF4	0.3333333333333333	C
ETS1	ATM	0.3333333333333333	C
ETS1	ATP13A1	0.3333333333333333	C
ETS1	ATP6V1D	0.3333333333333333	C
ETS1	ATP9B	0.3333333333333333	C
ETS1	ATXN7L3	0.3333333333333333	C
ETS1	AURKAIP1	0.3333333333333333	C
ETS1	BEGAIN	0.3333333333333333	C
ETS1	BFAR	0.3333333333333333	C
ETS1	BOD1L1	0.3333333333333333	C
ETS1	BRCC3	0.3333333333333333	C
ETS1	BRD7	0.3333333333333333	C
ETS1	BRF2	0.3333333333333333	C
ETS1	BROX	0.3333333333333333	C
ETS1	BUD13	0.3333333333333333	C
ETS1	BUD31	0.3333333333333333	C
ETS1	C11orf24	0.3333333333333333	C
ETS1	DORIP1	0.3333333333333333	C
ETS1	C2orf42	0.3333333333333333	C
ETS1	C3orf38	0.3333333333333333	C
ETS1	C9orf40	0.3333333333333333	C
ETS1	QNG1	0.3333333333333333	C
ETS1	CANX	0.3333333333333333	C
ETS1	CAP1	0.3333333333333333	C
ETS1	ODAD3	0.3333333333333333	C
ETS1	CCDC174	0.3333333333333333	C
ETS1	CCDC9	0.3333333333333333	C
ETS1	CCR7	0.3333333333333333	C
ETS1	CCT2	0.3333333333333333	C
ETS1	CCT5	0.3333333333333333	C
ETS1	CDC37L1	0.3333333333333333	C
ETS1	CDC45	0.3333333333333333	C
ETS1	CDK13	0.3333333333333333	C
ETS1	CDK9	0.3333333333333333	C
ETS1	CEP20	0.3333333333333333	C
ETS1	CEP95	0.3333333333333333	C
ETS1	CFAP57	0.3333333333333333	C
ETS1	CGGBP1	0.3333333333333333	C
ETS1	CHD7	0.3333333333333333	C
ETS1	CHERP	0.3333333333333333	C
ETS1	CHMP1A	0.3333333333333333	C
ETS1	CHMP1B	0.3333333333333333	C
ETS1	CIB1	0.3333333333333333	C
ETS1	CMIP	0.3333333333333333	C
ETS1	COG4	0.3333333333333333	C
ETS1	COG8	0.3333333333333333	C
ETS1	COMMD2	0.3333333333333333	C
ETS1	COMT	0.3333333333333333	C
ETS1	COQ8A	0.3333333333333333	C
ETS1	COX20	0.3333333333333333	C
ETS1	COX6B1	0.3333333333333333	C
ETS1	CPEB4	0.3333333333333333	C
ETS1	CPLANE2	0.3333333333333333	C
ETS1	CREB3L2	0.3333333333333333	C
ETS1	CRIPT	0.3333333333333333	C
ETS1	CSNK1A1	0.3333333333333333	C
ETS1	CSNK1G2	0.3333333333333333	C
ETS1	CTDNEP1	0.3333333333333333	C
ETS1	CTTN	0.3333333333333333	C
ETS1	CUL4B	0.3333333333333333	C
ETS1	CYP2E1	0.3333333333333333	C
ETS1	CYREN	0.3333333333333333	C
ETS1	DAPK3	0.3333333333333333	C
ETS1	DBR1	0.3333333333333333	C
ETS1	DCAF10	0.3333333333333333	C
ETS1	DCTN5	0.3333333333333333	C
ETS1	DCUN1D3	0.3333333333333333	C
ETS1	DDOST	0.3333333333333333	C
ETS1	DDX39B	0.3333333333333333	C
ETS1	DDX5	0.3333333333333333	C
ETS1	DEPDC1B	0.3333333333333333	C
ETS1	DGUOK	0.3333333333333333	C
ETS1	DICER1	0.3333333333333333	C
ETS1	DLC1	0.3333333333333333	C
ETS1	DLGAP4	0.3333333333333333	C
ETS1	DLST	0.3333333333333333	C
ETS1	DMAP1	0.3333333333333333	C
ETS1	DNAH7	0.3333333333333333	C
ETS1	DNAJB9	0.3333333333333333	C
ETS1	DNAJC1	0.3333333333333333	C
ETS1	DPP8	0.3333333333333333	C
ETS1	E2F8	0.3333333333333333	C
ETS1	EDRF1	0.3333333333333333	C
ETS1	EFCAB11	0.3333333333333333	C
ETS1	EGFL7	0.3333333333333333	C
ETS1	EIF2B1	0.3333333333333333	C
ETS1	EIF3J	0.3333333333333333	C
ETS1	EIF4A2	0.3333333333333333	C
ETS1	EIF4E2	0.3333333333333333	C
ETS1	EIF5A	0.3333333333333333	C
ETS1	ELP5	0.3333333333333333	C
ETS1	EMC3	0.3333333333333333	C
ETS1	EME1	0.3333333333333333	C
ETS1	EML2	0.3333333333333333	C
