method	destination	rule	interaction_name	pathway_name	ligand	receptor	ligand_genes	receptor_genes	ligand_class	pair_origin	n_patients	n_cohorts	n_thin_tail	cohorts	median_delta	mean_delta	mean_score_high	mean_score_low	frac_detected_high	frac_detected_low	median_n_sender_high	median_n_receiver	pval	padj
cellchat	TNK	median	TGM2_ADGRG1	ADGRG	TGM2	ADGRG1	TGM2	ADGRG1	other	cellchatdb_v2	3	2	0	GSE123902,GSE189357	-0.00018717695505452938	-0.0371759189577081	2.8678742796909012e-05	0.037204597700505014	0.3333333333333333	1.0	149.0	6525.0		
cellchat	TNK	median	PECAM1_PECAM1	PECAM1	PECAM1	PECAM1	PECAM1	PECAM1	other	cellchatdb_v2	8	2	1	GSE123902,GSE189357	-4.552176839648603e-05	-0.02847349791404846	0.002927225832953194	0.03140072374700165	0.625	0.75	171.5	2204.5	0.640625	0.6912006578947368
cellchat	TNK	median	Q9HDB5_CLSTN1	NRXN	NRXN3	CLSTN1	NRXN3	CLSTN1	other	cellchatdb_v2	3	2	0	GSE123902,GSE189357	0.00014518520206148827	0.0007470618613775855	0.0007504063998978733	3.344538520287624e-06	1.0	0.3333333333333333	129.0	344.0		
cellchat	TNK	median	THBS3_SDC4	THBS	THBS3	SDC4	THBS3	SDC4	other	cellchatdb_v2	5	2	0	GSE123902,GSE189357	0.00028623451884390015	0.0007319780627727123	0.0010184433571059992	0.00028646529433328676	1.0	0.4	194.0	1336.0		
cellchat	TNK	median	TNFSF14_TNFRSF14	LIGHT	TNFSF14	TNFRSF14	TNFSF14	TNFRSF14	other	cellchatdb_v2	9	2	1	GSE123902,GSE189357	0.0003232646305505299	-0.005294925059762643	0.002250270063157188	0.007545195122919832	0.7777777777777778	0.2222222222222222	149.0	3726.0	0.7421875	0.7717972767503956
cellchat	TNK	median	TNFSF12_TNFRSF12A	TWEAK	TNFSF12	TNFRSF12A	TNFSF12	TNFRSF12A	other	cellchatdb_v2	8	2	0	GSE123902,GSE189357	0.0003294552670052504	0.0002955105158469558	0.0013338312856697775	0.001038320769822822	1.0	0.875	198.5	1014.0	0.3125	0.37137681159420294
cellchat	TNK	median	COL4A3_SDC4	COLLAGEN	COL4A3	SDC4	COL4A3	SDC4	other	cellchatdb_v2	6	2	0	GSE123902,GSE189357	0.0003597521889060164	0.0013108732960220293	0.006026848206593223	0.0047159749105711935	1.0	0.5	161.5	840.0	0.3125	0.37137681159420294
cellchat	TNK	median	CXCL10_CXCR3	CXCL	CXCL10	CXCR3	CXCL10	CXCR3	recruit	cellchatdb_v2	3	1	1	GSE123902	0.0003782442456789793	0.009225199668517318	0.009761271287624307	0.0005360716191069895	1.0	0.3333333333333333	79.0	344.0		
cellchat	TNK	median	FN1_SDC4	FN1	FN1	SDC4	FN1	SDC4	other	cellchatdb_v2	10	2	0	GSE123902,GSE189357	0.00041224078515142746	0.002653122534089972	0.018594598513219752	0.01594147597912978	1.0	0.9	252.5	1593.5	0.10546875	0.14911099137931036
cellchat	TNK	median	THBS1_SDC4	THBS	THBS1	SDC4	THBS1	SDC4	other	cellchatdb_v2	11	2	0	GSE123902,GSE189357	0.0006408641421093025	0.004566447304684889	0.011887936302626901	0.007321488997942013	1.0	0.5454545454545454	311.0	1851.0	0.0009765625	0.0037536621093749996
cellchat	TNK	median	HLA-E_CD8B	MHC-I	HLA-E	CD8B	HLA-E	CD8B	inhibitory	cellchatdb_v2	16	2	0	GSE123902,GSE189357	0.0007215018986181041	-0.005104942957298849	0.1471684156758265	0.15227335863312536	1.0	1.0	267.0	2999.0	0.899932861328125	0.9110431435667439
cellchat	TNK	median	PVR_CD226	PVR	PVR	CD226	PVR	CD226	barrier|inhibitory	cellchatdb_v2	5	2	0	GSE123902,GSE189357	0.0009389604514248404	0.0026492188087902874	0.002694999041902966	4.5780233112678756e-05	1.0	0.4	319.0	6525.0		
cellchat	TNK	median	SEMA3C_PLXND1	SEMA3	SEMA3C	PLXND1	SEMA3C	PLXND1	other	cellchatdb_v2	3	2	0	GSE123902,GSE189357	0.000953144643057455	0.0008318185449287061	0.0008454399403502484	1.36213954215422e-05	1.0	0.3333333333333333	149.0	6525.0		
cellchat	TNK	median	COL6A1_SDC4	COLLAGEN	COL6A1	SDC4	COL6A1	SDC4	other	cellchatdb_v2	7	2	0	GSE123902,GSE189357	0.0009942694702690727	0.002171190363801493	0.005297578389911589	0.003126388026110096	1.0	0.5714285714285714	393.0	1336.0	0.109375	0.14947916666666666
cellchat	TNK	median	CCL20_CCR6	CCL	CCL20	CCR6	CCL20	CCR6	other	cellchatdb_v2	8	2	0	GSE123902,GSE189357	0.0019023475935293916	0.0014575784956247669	0.013329896917952399	0.011872318422327633	1.0	0.5	171.5	1971.0	0.3828125	0.44212147887323944
cellchat	TNK	median	COL4A4_SDC4	COLLAGEN	COL4A4	SDC4	COL4A4	SDC4	other	cellchatdb_v2	7	2	0	GSE123902,GSE189357	0.0019405866087552986	0.0050350311218522745	0.0063200074750673916	0.001284976353215117	1.0	0.5714285714285714	194.0	344.0	0.015625	0.032852564102564104
cellchat	TNK	median	TNFSF9_TNFRSF9	CD137	TNFSF9	TNFRSF9	TNFSF9	TNFRSF9	other	cellchatdb_v2	5	2	0	GSE123902,GSE189357	0.0020116627922659998	0.0028549885548348163	0.007605643135220938	0.004750654580386122	1.0	0.2	430.0	3392.0		
cellchat	TNK	median	ANGPTL4_SDC4	ANGPTL	ANGPTL4	SDC4	ANGPTL4	SDC4	other	cellchatdb_v2	7	2	0	GSE123902,GSE189357	0.002267710482771692	0.004194039227075559	0.004834539048634179	0.0006404998215586197	1.0	0.42857142857142855	194.0	344.0	0.046875	0.07536764705882353
cellchat	TNK	median	CD70_CD27	CD70	CD70	CD27	CD70	CD27	other	cellchatdb_v2	3	1	0	GSE123902	0.002316392285838599	0.0002734215920981182	0.002021149713154992	0.001747728121056874	0.6666666666666666	0.3333333333333333	79.0	2558.0		
cellchat	TNK	median	COL1A1_SDC4	COLLAGEN	COL1A1	SDC4	COL1A1	SDC4	other	cellchatdb_v2	10	2	0	GSE123902,GSE189357	0.002435684236034512	0.005005880444986854	0.017727538264237883	0.01272165781925103	1.0	0.8	293.5	840.0	0.01953125	0.0400390625
cellchat	TNK	median	COL6A2_SDC4	COLLAGEN	COL6A2	SDC4	COL6A2	SDC4	other	cellchatdb_v2	5	1	0	GSE123902	0.0024648967308643355	0.002610686850634985	0.008735491810334037	0.006124804959699052	1.0	0.8	194.0	177.0		
cellchat	TNK	median	LGALS9_HAVCR2	GALECTIN	LGALS9	HAVCR2	LGALS9	HAVCR2	inhibitory	cellchatdb_v2	8	2	0	GSE123902,GSE189357	0.002576680977069525	0.0022191988750344402	0.015628772925005745	0.013409574049971304	1.0	0.75	171.5	1947.0	0.1484375	0.19632056451612903
cellchat	TNK	median	HLA-G_CD8B	MHC-I	HLA-G	CD8B	HLA-G	CD8B	inhibitory	cellchatdb_v2	8	1	0	GSE123902	0.0026593889894599514	0.03976278308367246	0.07746023680270926	0.0376974537190368	1.0	0.75	82.5	980.5	0.109375	0.14947916666666666
cellchat	TNK	median	HLA-DQA1_CD4	MHC-II	HLA-DQA1	CD4	HLA-DQA1	CD4	other	cellchatdb_v2	16	2	0	GSE123902,GSE189357	0.002725386366167361	0.02015049017393786	0.07099057212111991	0.05084008194718205	1.0	1.0	315.0	3559.0	0.17535400390625	0.2282385447668651
cellchat	TNK	median	BAG6_NCR3-PS	BAG	BAG6	NCR3	BAG6	NCR3	other	cellchatdb_v2	4	2	0	GSE123902,GSE189357	0.0028457241489126925	0.005019470234504329	0.007197196739994849	0.0021777265054905193	1.0	0.75	224.0	5125.5		
cellchat	TNK	median	HLA-B_CD8B	MHC-I	HLA-B	CD8B	HLA-B	CD8B	other	cellchatdb_v2	16	2	0	GSE123902,GSE189357	0.002934420654035155	0.0016802572090477749	0.2475255743568598	0.245845317147812	1.0	1.0	267.0	2999.0	0.528167724609375	0.5932842933968322
cellchat	TNK	median	HLA-F_CD8B	MHC-I	HLA-F	CD8B	HLA-F	CD8B	inhibitory	cellchatdb_v2	16	2	0	GSE123902,GSE189357	0.0030231927829365776	0.019637604844531746	0.0660120997580863	0.04637449491355457	1.0	1.0	267.0	2999.0	0.05767822265625	0.09095412034254807
cellchat	TNK	median	HLA-C_CD8B	MHC-I	HLA-C	CD8B	HLA-C	CD8B	other	cellchatdb_v2	16	2	0	GSE123902,GSE189357	0.0031006839054817242	0.0009742759840692203	0.2174743933724205	0.2165001173883513	1.0	1.0	267.0	2999.0	0.743560791015625	0.7717972767503956
cellchat	TNK	median	GAS6_AXL	GAS	GAS6	AXL	GAS6	AXL	other	cellchatdb_v2	3	2	0	GSE123902,GSE189357	0.003246085336825487	0.0038856081478440808	0.010635755114208487	0.006750146966364406	1.0	0.6666666666666666	149.0	7096.0		
cellchat	TNK	median	PVR_TIGIT	PVR	PVR	TIGIT	PVR	TIGIT	barrier|inhibitory	cellchatdb_v2	11	2	0	GSE123902,GSE189357	0.0034663660872102996	0.013126484834107388	0.013505960994192967	0.00037947616008557767	1.0	0.18181818181818182	215.0	2558.0	0.0009765625	0.0037536621093749996
cellchat	TNK	median	COL9A2_SDC4	COLLAGEN	COL9A2	SDC4	COL9A2	SDC4	other	cellchatdb_v2	4	1	0	GSE123902	0.0034877429923816394	0.004794496256084485	0.005562317397750104	0.0007678211416656184	1.0	0.25	82.5	89.0		
cellchat	TNK	median	NECTIN3_TIGIT	NECTIN	NECTIN3	TIGIT	NECTIN3	TIGIT	barrier	cellchatdb_v2	10	2	0	GSE123902,GSE189357	0.003722429832338537	0.007411756198591307	0.007626305023611479	0.00021454882502017344	1.0	0.1	356.0	5125.5	0.001953125	0.006159855769230769
cellchat	TNK	median	TNFSF15_TNFRSF25	VEGI	TNFSF15	TNFRSF25	TNFSF15	TNFRSF25	other	cellchatdb_v2	8	2	0	GSE123902,GSE189357	0.0038478132648410357	0.0060959130821962035	0.0067864782376902385	0.0006905651554940354	1.0	0.25	171.5	3559.0	0.0078125	0.019412878787878788
cellchat	TNK	median	HLA-DPB1_CD4	MHC-II	HLA-DPB1	CD4	HLA-DPB1	CD4	other	cellchatdb_v2	17	2	0	GSE123902,GSE189357	0.004579257615575788	0.021740916553131165	0.17518178257356343	0.15344086602043228	1.0	0.9411764705882353	319.0	3392.0	0.2068939208984375	0.26508283615112305
cellchat	TNK	median	LPAR2_ADGRE5	ADGRE	LPAR2	ADGRE5	LPAR2	ADGRE5	other	cellchatdb_v2	7	2	1	GSE123902,GSE189357	0.004855944863205676	0.005071353924676342	0.005071353924676342	0.0	1.0	0.0	149.0	1336.0	0.03125	0.05229591836734694
cellchat	TNK	median	HLA-DRA_CD4	MHC-II	HLA-DRA	CD4	HLA-DRA	CD4	other	cellchatdb_v2	17	2	0	GSE123902,GSE189357	0.004999611442670859	0.03344444325387588	0.2610850135925902	0.22764057033871435	1.0	1.0	319.0	3392.0	0.0714111328125	0.10843912760416666
cellchat	TNK	median	HLA-DOB_CD4	MHC-II	HLA-DOB	CD4	HLA-DOB	CD4	other	cellchatdb_v2	5	2	0	GSE123902,GSE189357	0.005301808086675378	0.004495726733766256	0.005288317584467927	0.0007925908507016704	1.0	0.2	79.0	2558.0		
cellchat	TNK	median	HLA-A_CD8B	MHC-I	HLA-A	CD8B	HLA-A	CD8B	other	cellchatdb_v2	16	2	0	GSE123902,GSE189357	0.005505739965215174	0.009332079276807737	0.23634948734329198	0.22701740806648424	1.0	1.0	267.0	2999.0	0.21142578125	0.2667217548076923
cellchat	TNK	median	SEMA3E_PLXND1	SEMA3	SEMA3E	PLXND1	SEMA3E	PLXND1	other	cellchatdb_v2	4	2	0	GSE123902,GSE189357	0.0057103973603017805	0.004970128094801298	0.0053030198756622935	0.00033289178086099596	1.0	0.5	117.5	3308.5		
cellchat	TNK	median	TNC_SDC4	TENASCIN	TNC	SDC4	TNC	SDC4	other	cellchatdb_v2	7	2	0	GSE123902,GSE189357	0.005854942110047688	0.007979686920068247	0.01247662766776191	0.004496940747693666	1.0	0.7142857142857143	393.0	2558.0	0.015625	0.032852564102564104
cellchat	TNK	median	MDK_LRP1	MK	MDK	LRP1	MDK	LRP1	other	cellchatdb_v2	4	1	0	GSE189357	0.005893013925411346	0.010786734550961578	0.013550814823349229	0.0027640802723876514	1.0	0.5	386.5	5244.0		
cellchat	TNK	median	CXCL13_CXCR3	CXCL	CXCL13	CXCR3	CXCL13	CXCR3	recruit	cellchatdb_v2	3	1	1	GSE123902	0.005906472389927985	0.006695478223771367	0.012305959398255309	0.005610481174483942	0.6666666666666666	1.0	79.0	344.0		
cellchat	TNK	median	PLAU_PLAUR	PLAU	PLAU	PLAUR	PLAU	PLAUR	other	cellchatdb_v2	6	2	0	GSE123902,GSE189357	0.005987538598589356	0.018741483182127202	0.03521596261662992	0.016474479434502712	1.0	0.5	293.5	840.0	0.3125	0.37137681159420294
cellchat	TNK	median	HLA-DMB_CD4	MHC-II	HLA-DMB	CD4	HLA-DMB	CD4	other	cellchatdb_v2	14	2	0	GSE123902,GSE189357	0.006875240975733383	0.01574672867066678	0.04033001420087401	0.02458328553020723	1.0	0.6428571428571429	356.0	4035.5	0.001220703125	0.004170735677083334
cellchat	TNK	median	COL6A2_CD44	COLLAGEN	COL6A2	CD44	COL6A2	CD44	other	cellchatdb_v2	10	2	1	GSE123902,GSE189357	0.0075417629557233004	-0.02584444935196283	0.17115500469523248	0.1969994540471953	0.8	0.7	171.5	1947.0	0.5703125	0.6319679054054054
cellchat	TNK	median	C3_C3AR1	COMPLEMENT	C3	C3AR1	C3	C3AR1	other	cellchatdb_v2	8	2	0	GSE123902,GSE189357	0.008230768351969746	0.007316628253540988	0.013864988440998054	0.006548360187457065	1.0	0.75	139.0	840.0	0.0390625	0.06406250000000001
cellchat	TNK	median	THBS3_CD47	THBS	THBS3	CD47	THBS3	CD47	other	cellchatdb_v2	7	2	1	GSE123902,GSE189357	0.008734710558988728	0.012603084436439439	0.019249814840905582	0.006646730404466146	1.0	0.2857142857142857	149.0	1336.0	0.015625	0.032852564102564104
cellchat	TNK	median	NECTIN2_CD226	NECTIN	NECTIN2	CD226	NECTIN2	CD226	barrier|inhibitory	cellchatdb_v2	6	2	0	GSE123902,GSE189357	0.009030776689630456	0.014621601237690289	0.01973622284607444	0.005114621608384153	1.0	1.0	234.0	5125.5	0.03125	0.05229591836734694
cellchat	TNK	median	LPAR1_ADGRE5	ADGRE	LPAR1	ADGRE5	LPAR1	ADGRE5	other	cellchatdb_v2	4	1	0	GSE123902	0.009172403751699441	0.011305193487421665	0.012003119340915597	0.0006979258534939316	0.75	0.25	161.5	218.0		
cellchat	TNK	median	HLA-DOA_CD4	MHC-II	HLA-DOA	CD4	HLA-DOA	CD4	other	cellchatdb_v2	13	2	0	GSE123902,GSE189357	0.00917613129662713	0.012902445767783915	0.024514393538639007	0.011611947770855092	0.9230769230769231	0.46153846153846156	319.0	3726.0	0.006103515625	0.0156402587890625
cellchat	TNK	median	HLA-B_CD8A	MHC-I	HLA-B	CD8A	HLA-B	CD8A	other	cellchatdb_v2	18	2	0	GSE123902,GSE189357	0.009562326523258571	0.0017300310894922716	0.4563272436073517	0.4545972125178594	1.0	1.0	263.0	2582.0	0.5798416137695312	0.6339601643880208
cellchat	TNK	median	HLA-E_CD8A	MHC-I	HLA-E	CD8A	HLA-E	CD8A	inhibitory	cellchatdb_v2	18	2	0	GSE123902,GSE189357	0.0096970159066588	-0.002084824615233044	0.3064408595495603	0.30852568416479337	1.0	1.0	263.0	2582.0	0.7018814086914062	0.7474581235414977
cellchat	TNK	median	HLA-G_CD8A	MHC-I	HLA-G	CD8A	HLA-G	CD8A	inhibitory	cellchatdb_v2	9	1	0	GSE123902	0.009724547702306442	0.04500287918700457	0.10853855316323574	0.06353567397623118	1.0	0.6666666666666666	86.0	625.0	0.07421875	0.11065340909090908
cellchat	TNK	median	CEACAM5_CEACAM6	CEACAM	CEACAM5	CEACAM6	CEACAM5	CEACAM6	barrier	cellchatdb_v2	3	1	0	GSE123902	0.009729321291785439	0.015845981762076824	0.06366909076264733	0.0478231090005705	1.0	0.6666666666666666	86.0	86.0		
cellchat	TNK	median	HLA-C_CD8A	MHC-I	HLA-C	CD8A	HLA-C	CD8A	other	cellchatdb_v2	18	2	0	GSE123902,GSE189357	0.010492693505996978	-0.000555622807128581	0.41005119256764583	0.41060681537477445	1.0	1.0	263.0	2582.0	0.7660293579101562	0.7851800918579102
cellchat	TNK	median	SPP1_CD44	SPP1	SPP1	CD44	SPP1	CD44	other	cellchatdb_v2	10	2	1	GSE123902,GSE189357	0.010633545265448782	0.03929635124510472	0.16072817923133284	0.12143182798622813	0.9	0.9	107.5	840.0	0.375	0.4392857142857143
cellchat	TNK	median	HLA-DRB5_CD4	MHC-II	HLA-DRB5	CD4	HLA-DRB5	CD4	other	cellchatdb_v2	15	2	0	GSE123902,GSE189357	0.010937714588034275	0.04437804302119627	0.0945425355289923	0.050164492507796005	1.0	1.0	311.0	3392.0	0.0301513671875	0.05229591836734694
cellchat	TNK	median	HLA-DPA1_CD4	MHC-II	HLA-DPA1	CD4	HLA-DPA1	CD4	other	cellchatdb_v2	17	2	0	GSE123902,GSE189357	0.011113841184237538	0.03472269591786106	0.19439235753054596	0.1596696616126849	1.0	0.9411764705882353	319.0	3392.0	0.023223876953125	0.0451457888581032
cellchat	TNK	median	HC_C5AR1	COMPLEMENT	C5	C5AR1	C5	C5AR1	other	cellchatdb_v2	4	2	0	GSE123902,GSE189357	0.012226137496229882	0.011816583895284278	0.024023705574587842	0.012207121679303563	1.0	0.5	305.5	5244.0		
cellchat	TNK	median	HLA-A_CD8A	MHC-I	HLA-A	CD8A	HLA-A	CD8A	other	cellchatdb_v2	18	2	0	GSE123902,GSE189357	0.01280328104239653	0.015644161322463282	0.43238580345242267	0.4167416421299594	1.0	1.0	263.0	2582.0	0.11870574951171875	0.15957166327804817
cellchat	TNK	median	HLA-F_CD8A	MHC-I	HLA-F	CD8A	HLA-F	CD8A	inhibitory	cellchatdb_v2	18	2	0	GSE123902,GSE189357	0.012849646704396613	0.032289444870711885	0.12891229620484645	0.09662285133413456	1.0	0.9444444444444444	263.0	2582.0	0.02367401123046875	0.0451457888581032
cellchat	TNK	median	MDK_SDC4	MK	MDK	SDC4	MDK	SDC4	other	cellchatdb_v2	12	2	0	GSE123902,GSE189357	0.013845751592960538	0.01790620124210878	0.03941516868643576	0.021508967444326985	1.0	0.8333333333333334	352.0	1593.5	0.00048828125	0.002224392361111111
cellchat	TNK	median	HLA-DQA2_CD4	MHC-II	HLA-DQA2	CD4	HLA-DQA2	CD4	other	cellchatdb_v2	10	2	0	GSE123902,GSE189357	0.01771303594271935	0.0301200159570665	0.07650817701880798	0.04638816106174147	1.0	0.6	171.5	2975.0	0.083984375	0.12081962719298246
cellchat	TNK	median	LGALS9_P4HB	GALECTIN	LGALS9	P4HB	LGALS9	P4HB	inhibitory	cellchatdb_v2	15	2	1	GSE123902,GSE189357	0.019286837299079443	0.024483814124925934	0.051214347481182365	0.026730533356256428	0.9333333333333333	0.6	194.0	2558.0	0.011007912955186742	0.026548495950744495
cellchat	TNK	median	HLA-DMA_CD4	MHC-II	HLA-DMA	CD4	HLA-DMA	CD4	other	cellchatdb_v2	17	2	0	GSE123902,GSE189357	0.019367662521061674	0.04339470793836704	0.1312009913660093	0.08780628342764228	1.0	1.0	319.0	3392.0	0.001678466796875	0.00550537109375
cellchat	TNK	median	CD99_CD99	CD99	CD99	CD99	CD99	CD99	other	cellchatdb_v2	21	2	1	GSE123902,GSE189357	0.020010027252490608	-0.010357034749119517	0.3538440446473207	0.36420107939644025	1.0	1.0	215.0	2558.0	0.9186935424804688	0.9186935424804688
cellchat	TNK	median	COL9A2_CD44	COLLAGEN	COL9A2	CD44	COL9A2	CD44	other	cellchatdb_v2	7	2	1	GSE123902,GSE189357	0.022631561093051138	0.07152830448617797	0.10816066977575962	0.03663236528958166	1.0	0.14285714285714285	79.0	322.0	0.03125	0.05229591836734694
cellchat	TNK	median	HLA-DQB1_CD4	MHC-II	HLA-DQB1	CD4	HLA-DQB1	CD4	other	cellchatdb_v2	16	2	0	GSE123902,GSE189357	0.026077255298230552	0.04051503999638572	0.13546868046039873	0.09495364046401299	1.0	1.0	315.0	3559.0	0.00213623046875	0.006256103515624999
cellchat	TNK	median	PPIA_BSG	CypA	PPIA	BSG	PPIA	BSG	other	cellchatdb_v2	20	2	1	GSE123902,GSE189357	0.027841869264049135	0.03547750914985749	0.5587498857899765	0.5232723766401189	1.0	1.0	263.0	2582.0	0.0004825592041015625	0.002224392361111111
cellchat	TNK	median	HLA-DRB1_CD4	MHC-II	HLA-DRB1	CD4	HLA-DRB1	CD4	other	cellchatdb_v2	16	2	0	GSE123902,GSE189357	0.02953805619129652	0.05025985586829849	0.2264034629115331	0.17614360704323462	1.0	1.0	315.0	3559.0	0.013092041015625	0.029820760091145832
cellchat	TNK	median	CDH1_KLRG1	CDH1	CDH1	KLRG1	CDH1	KLRG1	barrier|inhibitory	cellchatdb_v2	6	2	0	GSE123902,GSE189357	0.03270015273338468	0.03514304048940949	0.04166165419516261	0.006518613705753111	1.0	0.5	256.5	4958.5	0.03125	0.05229591836734694
cellchat	TNK	median	CXCL16_CXCR6	CXCL	CXCL16	CXCR6	CXCL16	CXCR6	recruit	cellchatdb_v2	9	2	0	GSE123902,GSE189357	0.03296687693511327	0.05241365456917704	0.10331718646385488	0.050903531894677834	1.0	1.0	129.0	1336.0	0.00390625	0.011045258620689656
cellchat	TNK	median	NECTIN2_TIGIT	NECTIN	NECTIN2	TIGIT	NECTIN2	TIGIT	barrier|inhibitory	cellchatdb_v2	17	2	0	GSE123902,GSE189357	0.03359960032816041	0.06508181613412013	0.09257010898896303	0.027488292854842875	1.0	0.8235294117647058	319.0	3392.0	1.52587890625e-05	0.000156402587890625
cellchat	TNK	median	COL6A1_CD44	COLLAGEN	COL6A1	CD44	COL6A1	CD44	other	cellchatdb_v2	14	2	1	GSE123902,GSE189357	0.036111296396894935	0.0336852913711762	0.15476754536974643	0.12108225399857023	1.0	0.5	204.5	2070.5	0.02312980249735946	0.0451457888581032
cellchat	TNK	median	APP_SORL1	APP	APP	SORL1	APP	SORL1	other	cellchatdb_v2	16	2	0	GSE123902,GSE189357	0.03646545869872593	0.047601038433823274	0.11255601501160829	0.06495497657778501	1.0	0.9375	356.0	3559.0	0.001007080078125	0.0037536621093749996
cellchat	TNK	median	THBS1_CD47	THBS	THBS1	CD47	THBS1	CD47	other	cellchatdb_v2	16	2	0	GSE123902,GSE189357	0.049283187669481726	0.08457147964476514	0.12912963266003713	0.044558153015272016	1.0	0.5625	315.0	2999.0	3.0517578125e-05	0.00025024414062500003
cellchat	TNK	median	CEACAM6_CEACAM6	CEACAM	CEACAM6	CEACAM6	CEACAM6	CEACAM6	barrier	cellchatdb_v2	3	1	0	GSE123902	0.05884502963336424	0.04641395647109039	0.22735829360939674	0.18094433713830638	1.0	1.0	86.0	86.0		
