source	target	mor	confidence
AR	MED1	1.0	A
AR	MMP13	1.0	A
AR	MRPS27	1.0	A
AR	MT2A	1.0	A
AR	MUC1	1.0	A
AR	MYC	-1.0	A
AR	NCOA2	-1.0	A
AR	NDRG1	-1.0	A
AR	NKX3-1	1.0	A
AR	NLGN4X	1.0	A
AR	NME7	1.0	A
AR	NPAT	1.0	A
AR	NPEPPS	1.0	A
AR	NUP214	1.0	A
AR	ORM1	1.0	A
AR	ORM2	1.0	A
AR	PEX6	1.0	A
AR	PGC	1.0	A
AR	PIGR	1.0	A
AR	PIN1	1.0	A
AR	PMAIP1	1.0	A
AR	PMEPA1	1.0	A
AR	PNPLA4	1.0	A
AR	PNRC1	1.0	A
AR	PPP2R5D	1.0	A
AR	PRAME	1.0	A
AR	PRKCD	1.0	A
AR	PRPS1	1.0	A
AR	PTGS2	1.0	A
AR	PTPN9	1.0	A
AR	PTPRM	1.0	A
AR	QSOX1	1.0	A
AR	RBMX	1.0	A
AR	RBPMS	1.0	A
AR	RELA	-1.0	A
AR	RNASE4	1.0	A
AR	SCAP	1.0	A
AR	SCNN1A	1.0	A
AR	SDF2	1.0	A
AR	SERPINB5	-1.0	A
AR	SERPINI1	1.0	A
AR	SLC25A11	1.0	A
AR	SMARCA2	1.0	A
AR	SMS	1.0	A
AR	SNAI2	1.0	A
AR	SORD	1.0	A
AR	SOX4	-1.0	A
AR	SPDEF	1.0	A
AR	STK39	1.0	A
AR	STXBP2	1.0	A
AR	SUOX	1.0	A
AR	SUSD6	1.0	A
AR	TESK1	1.0	A
AR	THRA	1.0	A
AR	TMPRSS2	1.0	A
AR	TNFRSF1A	1.0	A
AR	TRPS1	-1.0	A
AR	UBC	1.0	A
AR	UBE2D3	1.0	A
AR	UGT2B15	1.0	A
AR	VAPA	1.0	A
AR	VEGFA	1.0	A
AR	XPA	1.0	A
AR	ZBTB16	1.0	A
AR	ZCCHC9	1.0	A
AR	ZFHX4	1.0	A
AR	ZNF559	1.0	A
AR	AKAP13	1.0	B
AR	CUX2	1.0	B
AR	DLG2	1.0	B
AR	ITPR2	1.0	B
AR	ITSN1	1.0	B
AR	KDM4B	1.0	B
AR	LARS2	1.0	B
AR	MID1	-1.0	B
AR	MME	1.0	B
AR	MYLK	1.0	B
AR	NCOR2	1.0	B
AR	NEDD9	1.0	B
AR	NFIB	1.0	B
AR	PRLR	1.0	B
AR	RUNX1	1.0	B
AR	SPIDR	1.0	B
AR	ST3GAL1	1.0	B
AR	TG	1.0	B
AR	TPRG1	1.0	B
AR	ZMIZ1	1.0	B
AR	ZNF407	1.0	B
AR	ACSL1	1.0	C
AR	ADCY2	1.0	C
AR	ADGRL2	1.0	C
AR	ANGPT1	1.0	C
AR	ANKS1B	1.0	C
AR	ARAP2	1.0	C
AR	ARHGAP6	1.0	C
AR	ARID1B	1.0	C
AR	ATRNL1	1.0	C
AR	CAPN2	1.0	C
AR	CASZ1	1.0	C
AR	ELAPOR2	1.0	C
AR	ELMO1	1.0	C
AR	EXOC4	1.0	C
AR	FAM107B	1.0	C
AR	FAM13C	1.0	C
AR	FHL2	1.0	C
AR	FTO	1.0	C
AR	GHR	-1.0	C
AR	GTDC1	1.0	C
AR	HDAC9	1.0	C
AR	HERC3	1.0	C
AR	JAZF1	1.0	C
AR	JRKL	1.0	C
AR	KALRN	1.0	C
AR	KCNH8	1.0	C
AR	LAMA3	1.0	C
AR	LCP1	1.0	C
AR	LIMCH1	1.0	C
AR	LIPA	1.0	C
AR	LMBR1	1.0	C
AR	LTBP4	1.0	C
AR	MACROD2	1.0	C
AR	MAP2	1.0	C
AR	MAPK10	1.0	C
AR	MICAL2	1.0	C
AR	MPZL1	1.0	C
AR	MTSS1	1.0	C
AR	NCALD	1.0	C
AR	NCOR1	1.0	C
AR	NFIA	1.0	C
AR	NOL3	1.0	C
AR	NUMB	1.0	C
AR	PBX1	-1.0	C
AR	PDZRN3	1.0	C
AR	PLAAT4	1.0	C
AR	PPARGC1A	1.0	C
AR	PPP2R2C	1.0	C
AR	PTK2B	1.0	C
AR	RARA	1.0	C
AR	RBMS3	1.0	C
AR	RIN2	1.0	C
AR	SIPA1L1	1.0	C
AR	SIPA1L2	1.0	C
AR	SORBS2	1.0	C
AR	SOX6	1.0	C
AR	SPOCK1	1.0	C
AR	STARD13	1.0	C
AR	SUGCT	1.0	C
AR	TACC1	1.0	C
AR	TENM4	1.0	C
AR	TLN2	1.0	C
AR	TMSB10	1.0	C
AR	TNS3	1.0	C
AR	UGT2B17	-1.0	C
AR	WWC2	1.0	C
AR	ZMYND8	1.0	C
AR	ZNF385B	1.0	C
ARID2	AGTPBP1	1.0	C
ARID2	ATXN7	1.0	C
ARID2	BAZ2A	1.0	C
ARID2	BBX	1.0	C
ARID2	CACUL1	1.0	C
ARID2	CDK17	1.0	C
ARID2	CHD2	1.0	C
ARID2	CHD9	1.0	C
ARID2	CPSF6	1.0	C
ARID2	FOXJ3	1.0	C
ARID2	HNRNPH1	1.0	C
ARID2	HNRNPL	1.0	C
ARID2	JMJD1C	1.0	C
ARID2	LRP6	1.0	C
ARID2	MAP4K5	1.0	C
ARID2	MLLT10	1.0	C
ARID2	MSI2	1.0	C
ARID2	NCOA2	1.0	C
ARID2	NFAT5	1.0	C
ARID2	PAWR	1.0	C
ARID2	RBPJ	1.0	C
ARID2	RCOR3	1.0	C
ARID2	SIAH1	1.0	C
ARID2	SOS1	1.0	C
ARID2	TIAL1	1.0	C
ARID2	TNPO1	1.0	C
ARID2	USP3	1.0	C
ARID2	WAC	1.0	C
ARID2	ZCCHC2	1.0	C
ARID2	ZNF131	1.0	C
ARID3A	IGHV1-69	1.0	A
ARID3A	IGHV3-23	1.0	A
ARID3A	ACKR2	1.0	C
ARID3A	BAZ2A	1.0	C
ARID3A	BCAT1	1.0	C
ARID3A	CCR7	1.0	C
ARID3A	CIC	1.0	C
ARID3A	CYTH1	1.0	C
ARID3A	DDIT4	1.0	C
ARID3A	DENND3	1.0	C
ARID3A	ERN1	1.0	C
ARID3A	FOXK1	1.0	C
ARID3A	GAB2	1.0	C
ARID3A	GRK6	1.0	C
ARID3A	KCNAB2	1.0	C
ARID3A	MKNK2	1.0	C
ARID3A	MNT	1.0	C
ARID3A	PLIN2	1.0	C
ARID3A	PTK2B	1.0	C
ARID3A	SEC14L1	1.0	C
ARID3A	ST3GAL1	1.0	C
ARID3A	STK10	1.0	C
ARID3A	TGIF1	1.0	C
ARID3A	ZBTB7B	1.0	C
ARID3A	ZC3H3	1.0	C
ARNT	BHLHE40	1.0	A
ARNT	CYP1B1	1.0	A
ARNT	EPO	1.0	A
ARNT	LDHA	1.0	A
ARNT	UGT1A6	1.0	A
ARNT	VEGFA	1.0	A
ARNT	ANGPT1	1.0	B
ARNT	ESR1	1.0	B
ARNT	AFF1	1.0	C
ARNT	ALDOA	1.0	C
ARNT	ANK3	1.0	C
ARNT	ARID1B	1.0	C
ARNT	ARID5B	1.0	C
ARNT	ASAP1	1.0	C
ARNT	CDH4	1.0	C
ARNT	CTNNA2	1.0	C
ARNT	DAAM1	1.0	C
ARNT	DOCK1	1.0	C
ARNT	DOCK4	1.0	C
ARNT	DST	1.0	C
ARNT	DYNC2H1	1.0	C
ARNT	EIF3H	1.0	C
ARNT	ENO1	1.0	C
ARNT	ERC1	1.0	C
ARNT	EXOC6B	1.0	C
ARNT	FNDC3B	1.0	C
ARNT	GLI3	1.0	C
ARNT	GTDC1	1.0	C
ARNT	IQSEC1	1.0	C
ARNT	LPP	1.0	C
ARNT	MACROD2	1.0	C
ARNT	MED13L	1.0	C
ARNT	MID1	1.0	C
ARNT	NBEA	1.0	C
ARNT	NFASC	1.0	C
ARNT	NFIA	1.0	C
ARNT	NLGN1	1.0	C
ARNT	PIP4K2A	1.0	C
ARNT	PTK2	1.0	C
ARNT	PTPRD	1.0	C
ARNT	PTPRR	1.0	C
ARNT	RBMS1	1.0	C
ARNT	RBMS3	1.0	C
ARNT	RBPJ	1.0	C
ARNT	RREB1	1.0	C
ARNT	SLC22A23	1.0	C
ARNT	SORL1	1.0	C
ARNT	SOX5	1.0	C
ARNT	SPAG9	1.0	C
ARNT	SPOCK1	1.0	C
ARNT	TBC1D5	1.0	C
ARNT	TCF12	1.0	C
ARNT	TCF4	1.0	C
ARNT	TENM2	1.0	C
ARNT	TFRC	1.0	C
ARNT	THSD7A	1.0	C
ARNT	TRIO	1.0	C
ARNT	TTLL5	1.0	C
ARNT	UVRAG	1.0	C
ARNT	VGLL4	1.0	C
ARNT	VPS13B	1.0	C
ARNT	VPS13D	1.0	C
ARNT	WSCD1	1.0	C
ASCL1	PCSK6	-1.0	A
ASCL1	ADCY5	1.0	C
ASCL1	ADGRG1	1.0	C
ASCL1	AGBL4	1.0	C
ASCL1	ANK1	1.0	C
ASCL1	ARHGEF10L	1.0	C
ASCL1	ARK2C	1.0	C
ASCL1	ATP11A	1.0	C
ASCL1	BAHCC1	1.0	C
ASCL1	CCDC57	1.0	C
ASCL1	CCDC88B	1.0	C
ASCL1	CCDC88C	1.0	C
ASCL1	CCNY	1.0	C
ASCL1	CHRNB4	1.0	C
ASCL1	CPLX2	1.0	C
ASCL1	DLGAP4	1.0	C
ASCL1	FAM13A	1.0	C
ASCL1	FARP1	1.0	C
ASCL1	FHL2	1.0	C
ASCL1	GOLM1	1.0	C
ASCL1	HPCAL1	1.0	C
ASCL1	IQSEC1	1.0	C
ASCL1	KALRN	1.0	C
ASCL1	LFNG	1.0	C
ASCL1	LGR6	1.0	C
ASCL1	MPRIP	1.0	C
ASCL1	MYO7A	1.0	C
ASCL1	NCOR2	1.0	C
ASCL1	NIBAN2	1.0	C
ASCL1	NOL4L	1.0	C
ASCL1	PGS1	1.0	C
ASCL1	PKP1	1.0	C
ASCL1	PLA2G6	1.0	C
ASCL1	PLXNA2	1.0	C
ASCL1	PPM1H	1.0	C
ASCL1	PTPRD	1.0	C
ASCL1	PTPRT	1.0	C
ASCL1	RBFOX3	1.0	C
ASCL1	RUNX1	-1.0	C
ASCL1	SMPD3	1.0	C
ASCL1	SPOCK1	1.0	C
ASCL1	ST18	1.0	C
ASCL1	TACC2	1.0	C
ASCL1	TCF20	1.0	C
ASCL1	TIAM1	1.0	C
ASCL1	TLE5	1.0	C
ASCL1	TMEM132D	1.0	C
ASCL1	TMEM163	1.0	C
ASCL1	TNR	1.0	C
ASCL1	TP73	1.0	C
ASCL1	TRIO	1.0	C
ASCL1	VAV2	1.0	C
ASCL1	WSCD1	1.0	C
ASCL1	ZDHHC14	1.0	C
ATF1	BCL2	1.0	A
ATF1	CCNA1	-1.0	A
ATF1	CFTR	1.0	A
ATF1	CGA	1.0	A
ATF1	CIITA	1.0	A
ATF1	CYP11B1	1.0	A
ATF1	CYP11B2	1.0	A
ATF1	ERBB2	1.0	A
ATF1	FLT1	1.0	A
ATF1	IL10	1.0	A
ATF1	LDHA	1.0	A
ATF1	MAP1LC3B	1.0	A
ATF1	NTS	1.0	A
ATF1	PCSK1	1.0	A
ATF1	PLAUR	1.0	A
ATF1	SLC20A1	1.0	A
ATF1	TGFB2	1.0	A
ATF1	TH	1.0	A
ATF1	TOP2A	1.0	A
ATF1	UGT8	-1.0	A
ATF1	BRCA1	1.0	B
ATF1	GOLPH3	1.0	B
ATF1	IPO11	1.0	B
ATF1	STAT3	1.0	B
ATF1	TEAD1	1.0	B
ATF1	TFRC	1.0	B
ATF1	TSPAN31	1.0	B
ATF1	UBE2D3	1.0	B
ATF1	ZNF184	1.0	B
ATF1	ACOX3	1.0	C
ATF1	ANKRD11	1.0	C
ATF1	AP2B1	1.0	C
ATF1	APEX1	1.0	C
ATF1	APLF	1.0	C
ATF1	ARG2	1.0	C
ATF1	ATG5	1.0	C
ATF1	BCR	1.0	C
ATF1	BIN3	1.0	C
ATF1	BRD4	1.0	C
ATF1	CDC14B	1.0	C
ATF1	CMIP	1.0	C
ATF1	CREB3L2	1.0	C
ATF1	DSTYK	1.0	C
ATF1	EGR1	1.0	C
ATF1	ESYT2	1.0	C
ATF1	FAAP20	1.0	C
ATF1	FMC1	1.0	C
ATF1	FOSB	1.0	C
ATF1	FSCN1	1.0	C
ATF1	FYN	1.0	C
ATF1	GNL1	1.0	C
ATF1	HBS1L	1.0	C
ATF1	HDGF	1.0	C
ATF1	IGF1	1.0	C
ATF1	ING3	1.0	C
ATF1	ISG20L2	1.0	C
ATF1	KRBA1	1.0	C
ATF1	LUC7L2	1.0	C
ATF1	MCF2L	1.0	C
ATF1	MLXIP	1.0	C
ATF1	MSI2	1.0	C
ATF1	MTHFR	1.0	C
ATF1	MVK	1.0	C
ATF1	MYH10	1.0	C
ATF1	NDUFV3	1.0	C
ATF1	NSD2	1.0	C
ATF1	NTRK3	1.0	C
ATF1	OSBPL9	1.0	C
ATF1	PABIR3	1.0	C
ATF1	PDXK	1.0	C
ATF1	PER1	1.0	C
ATF1	PRR3	1.0	C
ATF1	PSME3	1.0	C
ATF1	R3HDM2	1.0	C
ATF1	RAB11B	1.0	C
ATF1	RCE1	1.0	C
ATF1	RREB1	1.0	C
ATF1	SECISBP2	1.0	C
ATF1	SIRT2	1.0	C
ATF1	SLC25A25	1.0	C
ATF1	SLC25A37	1.0	C
ATF1	SND1	1.0	C
ATF1	SNX5	1.0	C
ATF1	ST7	1.0	C
ATF1	THADA	1.0	C
ATF1	TRAK1	1.0	C
ATF1	TSC22D2	1.0	C
ATF1	UBC	1.0	C
ATF1	UBE2H	1.0	C
ATF1	VASP	1.0	C
ATF1	ZC3H4	1.0	C
ATF1	ZDHHC7	1.0	C
ATF1	ZZEF1	1.0	C
ATF2	APOC3	1.0	A
ATF2	ATF3	1.0	A
ATF2	CCND1	1.0	A
ATF2	CDKN1A	1.0	A
ATF2	CYP11B1	1.0	A
ATF2	CYP11B2	1.0	A
ATF2	DUSP1	1.0	A
ATF2	FN1	1.0	A
ATF2	FOS	1.0	A
ATF2	IFNB1	1.0	A
ATF2	IFNG	1.0	A
ATF2	IMPDH2	1.0	A
ATF2	INS	1.0	A
ATF2	JUN	1.0	A
ATF2	MMP2	1.0	A
ATF2	NOS3	-1.0	A
ATF2	NR4A2	1.0	A
ATF2	PCK1	1.0	A
ATF2	PCK2	1.0	A
ATF2	PLAT	1.0	A
ATF2	PTGS2	1.0	A
ATF2	RB1	1.0	A
ATF2	TGFB2	1.0	A
ATF2	TNF	1.0	A
ATF2	BCL2	1.0	B
ATF2	DUSP10	1.0	B
ATF2	ARID1A	1.0	C
ATF2	AZIN1	1.0	C
ATF2	CDK14	1.0	C
ATF2	DMTF1	1.0	C
ATF2	FNDC3B	1.0	C
ATF2	FOXP1	1.0	C
ATF2	GNAS	1.0	C
ATF2	GNG2	1.0	C
ATF2	GTDC1	1.0	C
ATF2	HMGB1	1.0	C
ATF2	KIAA1217	1.0	C
ATF2	LYST	1.0	C
ATF2	MBNL1	1.0	C
ATF2	MSI2	1.0	C
ATF2	NCOA7	1.0	C
ATF2	NUMB	1.0	C
ATF2	OXR1	1.0	C
ATF2	PSIP1	1.0	C
ATF2	PTK2	1.0	C
ATF2	RAB12	1.0	C
ATF2	RABGAP1L	1.0	C
ATF2	RBPJ	1.0	C
ATF2	RPS29	1.0	C
ATF2	SGMS1	1.0	C
ATF2	SLC39A10	1.0	C
ATF2	SND1	1.0	C
ATF2	STAT1	1.0	C
ATF2	TBL1XR1	1.0	C
ATF2	TCF12	1.0	C
ATF2	TCF4	1.0	C
ATF2	TEAD1	1.0	C
ATF2	TERF1	1.0	C
ATF2	THADA	1.0	C
ATF2	UBC	1.0	C
ATF2	UBE2E1	1.0	C
ATF2	UBE2H	1.0	C
ATF2	USP9X	1.0	C
ATF2	ZBTB38	1.0	C
ATF2	ZCCHC7	1.0	C
ATF2	ZNF462	1.0	C
ATF3	ASNS	1.0	A
ATF3	CCL5	1.0	A
ATF3	DDIT3	1.0	A
ATF3	GCLC	-1.0	A
ATF3	GDF15	1.0	A
ATF3	ID1	-1.0	A
ATF3	LDLR	-1.0	A
ATF3	SELE	-1.0	A
ATF3	STAT3	1.0	B
ATF3	AKAP13	1.0	C
ATF3	ANXA1	1.0	C
ATF3	BHLHE40	1.0	C
ATF3	COA7	1.0	C
ATF3	CREB5	-1.0	C
ATF3	CYRIB	1.0	C
ATF3	ETS2	1.0	C
ATF3	GLIS3	1.0	C
ATF3	GNA12	1.0	C
ATF3	HSPB1	1.0	C
ATF3	KDM4C	1.0	C
ATF3	KDM6B	1.0	C
ATF3	KLF6	1.0	C
ATF3	MAPKAP1	1.0	C
ATF3	MAPRE2	1.0	C
ATF3	MED15	1.0	C
ATF3	MIDEAS	1.0	C
ATF3	MYO18A	1.0	C
ATF3	NFIA	1.0	C
ATF3	PCBP1	1.0	C
ATF3	PDE4B	1.0	C
ATF3	PER1	1.0	C
ATF3	PRPF31	1.0	C
ATF3	PTP4A1	1.0	C
ATF3	RAD9A	1.0	C
ATF3	RCAN1	1.0	C
ATF3	RUNX1	1.0	C
ATF3	SMOX	1.0	C
ATF3	SND1	1.0	C
ATF3	SPAG9	1.0	C
ATF3	SPRED2	1.0	C
ATF3	SREBF1	-1.0	C
ATF3	SYTL2	1.0	C
ATF3	TOM1L2	1.0	C
ATF3	TRIB1	1.0	C
ATF3	TSC22D2	1.0	C
ATF3	UBC	1.0	C
ATF3	VGLL4	1.0	C
ATF3	VMP1	1.0	C
ATF3	ZBTB20	1.0	C
ATF3	ZFP36L1	1.0	C
ATF4	ASNS	1.0	A
ATF4	ATF3	1.0	A
ATF4	CEBPB	1.0	A
ATF4	CHAC1	1.0	A
ATF4	CXCL8	1.0	A
ATF4	DDIT3	1.0	A
ATF4	DDIT4	1.0	A
ATF4	DDR2	1.0	A
ATF4	DISC1	1.0	A
ATF4	FGF21	1.0	A
ATF4	HRK	1.0	A
ATF4	MCL1	1.0	A
ATF4	NUPR1	1.0	A
ATF4	PTGS2	1.0	A
ATF4	TRIB3	1.0	A
ATF4	VEGFA	1.0	A
ATF4	AARS1	1.0	B
ATF4	CARS1	1.0	B
ATF4	CEBPG	1.0	B
ATF4	DCUN1D5	1.0	B
ATF4	DXO	1.0	B
ATF4	F7	1.0	B
ATF4	MARS1	1.0	B
ATF4	MTHFD1L	1.0	B
ATF4	PCK2	1.0	B
ATF4	PPARGC1A	-1.0	B
ATF4	RSL24D1	1.0	B
ATF4	S100P	1.0	B
ATF4	SHMT2	1.0	B
ATF4	STK40	1.0	B
ATF4	TARS1	1.0	B
ATF4	TIMM44	1.0	B
ATF4	TNFRSF10B	1.0	B
ATF4	ABCG1	1.0	C
ATF4	ADM2	1.0	C
ATF4	ALDH2	1.0	C
ATF4	ALG13	1.0	C
ATF4	ANGPTL8	1.0	C
ATF4	ANK2	1.0	C
ATF4	ANP32B	1.0	C
ATF4	APLF	1.0	C
ATF4	BTF3L4	1.0	C
ATF4	C5	1.0	C
ATF4	CBX4	1.0	C
ATF4	CC2D2A	1.0	C
ATF4	CCDC9	1.0	C
ATF4	CHN2	1.0	C
ATF4	CLPB	1.0	C
ATF4	CNOT1	1.0	C
ATF4	CSTA	1.0	C
ATF4	DDX19B	1.0	C
ATF4	EIF1	1.0	C
ATF4	EIF2S2	1.0	C
ATF4	EIF2S3	1.0	C
ATF4	EIF4G3	1.0	C
ATF4	EPS15	1.0	C
ATF4	ETFDH	1.0	C
ATF4	FGG	1.0	C
ATF4	FUT1	1.0	C
ATF4	GHITM	1.0	C
ATF4	GOT1	1.0	C
ATF4	GPAM	1.0	C
ATF4	GPT2	1.0	C
ATF4	GZF1	1.0	C
ATF4	HDLBP	1.0	C
ATF4	HERPUD1	1.0	C
ATF4	HSPB6	1.0	C
ATF4	IARS1	1.0	C
ATF4	INHBE	1.0	C
ATF4	INPP5B	1.0	C
ATF4	JDP2	1.0	C
ATF4	LARP1	1.0	C
ATF4	LRIF1	1.0	C
ATF4	MFAP4	1.0	C
ATF4	MRPL33	1.0	C
ATF4	MRPS15	1.0	C
ATF4	NCOA7	1.0	C
ATF4	NFE2L2	1.0	C
ATF4	NOX3	1.0	C
ATF4	P4HB	1.0	C
ATF4	PDAP1	1.0	C
ATF4	PHGDH	1.0	C
ATF4	PLEKHH3	1.0	C
ATF4	PPP1R15B	1.0	C
ATF4	PROSER2	1.0	C
ATF4	PYCR1	1.0	C
ATF4	RAB37	1.0	C
ATF4	RGS3	1.0	C
ATF4	RTP3	1.0	C
ATF4	S100PBP	1.0	C
ATF4	SARS1	1.0	C
ATF4	SECISBP2	1.0	C
ATF4	SIAH1	1.0	C
ATF4	SLC1A5	1.0	C
ATF4	SLC38A1	1.0	C
ATF4	SLC3A2	1.0	C
ATF4	SLC44A3	1.0	C
ATF4	SLC6A9	1.0	C
ATF4	STS	1.0	C
ATF4	SYBU	1.0	C
ATF4	TBL1X	1.0	C
ATF4	TMEM114	1.0	C
ATF4	TMEM150B	1.0	C
ATF4	TMEM268	1.0	C
ATF4	TMPRSS3	1.0	C
ATF4	TSEN15	1.0	C
ATF4	TSPAN1	1.0	C
ATF4	TTLL4	1.0	C
ATF4	UBB	1.0	C
ATF4	ULBP1	1.0	C
ATF4	VLDLR	1.0	C
ATF4	VPS45	1.0	C
ATF4	WARS1	1.0	C
ATF4	WHR1	1.0	C
ATF4	XPOT	1.0	C
ATF4	YARS1	1.0	C
ATF4	ZBED3	1.0	C
ATF4	ZNF460	1.0	C
ATF5	DISC1	1.0	A
ATF6	ATP2A2	1.0	A
ATF6	CALR	1.0	A
ATF6	DDIT3	1.0	A
ATF6	DNAJC3	1.0	A
ATF6	HSP90B1	1.0	A
ATF6	HSPA5	1.0	A
ATF6	RTN3	1.0	A
ATF6	SEL1L	1.0	A
ATF6	SRF	1.0	A
ATF6	XBP1	1.0	A
ATF7	ARID1A	1.0	C
ATF7	ARID1B	1.0	C
ATF7	CMIP	1.0	C
ATF7	CREB3L2	1.0	C
ATF7	CREBBP	1.0	C
ATF7	DEPDC5	1.0	C
ATF7	DST	1.0	C
ATF7	EML2	1.0	C
ATF7	EXOC4	1.0	C
ATF7	FAAP20	1.0	C
ATF7	IGF1	1.0	C
ATF7	KANSL1	1.0	C
ATF7	KDM4C	1.0	C
ATF7	KPNA6	1.0	C
ATF7	MOV10L1	1.0	C
ATF7	MSI2	1.0	C
ATF7	NFIA	1.0	C
ATF7	PABIR3	1.0	C
ATF7	PHF21A	1.0	C
ATF7	PTPRS	1.0	C
ATF7	SND1	1.0	C
ATF7	TCF12	1.0	C
ATF7	TEAD1	1.0	C
ATF7	TNRC6B	1.0	C
ATF7	TP53BP1	1.0	C
ATF7	UBE2H	1.0	C
ATF7	XPO7	1.0	C
ATF7	ZFP36L1	1.0	C
ATOH1	HES6	1.0	A
BACH1	HMOX1	-1.0	A
BACH1	ALDOA	1.0	B
BACH1	ASAP1	1.0	B
BACH1	BICDL1	1.0	B
BACH1	CDK6	1.0	B
BACH1	CLIP4	1.0	B
BACH1	DPH6	1.0	B
BACH1	GCLC	-1.0	B
BACH1	IFRD1	1.0	B
BACH1	KCTD20	1.0	B
BACH1	LBR	1.0	B
BACH1	MAFG	1.0	B
BACH1	MAPT	1.0	B
BACH1	ME1	1.0	B
BACH1	MSANTD3	1.0	B
BACH1	NQO2	1.0	B
BACH1	PHLDA2	1.0	B
BACH1	PIK3CD	1.0	B
BACH1	PSAP	1.0	B
BACH1	RFFL	1.0	B
BACH1	SLC48A1	1.0	B
BACH1	SLC7A11	-1.0	B
BACH1	SLX4IP	1.0	B
BACH1	SMARCA4	1.0	B
BACH1	SQSTM1	1.0	B
BACH1	SSC4D	1.0	B
BACH1	SYNJ2	1.0	B
BACH1	TNFAIP2	1.0	B
BACH1	TRIM56	1.0	B
BACH1	ACAP2	1.0	C
BACH1	ACAP3	1.0	C
BACH1	AHCYL1	1.0	C
BACH1	ASXL1	1.0	C
BACH1	ATP6V0A1	1.0	C
BACH1	BCAT2	1.0	C
BACH1	CDYL	1.0	C
BACH1	CHSY1	1.0	C
BACH1	CLIP1	1.0	C
BACH1	CORO1C	1.0	C
BACH1	DST	1.0	C
BACH1	EGLN3	1.0	C
BACH1	EPB41L1	1.0	C
BACH1	FHAD1	1.0	C
BACH1	FNDC3B	1.0	C
