nhood	n_samples_present	n_cells	spearman_rho	p	testable	BH_FDR	SpatialFDR
348	2	31			False		
349	1	31			False		
350	1	31			False		
351	1	31			False		
352	1	31			False		
353	1	31			False		
354	2	31			False		
355	3	31			False		
356	1	31			False		
357	1	31			False		
358	1	31			False		
359	1	31			False		
360	1	31			False		
361	1	31			False		
362	1	31			False		
363	2	31			False		
364	2	31			False		
365	1	31			False		
366	1	31			False		
367	1	31			False		
368	1	31			False		
369	1	31			False		
370	1	31			False		
371	1	31			False		
372	1	31			False		
373	1	31			False		
374	1	31			False		
375	1	31			False		
376	1	31			False		
377	2	31			False		
378	1	31			False		
379	1	31			False		
380	1	31			False		
381	4	31			False		
382	1	31			False		
383	2	31			False		
384	3	31			False		
385	1	31			False		
386	2	31			False		
387	3	31			False		
388	2	31			False		
389	1	31			False		
390	1	31			False		
391	1	31			False		
392	1	31			False		
393	1	31			False		
394	1	31			False		
395	2	31			False		
396	4	31			False		
397	1	31			False		
398	3	31			False		
399	1	31			False		
400	1	31			False		
401	2	31			False		
402	1	31			False		
403	2	31			False		
404	1	31			False		
405	1	31			False		
406	1	31			False		
407	1	31			False		
408	1	31			False		
409	2	31			False		
410	1	31			False		
411	2	31			False		
412	1	31			False		
413	1	31			False		
414	3	31			False		
415	3	31			False		
416	1	31			False		
417	1	31			False		
418	4	31			False		
419	1	31			False		
420	1	31			False		
421	5	31	-0.8999999999999998	0.03738607346849874	True	0.32401263672698905	0.32296017296534224
422	1	31			False		
423	1	31			False		
424	1	31			False		
425	1	31			False		
426	1	31			False		
427	1	31			False		
428	1	31			False		
429	1	31			False		
430	1	31			False		
431	1	31			False		
432	1	31			False		
433	1	31			False		
434	1	31			False		
435	2	31			False		
436	1	31			False		
437	3	31			False		
438	1	31			False		
439	1	31			False		
440	1	31			False		
441	1	31			False		
442	1	31			False		
443	3	31			False		
444	1	31			False		
445	2	31			False		
446	1	31			False		
447	1	31			False		
448	1	31			False		
449	1	31			False		
450	1	31			False		
451	1	31			False		
452	2	31			False		
453	1	31			False		
454	1	31			False		
455	1	31			False		
456	1	31			False		
457	1	31			False		
458	1	31			False		
459	1	31			False		
460	2	31			False		
461	2	31			False		
462	1	31			False		
463	1	31			False		
464	1	31			False		
465	1	31			False		
466	1	31			False		
467	2	31			False		
468	1	31			False		
469	1	31			False		
470	1	31			False		
471	1	31			False		
472	1	31			False		
473	1	31			False		
474	1	31			False		
475	2	31			False		
476	1	31			False		
477	1	31			False		
478	1	31			False		
479	1	31			False		
480	1	31			False		
481	1	31			False		
482	1	31			False		
483	1	31			False		
484	2	31			False		
485	1	31			False		
486	2	31			False		
487	1	31			False		
488	5	31	0.3	0.623837664781073	True	0.9456292858669998	0.928253005017017
489	2	31			False		
490	1	31			False		
491	1	31			False		
492	1	31			False		
493	3	31			False		
494	1	31			False		
495	1	31			False		
496	3	31			False		
497	1	31			False		
498	1	31			False		
499	2	31			False		
500	1	31			False		
501	3	31			False		
502	1	31			False		
503	1	31			False		
504	1	31			False		
505	1	31			False		
506	1	31			False		
507	2	31			False		
508	1	31			False		
509	1	31			False		
510	1	31			False		
511	1	31			False		
512	1	31			False		
513	3	31			False		
514	1	31			False		
515	1	31			False		
516	1	31			False		
517	2	31			False		
518	1	31			False		
519	1	31			False		
520	4	31			False		
521	1	31			False		
522	1	31			False		
523	3	31			False		
524	1	31			False		
525	1	31			False		
526	2	31			False		
527	2	31			False		
528	3	31			False		
529	1	31			False		
530	1	31			False		
531	1	31			False		
532	5	31	-0.09999999999999999	0.8728885715695384	True	0.9456292858669998	0.928253005017017
533	2	31			False		
534	1	31			False		
535	1	31			False		
536	1	31			False		
537	1	31			False		
538	1	31			False		
539	1	31			False		
540	3	31			False		
541	2	31			False		
542	1	31			False		
543	1	31			False		
544	1	31			False		
545	2	31			False		
546	3	31			False		
547	2	31			False		
548	1	31			False		
549	1	31			False		
550	2	31			False		
551	1	31			False		
552	2	31			False		
553	1	31			False		
554	2	31			False		
555	3	31			False		
556	1	31			False		
557	1	31			False		
558	1	31			False		
559	1	31			False		
560	1	31			False		
561	1	31			False		
562	1	31			False		
563	1	31			False		
564	3	31			False		
565	1	31			False		
566	1	31			False		
567	1	31			False		
568	1	31			False		
569	1	31			False		
570	1	31			False		
571	1	31			False		
572	2	31			False		
573	1	31			False		
574	1	31			False		
575	3	31			False		
576	1	31			False		
577	1	31			False		
578	2	31			False		
579	1	31			False		
580	7	31	-0.6071428571428572	0.14823116148116164	True	0.4916363636363636	0.4758521052619837
581	3	31			False		
582	2	31			False		
583	1	31			False		
584	1	31			False		
585	3	31			False		
586	1	31			False		
587	1	31			False		
588	1	31			False		
589	1	31			False		
590	1	31			False		
591	1	31			False		
592	1	31			False		
593	1	31			False		
594	1	31			False		
595	2	31			False		
596	2	31			False		
597	2	31			False		
598	1	31			False		
599	3	31			False		
600	1	31			False		
601	1	31			False		
602	1	31			False		
603	1	31			False		
604	2	31			False		
605	1	31			False		
606	1	31			False		
607	4	31			False		
608	1	31			False		
609	1	31			False		
610	1	31			False		
611	2	31			False		
612	1	31			False		
613	1	31			False		
614	3	31			False		
615	2	31			False		
616	1	31			False		
617	2	31			False		
618	2	31			False		
619	1	31			False		
620	1	31			False		
621	1	31			False		
622	1	31			False		
623	1	31			False		
624	1	31			False		
625	3	31			False		
626	2	31			False		
627	1	31			False		
628	1	31			False		
629	1	31			False		
630	1	31			False		
631	3	31			False		
632	1	31			False		
633	2	31			False		
634	3	31			False		
635	1	31			False		
636	3	31			False		
637	2	31			False		
638	2	31			False		
639	1	31			False		
640	1	31			False		
641	1	31			False		
642	1	31			False		
643	2	31			False		
644	2	31			False		
645	2	31			False		
646	1	31			False		
647	3	31			False		
648	1	31			False		
649	1	31			False		
650	2	31			False		
651	2	31			False		
652	1	31			False		
653	1	31			False		
654	2	31			False		
655	7	31	0.14285714285714288	0.7599453002180927	True	0.9456292858669998	0.928253005017017
656	1	31			False		
657	2	31			False		
658	1	31			False		
659	1	31			False		
660	2	31			False		
661	2	31			False		
662	1	31			False		
663	2	31			False		
664	3	31			False		
665	4	31			False		
666	1	31			False		
667	2	31			False		
668	2	31			False		
669	2	31			False		
670	1	31			False		
671	1	31			False		
672	1	31			False		
673	1	31			False		
674	1	31			False		
675	1	31			False		
676	2	31			False		
677	1	31			False		
678	1	31			False		
679	1	31			False		
680	2	31			False		
681	1	31			False		
682	1	31			False		
683	3	31			False		
684	1	31			False		
685	1	31			False		
686	1	31			False		
687	1	31			False		
688	1	31			False		
689	1	31			False		
690	4	31			False		
691	1	31			False		
692	2	31			False		
693	1	31			False		
694	1	31			False		
695	2	31			False		
696	4	31			False		
697	1	31			False		
698	1	31			False		
699	1	31			False		
700	1	31			False		
701	1	31			False		
702	1	31			False		
703	1	31			False		
704	1	31			False		
705	3	31			False		
706	2	31			False		
707	1	31			False		
708	1	31			False		
709	3	31			False		
710	1	31			False		
711	1	31			False		
712	3	31			False		
713	1	31			False		
714	3	31			False		
715	1	31			False		
716	2	31			False		
717	3	31			False		
718	1	31			False		
719	1	31			False		
720	1	31			False		
721	1	31			False		
722	1	31			False		
723	1	31			False		
724	1	31			False		
725	1	31			False		
726	1	31			False		
727	1	31			False		
728	1	31			False		
729	1	31			False		
730	1	31			False		
731	1	31			False		
732	3	31			False		
733	3	31			False		
734	1	31			False		
735	1	31			False		
736	1	31			False		
737	2	31			False		
738	1	31			False		
739	1	31			False		
740	1	31			False		
741	1	31			False		
742	1	31			False		
743	2	31			False		
744	6	31	-1.0	0.002777777777777778	True	0.06246064139941672	0.06086482743163854
745	1	31			False		
746	1	31			False		
747	1	31			False		
748	2	31			False		
749	1	31			False		
750	1	31			False		
751	3	31			False		
752	1	31			False		
753	1	31			False		
754	1	31			False		
755	2	31			False		
756	3	31			False		
757	1	31			False		
758	3	31			False		
759	1	31			False		
760	1	31			False		
761	2	31			False		
762	1	31			False		
763	1	31			False		
764	1	31			False		
765	2	31			False		
766	1	31			False		
767	1	31			False		
768	1	31			False		
769	1	31			False		
770	3	31			False		
771	1	31			False		
772	1	31			False		
773	1	31			False		
774	1	31			False		
775	2	31			False		
776	4	31			False		
777	1	31			False		
778	1	31			False		
779	1	31			False		
780	1	31			False		
781	3	31			False		
782	1	31			False		
783	1	31			False		
784	2	31			False		
785	2	31			False		
786	1	31			False		
787	1	31			False		
788	1	31			False		
789	1	31			False		
790	1	31			False		
791	5	31	0.7999999999999999	0.10408803866182788	True	0.4916363636363636	0.4758521052619837
792	1	31			False		
793	1	31			False		
794	1	31			False		
795	1	31			False		
796	1	31			False		
797	3	31			False		
798	5	31	0.0	1.0	True	1.0	1.0
799	1	31			False		
800	1	31			False		
801	1	31			False		
802	2	31			False		
803	1	31			False		
804	1	31			False		
805	3	31			False		
806	1	31			False		
807	1	31			False		
808	3	31			False		
809	1	31			False		
810	2	31			False		
811	3	31			False		
812	1	31			False		
813	4	31			False		
814	1	31			False		
815	1	31			False		
816	2	31			False		
817	1	31			False		
818	1	31			False		
819	3	31			False		
820	3	31			False		
821	1	31			False		
822	3	31			False		
823	4	31			False		
824	3	31			False		
825	2	31			False		
826	1	31			False		
827	1	31			False		
828	1	31			False		
829	1	31			False		
830	1	31			False		
831	1	31			False		
832	1	31			False		
833	2	31			False		
834	1	31			False		
835	1	31			False		
836	1	31			False		
837	1	31			False		
838	1	31			False		
839	1	31			False		
840	1	31			False		
841	1	31			False		
842	2	31			False		
843	1	31			False		
844	1	31			False		
845	2	31			False		
846	1	31			False		
847	1	31			False		
848	1	31			False		
849	1	31			False		
850	1	31			False		
851	1	31			False		
852	2	31			False		
853	4	31			False		
854	1	31			False		
855	1	31			False		
856	1	31			False		
857	1	31			False		
858	1	31			False		
859	2	31			False		
860	3	31			False		
861	6	31	-0.6	0.208	True	0.4916363636363636	0.4758521052619837
862	1	31			False		
863	1	31			False		
864	1	31			False		
865	1	31			False		
866	3	31			False		
867	1	31			False		
868	1	31			False		
869	2	31			False		
870	1	31			False		
871	1	31			False		
872	1	31			False		
873	2	31			False		
874	1	31			False		
875	1	31			False		
876	1	31			False		
877	1	31			False		
878	1	31			False		
879	3	31			False		
880	1	31			False		
881	3	31			False		
882	3	31			False		
883	1	31			False		
884	2	31			False		
885	2	31			False		
886	1	31			False		
887	1	31			False		
888	1	31			False		
889	3	31			False		
890	1	31			False		
891	1	31			False		
892	3	31			False		
893	3	31			False		
894	2	31			False		
895	1	31			False		
896	1	31			False		
897	2	31			False		
898	1	31			False		
899	1	31			False		
900	4	31			False		
901	1	31			False		
902	2	31			False		
903	1	31			False		
904	1	31			False		
905	1	31			False		
906	1	31			False		
907	2	31			False		
908	1	31			False		
909	1	31			False		
910	1	31			False		
911	1	31			False		
912	1	31			False		
913	2	31			False		
914	1	31			False		
915	1	31			False		
916	1	31			False		
917	1	31			False		
918	1	31			False		
919	1	31			False		
920	1	31			False		
921	1	31			False		
922	1	31			False		
923	1	31			False		
924	2	31			False		
925	1	31			False		
926	2	31			False		
927	1	31			False		
928	1	31			False		
929	2	31			False		
930	1	31			False		
931	1	31			False		
932	1	31			False		
933	3	31			False		
934	1	31			False		
935	1	31			False		
936	3	31			False		
937	2	31			False		
938	1	31			False		
939	1	31			False		
940	1	31			False		
941	2	31			False		
942	3	31			False		
943	1	31			False		
944	1	31			False		
945	1	31			False		
946	1	31			False		
947	1	31			False		
948	1	31			False		
949	1	31			False		
950	1	31			False		
951	1	31			False		
952	1	31			False		
953	1	31			False		
954	1	31			False		
955	1	31			False		
956	1	31			False		
957	2	31			False		
958	1	31			False		
959	2	31			False		
960	2	31			False		
961	1	31			False		
962	1	31			False		
963	3	31			False		
964	1	31			False		
965	1	31			False		
966	1	31			False		
967	1	31			False		
968	1	31			False		
969	1	31			False		
970	1	31			False		
971	1	31			False		
972	1	31			False		
973	1	31			False		
974	1	31			False		
975	1	31			False		
976	1	31			False		
977	2	31			False		
978	1	31			False		
979	1	31			False		
980	1	31			False		
981	1	31			False		
982	1	31			False		
983	1	31			False		
984	1	31			False		
985	1	31			False		
986	1	31			False		
987	1	31			False		
988	1	31			False		
989	1	31			False		
990	1	31			False		
991	1	31			False		
992	1	31			False		
993	1	31			False		
994	1	31			False		
995	2	31			False		
996	1	31			False		
997	1	31			False		
998	3	31			False		
999	1	31			False		
1000	1	31			False		
1001	1	31			False		
1002	1	31			False		
1003	2	31			False		
1004	1	31			False		
1005	1	31			False		
1006	1	31			False		
1007	2	31			False		
1008	1	31			False		
1009	1	31			False		
1010	1	31			False		
1011	1	31			False		
1012	2	31			False		
1013	2	31			False		
1014	1	31			False		
1015	2	31			False		
1016	1	31			False		
1017	1	31			False		
1018	2	31			False		
1019	1	31			False		
1020	1	31			False		
1021	1	31			False		
1022	1	31			False		
1023	2	31			False		
1024	1	31			False		
1025	3	31			False		
1026	1	31			False		
1027	2	31			False		
1028	1	31			False		
1029	1	31			False		
1030	1	31			False		
1031	4	31			False		
1032	2	31			False		
1033	2	31			False		
1034	2	31			False		
1035	2	31			False		
1036	2	31			False		
1037	1	31			False		
1038	2	31			False		
1039	1	31			False		
1040	1	31			False		
1041	1	31			False		
1042	2	31			False		
1043	2	31			False		
1044	1	31			False		
1045	1	31			False		
1046	1	31			False		
1047	1	31			False		
1048	1	31			False		
1049	2	31			False		
1050	1	31			False		
1051	1	31			False		
1052	2	31			False		
1053	1	31			False		
1054	1	31			False		
1055	1	31			False		
1056	1	31			False		
1057	1	31			False		
1058	1	31			False		
1059	1	31			False		
1060	1	31			False		
1061	1	31			False		
1062	1	31			False		
1063	1	31			False		
1064	1	31			False		
1065	1	31			False		
1066	2	31			False		
1067	5	31	0.7	0.1881204043741873	True	0.4916363636363636	0.4758521052619837
1068	1	31			False		
1069	1	31			False		
1070	2	31			False		
1071	2	31			False		
1072	1	31			False		
1073	1	31			False		
1074	2	31			False		
1075	2	31			False		
1076	1	31			False		
1077	1	31			False		
1078	1	31			False		
1079	3	31			False		
1080	1	31			False		
1081	3	31			False		
1082	2	31			False		
1083	2	31			False		
1084	1	31			False		
1085	4	31			False		
1086	1	31			False		
1087	2	31			False		
1088	1	31			False		
1089	1	31			False		
1090	2	31			False		
1091	1	31			False		
1092	1	31			False		
1093	2	31			False		
1094	2	31			False		
1095	1	31			False		
1096	1	31			False		
1097	2	31			False		
1098	3	31			False		
1099	1	31			False		
1100	1	31			False		
1101	1	31			False		
1102	1	31			False		
1103	2	31			False		
1104	3	31			False		
1105	1	31			False		
1106	2	31			False		
1107	2	31			False		
1108	1	31			False		
1109	2	31			False		
1110	1	31			False		
1111	1	31			False		
1112	1	31			False		
1113	1	31			False		
1114	1	31			False		
1115	1	31			False		
1116	1	31			False		
1117	1	31			False		
1118	2	31			False		
1119	1	31			False		
1120	4	31			False		
1121	1	31			False		
1122	1	31			False		
1123	1	31			False		
1124	1	31			False		
1125	1	31			False		
1126	1	31			False		
1127	2	31			False		
1128	2	31			False		
1129	3	31			False		
1130	1	31			False		
1131	1	31			False		
1132	1	31			False		
1133	2	31			False		
1134	1	31			False		
1135	1	31			False		
1136	2	31			False		
1137	1	31			False		
1138	2	31			False		
1139	3	31			False		
1140	1	31			False		
1141	2	31			False		
1142	1	31			False		
1143	1	31			False		
1144	1	31			False		
1145	2	31			False		
1146	1	31			False		
1147	1	31			False		
1148	1	31			False		
1149	1	31			False		
1150	1	31			False		
1151	1	31			False		
1152	2	31			False		
1153	1	31			False		
1154	1	31			False		
1155	1	31			False		
1156	1	31			False		
1157	1	31			False		
1158	3	31			False		
1159	2	31			False		
1160	2	31			False		
1161	1	31			False		
1162	1	31			False		
1163	1	31			False		
1164	1	31			False		
1165	1	31			False		
1166	3	31			False		
1167	1	31			False		
1168	1	31			False		
1169	3	31			False		
1170	3	31			False		
1171	1	31			False		
1172	3	31			False		
1173	1	31			False		
1174	1	31			False		
1175	1	31			False		
1176	1	31			False		
1177	2	31			False		
1178	1	31			False		
1179	1	31			False		
1180	1	31			False		
1181	1	31			False		
1182	1	31			False		
1183	1	31			False		
1184	2	31			False		
1185	1	31			False		
1186	1	31			False		
1187	3	31			False		
1188	2	31			False		
1189	1	31			False		
1190	1	31			False		
1191	3	31			False		
1192	1	31			False		
1193	5	31	0.7	0.1881204043741873	True	0.4916363636363636	0.4758521052619837
1194	3	31			False		
1195	3	31			False		
1196	2	31			False		
1197	2	31			False		
1198	1	31			False		
1199	1	31			False		
1200	1	31			False		
1201	1	31			False		
1202	3	31			False		
1203	1	31			False		
1204	1	31			False		
1205	1	31			False		
1206	2	31			False		
1207	1	31			False		
1208	1	31			False		
1209	1	31			False		
1210	1	31			False		
1211	3	31			False		
1212	1	31			False		
1213	2	31			False		
1214	1	31			False		
1215	1	31			False		
1216	1	31			False		
1217	1	31			False		
1218	1	31			False		
1219	1	31			False		
1220	1	31			False		
1221	1	31			False		
1222	1	31			False		
1223	3	31			False		
1224	1	31			False		
1225	1	31			False		
1226	1	31			False		
1227	1	31			False		
1228	1	31			False		
1229	1	31			False		
1230	1	31			False		
1231	1	31			False		
1232	2	31			False		
1233	1	31			False		
1234	1	31			False		
1235	1	31			False		
1236	1	31			False		
1237	3	31			False		
1238	3	31			False		
1239	1	31			False		
1240	2	31			False		
1241	1	31			False		
1242	1	31			False		
1243	2	31			False		
1244	1	31			False		
1245	1	31			False		
1246	1	31			False		
1247	2	31			False		
1248	5	31	-0.39999999999999997	0.5046315754686912	True	0.8746947308123981	0.8568013677854431
1249	1	31			False		
1250	2	31			False		
1251	1	31			False		
1252	1	31			False		
1253	1	31			False		
1254	1	31			False		
1255	1	31			False		
1256	2	31			False		
1257	4	31			False		
1258	3	31			False		
1259	1	31			False		
1260	1	31			False		
1261	1	31			False		
1262	1	31			False		
1263	2	31			False		
1264	1	31			False		
1265	1	31			False		
1266	1	31			False		
1267	1	31			False		
1268	1	31			False		
1269	1	31			False		
1270	1	31			False		
1271	3	31			False		
1272	1	31			False		
1273	1	31			False		
1274	2	31			False		
1275	1	31			False		
1276	1	31			False		
1277	1	31			False		
1278	1	31			False		
1279	1	31			False		
1280	1	31			False		
1281	3	31			False		
1282	1	31			False		
1283	1	31			False		
1284	1	31			False		
1285	4	31			False		
1286	1	31			False		
1287	5	31	0.09999999999999999	0.8728885715695384	True	0.9456292858669998	0.928253005017017
1288	1	31			False		
1289	3	31			False		
1290	1	31			False		
1291	1	31			False		
1292	1	31			False		
1293	1	31			False		
1294	1	31			False		
1295	1	31			False		
1296	1	31			False		
1297	1	31			False		
1298	1	31			False		
1299	2	31			False		
1300	2	31			False		
1301	1	31			False		
1302	4	31			False		
1303	1	31			False		
1304	1	31			False		
1305	1	31			False		
1306	2	31			False		
1307	1	31			False		
1308	1	31			False		
1309	1	31			False		
1310	2	31			False		
1311	1	31			False		
1312	3	31			False		
1313	1	31			False		
1314	1	31			False		
1315	1	31			False		
1316	2	31			False		
1317	2	31			False		
1318	1	31			False		
1319	1	31			False		
1320	1	31			False		
1321	1	31			False		
1322	4	31			False		
1323	2	31			False		
1324	2	31			False		
1325	1	31			False		
1326	2	31			False		
1327	1	31			False		
1328	1	31			False		
1329	1	31			False		
1330	3	31			False		
1331	2	31			False		
1332	1	31			False		
1333	3	31			False		
1334	1	31			False		
1335	1	31			False		
1336	2	31			False		
1337	1	31			False		
1338	1	31			False		
1339	1	31			False		
1340	1	31			False		
1341	1	31			False		
1342	1	31			False		
1343	1	31			False		
1344	1	31			False		
1345	2	31			False		
1346	1	31			False		
1347	2	31			False		
1348	1	31			False		
1349	2	31			False		
1350	2	31			False		
1351	1	31			False		
1352	1	31			False		
1353	1	31			False		
1354	2	31			False		
1355	1	31			False		
1356	5	31	-0.49999999999999994	0.3910022189557703	True	0.7820044379115406	0.7793332993244647
1357	1	31			False		
1358	2	31			False		
1359	1	31			False		
1360	1	31			False		
1361	2	31			False		
1362	1	31			False		
1363	1	31			False		
1364	3	31			False		
1365	3	31			False		
1366	3	31			False		
1367	1	31			False		
1368	2	31			False		
1369	1	31			False		
1370	1	31			False		
1371	2	31			False		
1372	1	31			False		
1373	1	31			False		
1374	1	31			False		
1375	1	31			False		
1376	1	31			False		
1377	1	31			False		
1378	1	31			False		
1379	1	31			False		
1380	1	31			False		
1381	2	31			False		
1382	1	31			False		
1383	1	31			False		
1384	1	31			False		
1385	1	31			False		
1386	1	31			False		
1387	2	31			False		
1388	2	31			False		
1389	3	31			False		
1390	1	31			False		
1391	1	31			False		
1392	3	31			False		
1393	1	31			False		
1394	1	31			False		
1395	1	31			False		
1396	1	31			False		
1397	1	31			False		
1398	1	31			False		
1399	3	31			False		
1400	1	31			False		
1401	1	31			False		
1402	2	31			False		
1403	3	31			False		
1404	2	31			False		
1405	1	31			False		
1406	2	31			False		
1407	2	31			False		
1408	1	31			False		
1409	3	31			False		
1410	1	31			False		
1411	1	31			False		
1412	2	31			False		
1413	3	31			False		
1414	1	31			False		
1415	1	31			False		
1416	1	31			False		
1417	1	31			False		
1418	2	31			False		
1419	1	31			False		
1420	1	31			False		
1421	1	31			False		
1422	1	31			False		
1423	1	31			False		
1424	2	31			False		
1425	2	31			False		
1426	2	31			False		
1427	1	31			False		
1428	1	31			False		
