contrast_id	family	n_genes	n_genes_up	median_gene_log2fc	mean_gene_log2fc	mw_p	welch_p	series	kind	species	note
GSE237361_OVCAR3_olaparib_96h	recruit	4	4	0.320313	0.374948	0.0285714	0.0280367	GSE237361	acute PARPi	human	OVCAR3 BRCA1-WT, olaparib 7.5 uM vs DMSO, 96h, n=4. Same line as Yamamoto CLDN4-high model. Counts to CPM.
GSE237361_OVCAR3_olaparib_96h	thesis_IFN	203	154	0.252279	0.30461	0.0285714	2.69533e-05	GSE237361	acute PARPi	human	OVCAR3 BRCA1-WT, olaparib 7.5 uM vs DMSO, 96h, n=4. Same line as Yamamoto CLDN4-high model. Counts to CPM.
GSE237361_OVCAR3_olaparib_96h	thesis_TJ_no_CLDN4	188	117	0.0833476	0.0918505	0.0285714	0.00304606	GSE237361	acute PARPi	human	OVCAR3 BRCA1-WT, olaparib 7.5 uM vs DMSO, 96h, n=4. Same line as Yamamoto CLDN4-high model. Counts to CPM.
GSE243208_UWB_olaparib_24h	CLDN4	1	1	0.130274	0.130274	0.1	0.065837	GSE243208	acute PARPi	human	UWB1.289, 24h, n=3. GSM characteristics say Olaparib 4 uM; series overall design says 10 uM. GSM also says genotype WT; UWB1.289 is the BRCA1-null line, so that field is not used as BRCA1 status. CPM uses full-gene library size; only pre-specified symbols were ID-mapped.
GSE243208_UWB_olaparib_24h	TACSTD2	1	1	0.00517111	0.00517111	1	0.829111	GSE243208	acute PARPi	human	UWB1.289, 24h, n=3. GSM characteristics say Olaparib 4 uM; series overall design says 10 uM. GSM also says genotype WT; UWB1.289 is the BRCA1-null line, so that field is not used as BRCA1 status. CPM uses full-gene library size; only pre-specified symbols were ID-mapped.
GSE243208_UWB_olaparib_24h	core_IFN	26	22	0.24865	0.328182	0.1	0.0481003	GSE243208	acute PARPi	human	UWB1.289, 24h, n=3. GSM characteristics say Olaparib 4 uM; series overall design says 10 uM. GSM also says genotype WT; UWB1.289 is the BRCA1-null line, so that field is not used as BRCA1 status. CPM uses full-gene library size; only pre-specified symbols were ID-mapped.
GSE243208_UWB_olaparib_24h	core_TJ	14	6	-0.00974978	-0.00678351	1	0.58514	GSE243208	acute PARPi	human	UWB1.289, 24h, n=3. GSM characteristics say Olaparib 4 uM; series overall design says 10 uM. GSM also says genotype WT; UWB1.289 is the BRCA1-null line, so that field is not used as BRCA1 status. CPM uses full-gene library size; only pre-specified symbols were ID-mapped.
GSE243208_UWB_olaparib_24h	repair_NHEJ_HR	12	7	0.00624963	0.0107437	0.7	0.755235	GSE243208	acute PARPi	human	UWB1.289, 24h, n=3. GSM characteristics say Olaparib 4 uM; series overall design says 10 uM. GSM also says genotype WT; UWB1.289 is the BRCA1-null line, so that field is not used as BRCA1 status. CPM uses full-gene library size; only pre-specified symbols were ID-mapped.
GSE243208_UWB_olaparib_24h	STING_axis	5	0	-0.0642417	-0.0694742	0.2	0.187203	GSE243208	acute PARPi	human	UWB1.289, 24h, n=3. GSM characteristics say Olaparib 4 uM; series overall design says 10 uM. GSM also says genotype WT; UWB1.289 is the BRCA1-null line, so that field is not used as BRCA1 status. CPM uses full-gene library size; only pre-specified symbols were ID-mapped.
GSE243208_UWB_olaparib_24h	recruit	4	3	0.159593	0.15749	0.1	0.0236662	GSE243208	acute PARPi	human	UWB1.289, 24h, n=3. GSM characteristics say Olaparib 4 uM; series overall design says 10 uM. GSM also says genotype WT; UWB1.289 is the BRCA1-null line, so that field is not used as BRCA1 status. CPM uses full-gene library size; only pre-specified symbols were ID-mapped.
GSE243208_UWB_olaparib_24h	thesis_IFN	213	151	0.0392883	0.0933601	0.1	0.0279036	GSE243208	acute PARPi	human	UWB1.289, 24h, n=3. GSM characteristics say Olaparib 4 uM; series overall design says 10 uM. GSM also says genotype WT; UWB1.289 is the BRCA1-null line, so that field is not used as BRCA1 status. CPM uses full-gene library size; only pre-specified symbols were ID-mapped.
GSE243208_UWB_olaparib_24h	thesis_TJ_no_CLDN4	198	98	-0.00248082	-0.000689564	1	0.921336	GSE243208	acute PARPi	human	UWB1.289, 24h, n=3. GSM characteristics say Olaparib 4 uM; series overall design says 10 uM. GSM also says genotype WT; UWB1.289 is the BRCA1-null line, so that field is not used as BRCA1 status. CPM uses full-gene library size; only pre-specified symbols were ID-mapped.
GSE233820_SBC5_PARPi_0Gy	CLDN4	1	1	0.744602	0.744602	0.4	0.346393	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	TACSTD2	1	1	3.08756	3.08756	0.1	0.0256778	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	core_IFN	27	22	1.39174	1.32958	0.1	0.0877044	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	core_TJ	14	8	0.351988	0.889317	0.1	0.0371359	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	repair_NHEJ_HR	12	2	-0.48501	-0.33195	0.7	0.467214	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	STING_axis	5	1	-0.403021	0.61902	0.1	0.0349392	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	recruit	5	5	2.72939	2.53063	0.1	0.112063	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	thesis_IFN	221	123	0.278234	0.729517	0.1	0.0765426	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	thesis_TJ_no_CLDN4	207	86	-0.220579	0.378898	0.1	0.0261225	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_on_4Gy	CLDN4	1	0	-0.861843	-0.861843	0.1	0.0679653	GSE233820	PARPi plus radiation	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_on_4Gy	TACSTD2	1	0	-1.10731	-1.10731	0.7	0.42265	GSE233820	PARPi plus radiation	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_on_4Gy	core_IFN	26	2	-0.354335	-0.514463	0.1	0.0945534	GSE233820	PARPi plus radiation	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_on_4Gy	core_TJ	14	3	-0.296118	-0.352386	0.1	0.0229278	GSE233820	PARPi plus radiation	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_on_4Gy	repair_NHEJ_HR	12	6	-0.026326	-0.0270677	0.7	0.943178	GSE233820	PARPi plus radiation	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_on_4Gy	STING_axis	5	1	-0.15762	-0.140605	1	0.577321	GSE233820	PARPi plus radiation	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_on_4Gy	recruit	5	0	-1	-0.914462	0.2	0.322817	GSE233820	PARPi plus radiation	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_on_4Gy	thesis_IFN	219	47	-0.218358	-0.362005	0.1	0.0209998	GSE233820	PARPi plus radiation	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_on_4Gy	thesis_TJ_no_CLDN4	204	41	-0.193345	-0.234394	0.2	0.142055	GSE233820	PARPi plus radiation	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE285827_ovcar3_talazoparib	CLDN4	1	0	-0.527093	-0.527093	0.1	0.0268419	GSE285827	acute PARPi	human	OVCAR3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_ovcar3_talazoparib	TACSTD2	1	1	0.44068	0.44068	0.1	0.0690739	GSE285827	acute PARPi	human	OVCAR3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_ovcar3_talazoparib	core_IFN	27	22	0.447271	0.402319	0.1	0.0331033	GSE285827	acute PARPi	human	OVCAR3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_ovcar3_talazoparib	core_TJ	14	9	0.127013	0.247622	0.1	0.0434961	GSE285827	acute PARPi	human	OVCAR3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_ovcar3_talazoparib	repair_NHEJ_HR	12	8	0.106097	0.0662975	0.2	0.112937	GSE285827	acute PARPi	human	OVCAR3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_ovcar3_talazoparib	STING_axis	5	4	0.112288	0.208399	0.1	0.00289012	GSE285827	acute PARPi	human	OVCAR3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_ovcar3_talazoparib	recruit	5	5	0.118262	0.292957	0.1	0.0129533	GSE285827	acute PARPi	human	OVCAR3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_ovcar3_talazoparib	thesis_IFN	211	156	0.230738	0.344231	0.1	0.00145803	GSE285827	acute PARPi	human	OVCAR3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_ovcar3_talazoparib	thesis_TJ_no_CLDN4	189	106	0.0348337	0.0625203	0.1	0.0282437	GSE285827	acute PARPi	human	OVCAR3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_ovcar3_veliparib	CLDN4	1	0	-0.222117	-0.222117	0.2	0.173434	GSE285827	acute PARPi	human	OVCAR3 veliparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_ovcar3_veliparib	TACSTD2	1	1	0.21627	0.21627	0.1	0.049624	GSE285827	acute PARPi	human	OVCAR3 veliparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_ovcar3_veliparib	core_IFN	26	21	0.0900062	0.0848878	0.7	0.620636	GSE285827	acute PARPi	human	OVCAR3 veliparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_ovcar3_veliparib	core_TJ	14	7	0.0247288	0.0676856	0.1	0.0840422	GSE285827	acute PARPi	human	OVCAR3 veliparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_ovcar3_veliparib	repair_NHEJ_HR	12	6	-0.0123127	-0.00702086	1	0.778615	GSE285827	acute PARPi	human	OVCAR3 veliparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_ovcar3_veliparib	STING_axis	5	2	-0.00330239	-0.00322776	0.7	0.933383	GSE285827	acute PARPi	human	OVCAR3 veliparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_ovcar3_veliparib	recruit	4	4	0.0656458	0.0796873	0.7	0.401338	GSE285827	acute PARPi	human	OVCAR3 veliparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_ovcar3_veliparib	thesis_IFN	208	128	0.0320676	0.0629869	0.7	0.330505	GSE285827	acute PARPi	human	OVCAR3 veliparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_ovcar3_veliparib	thesis_TJ_no_CLDN4	185	91	-0.00168827	0.0185607	0.2	0.175544	GSE285827	acute PARPi	human	OVCAR3 veliparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	CLDN4	1	0	-0.326834	-0.326834	0.1	0.0471881	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	TACSTD2	1	0	-1.1345	-1.1345	0.1	0.00448611	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	core_IFN	27	25	0.904949	0.75892	0.1	0.0168154	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	core_TJ	14	5	-0.0626496	-0.171877	0.1	0.0173797	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	repair_NHEJ_HR	12	9	0.181255	0.283841	0.1	0.00068042	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	STING_axis	5	3	0.0734809	0.1555	0.1	0.0171858	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	recruit	5	4	0.205499	0.305295	0.1	0.00890927	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	thesis_IFN	212	132	0.103463	0.238223	0.1	0.00801835	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	thesis_TJ_no_CLDN4	193	92	-0.0224275	-0.0120932	0.2	0.19165	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_veliparib	CLDN4	1	0	-0.035533	-0.035533	1	0.629641	GSE285827	acute PARPi	human	CAOV3 veliparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_veliparib	TACSTD2	1	1	0.063801	0.063801	0.7	0.669269	GSE285827	acute PARPi	human	CAOV3 veliparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_veliparib	core_IFN	27	4	-0.126274	-0.151553	0.1	0.0109039	GSE285827	acute PARPi	human	CAOV3 veliparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_veliparib	core_TJ	13	4	-0.0596306	-0.0638495	0.1	0.11193	GSE285827	acute PARPi	human	CAOV3 veliparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_veliparib	repair_NHEJ_HR	12	6	-0.015284	-0.0122109	0.4	0.533925	GSE285827	acute PARPi	human	CAOV3 veliparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_veliparib	STING_axis	5	2	-0.0297961	-0.0236802	0.7	0.481518	GSE285827	acute PARPi	human	CAOV3 veliparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_veliparib	recruit	5	1	-0.0407827	-0.0137124	1	0.652118	GSE285827	acute PARPi	human	CAOV3 veliparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_veliparib	thesis_IFN	210	51	-0.0743732	-0.0882325	0.1	0.00947428	GSE285827	acute PARPi	human	CAOV3 veliparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_veliparib	thesis_TJ_no_CLDN4	192	70	-0.032744	-0.0340649	0.1	0.0236531	GSE285827	acute PARPi	human	CAOV3 veliparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
