scale	summary	cohort	nhej_set	ifn_set	n_nhej	n_ifn	cldn4_delta	tacstd2_delta	nhej_delta	ifn_delta	cldn4_cliff	tacstd2_cliff	nhej_cliff	ifn_cliff	cldn4_mw_p	tacstd2_mw_p	nhej_mw_p	ifn_mw_p	n_limbs	hit_nhej_down_ifn_up	strength_cliff	limb_cldn4_kl_gt_kp	limb_tacstd2_kl_gt_kp	limb_nhej_kl_lt_kp	limb_ifn_kl_gt_kp
fpkm	median	drop_B6AL10-3	NHEJ_KEGG	IFN_OAS	13	7	5.415163965642174	2.412303874959811	0.33403798942399243	-0.9620568869461079	1.0	1.0	0.2	-0.7	0.015873015873015872	0.015873015873015872	0.7301587301587302	0.1111111111111111	2	False	1.1	True	True	False	False
cpm	mean	all_10	NHEJ_CORE	IFN_OAS	11	7	5.468896068648596	3.2649124902389857	0.06663766525905146	-1.358668366990628	1.0	1.0	0.28	-0.68	0.007936507936507936	0.007936507936507936	0.5476190476190477	0.09523809523809523	2	False	1.04	True	True	False	False
median_ratio	median	all_10	NHEJ_KEGG	IFN_HALLMARK_ALPHA	13	90	6.0746763923595815	3.1240309577071432	0.39894010319621387	-1.056040747304932	1.0	1.0	0.68	-0.28	0.007936507936507936	0.007936507936507936	0.09523809523809523	0.5476190476190477	2	False	1.0399999999999998	True	True	False	False
fpkm	median	all_10	NHEJ_KEGG	IFN_COMPACT	13	15	5.483484879351163	2.479822446737872	0.3077034551675224	-1.8834859912735746	1.0	1.0	0.2	-0.84	0.007936507936507936	0.007936507936507936	0.6904761904761905	0.031746031746031744	2	False	0.9600000000000001	True	True	False	False
median_ratio	median	all_10	NHEJ_CORE	IFN_HALLMARK_ALPHA	11	90	6.0746763923595815	3.1240309577071432	0.30406908405521094	-1.056040747304932	1.0	1.0	0.84	-0.28	0.007936507936507936	0.007936507936507936	0.031746031746031744	0.5476190476190477	2	False	0.8800000000000001	True	True	False	False
fpkm	median	all_10	NHEJ_KEGG	IFN_HALLMARK_GAMMA	13	186	5.483484879351163	2.479822446737872	0.3077034551675224	-1.0177934890461733	1.0	1.0	0.2	-0.92	0.007936507936507936	0.007936507936507936	0.6904761904761905	0.015873015873015872	2	False	0.88	True	True	False	False
cpm	mean	all_10	NHEJ_CORE	IFN_COMPACT	11	15	5.468896068648596	3.2649124902389857	0.06663766525905146	-1.3178293742030225	1.0	1.0	0.28	-0.84	0.007936507936507936	0.007936507936507936	0.5476190476190477	0.031746031746031744	2	False	0.88	True	True	False	False
cpm	mean	all_10	NHEJ_CORE	IFN_HALLMARK_ALPHA	11	90	5.468896068648596	3.2649124902389857	0.06663766525905146	-0.9880743574668767	1.0	1.0	0.28	-0.84	0.007936507936507936	0.007936507936507936	0.5476190476190477	0.031746031746031744	2	False	0.88	True	True	False	False
cpm	mean	all_10	NHEJ_CORE	IFN_HALLMARK_GAMMA	11	186	5.468896068648596	3.2649124902389857	0.06663766525905146	-1.0515060951837203	1.0	1.0	0.28	-0.84	0.007936507936507936	0.007936507936507936	0.5476190476190477	0.031746031746031744	2	False	0.88	True	True	False	False
fpkm	median	all_10	NHEJ_CORE	IFN_HALLMARK_ALPHA	11	90	5.483484879351163	2.479822446737872	0.19055633421444274	-0.9493284805288615	1.0	1.0	0.68	-0.44	0.007936507936507936	0.007936507936507936	0.09523809523809523	0.30952380952380953	2	False	0.8799999999999999	True	True	False	False
fpkm	median	all_10	NHEJ_CORE	IFN_OAS	11	7	5.483484879351163	2.479822446737872	0.19055633421444274	-0.9356094127300452	1.0	1.0	0.68	-0.44	0.007936507936507936	0.007936507936507936	0.09523809523809523	0.30952380952380953	2	False	0.8799999999999999	True	True	False	False
fpkm	median	drop_B6AL10-3	NHEJ_KEGG	IFN_COMPACT	13	15	5.415163965642174	2.412303874959811	0.33403798942399243	-1.9467007300693289	1.0	1.0	0.2	-1.0	0.015873015873015872	0.015873015873015872	0.7301587301587302	0.015873015873015872	2	False	0.8	True	True	False	False
fpkm	median	drop_B6AL10-3	NHEJ_KEGG	IFN_HALLMARK_GAMMA	13	186	5.415163965642174	2.412303874959811	0.33403798942399243	-1.0281858846840704	1.0	1.0	0.2	-1.0	0.015873015873015872	0.015873015873015872	0.7301587301587302	0.015873015873015872	2	False	0.8	True	True	False	False
fpkm	mean	all_10	NHEJ_CORE	IFN_OAS	11	7	5.569627161932762	3.2382274886828935	0.16532818932812576	-0.7047601366842243	1.0	1.0	0.84	-0.44	0.007936507936507936	0.007936507936507936	0.031746031746031744	0.30952380952380953	2	False	0.7200000000000002	True	True	False	False
median_ratio	median	all_10	NHEJ_EXTENDED	IFN_HALLMARK_ALPHA	14	90	6.0746763923595815	3.1240309577071432	1.2829823894418055	-1.056040747304932	1.0	1.0	1.0	-0.28	0.007936507936507936	0.007936507936507936	0.007936507936507936	0.5476190476190477	2	False	0.72	True	True	False	False
cpm	mean	drop_B6AL10-3	NHEJ_CORE	IFN_COMPACT	11	15	4.967990810051902	2.435337306567157	0.10121403072932367	-1.683289669550362	1.0	1.0	0.3	-1.0	0.015873015873015872	0.015873015873015872	0.5555555555555556	0.015873015873015872	2	False	0.7	True	True	False	False
cpm	mean	drop_B6AL10-3	NHEJ_CORE	IFN_HALLMARK_ALPHA	11	90	4.967990810051902	2.435337306567157	0.10121403072932367	-1.2506993781940885	1.0	1.0	0.3	-1.0	0.015873015873015872	0.015873015873015872	0.5555555555555556	0.015873015873015872	2	False	0.7	True	True	False	False
cpm	mean	drop_B6AL10-3	NHEJ_CORE	IFN_HALLMARK_GAMMA	11	186	4.967990810051902	2.435337306567157	0.10121403072932367	-1.295036034529045	1.0	1.0	0.3	-1.0	0.015873015873015872	0.015873015873015872	0.5555555555555556	0.015873015873015872	2	False	0.7	True	True	False	False
cpm	mean	drop_B6AL10-3	NHEJ_CORE	IFN_OAS	11	7	4.967990810051902	2.435337306567157	0.10121403072932367	-1.803904227512078	1.0	1.0	0.3	-1.0	0.015873015873015872	0.015873015873015872	0.5555555555555556	0.015873015873015872	2	False	0.7	True	True	False	False
fpkm	mean	all_10	NHEJ_KEGG	IFN_OAS	13	7	5.569627161932762	3.2382274886828935	0.3017724877201151	-0.7047601366842243	1.0	1.0	0.92	-0.44	0.007936507936507936	0.007936507936507936	0.015873015873015872	0.30952380952380953	2	False	0.6400000000000001	True	True	False	False
fpkm	median	all_10	NHEJ_EXTENDED	IFN_HALLMARK_ALPHA	14	90	5.483484879351163	2.479822446737872	0.7513502392833336	-0.9493284805288615	1.0	1.0	0.92	-0.44	0.007936507936507936	0.007936507936507936	0.015873015873015872	0.30952380952380953	2	False	0.6400000000000001	True	True	False	False
fpkm	median	all_10	NHEJ_EXTENDED	IFN_OAS	14	7	5.483484879351163	2.479822446737872	0.7513502392833336	-0.9356094127300452	1.0	1.0	0.92	-0.44	0.007936507936507936	0.007936507936507936	0.015873015873015872	0.30952380952380953	2	False	0.6400000000000001	True	True	False	False
median_ratio	median	all_10	NHEJ_KEGG	IFN_OAS	13	7	6.0746763923595815	3.1240309577071432	0.39894010319621387	-2.503166482381932	1.0	1.0	0.68	-0.68	0.007936507936507936	0.007936507936507936	0.09523809523809523	0.09523809523809523	2	False	0.6399999999999998	True	True	False	False
fpkm	median	drop_B6AL10-3	NHEJ_CORE	IFN_HALLMARK_ALPHA	11	90	5.415163965642174	2.412303874959811	0.19390366050144703	-0.967848558082482	1.0	1.0	0.8	-0.6	0.015873015873015872	0.015873015873015872	0.06349206349206349	0.19047619047619047	2	False	0.6	True	True	False	False
fpkm	mean	all_10	NHEJ_EXTENDED	IFN_OAS	14	7	5.569627161932762	3.2382274886828935	0.4852277260500606	-0.7047601366842243	1.0	1.0	1.0	-0.44	0.007936507936507936	0.007936507936507936	0.007936507936507936	0.30952380952380953	2	False	0.56	True	True	False	False
median_ratio	median	drop_B6AL10-3	NHEJ_CORE	IFN_HALLMARK_ALPHA	11	90	5.949504923365215	3.028647195898797	0.36860244017493926	-1.0759375325617775	1.0	1.0	0.9	-0.6	0.015873015873015872	0.015873015873015872	0.031746031746031744	0.19047619047619047	2	False	0.5000000000000001	True	True	False	False
fpkm	median	drop_B6AL10-3	NHEJ_CORE	IFN_OAS	11	7	5.415163965642174	2.412303874959811	0.19390366050144703	-0.9620568869461079	1.0	1.0	0.8	-0.7	0.015873015873015872	0.015873015873015872	0.06349206349206349	0.1111111111111111	2	False	0.5	True	True	False	False
normalized	mean	all_10	NHEJ_CORE	IFN_OAS	11	7	5.775925421598421	4.446806008486609	0.26655157989538836	-2.036198977742294	1.0	1.0	0.84	-0.68	0.007936507936507936	0.007936507936507936	0.031746031746031744	0.09523809523809523	2	False	0.4800000000000001	True	True	False	False
cpm	mean	all_10	NHEJ_KEGG	IFN_OAS	13	7	5.468896068648596	3.2649124902389857	0.20113392178631972	-1.358668366990628	1.0	1.0	0.84	-0.68	0.007936507936507936	0.007936507936507936	0.031746031746031744	0.09523809523809523	2	False	0.4800000000000001	True	True	False	False
median_ratio	median	all_10	NHEJ_CORE	IFN_OAS	11	7	6.0746763923595815	3.1240309577071432	0.30406908405521094	-2.503166482381932	1.0	1.0	0.84	-0.68	0.007936507936507936	0.007936507936507936	0.031746031746031744	0.09523809523809523	2	False	0.4800000000000001	True	True	False	False
median_ratio	mean	all_10	NHEJ_CORE	IFN_OAS	11	7	6.187768324762306	4.9806805871063045	0.6763945086767187	-1.6637337852944531	1.0	1.0	1.0	-0.52	0.007936507936507936	0.007936507936507936	0.007936507936507936	0.2222222222222222	2	False	0.48	True	True	False	False
median_ratio	mean	all_10	NHEJ_KEGG	IFN_OAS	13	7	6.187768324762306	4.9806805871063045	0.6278579194812011	-1.6637337852944531	1.0	1.0	1.0	-0.52	0.007936507936507936	0.007936507936507936	0.007936507936507936	0.2222222222222222	2	False	0.48	True	True	False	False
median_ratio	mean	all_10	NHEJ_EXTENDED	IFN_OAS	14	7	6.187768324762306	4.9806805871063045	0.9708584085832133	-1.6637337852944531	1.0	1.0	1.0	-0.52	0.007936507936507936	0.007936507936507936	0.007936507936507936	0.2222222222222222	2	False	0.48	True	True	False	False
fpkm	median	all_10	NHEJ_CORE	IFN_COMPACT	11	15	5.483484879351163	2.479822446737872	0.19055633421444274	-1.8834859912735746	1.0	1.0	0.68	-0.84	0.007936507936507936	0.007936507936507936	0.09523809523809523	0.031746031746031744	2	False	0.47999999999999987	True	True	False	False
median_ratio	median	all_10	NHEJ_KEGG	IFN_COMPACT	13	15	6.0746763923595815	3.1240309577071432	0.39894010319621387	-3.0016269507467923	1.0	1.0	0.68	-0.84	0.007936507936507936	0.007936507936507936	0.09523809523809523	0.031746031746031744	2	False	0.47999999999999987	True	True	False	False
median_ratio	median	all_10	NHEJ_KEGG	IFN_HALLMARK_GAMMA	13	186	6.0746763923595815	3.1240309577071432	0.39894010319621387	-1.1678417656712092	1.0	1.0	0.68	-0.84	0.007936507936507936	0.007936507936507936	0.09523809523809523	0.031746031746031744	2	False	0.47999999999999987	True	True	False	False
cpm	median	all_10	NHEJ_EXTENDED	IFN_OAS	14	7	5.25773578599209	2.36095272767544	0.5696751298931169	-2.3544408593723913	1.0	1.0	0.84	-0.76	0.007936507936507936	0.007936507936507936	0.031746031746031744	0.05555555555555555	2	False	0.40000000000000013	True	True	False	False
fpkm	mean	drop_B6AL10-3	NHEJ_CORE	IFN_OAS	11	7	5.124804848293076	2.5838812221821383	0.19336260751383838	-0.9436904492547024	1.0	1.0	1.0	-0.6	0.015873015873015872	0.015873015873015872	0.015873015873015872	0.19047619047619047	2	False	0.4	True	True	False	False
fpkm	mean	drop_B6AL10-3	NHEJ_KEGG	IFN_OAS	13	7	5.124804848293076	2.5838812221821383	0.3460071290546112	-0.9436904492547024	1.0	1.0	1.0	-0.6	0.015873015873015872	0.015873015873015872	0.015873015873015872	0.19047619047619047	2	False	0.4	True	True	False	False
fpkm	mean	drop_B6AL10-3	NHEJ_EXTENDED	IFN_OAS	14	7	5.124804848293076	2.5838812221821383	0.5323284713236611	-0.9436904492547024	1.0	1.0	1.0	-0.6	0.015873015873015872	0.015873015873015872	0.015873015873015872	0.19047619047619047	2	False	0.4	True	True	False	False
fpkm	median	drop_B6AL10-3	NHEJ_EXTENDED	IFN_HALLMARK_ALPHA	14	90	5.415163965642174	2.412303874959811	0.7784980629761296	-0.967848558082482	1.0	1.0	1.0	-0.6	0.015873015873015872	0.015873015873015872	0.015873015873015872	0.19047619047619047	2	False	0.4	True	True	False	False
normalized	mean	all_10	NHEJ_KEGG	IFN_OAS	13	7	5.775925421598421	4.446806008486609	0.26483654995156236	-2.036198977742294	1.0	1.0	0.92	-0.68	0.007936507936507936	0.007936507936507936	0.015873015873015872	0.09523809523809523	2	False	0.4	True	True	False	False
cpm	mean	all_10	NHEJ_EXTENDED	IFN_OAS	14	7	5.468896068648596	3.2649124902389857	0.3638028010598777	-1.358668366990628	1.0	1.0	0.92	-0.68	0.007936507936507936	0.007936507936507936	0.015873015873015872	0.09523809523809523	2	False	0.4	True	True	False	False
median_ratio	median	drop_B6AL10-3	NHEJ_KEGG	IFN_HALLMARK_ALPHA	13	90	5.949504923365215	3.028647195898797	0.4034812052500758	-1.0759375325617775	1.0	1.0	1.0	-0.6	0.015873015873015872	0.015873015873015872	0.015873015873015872	0.19047619047619047	2	False	0.4	True	True	False	False
median_ratio	median	drop_B6AL10-3	NHEJ_EXTENDED	IFN_HALLMARK_ALPHA	14	90	5.949504923365215	3.028647195898797	1.3191351625142165	-1.0759375325617775	1.0	1.0	1.0	-0.6	0.015873015873015872	0.015873015873015872	0.015873015873015872	0.19047619047619047	2	False	0.4	True	True	False	False
fpkm	median	all_10	NHEJ_CORE	IFN_HALLMARK_GAMMA	11	186	5.483484879351163	2.479822446737872	0.19055633421444274	-1.0177934890461733	1.0	1.0	0.68	-0.92	0.007936507936507936	0.007936507936507936	0.09523809523809523	0.015873015873015872	2	False	0.3999999999999998	True	True	False	False
fpkm	mean	all_10	NHEJ_CORE	IFN_COMPACT	11	15	5.569627161932762	3.2382274886828935	0.16532818932812576	-0.8707747110531279	1.0	1.0	0.84	-0.84	0.007936507936507936	0.007936507936507936	0.031746031746031744	0.031746031746031744	2	False	0.3200000000000002	True	True	False	False
fpkm	mean	all_10	NHEJ_CORE	IFN_HALLMARK_ALPHA	11	90	5.569627161932762	3.2382274886828935	0.16532818932812576	-0.6305907786057223	1.0	1.0	0.84	-0.84	0.007936507936507936	0.007936507936507936	0.031746031746031744	0.031746031746031744	2	False	0.3200000000000002	True	True	False	False
fpkm	mean	all_10	NHEJ_CORE	IFN_HALLMARK_GAMMA	11	186	5.569627161932762	3.2382274886828935	0.16532818932812576	-0.5983074407723734	1.0	1.0	0.84	-0.84	0.007936507936507936	0.007936507936507936	0.031746031746031744	0.031746031746031744	2	False	0.3200000000000002	True	True	False	False
normalized	mean	all_10	NHEJ_CORE	IFN_COMPACT	11	15	5.775925421598421	4.446806008486609	0.26655157989538836	-1.5757119188282633	1.0	1.0	0.84	-0.84	0.007936507936507936	0.007936507936507936	0.031746031746031744	0.031746031746031744	2	False	0.3200000000000002	True	True	False	False
normalized	mean	all_10	NHEJ_CORE	IFN_HALLMARK_ALPHA	11	90	5.775925421598421	4.446806008486609	0.26655157989538836	-1.1854424527933567	1.0	1.0	0.84	-0.84	0.007936507936507936	0.007936507936507936	0.031746031746031744	0.031746031746031744	2	False	0.3200000000000002	True	True	False	False
cpm	mean	all_10	NHEJ_KEGG	IFN_COMPACT	13	15	5.468896068648596	3.2649124902389857	0.20113392178631972	-1.3178293742030225	1.0	1.0	0.84	-0.84	0.007936507936507936	0.007936507936507936	0.031746031746031744	0.031746031746031744	2	False	0.3200000000000002	True	True	False	False
cpm	mean	all_10	NHEJ_KEGG	IFN_HALLMARK_ALPHA	13	90	5.468896068648596	3.2649124902389857	0.20113392178631972	-0.9880743574668767	1.0	1.0	0.84	-0.84	0.007936507936507936	0.007936507936507936	0.031746031746031744	0.031746031746031744	2	False	0.3200000000000002	True	True	False	False
cpm	mean	all_10	NHEJ_KEGG	IFN_HALLMARK_GAMMA	13	186	5.468896068648596	3.2649124902389857	0.20113392178631972	-1.0515060951837203	1.0	1.0	0.84	-0.84	0.007936507936507936	0.007936507936507936	0.031746031746031744	0.031746031746031744	2	False	0.3200000000000002	True	True	False	False
cpm	median	all_10	NHEJ_EXTENDED	IFN_COMPACT	14	15	5.25773578599209	2.36095272767544	0.5696751298931169	-3.0811544738627132	1.0	1.0	0.84	-0.84	0.007936507936507936	0.007936507936507936	0.031746031746031744	0.031746031746031744	2	False	0.3200000000000002	True	True	False	False
cpm	median	all_10	NHEJ_EXTENDED	IFN_HALLMARK_ALPHA	14	90	5.25773578599209	2.36095272767544	0.5696751298931169	-1.580611082112056	1.0	1.0	0.84	-0.84	0.007936507936507936	0.007936507936507936	0.031746031746031744	0.031746031746031744	2	False	0.3200000000000002	True	True	False	False
