ligand	geneset	pearson	pearson_p	auroc	aupr	n_background	n_geneset	mean_delta_high_minus_low	median_delta_high_minus_low	paired_p	paired_padj	n_patients_de	frac_patients_receptor	potential_GSE131907	potential_GSE205335	score_activity	score_de	score_receptor	prioritization	rank_activity	rank_priority
CD58	a_priori_exhaustion_sensitivity	-0.050138940046622435	0.42532177879574595	0.39656194427978664	0.04516153038819395	255	14	0.03850097363522532	0.020808584988117218	3.872600691536026e-05	9.002539269934398e-05	51	0.9803921568627451	True	True	0.5004994417592771	0.33360000478075463	0.9714285714285714	0.6018426726562011	18.0	34.0
NECTIN4	a_priori_exhaustion_sensitivity	-0.12239737652786822	0.05090579132254964	0.33639596917605213	0.040924730221193556	255	14	0.2069176994581622	0.21440760605037212	2.384185791015625e-06	7.596016476733124e-06	22	0.9215686274509803	False	True	0.13317313768787636	0.777830649392834	0.8857142857142857	0.5989060242649987	114.0	35.0
ICAM4	a_priori_exhaustion_sensitivity	-0.06786619521052843	0.2802949350010079	0.4306461173681091	0.047700658835451465	255	14	0.05573259585442286	0.03249087743461132	1.0559122734362712e-07	6.750296319467591e-07	51	1.0	True	False	0.41038280711027925	0.37905163441398804	1.0	0.5964781471747558	29.0	36.0
ADAM9	a_priori_exhaustion_sensitivity	-0.0808160204253565	0.19834086276218238	0.3823355068168346	0.043867411526426675	255	14	0.08939376352902721	0.04718625545501709	1.519997314402822e-06	5.441590385562103e-06	51	0.9803921568627451	True	True	0.3445522734567033	0.4678392660545995	0.9714285714285714	0.5946067036466247	40.0	37.0
TGFB1	a_priori_exhaustion_sensitivity	-0.022705178389850436	0.7182206960406555	0.46295198577356256	0.05461101888085598	255	14	-0.026470029922932677	0.0027988962829113007	0.35342146126257845	0.3905088985555651	51	0.9803921568627451	True	True	0.6399591750012664	0.16222681930463928	0.9714285714285714	0.5912048552448258	12.0	38.0
AGRN	a_priori_exhaustion_sensitivity	-0.10583825679348384	0.0916922252946333	0.36158861885002963	0.04270961633327325	255	14	0.13275328239736459	0.12927260994911194	3.029575094771918e-08	2.357799747670319e-07	51	0.9803921568627451	True	True	0.2173515471153473	0.5822081146522242	0.9714285714285714	0.590329411065381	83.0	39.0
HMGB1	a_priori_exhaustion_sensitivity	-0.009095227967395099	0.8850831016242278	0.3998221695317131	0.055138120641308866	255	14	-0.06569563641267664	-0.008087873458862305	0.17114743842067615	0.20423594318200688	51	1.0	True	True	0.7091454601013191	0.05876193853882664	1.0	0.5893024662133819	8.0	40.0
TNC	a_priori_exhaustion_sensitivity	-0.06136058723246995	0.3290863174439535	0.36603438055720217	0.04280011644617002	255	14	0.04555242733148785	0.0014593973755836487	0.1212973114517199	0.155087276784699	51	0.9803921568627451	True	True	0.4434541140840727	0.35219953404743937	0.9714285714285714	0.5890274065200278	22.0	41.0
PRNP	a_priori_exhaustion_sensitivity	-0.01942905164560239	0.7575026424277578	0.37374036751630113	0.05896713241505449	255	14	0.06016992229749175	0.024755261838436127	1.45032004599201e-06	5.298107923113669e-06	51	0.803921568627451	True	True	0.6566133898893292	0.3907559136447286	0.7142857142857143	0.5872183392732574	11.0	42.0
COPA	a_priori_exhaustion_sensitivity	-0.09680525560824269	0.12310165069282056	0.3512151748666271	0.041924434076611096	255	14	0.09492428703050987	0.07088720798492432	3.029575094771918e-08	2.357799747670319e-07	51	1.0	True	True	0.2632708764231216	0.4824270571905515	1.0	0.5818993112045577	64.0	43.0
LAMC2	a_priori_exhaustion_sensitivity	-0.11015731629453453	0.0791266607697727	0.3565500889152341	0.04207927076741143	255	14	0.10925729954432623	0.06524581462144852	1.0790265791957228e-08	1.0730319870890798e-07	51	1.0	True	True	0.1953955757320309	0.5202330610606166	1.0	0.5718762122642159	94.0	44.0
TIMP2	a_priori_exhaustion_sensitivity	-0.10815534706630146	0.08476621971378423	0.34410195613515115	0.041926847657971264	255	14	0.10536751536625054	0.07381218671798706	2.939482171344491e-07	1.4615758574185108e-06	51	1.0	True	True	0.20557260132630029	0.5099730270623004	1.0	0.5718485427962002	89.0	45.0
ADAM15	a_priori_exhaustion_sensitivity	-0.10754899604294856	0.08653668484085904	0.3535862477771191	0.042219487486534764	255	14	0.11053960229836259	0.07730558514595032	2.7215618861317828e-08	2.31980751246471e-07	51	0.9803921568627451	True	True	0.20865499130350304	0.5236153746415866	0.9714285714285714	0.5678996457912203	87.0	46.0
LGALS9	a_priori_exhaustion_sensitivity	-0.07789249538233428	0.21511725613896898	0.4223473621813871	0.04686496992210475	255	14	0.041968296286558696	0.02073635160923004	0.002108577483257964	0.0036644210631376264	51	1.0	True	True	0.3594140349507021	0.34274571741086035	1.0	0.5673865841205208	39.0	47.0
COL1A1	a_priori_exhaustion_sensitivity	-0.11457258358285859	0.06775870983955329	0.32839359810314167	0.040502759868265785	255	14	0.1071951259406941	0.03845399618148804	3.766032055260173e-07	1.7739993102409761e-06	51	1.0	True	True	0.17295053134017818	0.514793692109776	1.0	0.5625814078166514	102.0	48.0
CCL20	a_priori_exhaustion_sensitivity	-0.04617000920192707	0.4629211902372432	0.3663307646710136	0.042998285582763064	255	14	0.036168951401943525	0.0018489856738597155	0.2302155639152592	0.26415760218481665	51	0.8823529411764706	True	True	0.520675531490686	0.32744885954931474	0.8285714285714285	0.5588986065371431	16.0	49.0
ADAM10	a_priori_exhaustion_sensitivity	-0.0996065142773131	0.1125755703973107	0.37196206283343214	0.043419166398707416	255	14	0.07330264713542134	0.045400530099868774	3.246586373559929e-07	1.5706458401816952e-06	51	1.0	True	True	0.2490306569585796	0.4253959340569529	1.0	0.5581421970051775	71.0	50.0
LAMA5	a_priori_exhaustion_sensitivity	-0.12537880926748854	0.04547844855904337	0.3269116775340842	0.04044689262885398	255	14	0.12232837931928682	0.09471141546964645	1.4019139660245744e-09	2.9553102728033543e-08	51	1.0	True	True	0.11801700198368847	0.554710481078337	1.0	0.5575758276873418	118.0	51.0
SPON2	a_priori_exhaustion_sensitivity	-0.08995732753265516	0.15204331228426834	0.3820391227030231	0.04498996390821572	255	14	0.05217612599132254	0.010514527559280396	7.634184151321539e-05	0.00016773492995852913	51	1.0	True	False	0.2980823701814346	0.36967077932308995	1.0	0.5559177165015082	55.0	52.0
SPP1	a_priori_exhaustion_sensitivity	-0.06813288644469699	0.2784048880040997	0.3245406046235922	0.040399093495388956	255	14	0.004535291227512062	-0.0012073391117155552	0.973047420887899	0.978513979432213	51	1.0	True	False	0.40902708022016304	0.24400915852163155	1.0	0.5510120795805982	30.0	53.0
MMP7	a_priori_exhaustion_sensitivity	-0.1296272966091217	0.03858857705643013	0.3147599288678127	0.039653994861310035	255	14	0.12259040592528204	0.07378855347633362	4.015643462997091e-06	1.1593551288330311e-05	51	1.0	True	True	0.09641978470233645	0.5554016253071421	1.0	0.5506071366698262	126.0	54.0
FN1	a_priori_exhaustion_sensitivity	-0.0863171592317897	0.16938937580698354	0.3375815056312982	0.041030353016623416	255	14	0.037720514663412946	0.02236582711338997	0.004470641731807893	0.007341696054987274	51	1.0	True	True	0.31658719305428795	0.33154139812843203	1.0	0.5493761970609067	48.0	55.0
HLA-DMA	a_priori_exhaustion_sensitivity	-0.08341606693215334	0.18423803157211815	0.3918197984588026	0.04565832681060278	255	14	0.02454079263934902	0.01081705093383789	0.19582490229199767	0.22614617748559734	51	1.0	True	True	0.331334917528952	0.29677741383916756	1.0	0.5427041104560398	43.0	56.0
LAMB2	a_priori_exhaustion_sensitivity	-0.09821438093888471	0.11771496784078464	0.37285121517486663	0.04330205222018459	255	14	0.051199896500774604	0.036230240017175674	4.1704388434960225e-08	2.986034211943152e-07	51	1.0	True	True	0.25610757723088856	0.3670957912762889	1.0	0.5410677895023924	68.0	57.0
MMP14	a_priori_exhaustion_sensitivity	-0.11355220784811301	0.07025951563234926	0.36188500296384113	0.04270507332179168	255	14	0.07219170474255567	0.032546065747737885	8.181189017872003e-09	9.675356166555113e-08	51	1.0	True	True	0.17813761904453934	0.42246561550991946	1.0	0.533534411518153	100.0	58.0
CEACAM5	a_priori_exhaustion_sensitivity	-0.1267408728062755	0.04316525574275495	0.34350918790752816	0.041682715363060285	255	14	0.14077801114591934	0.05674769729375839	9.630476297357385e-07	3.830789460504382e-06	51	0.9215686274509803	True	True	0.11109294176349702	0.6033748390816933	0.8857142857142857	0.533394022186492	122.0	59.0
TRAF2	a_priori_exhaustion_sensitivity	-0.062035277472010535	0.3237859870520456	0.3358032009484292	0.04093573990253536	255	14	0.016001024630432036	0.01738479733467102	8.924629462434457e-05	0.00019247092455129732	51	0.9215686274509803	True	True	0.44002432118857027	0.27425217693706083	0.8857142857142857	0.5333302612799723	24.0	60.0
MICA	a_priori_exhaustion_sensitivity	-0.08321089898237738	0.18532331293036602	0.3965619442797866	0.04494122218932762	255	14	0.02353294784267086	0.014812149107456207	0.00010024886930691242	0.00020865753030159678	51	0.9803921568627451	True	True	0.33237789034119475	0.2941190345035666	0.9714285714285714	0.5326418320911109	42.0	61.0
C3	a_priori_exhaustion_sensitivity	-0.10908416194478993	0.08211079957060745	0.36218138707765263	0.04254247376822043	255	14	0.05546605321475962	0.012753645423799753	0.027611336406186848	0.039858300134737464	51	1.0	True	True	0.20085096392178428	0.37834857830091123	1.0	0.5263998474075652	92.0	62.0
TIMP3	a_priori_exhaustion_sensitivity	-0.0856182175912943	0.17288246556803627	0.30171902786010674	0.03929401278089387	255	14	0.0070626157696596255	0.0025180645752698183	0.1343756065101101	0.167409450355185	51	1.0	True	True	0.3201402681285239	0.250675450156362	1.0	0.5236052394282953	46.0	63.0
VCAN	a_priori_exhaustion_sensitivity	-0.09544315876718126	0.12848856697770514	0.36010669828097214	0.042507802159222036	255	14	0.025438353704635566	0.0	0.12902229488454978	0.1626407801713691	51	1.0	False	True	0.27019510593567514	0.29914489918637793	1.0	0.5231133350406844	63.0	64.0
NPNT	a_priori_exhaustion_sensitivity	-0.09057510119300452	0.14923797177776296	0.3790752815649081	0.04465890993701898	255	14	0.02507986642497902	0.0068567069247365	0.019236284445921053	0.028694124298498904	51	0.9803921568627451	True	True	0.29494191314334617	0.2981993218718392	0.9714285714285714	0.5215232688145855	56.0	65.0
HSPG2	a_priori_exhaustion_sensitivity	-0.11210995190540252	0.07392218841760287	0.35447540011855366	0.0423610075930084	255	14	0.06550688417993632	0.024520061910152435	7.524789949242506e-07	3.1324125602660667e-06	51	0.9803921568627451	True	True	0.18546933795183068	0.4048331497726949	0.9714285714285714	0.520577019717699	98.0	66.0
COL27A1	a_priori_exhaustion_sensitivity	-0.09197225424689473	0.14303846975096907	0.38648488441019563	0.04434347590045137	255	14	0.025256657782330307	0.012466534972190857	2.418419917601511e-05	5.930098154118773e-05	51	0.9803921568627451	True	True	0.28783947510981966	0.29866564217496977	0.9714285714285714	0.5193112295711203	59.0	67.0
COL18A1	a_priori_exhaustion_sensitivity	-0.10472552212442425	0.09517530089958473	0.3657379964433906	0.04283215247131067	255	14	0.0492148226373555	0.0196230411529541	2.6772584215932413e-05	6.476071046826894e-05	51	0.9803921568627451	True	True	0.22300814215534456	0.3618597873245415	0.9714285714285714	0.5187655003028192	79.0	68.0
COL9A2	a_priori_exhaustion_sensitivity	-0.09776459360923362	0.11941402207357592	0.3541790160047421	0.04210248643134574	255	14	0.03238811807515209	0.008383890613913536	7.666395813806118e-06	2.0180659568695514e-05	51	0.9803921568627451	False	True	0.25839407449632223	0.31747620381856995	0.9714285714285714	0.5157662832478213	66.0	69.0
SECTM1	a_priori_exhaustion_sensitivity	-0.09801013879834936	0.1184841325789917	0.36988737403675165	0.04331288735137012	255	14	0.04283025223184286	0.02749674580991268	6.545980167835017e-09	9.675356166555113e-08	51	0.9607843137254902	True	True	0.25714584368490956	0.3450192875882272	0.942857142857143	0.5150074247100932	67.0	70.0
LAMC1	a_priori_exhaustion_sensitivity	-0.10907005162856917	0.0821506324133086	0.35714285714285715	0.042206285880314776	255	14	0.05291936783960052	0.04120597988367081	5.1519695351562096e-08	3.546932872280621e-07	51	0.9803921568627451	True	True	0.20092269382017466	0.3716312188444611	0.9714285714285714	0.514660828031069	91.0	71.0
DUSP18	a_priori_exhaustion_sensitivity	-0.10529453119592005	0.093381254027768	0.3609958506224067	0.04274358476750026	255	14	0.03384619469151778	0.01537567563354969	8.870355753255721e-06	2.2682766854753916e-05	51	1.0	False	True	0.22011558027061706	0.321322153869059	1.0	0.5138125780465587	81.0	72.0
HLA-DRA	a_priori_exhaustion_sensitivity	-0.07495517762866072	0.23297271891158128	0.31713100177830467	0.03989664129714304	255	14	-0.02610786348654359	-0.004902496933937073	0.3113781819395105	0.3483543410448274	51	1.0	True	True	0.3743459117927959	0.16318210108385597	1.0	0.5125093376255506	37.0	73.0
COL17A1	a_priori_exhaustion_sensitivity	-0.1053682672100842	0.09315075659532847	0.3645524599881447	0.04276797511668801	255	14	0.041360277918512094	0.005168416537344456	0.00036913202501822045	0.0007104799191210911	51	0.9803921568627451	True	True	0.21974074268930707	0.34114195513455714	0.9714285714285714	0.5107704230841452	82.0	74.0
LAMA3	a_priori_exhaustion_sensitivity	-0.10468549896609187	0.09530251719333842	0.3636633076467102	0.04257787168689909	255	14	0.03754428977845237	0.002254188060760498	0.01232858331747244	0.019189707946326667	51	0.9803921568627451	False	True	0.22321160018105635	0.3310765720022844	0.9714285714285714	0.5085722478706374	78.0	75.0
PLAT	a_priori_exhaustion_sensitivity	-0.12573493612997869	0.0448638326756517	0.3221695317131002	0.04023169005750893	255	14	0.06429935901256863	0.010403916239738464	0.0009753989027676829	0.0017636000363173256	51	1.0	True	True	0.11620662840588485	0.40164807607610126	1.0	0.505951568160662	119.0	76.0
CD320	a_priori_exhaustion_sensitivity	-0.09419367668098282	0.1335886185431228	0.38114997036158865	0.043844677650063835	255	14	-0.0009572551238770579	0.0038990378379821777	0.9327692537533812	0.9433090193325154	51	1.0	True	True	0.27654685749683466	0.22952153922896976	1.0	0.5020227989086015	60.0	77.0
LRPAP1	a_priori_exhaustion_sensitivity	-0.057904427160830996	0.3571080831604525	0.32868998221695317	0.04068852734409237	255	14	0.12219854692618053	0.1025083065032959	1.0210883866755238e-08	1.0730319870890798e-07	51	0.6470588235294118	True	True	0.46102352974287664	0.5543680238348577	0.48571428571428577	0.50036861309734	20.0	78.0
NECTIN3	a_priori_exhaustion_sensitivity	-0.08792032863968648	0.16157640701152884	0.32513337285121513	0.040305741762255515	255	14	0.016589856809745965	0.00029784743674099445	0.1589900610113243	0.1910014826914567	22	0.9411764705882353	False	True	0.30843746933924604	0.275805332048626	0.9142857142857143	0.4995095052245288	52.0	79.0
NECTIN1	a_priori_exhaustion_sensitivity	-0.12163449693503	0.05237805202897547	0.32898636633076467	0.04083671830816027	255	14	0.05988134728448296	0.032674653455615044	4.76837158203125e-06	1.3336539268493652e-05	22	0.9803921568627451	False	True	0.13705124182263007	0.38999474302214676	0.9714285714285714	0.4994915187577827	112.0	80.0
CEACAM6	a_priori_exhaustion_sensitivity	-0.10599699040826781	0.09120376460364778	0.37314759928867813	0.04322333727409346	255	14	0.2412829904214424	0.20268511585891247	1.9094468838628967e-07	1.1025515877788985e-06	51	0.5882352941176471	False	True	0.2165446235934742	0.8684755380302576	0.4	0.4950067205412439	84.0	81.0
ITGB2	a_priori_exhaustion_sensitivity	-0.08157007543995884	0.19417236757991388	0.3506224066390041	0.04222965832067284	255	14	-0.023185164152642292	-0.002144351601600647	0.7499556273330805	0.7850412707170843	51	0.9803921568627451	True	True	0.3407190291316303	0.17089126775220265	0.9714285714285714	0.4943462894374681	41.0	82.0
MIF	a_priori_exhaustion_sensitivity	-0.07317383329519705	0.2442971702951306	0.3242442205097807	0.04024508958508884	255	14	-0.05046553763688779	-0.05291473865509033	0.032585757035245785	0.045927956766212565	51	1.0	True	True	0.3834013890789612	0.09893417537347063	1.0	0.49411185481747727	35.0	83.0
HLA-DMB	a_priori_exhaustion_sensitivity	-0.10729560721634655	0.08728528677044242	0.36781268524007116	0.04297338758982886	255	14	0.014042743716808949	-0.0007067173719406128	0.8660149958741169	0.8909004842613042	51	1.0	True	False	0.2099430953049349	0.26908684440646113	1.0	0.49300997990379863	86.0	84.0
CXADR	a_priori_exhaustion_sensitivity	-0.10179387163302295	0.10485757367327043	0.3790752815649081	0.04369511711275833	255	14	0.13107427461620638	0.10496768355369568	7.738588678169485e-09	9.675356166555113e-08	51	0.7647058823529411	True	True	0.23791120942715083	0.5777794172928137	0.657142857142857	0.4909444946209405	74.0	85.0
CD47	a_priori_exhaustion_sensitivity	-0.0630683674666585	0.31577784761864935	0.34380557202133966	0.04142482942454371	255	14	0.16219509699765375	0.1223103404045105	1.259232516317772e-06	4.695887925435025e-06	51	0.5686274509803921	True	True	0.434772600448589	0.6598664126302184	0.3714285714285714	0.48868919483579293	26.0	86.0
PLXNA1	a_priori_exhaustion_sensitivity	-0.11040500880174269	0.07845050438035145	0.3500296384113811	0.04176913758612673	255	14	0.05671249852314884	0.03934008441865444	8.648363053904011e-09	9.675356166555113e-08	51	0.9215686274509803	True	True	0.19413642901298217	0.38163631115591035	0.8857142857142857	0.4871623419610594	95.0	87.0
TGFBI	a_priori_exhaustion_sensitivity	-0.11957111999942022	0.0565382906430389	0.3278008298755187	0.04091701662305806	255	14	0.040456772546795215	0.014996954007074237	0.003449860668037705	0.00577126223905373	51	0.9803921568627451	True	True	0.1475404339581454	0.33875879056626934	0.9714285714285714	0.48590926531766204	107.0	88.0
CXCL14	a_priori_exhaustion_sensitivity	-0.12673580621800057	0.043173673642276096	0.32039122703023115	0.04004963402361321	255	14	0.043111581221512776	0.003470227587968111	0.0700399776726171	0.09286782224739601	51	1.0	True	True	0.1111186978030117	0.34576134546768345	1.0	0.4856266810902317	121.0	89.0
TNFSF12	a_priori_exhaustion_sensitivity	-0.0626504329721664	0.31900181817061657	0.32128037937166565	0.04095090710291459	255	14	0.0047732764996551704	0.002643045037984848	0.12888798825236933	0.1626407801713691	51	0.8431372549019608	True	True	0.43689717358747193	0.24463688923148671	0.7714285714285715	0.48432087808251006	25.0	90.0
BACE1	a_priori_exhaustion_sensitivity	-0.08710578298134325	0.16551156637863682	0.3313574392412567	0.040803528522680536	255	14	0.006760192258904378	0.004682630300521851	0.027611336406186848	0.039858300134737464	51	0.9215686274509803	False	True	0.31257821830569066	0.24987775152831784	0.8857142857142857	0.48272341851609807	50.0	91.0
ZG16B	a_priori_exhaustion_sensitivity	-0.12104856420102413	0.05353270930352941	0.33165382335506816	0.04072029125486461	255	14	0.027653290895863856	0.003484766697511077	0.0009612357401960938	0.001755726505052049	51	1.0	True	False	0.14002983527272073	0.30498721069924434	1.0	0.4816723486573217	110.0	92.0
CLEC2B	a_priori_exhaustion_sensitivity	-0.105067833531409	0.09409275700061302	0.3393598103141672	0.04102411847119018	255	14	0.018267821164473015	0.008272083476185799	0.01265468244596645	0.019527484119206847	51	0.9607843137254902	True	True	0.2212679995492722	0.2802312771754786	0.942857142857143	0.48145213986063123	80.0	93.0
COL9A3	a_priori_exhaustion_sensitivity	-0.10719851594032248	0.08757350236375797	0.3663307646710136	0.04287332273159765	255	14	0.005736592202903885	0.001778066623955965	0.041947329699110254	0.05731734363466211	51	0.9803921568627451	False	True	0.21043665953516505	0.24717781474662243	0.9714285714285714	0.47634768190345295	85.0	94.0
APOE	a_priori_exhaustion_sensitivity	-0.07316586467235814	0.24434867723718448	0.32928275044457617	0.04073325959293342	255	14	0.043383600468765576	0.006446428596973419	0.04901880799753542	0.06597268144029203	51	0.7843137254901961	True	True	0.38344189763295844	0.3464788471585847	0.6857142857142857	0.47187834350194297	34.0	95.0
ICAM3	a_priori_exhaustion_sensitivity	-0.09730440288778883	0.12117208109657611	0.36129223473621813	0.042719793923623184	255	14	-0.029464179980933813	-0.0031928904354572296	0.19260484260317556	0.22533507729391125	51	1.0	True	True	0.26073345748200505	0.15432918797478243	1.0	0.4716875484855958	65.0	96.0
HLA-DQB1	a_priori_exhaustion_sensitivity	-0.06192452592992883	0.32465223129710175	0.34499110847658565	0.041568726396328325	255	14	0.014383523630243087	0.00012552767293527722	0.8074553206568335	0.8403168744044953	51	0.7843137254901961	True	True	0.44058732748380947	0.2699857152274914	0.6857142857142857	0.4654291094751955	23.0	97.0
HLA-F	a_priori_exhaustion_sensitivity	-0.13039512317143045	0.03744255621731802	0.3079430942501482	0.03934668823299027	255	14	0.07846877673257362	0.023825302720069885	0.00019822622679641964	0.000394249939961768	51	0.9019607843137255	True	True	0.09251653261115778	0.43902256804997614	0.8571428571428572	0.4628939859346637	128.0	98.0
COL6A2	a_priori_exhaustion_sensitivity	-0.13578078763912127	0.0301860084058498	0.3114997036158862	0.039632169775138316	255	14	0.044442104225334546	0.0024475217796862125	0.005267286497447819	0.008571311664028724	51	0.9803921568627451	True	True	0.06513846687624544	0.34927084898504995	0.9714285714285714	0.4619459624299556	133.0	99.0
PVR	a_priori_exhaustion_sensitivity	-0.11950518048657724	0.05667562263738851	0.34499110847658565	0.04157306489990059	255	14	0.02279525805337756	0.010488249361515045	0.0026221018912179973	0.004470059414552586	51	0.9607843137254902	True	True	0.14787563796648517	0.2921732395772002	0.942857142857143	0.46096867346694276	106.0	100.0
CXCL16	a_priori_exhaustion_sensitivity	-0.04540751365876909	0.47034990504419405	0.34914048606994663	0.04174553732277636	255	14	0.08435827075485505	0.057658106088638306	2.106030639523367e-06	6.981101564345976e-06	51	0.5882352941176471	True	True	0.5245516833060083	0.45455721113944986	0.4	0.4597029648151527	15.0	101.0
SLPI	a_priori_exhaustion_sensitivity	-0.10842461913753723	0.08398937658610037	0.32839359810314167	0.040753224506593536	255	14	0.26308553099778353	0.08939224481582642	7.057173567008605e-05	0.00015790425856181754	51	0.47058823529411764	True	True	0.20420375473158664	0.9259838205781064	0.22857142857142856	0.4529196679603739	90.0	102.0
CLEC11A	a_priori_exhaustion_sensitivity	-0.12235771459462134	0.050981475555805955	0.34084173088322467	0.04155047752697466	255	14	0.007911981089729998	0.0023158416152000427	0.11672770019947837	0.15031840529285342	51	0.9803921568627451	True	True	0.13337475942315544	0.2529158102025649	0.9714285714285714	0.45257304701809725	113.0	103.0
LGALS1	a_priori_exhaustion_sensitivity	-0.11045224300100975	0.07832209566687166	0.35862477771191464	0.042518080172731176	255	14	-0.04192626779424209	-0.019993111491203308	0.15153219217906758	0.18578261917844585	51	1.0	True	True	0.19389631360656806	0.12145809826877227	1.0	0.4384514706251134	96.0	104.0
TCN1	a_priori_exhaustion_sensitivity	-0.05237244116935766	0.4049667710777465	0.44042679312388855	0.05088615285914101	255	14	0.026996340245401085	0.0011464193230494857	9.689594924079667e-05	0.00020648065373931674	51	0.6470588235294118	True	False	0.4891454220419173	0.3032543803671773	0.48571428571428577	0.4260380293744601	19.0	105.0
CRLF1	a_priori_exhaustion_sensitivity	-0.0917926305467867	0.14382431735140114	0.3903378778897451	0.044634942388775724	255	14	0.020235805638139044	0.00310545414686203	0.029494422595650115	0.04190080670334421	51	0.7843137254901961	True	True	0.2887525935371944	0.2854222046623503	0.6857142857142857	0.41996302797127677	57.0	106.0
SDC2	a_priori_exhaustion_sensitivity	-0.14625663349684556	0.019458155439333272	0.29608772969768815	0.03877580661433946	255	14	0.0012611082203483081	-0.00011338945478200912	0.8774653933470543	0.897521745194987	51	1.0	True	True	0.01188442584896285	0.23537288786179555	1.0	0.4157524379035861	135.0	107.0
FBLN1	a_priori_exhaustion_sensitivity	-0.1485944732344442	0.017577397164631643	0.2797866034380557	0.03814328363827145	255	14	0.013178773222071137	0.0008948210743255913	0.0797617584041863	0.10421426827992224	51	0.9803921568627451	False	True	0.0	0.26680796047775496	0.9714285714285714	0.4127455106354421	136.0	108.0
S100A9	a_priori_exhaustion_sensitivity	-0.10256073464921431	0.10225280096082846	0.29430942501481916	0.03864175240918111	255	14	-0.08797346305914734	-0.006378222838975489	0.24132420678404642	0.2751403376709829	51	1.0	True	True	0.23401285552989026	0.0	1.0	0.4113376185099635	75.0	109.0
PTDSS1	a_priori_exhaustion_sensitivity	-0.1208209684239373	0.05398687799890084	0.34113811499703617	0.04121972210102723	255	14	0.00922870259805053	0.007188275456428528	0.07962976613642674	0.10421426827992224	51	0.8823529411764706	True	True	0.1411868201133941	0.2563889096916903	0.8285714285714285	0.4087157194588376	109.0	110.0
PODXL2	a_priori_exhaustion_sensitivity	-0.11173374659005171	0.07490267447946962	0.34973325429756963	0.04194778101514529	255	14	0.05055989264442092	0.02730506658554077	1.810099071924746e-06	6.1133534693307455e-06	51	0.7450980392156863	True	True	0.18738178049541787	0.3654076612863904	0.6285714285714286	0.3937869567844123	97.0	111.0
HLA-DRB5	a_priori_exhaustion_sensitivity	-0.11393987027159454	0.0693006807070445	0.34202726733847066	0.04123374340342757	255	14	0.0270323764442069	0.0	0.9116062720674252	0.9271450153413018	51	0.7843137254901961	True	True	0.17616693420579682	0.30334943258806957	0.6857142857142857	0.38841021750271737	101.0	112.0
CLCF1	a_priori_exhaustion_sensitivity	-0.13110235597539782	0.036412580063705714	0.33135743924125666	0.04073511106867412	255	14	0.050013407168615444	0.029204726917669177	5.723300876381906e-08	3.794336506934671e-07	51	0.7843137254901961	True	True	0.08892130934519614	0.3639662035332963	0.6857142857142857	0.37953393286425935	130.0	113.0
CFH	a_priori_exhaustion_sensitivity	-0.12464258857544683	0.04677142526495821	0.3390634262003556	0.0411141965970137	255	14	0.058030302373820224	0.03230839967727661	3.71822886595204e-05	8.757407460597567e-05	51	0.7450980392156863	True	True	0.12175958539619783	0.38511226552561756	0.6285714285714286	0.3784810931644147	117.0	114.0
PODXL	a_priori_exhaustion_sensitivity	-0.10309200840311865	0.10047845304457094	0.3767042086544161	0.043827974514832786	255	14	0.015241638325866969	0.0039431266486644745	0.00023075330864934335	0.00045389936536519184	51	0.7450980392156863	False	True	0.23131212141530047	0.27224915338973704	0.6285714285714286	0.37737756779215537	76.0	115.0
CD40	a_priori_exhaustion_sensitivity	-0.015207170515563757	0.8090436777952524	0.445465323058684	0.051531680715530055	255	14	0.02414533795044739	0.00982917845249176	0.007552701063904588	0.012070834736061797	51	0.37254901960784315	False	True	0.6780753542943905	0.2957343280618658	0.08571428571428573	0.353174656023514	10.0	116.0
ST14	a_priori_exhaustion_sensitivity	-0.13028114282181447	0.03761083586761566	0.32128037937166565	0.04023346564728403	255	14	0.20837637438785797	0.18157635629177094	1.0466620052186515e-09	2.9553102728033543e-08	51	0.43137254901960786	False	True	0.09309595257372608	0.7816781776067447	0.17142857142857146	0.3487342338696808	127.0	117.0
LYZ	a_priori_exhaustion_sensitivity	-0.09189612007810824	0.1433711533066289	0.38767042086544157	0.044569944342059936	255	14	0.018633176342072878	0.01109643466770649	0.019110588960474614	0.028694124298498904	51	0.6274509803921569	True	True	0.2882265037281478	0.28119496985662107	0.45714285714285713	0.342188110242542	58.0	118.0
HLA-DQA1	a_priori_exhaustion_sensitivity	-0.12667994886513545	0.043266569464225885	0.31624184943687017	0.039736193656041294	255	14	-0.0061787551402470425	-0.007913392037153244	0.1770868094124466	0.20992409857501948	51	0.7843137254901961	True	False	0.11140264907544868	0.21574885538904842	0.6857142857142857	0.33762193005959423	120.0	119.0
ADAM28	a_priori_exhaustion_sensitivity	-0.13328421076360814	0.033385025911490424	0.3094250148192057	0.039374428371185446	255	14	0.03096296114096071	0.016772586852312088	1.56140806782635e-05	3.88183394640162e-05	51	0.7254901960784313	True	True	0.07782983415694189	0.31371708559289674	0.6	0.33051563991661287	132.0	120.0
JAG1	a_priori_exhaustion_sensitivity	-0.08824764094343321	0.16001505714592357	0.27860106698280973	0.037967480753308205	255	14	0.038644663535295894	0.015939414501190186	7.446239154307425e-06	1.989368371076163e-05	51	0.5490196078431373	False	True	0.30677357478703565	0.33397901379319506	0.3428571428571429	0.32786991047912456	54.0	121.0
