gene,GSM5772210,GSM5772211,GSM5772212,GSM5772213,GSM5772214,GSM5772215,GSM5772216
LINC01070,0.636,0.899,1.665,1.489,0.765,0.0,0.168
LINC01072,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01075,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01080,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01081,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01082,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01085,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01087,0.104,0.0,0.0,0.0,0.0,0.0,0.055
LINC01088,0.286,0.0,0.375,0.0,0.0,0.0,0.681
LINC01089,0.524,0.529,0.686,0.409,0.9,0.928,1.383
LINC01090,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01091,0.656,0.467,0.0,0.384,0.0,2.094,1.04
LINC01093,0.738,0.639,0.138,0.247,0.761,0.0,0.55
LINC01094,11.798,7.474,11.431,13.535,11.005,6.101,9.738
LINC01095,0.0,0.0,0.0,0.0,0.122,0.0,0.374
LINC01096,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01097,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01099,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01100,0.0,0.0,0.0,0.0,0.0,0.301,0.0
LINC01101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01102,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01103,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01104,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01105,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01106,0.0,0.0,0.076,0.068,0.0,0.062,0.0
LINC01107,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01108,0.0,0.128,0.092,0.206,0.109,0.0,0.156
LINC01111,0.0,0.0,0.0,0.0,0.0,0.0,0.127
LINC01114,0.0,0.0,0.0,0.0,0.0,0.0,0.081
LINC01115,0.641,0.0,0.28,0.0,0.0,0.0,0.169
LINC01116,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01117,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01118,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01119,0.0,0.0,0.0,0.0,0.355,0.0,0.0
LINC01120,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01121,0.0,0.0,0.169,0.0,0.0,0.137,0.0
LINC01122,0.056,0.0,0.0,0.033,0.0,0.0,0.0
LINC01123,0.161,0.0,0.0,0.0,0.0,0.057,0.0
LINC01124,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01125,0.0,0.0,0.0,0.231,0.306,0.735,0.0
LINC01126,0.0,0.193,0.104,0.0,0.164,1.356,0.0
LINC01127,0.0,0.0,0.191,0.0,0.0,0.0,0.231
LINC01128,1.709,2.563,2.352,1.738,3.237,0.474,2.907
LINC01132,0.0,0.039,0.0,0.0,0.0,0.542,0.05
LINC01133,0.494,0.449,0.0,0.0,0.0,0.525,0.0
LINC01134,0.262,0.08,0.172,0.077,0.271,0.0,0.104
LINC01135,0.0,0.0,0.492,0.0,0.194,0.0,0.0
LINC01136,0.146,0.164,0.296,0.171,0.093,0.336,0.0
LINC01137,4.326,1.939,3.941,2.313,2.717,2.8,3.874
LINC01138,3.243,2.618,2.397,1.906,3.519,4.574,1.967
LINC01139,0.087,0.0,0.0,0.0,0.0,0.0,0.0
LINC01140,0.0,0.245,0.053,0.0,0.0,1.745,0.152
LINC01141,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01142,0.0,0.0,0.0,0.0,0.078,0.0,0.0
LINC01143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01144,0.0,0.0,0.2,0.0,0.157,2.189,0.0
LINC01146,0.0,0.224,0.0,0.65,0.0,0.0,0.0
LINC01150,3.922,2.378,1.662,4.729,3.57,0.859,1.828
LINC01151,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01152,0.0,0.0,0.0,0.0,0.0,0.0,0.063
LINC01158,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01159,0.0,0.0,0.0,0.0,0.0,0.0,0.06
LINC01160,0.344,0.208,0.0,0.201,0.089,0.091,0.136
LINC01162,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01163,0.0,0.0,0.107,0.0,0.0,0.0,0.0
LINC01164,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01166,0.996,0.173,0.124,0.222,0.595,0.0,0.676
LINC01167,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01168,0.066,0.213,0.0,0.129,0.159,0.0,0.279
LINC01169,0.55,0.444,0.0,0.0,0.378,0.0,0.0
LINC01170,1.091,0.0,0.0,0.0,0.0,0.928,0.0
LINC01176,0.683,1.105,1.492,0.534,0.94,0.242,0.722
LINC01177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01179,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01180,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01182,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01184,0.125,0.505,0.654,0.293,0.473,0.177,0.528
LINC01185,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01186,0.0,0.0,0.0,0.303,0.0,0.0,0.0
LINC01187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01189,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01191,0.358,0.434,0.0,0.419,0.369,0.19,0.283
LINC01192,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01193,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01194,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01195,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01197,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01198,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01201,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01202,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01203,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01204,0.0,0.0,0.0,0.0,0.0,0.0,0.067
LINC01205,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01206,0.0,0.0,0.016,0.0,0.013,0.156,0.0
LINC01207,0.0,0.0,0.0,0.0,0.04,2.627,0.0
LINC01208,0.0,0.0,0.246,0.0,0.0,0.0,0.0
LINC01209,0.052,0.0,0.0,0.183,0.0,0.167,0.0
LINC01210,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01212,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01213,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01214,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01215,0.0,0.064,0.0,0.0,0.0,0.112,0.0
LINC01216,0.187,0.0,0.0,0.0,0.0,0.0,0.0
LINC01219,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01220,0.0,0.0,0.0,0.977,1.721,0.0,1.321
LINC01221,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01222,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01224,0.097,0.0,0.0,0.0,0.0,0.0,0.0
LINC01225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01226,0.0,0.164,0.236,0.0,0.093,0.0,0.0
LINC01227,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01229,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01230,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01231,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01232,0.0,0.0,0.186,0.083,0.073,0.227,0.0
LINC01233,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01234,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01237,0.0,0.0,0.0,0.0,0.0,0.0,0.5
LINC01239,0.0,0.0,0.07,0.0,0.0,0.0,0.0
LINC01241,0.0,0.0,0.0,0.0,0.0,0.0,0.177
LINC01242,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01246,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01247,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01248,0.702,0.0,0.0,0.0,0.241,0.0,0.0
LINC01249,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01250,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01251,0.0,0.0,0.0,0.492,0.0,0.0,0.0
LINC01252,0.165,0.16,0.0,0.116,0.238,0.07,0.052
LINC01254,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01255,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01258,0.0,0.0,0.0,0.0,0.0,0.066,0.0
LINC01260,0.0,0.0,0.0,0.283,0.125,0.0,0.0
LINC01262,0.0,0.0,0.0,0.0,0.355,0.0,0.0
LINC01264,0.0,0.0,0.0,0.0,0.0,1.699,0.0
LINC01265,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01266,0.0,0.0,0.041,0.0,0.0,0.1,0.0
LINC01267,0.0,0.0,0.072,0.0,0.171,0.0,0.0
LINC01268,0.135,0.164,0.118,0.158,0.139,0.335,0.071
LINC01269,1.177,0.357,0.0,0.0,0.304,2.817,0.0
LINC01270,0.0,0.067,0.072,0.0,0.0,0.176,0.088
LINC01271,0.0,0.272,0.293,0.066,0.116,0.715,0.621
LINC01272,195.784,251.702,257.158,205.992,264.319,123.391,230.139
LINC01273,0.0,0.282,0.0,0.0,0.48,0.742,0.0
LINC01276,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01277,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01278,10.5,8.127,9.502,10.1,8.851,10.44,8.927
LINC01279,0.092,0.028,0.0,0.027,0.0,0.147,0.036
LINC01280,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01281,0.073,0.266,0.383,0.6,0.0,0.0,0.0
LINC01282,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01284,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01287,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01288,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01289,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01291,0.0,1.484,0.0,0.0,0.0,0.0,0.0
LINC01296,0.288,0.187,0.541,0.542,0.0,0.031,0.0
LINC01298,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01299,0.0,0.0,0.0,0.0,0.051,0.0,0.0
LINC01300,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01301,0.0,0.0,0.137,0.0,0.0,0.26,0.0
LINC01304,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01305,0.0,0.0,0.051,0.0,0.0,0.0,0.0
LINC01307,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01309,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01310,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01311,0.375,0.606,0.164,0.293,1.16,0.0,0.396
LINC01312,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01314,0.0,0.0,0.0,0.0,0.0,0.054,0.0
LINC01315,0.563,0.0,0.0,0.221,0.0,5.84,0.0
LINC01317,0.0,0.0,0.0,0.0,0.211,0.0,0.0
LINC01320,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01322,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01324,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01327,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01330,0.278,0.0,0.0,0.0,0.191,0.0,0.0
LINC01331,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01335,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01336,0.0,0.0,0.0,0.0,0.0,0.759,0.0
LINC01337,0.0,0.608,0.0,0.587,0.0,0.0,0.0
LINC01338,0.0,0.332,0.0,0.0,0.0,0.0,0.0
LINC01339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01340,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01341,0.0,0.0,0.0,0.294,0.0,0.133,0.199
LINC01342,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01343,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01344,0.0,0.0,0.0,0.0,0.0,2.381,0.0
LINC01346,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01347,0.473,0.764,0.825,0.923,0.878,1.474,0.849
LINC01349,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01350,0.0,0.0,0.0,0.0,0.0,0.624,0.0
LINC01351,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01352,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01353,0.0,0.587,1.344,1.538,0.923,0.0,0.0
LINC01354,0.043,0.0,0.0,0.0,0.133,0.138,0.0
LINC01355,0.242,0.336,0.362,0.243,0.464,0.257,0.493
LINC01356,0.0,0.0,0.0,0.0,0.146,0.151,0.0
LINC01358,0.0,1.078,0.0,0.0,0.459,0.0,0.0
LINC01359,0.132,0.16,0.0,0.0,0.0,0.0,0.0
LINC01360,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01361,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01363,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01364,0.17,0.206,0.0,0.0,0.175,0.0,0.0
LINC01365,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01366,1.177,0.0,0.848,0.207,0.469,1.189,0.56
LINC01370,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01372,0.0,1.506,0.0,0.0,0.0,0.44,0.656
LINC01375,0.0,0.084,0.0,0.0,0.0,0.0,0.0
LINC01377,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01378,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01384,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01386,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01387,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01389,0.0,0.0,0.231,0.413,0.364,0.0,0.0
LINC01391,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01392,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01393,0.0,0.0,0.0,0.412,0.0,0.0,0.0
LINC01395,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01396,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01397,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01398,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01399,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01402,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01405,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01410,1.113,2.961,1.402,2.86,5.258,0.956,1.629
LINC01411,0.0,0.0,0.0,0.155,0.0,0.0,0.0
LINC01412,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01413,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01416,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01419,0.087,0.424,0.0,0.205,0.0,0.0,0.277
LINC01420,127.702,85.949,92.187,91.373,125.871,109.004,62.93
LINC01422,0.0,0.0,0.0,0.0,0.337,0.0,0.0
LINC01423,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01424,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01425,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01426,1.489,0.178,0.456,1.716,0.41,0.637,0.317
LINC01427,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01428,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01430,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01431,0.812,0.0,0.0,0.0,0.0,0.288,0.0
LINC01432,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01433,0.0,0.0,0.0,0.0,0.0,0.0,0.387
LINC01435,0.677,0.0,0.0,0.0,0.0,0.0,0.0
LINC01436,0.697,0.317,0.114,0.0,0.27,0.0,0.0
LINC01440,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01441,0.0,0.0,0.0,0.0,0.0,0.117,0.087
LINC01443,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01445,1.231,0.0,0.0,0.0,0.0,0.0,0.0
LINC01446,0.07,0.338,0.046,0.0,0.0,0.0,0.0
LINC01447,0.09,0.217,0.176,0.157,0.139,0.143,0.071
LINC01448,0.0,0.0,0.0,0.0,0.246,0.0,0.0
LINC01449,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01450,0.0,0.0,0.0,0.0,0.0,0.0,0.119
LINC01455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01461,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01465,0.155,0.282,0.305,0.727,0.64,0.66,0.369
LINC01467,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01470,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01471,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01473,0.0,0.0,0.0,0.345,0.0,0.0,0.933
LINC01474,0.621,0.0,0.0,0.727,0.32,0.0,0.0
LINC01475,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01476,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01477,0.0,0.0,0.0,0.0,0.0,0.0,0.357
LINC01478,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01479,0.0,0.0,0.58,0.0,0.0,0.0,0.0
LINC01480,9.954,0.0,1.134,0.0,2.233,0.921,0.0
LINC01481,3.241,0.621,0.67,0.599,6.35,1.088,1.081
LINC01482,0.0,0.0,0.0,0.0,0.0,0.151,0.0
LINC01483,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01484,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01485,0.0,0.0,0.0,0.254,3.799,0.0,0.0
LINC01486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01487,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01488,0.0,0.0,0.0,0.0,0.0,0.27,0.0
LINC01489,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01490,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01491,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01492,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01493,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01494,0.144,0.0,0.0,0.0,0.0,0.0,0.228
LINC01495,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01497,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01498,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01499,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01500,0.0,0.772,0.0,0.0,0.0,0.902,0.0
LINC01501,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01502,0.102,0.0,0.0,0.0,0.0,0.0,0.0
LINC01503,8.698,6.947,2.501,5.518,10.375,55.362,8.74
LINC01504,14.634,14.654,12.194,15.251,14.42,10.661,10.343
LINC01505,0.0,0.0,0.162,0.0,0.0,0.066,0.0
LINC01506,2.492,10.073,7.614,5.837,4.284,0.0,9.212
LINC01507,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01508,0.0,0.172,0.0,0.166,0.0,1.658,0.0
LINC01509,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01510,0.0,0.0,0.131,0.35,0.0,0.0,0.0
LINC01511,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01512,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01514,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01515,0.0,0.0,0.0,0.0,0.253,0.0,0.0
LINC01516,0.0,0.0,0.108,0.0,0.0,0.0,0.0
LINC01517,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01518,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01519,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01520,0.0,0.0,0.0,0.0,0.0,0.0,0.141
LINC01521,0.027,0.066,0.107,0.0,0.028,0.087,0.0
LINC01522,0.0,0.0,0.0,0.0,0.0,0.683,0.0
LINC01523,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01524,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01525,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01526,4.688,5.28,3.07,2.746,2.764,0.712,0.531
LINC01529,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01530,0.46,0.0,0.1,0.539,0.633,0.734,0.122
LINC01531,0.074,0.0,0.0,0.0,0.0,0.0,0.058
LINC01532,0.0,0.0,0.0,0.0,0.0,0.28,0.0
LINC01533,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01534,1.542,0.812,0.439,2.344,1.03,0.706,1.087
LINC01535,0.149,0.0,0.0,0.32,0.282,2.604,0.0
LINC01537,0.0,0.0,0.067,0.0,0.053,0.0,0.0
LINC01538,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01539,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01541,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01543,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01544,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01545,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01546,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01547,0.423,0.427,0.672,0.451,0.8,1.263,0.204
LINC01548,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01549,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01550,1.009,0.0,0.0,0.537,0.0,0.975,0.145
LINC01551,0.268,0.0,0.0,0.0,0.04,0.0,0.0
LINC01552,0.268,0.0,0.0,0.0,0.0,2.28,0.0
LINC01553,0.0,0.0,0.28,0.0,0.0,0.0,0.0
LINC01554,0.0,0.0,0.0,0.157,0.207,0.57,0.106
LINC01555,0.0,0.0,0.168,0.0,0.0,0.0,0.0
LINC01556,0.0,0.0,0.0,0.247,0.0,0.673,0.0
LINC01558,0.0,0.0,0.0,0.0,0.0,0.676,0.0
LINC01559,0.0,0.0,0.0,0.0,0.0,1.299,0.06
LINC01560,0.099,0.361,0.195,0.174,0.154,0.106,0.786
LINC01561,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01564,0.973,0.0,0.0,0.0,0.0,2.76,0.0
LINC01565,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01566,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01567,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01568,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01569,0.182,0.515,0.318,0.071,0.501,1.42,0.0
LINC01570,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01571,1.025,0.0,0.0,0.0,0.0,10.356,0.0
LINC01572,0.151,0.091,0.0,0.177,0.078,0.561,0.119
LINC01573,2.064,0.834,0.901,0.806,0.355,0.0,0.0
LINC01574,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01578,12.068,8.949,9.982,12.803,10.246,18.455,10.2
LINC01580,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01581,0.116,0.0,0.0,0.0,0.0,0.0,0.0
LINC01582,0.0,0.0,0.28,0.0,0.0,0.0,0.0
LINC01583,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01584,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01585,0.0,0.0,0.14,0.0,0.0,0.0,0.0
LINC01586,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01587,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01588,0.105,0.29,0.138,0.122,0.287,0.0,0.246
LINC01589,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01590,0.0,0.0,0.222,0.099,0.0,0.09,0.0
LINC01591,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01592,0.0,0.0,0.0,0.0,0.0,0.0,0.084
LINC01594,0.0,0.0,0.0,0.0,0.0,0.306,0.0
LINC01599,0.299,1.451,1.175,2.803,1.08,0.0,0.474
LINC01600,0.0,0.0,0.067,0.0,0.0,0.0,0.081
LINC01602,0.0,0.073,0.473,0.0,0.0,0.384,0.0
LINC01603,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01604,7.9,3.063,2.34,2.934,5.451,11.782,0.0
LINC01605,1.534,0.0,0.0,0.0,0.0,5.416,0.0
LINC01606,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01607,0.842,0.0,0.0,0.0,0.289,0.298,0.0
LINC01608,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01609,0.0,0.0,0.0,0.553,0.0,0.0,0.0
LINC01611,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINCMD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINCR-0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINCR-0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINCR-0003,0.0,0.126,0.0,0.0,0.0,0.0,0.0
LINGO1,0.073,0.0,0.0,0.0,0.0,0.0,0.0
LINGO1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINGO1-AS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINGO2,0.0,0.0,0.0,0.0,0.0,0.989,0.0
LINGO3,0.774,0.217,0.624,0.07,0.43,0.19,0.0
LINGO4,0.0,0.0,0.0,0.0,0.0,0.346,0.0
LINS,4.367,6.681,5.33,8.314,6.964,12.351,5.348
LIPA,533.437,458.718,335.893,219.601,1234.49,1048.21,723.457
LIPC,0.41,0.1,4.191,1.057,1.439,0.0,1.3
LIPE,0.0,0.154,0.083,0.074,0.033,0.0,0.151
LIPE-AS1,0.0,0.0,0.0,0.0,0.0,0.385,0.0
LIPF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIPG,0.031,0.0,0.0,0.0,0.0,0.0,0.0
LIPH,1.161,0.734,0.066,0.887,0.208,2.469,0.16
LIPI,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIPJ,0.0,0.0,0.0,0.0,0.093,0.0,0.0
LIPK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIPM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIPN,1.161,0.563,0.0,0.816,1.078,0.741,0.736
LIPT1,4.237,5.265,4.573,3.748,3.477,6.958,3.252
