cohort	patient_id	split	interaction_name	ligand	receptor	prob_high	prob_low	delta	detected	detected_high	detected_low	n_mal_high	n_mal_low	n_tnk	n_mal
GSE189357	TD1	q4q1	HLA-A_CD8A	HLA-A	CD8A	0.5358425096613365	0.41586140790124393	0.11998110176009258	True	True	True	547	959	9915	2186
GSE189357	TD1	q4q1	HLA-B_CD8A	HLA-B	CD8A	0.5925147560653556	0.5210864785315371	0.07142827753381853	True	True	True	547	959	9915	2186
GSE189357	TD1	q4q1	HLA-C_CD8A	HLA-C	CD8A	0.5597372901617982	0.4920003871464944	0.06773690301530377	True	True	True	547	959	9915	2186
GSE189357	TD1	q4q1	NECTIN2_TIGIT	NECTIN2	TIGIT	0.16853524854984356	0.0	0.16853524854984356	True	True	False	547	959	9915	2186
GSE189357	TD2	median	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	430	777	11334	1207
GSE189357	TD2	median	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	430	777	11334	1207
GSE189357	TD2	median	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	430	777	11334	1207
GSE189357	TD2	median	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	430	777	11334	1207
GSE189357	TD2	median	LGALS9_CD45	LGALS9	PTPRC	0.06615781588329266	0.0	0.06615781588329266	True	True	False	430	777	11334	1207
GSE189357	TD2	median	LGALS9_HAVCR2	LGALS9	HAVCR2	0.0	0.0	0.0	False	False	False	430	777	11334	1207
GSE189357	TD2	median	LGALS9_CD44	LGALS9	CD44	0.054786861821290785	0.0	0.054786861821290785	True	True	False	430	777	11334	1207
GSE189357	TD2	median	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.0	0.0	0.0	False	False	False	430	777	11334	1207
GSE189357	TD2	median	CDH1_KLRG1	CDH1	KLRG1	0.0	0.0	0.0	False	False	False	430	777	11334	1207
GSE189357	TD2	median	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.10103321675306692	0.0	0.10103321675306692	True	True	False	430	777	11334	1207
GSE189357	TD2	median	HLA-A_CD8A	HLA-A	CD8A	0.3015157657626036	0.27584733523100685	0.02566843053159673	True	True	True	430	777	11334	1207
GSE189357	TD2	median	HLA-B_CD8A	HLA-B	CD8A	0.35679323033611143	0.36920959459101993	-0.012416364254908496	True	True	True	430	777	11334	1207
GSE189357	TD2	median	HLA-C_CD8A	HLA-C	CD8A	0.3252033324126817	0.30999440845448356	0.015208923958198117	True	True	True	430	777	11334	1207
GSE189357	TD2	median	NECTIN2_TIGIT	NECTIN2	TIGIT	0.13494627823872293	0.0	0.13494627823872293	True	True	False	430	777	11334	1207
GSE189357	TD2	tertile	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	403	777	11334	1207
GSE189357	TD2	tertile	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	403	777	11334	1207
GSE189357	TD2	tertile	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	403	777	11334	1207
GSE189357	TD2	tertile	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	403	777	11334	1207
GSE189357	TD2	tertile	LGALS9_CD45	LGALS9	PTPRC	0.07126249478646181	0.0	0.07126249478646181	True	True	False	403	777	11334	1207
GSE189357	TD2	tertile	LGALS9_HAVCR2	LGALS9	HAVCR2	0.0	0.0	0.0	False	False	False	403	777	11334	1207
GSE189357	TD2	tertile	LGALS9_CD44	LGALS9	CD44	0.05906966563452701	0.0	0.05906966563452701	True	True	False	403	777	11334	1207
GSE189357	TD2	tertile	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.0	0.0	0.0	False	False	False	403	777	11334	1207
GSE189357	TD2	tertile	CDH1_KLRG1	CDH1	KLRG1	0.0	0.0	0.0	False	False	False	403	777	11334	1207
GSE189357	TD2	tertile	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.10007732995684723	0.0	0.10007732995684723	True	True	False	403	777	11334	1207
GSE189357	TD2	tertile	HLA-A_CD8A	HLA-A	CD8A	0.302424566872289	0.27584733523100685	0.026577231641282173	True	True	True	403	777	11334	1207
GSE189357	TD2	tertile	HLA-B_CD8A	HLA-B	CD8A	0.3567456944776069	0.36920959459101993	-0.012463900113413029	True	True	True	403	777	11334	1207
GSE189357	TD2	tertile	HLA-C_CD8A	HLA-C	CD8A	0.32621135542035246	0.30999440845448356	0.016216946965868895	True	True	True	403	777	11334	1207
GSE189357	TD2	tertile	NECTIN2_TIGIT	NECTIN2	TIGIT	0.1349838204855074	0.0	0.1349838204855074	True	True	False	403	777	11334	1207
GSE189357	TD2	q4q1	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	302	777	11334	1207
GSE189357	TD2	q4q1	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	302	777	11334	1207
GSE189357	TD2	q4q1	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	302	777	11334	1207
GSE189357	TD2	q4q1	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	302	777	11334	1207
GSE189357	TD2	q4q1	LGALS9_CD45	LGALS9	PTPRC	0.09519352730039159	0.0	0.09519352730039159	True	True	False	302	777	11334	1207
GSE189357	TD2	q4q1	LGALS9_HAVCR2	LGALS9	HAVCR2	0.0	0.0	0.0	False	False	False	302	777	11334	1207
GSE189357	TD2	q4q1	LGALS9_CD44	LGALS9	CD44	0.07925557533521879	0.0	0.07925557533521879	True	True	False	302	777	11334	1207
GSE189357	TD2	q4q1	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.0	0.0	0.0	False	False	False	302	777	11334	1207
GSE189357	TD2	q4q1	CDH1_KLRG1	CDH1	KLRG1	0.0	0.0	0.0	False	False	False	302	777	11334	1207
GSE189357	TD2	q4q1	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.10082323639101343	0.0	0.10082323639101343	True	True	False	302	777	11334	1207
GSE189357	TD2	q4q1	HLA-A_CD8A	HLA-A	CD8A	0.30495125549059027	0.27584733523100685	0.029103920259583416	True	True	True	302	777	11334	1207
GSE189357	TD2	q4q1	HLA-B_CD8A	HLA-B	CD8A	0.35909781464316504	0.36920959459101993	-0.010111779947854893	True	True	True	302	777	11334	1207
GSE189357	TD2	q4q1	HLA-C_CD8A	HLA-C	CD8A	0.3309035617444971	0.30999440845448356	0.020909153290013527	True	True	True	302	777	11334	1207
GSE189357	TD2	q4q1	NECTIN2_TIGIT	NECTIN2	TIGIT	0.13083264824057297	0.0	0.13083264824057297	True	True	False	302	777	11334	1207
GSE189357	TD3	median	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	319	345	6525	664
GSE189357	TD3	median	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	319	345	6525	664
GSE189357	TD3	median	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	319	345	6525	664
GSE189357	TD3	median	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	319	345	6525	664
GSE189357	TD3	median	LGALS9_CD45	LGALS9	PTPRC	0.0	0.0	0.0	False	False	False	319	345	6525	664
GSE189357	TD3	median	LGALS9_HAVCR2	LGALS9	HAVCR2	0.0	0.0	0.0	False	False	False	319	345	6525	664
GSE189357	TD3	median	LGALS9_CD44	LGALS9	CD44	0.0	0.0	0.0	False	False	False	319	345	6525	664
GSE189357	TD3	median	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.0522626012335433	0.002197790023073395	0.050064811210469906	True	True	True	319	345	6525	664
GSE189357	TD3	median	CDH1_KLRG1	CDH1	KLRG1	0.06137990639958982	0.0026052068073932886	0.05877469959219653	True	True	True	319	345	6525	664
GSE189357	TD3	median	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.3927453069290825	0.17295046199473021	0.21979484493435228	True	True	True	319	345	6525	664
GSE189357	TD3	median	HLA-A_CD8A	HLA-A	CD8A	0.34314230243720334	0.4074391861980964	-0.06429688376089304	True	True	True	319	345	6525	664
GSE189357	TD3	median	HLA-B_CD8A	HLA-B	CD8A	0.37368480398146775	0.4774975684963995	-0.10381276451493177	True	True	True	319	345	6525	664
GSE189357	TD3	median	HLA-C_CD8A	HLA-C	CD8A	0.29797057722660636	0.42329421470981643	-0.12532363748321007	True	True	True	319	345	6525	664
GSE189357	TD3	median	NECTIN2_TIGIT	NECTIN2	TIGIT	0.05862726000599772	0.015464511114690969	0.04316274889130675	True	True	True	319	345	6525	664
GSE189357	TD3	tertile	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	222	345	6525	664
GSE189357	TD3	tertile	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	222	345	6525	664
GSE189357	TD3	tertile	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	222	345	6525	664
GSE189357	TD3	tertile	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	222	345	6525	664
GSE189357	TD3	tertile	LGALS9_CD45	LGALS9	PTPRC	0.0	0.0	0.0	False	False	False	222	345	6525	664
GSE189357	TD3	tertile	LGALS9_HAVCR2	LGALS9	HAVCR2	0.0	0.0	0.0	False	False	False	222	345	6525	664
GSE189357	TD3	tertile	LGALS9_CD44	LGALS9	CD44	0.0	0.0	0.0	False	False	False	222	345	6525	664
GSE189357	TD3	tertile	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.050403488475849224	0.002197790023073395	0.04820569845277583	True	True	True	222	345	6525	664
GSE189357	TD3	tertile	CDH1_KLRG1	CDH1	KLRG1	0.059216732644692044	0.0026052068073932886	0.056611525837298754	True	True	True	222	345	6525	664
GSE189357	TD3	tertile	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.3922924511722522	0.17295046199473021	0.21934198917752198	True	True	True	222	345	6525	664
GSE189357	TD3	tertile	HLA-A_CD8A	HLA-A	CD8A	0.3366599266945368	0.4074391861980964	-0.07077925950355957	True	True	True	222	345	6525	664
GSE189357	TD3	tertile	HLA-B_CD8A	HLA-B	CD8A	0.374030067327639	0.4774975684963995	-0.10346750116876052	True	True	True	222	345	6525	664
GSE189357	TD3	tertile	HLA-C_CD8A	HLA-C	CD8A	0.28464637504170315	0.42329421470981643	-0.13864783966811328	True	True	True	222	345	6525	664
GSE189357	TD3	tertile	NECTIN2_TIGIT	NECTIN2	TIGIT	0.048761560786430784	0.015464511114690969	0.03329704967173981	True	True	True	222	345	6525	664
GSE189357	TD3	q4q1	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	166	345	6525	664
GSE189357	TD3	q4q1	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	166	345	6525	664
GSE189357	TD3	q4q1	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	166	345	6525	664
GSE189357	TD3	q4q1	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	166	345	6525	664
GSE189357	TD3	q4q1	LGALS9_CD45	LGALS9	PTPRC	0.0	0.0	0.0	False	False	False	166	345	6525	664
GSE189357	TD3	q4q1	LGALS9_HAVCR2	LGALS9	HAVCR2	0.0	0.0	0.0	False	False	False	166	345	6525	664
GSE189357	TD3	q4q1	LGALS9_CD44	LGALS9	CD44	0.0	0.0	0.0	False	False	False	166	345	6525	664
GSE189357	TD3	q4q1	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.051377888366423846	0.002197790023073395	0.04918009834335045	True	True	True	166	345	6525	664
GSE189357	TD3	q4q1	CDH1_KLRG1	CDH1	KLRG1	0.060350681929628364	0.0026052068073932886	0.057745475122235074	True	True	True	166	345	6525	664
GSE189357	TD3	q4q1	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.4017263618437384	0.17295046199473021	0.22877589984900817	True	True	True	166	345	6525	664
GSE189357	TD3	q4q1	HLA-A_CD8A	HLA-A	CD8A	0.3312879368414265	0.4074391861980964	-0.07615124935666989	True	True	True	166	345	6525	664
GSE189357	TD3	q4q1	HLA-B_CD8A	HLA-B	CD8A	0.37742803283762005	0.4774975684963995	-0.10006953565877946	True	True	True	166	345	6525	664
GSE189357	TD3	q4q1	HLA-C_CD8A	HLA-C	CD8A	0.2835420338269401	0.42329421470981643	-0.13975218088287633	True	True	True	166	345	6525	664
GSE189357	TD3	q4q1	NECTIN2_TIGIT	NECTIN2	TIGIT	0.052120614537429555	0.015464511114690969	0.03665610342273859	True	True	True	166	345	6525	664
GSE189357	TD4	median	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	149	342	7096	491
GSE189357	TD4	median	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	149	342	7096	491
GSE189357	TD4	median	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	149	342	7096	491
GSE189357	TD4	median	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	149	342	7096	491
GSE189357	TD4	median	LGALS9_CD45	LGALS9	PTPRC	0.15880457890382357	0.0	0.15880457890382357	True	True	False	149	342	7096	491
GSE189357	TD4	median	LGALS9_HAVCR2	LGALS9	HAVCR2	0.0032669645780155888	0.0	0.0032669645780155888	True	True	False	149	342	7096	491
GSE189357	TD4	median	LGALS9_CD44	LGALS9	CD44	0.11951939406147154	0.0	0.11951939406147154	True	True	False	149	342	7096	491
GSE189357	TD4	median	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.08441088381664671	0.0	0.08441088381664671	True	True	False	149	342	7096	491
GSE189357	TD4	median	CDH1_KLRG1	CDH1	KLRG1	0.018357098346824675	0.0	0.018357098346824675	True	True	False	149	342	7096	491
GSE189357	TD4	median	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.42316664940899706	0.037656130864872996	0.38551051854412405	True	True	True	149	342	7096	491
GSE189357	TD4	median	HLA-A_CD8A	HLA-A	CD8A	0.20713845157812869	0.17040222803532656	0.03673622354280212	True	True	True	149	342	7096	491
GSE189357	TD4	median	HLA-B_CD8A	HLA-B	CD8A	0.2119377480017306	0.20288068819722457	0.009057059804506024	True	True	True	149	342	7096	491
GSE189357	TD4	median	HLA-C_CD8A	HLA-C	CD8A	0.17160826582077604	0.18224322748149366	-0.010634961660717618	True	True	True	149	342	7096	491
GSE189357	TD4	median	NECTIN2_TIGIT	NECTIN2	TIGIT	0.008821478727715113	0.0008108701484933323	0.00801060857922178	True	True	True	149	342	7096	491
GSE189357	TD4	tertile	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	491	342	7096	491
GSE189357	TD4	tertile	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	491	342	7096	491
GSE189357	TD4	tertile	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	491	342	7096	491
GSE189357	TD4	tertile	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	491	342	7096	491
GSE189357	TD4	tertile	LGALS9_CD45	LGALS9	PTPRC	0.025044261920755775	0.0	0.025044261920755775	True	True	False	491	342	7096	491
GSE189357	TD4	tertile	LGALS9_HAVCR2	LGALS9	HAVCR2	0.0004457887898949989	0.0	0.0004457887898949989	True	True	False	491	342	7096	491
GSE189357	TD4	tertile	LGALS9_CD44	LGALS9	CD44	0.01813541101554691	0.0	0.01813541101554691	True	True	False	491	342	7096	491
GSE189357	TD4	tertile	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.0228299129156583	0.0	0.0228299129156583	True	True	False	491	342	7096	491
GSE189357	TD4	tertile	CDH1_KLRG1	CDH1	KLRG1	0.004716648457428161	0.0	0.004716648457428161	True	True	False	491	342	7096	491
GSE189357	TD4	tertile	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.19353874869410678	0.037656130864872996	0.1558826178292338	True	True	True	491	342	7096	491
GSE189357	TD4	tertile	HLA-A_CD8A	HLA-A	CD8A	0.18330022044054023	0.17040222803532656	0.012897992405213665	True	True	True	491	342	7096	491
GSE189357	TD4	tertile	HLA-B_CD8A	HLA-B	CD8A	0.20600254949458444	0.20288068819722457	0.0031218612973598625	True	True	True	491	342	7096	491
GSE189357	TD4	tertile	HLA-C_CD8A	HLA-C	CD8A	0.1781625734584441	0.18224322748149366	-0.004080654023049551	True	True	True	491	342	7096	491
GSE189357	TD4	tertile	NECTIN2_TIGIT	NECTIN2	TIGIT	0.0031558923591469006	0.0008108701484933323	0.0023450222106535684	True	True	True	491	342	7096	491
GSE189357	TD4	q4q1	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	123	342	7096	491
GSE189357	TD4	q4q1	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	123	342	7096	491
GSE189357	TD4	q4q1	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	123	342	7096	491
GSE189357	TD4	q4q1	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	123	342	7096	491
GSE189357	TD4	q4q1	LGALS9_CD45	LGALS9	PTPRC	0.1553881272837981	0.0	0.1553881272837981	True	True	False	123	342	7096	491
GSE189357	TD4	q4q1	LGALS9_HAVCR2	LGALS9	HAVCR2	0.0031840149405998825	0.0	0.0031840149405998825	True	True	False	123	342	7096	491
GSE189357	TD4	q4q1	LGALS9_CD44	LGALS9	CD44	0.11683072464452374	0.0	0.11683072464452374	True	True	False	123	342	7096	491
GSE189357	TD4	q4q1	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.08747927452988688	0.0	0.08747927452988688	True	True	False	123	342	7096	491
GSE189357	TD4	q4q1	CDH1_KLRG1	CDH1	KLRG1	0.019074412785595227	0.0	0.019074412785595227	True	True	False	123	342	7096	491
GSE189357	TD4	q4q1	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.4447938540065935	0.037656130864872996	0.4071377231417205	True	True	True	123	342	7096	491
GSE189357	TD4	q4q1	HLA-A_CD8A	HLA-A	CD8A	0.21131558655153557	0.17040222803532656	0.040913358516209	True	True	True	123	342	7096	491
GSE189357	TD4	q4q1	HLA-B_CD8A	HLA-B	CD8A	0.2130573801774245	0.20288068819722457	0.010176691980199937	True	True	True	123	342	7096	491
GSE189357	TD4	q4q1	HLA-C_CD8A	HLA-C	CD8A	0.17016084165332707	0.18224322748149366	-0.012082385828166592	True	True	True	123	342	7096	491
GSE189357	TD4	q4q1	NECTIN2_TIGIT	NECTIN2	TIGIT	0.008818168236692523	0.0008108701484933323	0.00800729808819919	True	True	True	123	342	7096	491
GSE189357	TD5	median	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	640	1096	11055	1736
GSE189357	TD5	median	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	640	1096	11055	1736
GSE189357	TD5	median	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	640	1096	11055	1736
GSE189357	TD5	median	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	640	1096	11055	1736
GSE189357	TD5	median	LGALS9_CD45	LGALS9	PTPRC	0.15946405851346543	0.0	0.15946405851346543	True	True	False	640	1096	11055	1736
GSE189357	TD5	median	LGALS9_HAVCR2	LGALS9	HAVCR2	0.0	0.0	0.0	False	False	False	640	1096	11055	1736
GSE189357	TD5	median	LGALS9_CD44	LGALS9	CD44	0.1261828410636333	0.0	0.1261828410636333	True	True	False	640	1096	11055	1736
GSE189357	TD5	median	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.005032952220285198	0.0	0.005032952220285198	True	True	False	640	1096	11055	1736
GSE189357	TD5	median	CDH1_KLRG1	CDH1	KLRG1	0.0	0.0	0.0	False	False	False	640	1096	11055	1736
GSE189357	TD5	median	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.09172258822252022	0.0	0.09172258822252022	True	True	False	640	1096	11055	1736
GSE189357	TD5	median	HLA-A_CD8A	HLA-A	CD8A	0.4364185679376426	0.4476320797306283	-0.011213511792985686	True	True	True	640	1096	11055	1736
GSE189357	TD5	median	HLA-B_CD8A	HLA-B	CD8A	0.49306456995358755	0.5292824358894118	-0.03621786593582427	True	True	True	640	1096	11055	1736
GSE189357	TD5	median	HLA-C_CD8A	HLA-C	CD8A	0.4501202975844025	0.49932334808111983	-0.04920305049671736	True	True	True	640	1096	11055	1736
GSE189357	TD5	median	NECTIN2_TIGIT	NECTIN2	TIGIT	0.017260443363414178	0.0	0.017260443363414178	True	True	False	640	1096	11055	1736
GSE189357	TD5	tertile	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	579	1096	11055	1736
GSE189357	TD5	tertile	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	579	1096	11055	1736
GSE189357	TD5	tertile	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	579	1096	11055	1736
GSE189357	TD5	tertile	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	579	1096	11055	1736
GSE189357	TD5	tertile	LGALS9_CD45	LGALS9	PTPRC	0.13527044511270422	0.0	0.13527044511270422	True	True	False	579	1096	11055	1736
GSE189357	TD5	tertile	LGALS9_HAVCR2	LGALS9	HAVCR2	0.0	0.0	0.0	False	False	False	579	1096	11055	1736
GSE189357	TD5	tertile	LGALS9_CD44	LGALS9	CD44	0.10639942140189482	0.0	0.10639942140189482	True	True	False	579	1096	11055	1736
