sample,patient,cut,radius_um,class_name,estimand,threshold,n_high,n_low,high_mean,low_mean,delta,ratio
LUAD-9 R1,Lung9,detected,6,immune,count,0.0,10433,28431,0.002108693568484616,0.004185572086806655,-0.002076878518322039,0.5038005617276144
LUAD-9 R2,Lung9,detected,6,immune,count,0.0,25449,69427,0.0010609454202522692,0.004004205856511156,-0.0029432604362588863,0.26495776148149025
LUAD-12,Lung12,detected,6,immune,count,0.0,5919,12348,0.004899476262882244,0.019598315516682865,-0.014698839253800621,0.2499947640250824
LUAD-13,Lung13,detected,6,immune,count,0.0,9053,16977,0.006517176626532641,0.012016257289273724,-0.0054990806627410824,0.5423632724933561
LUAD-5 R1,Lung5,detected,6,immune,frac0,0.0,11819,6018,0.0011845333784584143,0.00290794283815221,-0.0017234094596937958,0.40734410694644213
LUAD-5 R2,Lung5,detected,6,immune,frac0,0.0,11352,6562,0.0007928118393234672,0.0034542314335060447,-0.0026614195941825776,0.22951902748414377
LUAD-5 R3,Lung5,detected,6,immune,frac0,0.0,9389,6504,0.000958568537650442,0.0032287822878228783,-0.0022702137501724364,0.296882369946594
LUSC-6,Lung6,detected,6,immune,frac0,0.0,24655,41541,0.00016223889677550193,0.0005657061698081413,-0.0004034672730326394,0.28679004301919686
LUAD-9 R1,Lung9,detected,6,immune,frac0,0.0,10433,28431,0.002108693568484616,0.003956948401392846,-0.00184825483290823,0.5329090386274322
LUAD-9 R2,Lung9,detected,6,immune,frac0,0.0,25449,69427,0.001002004008016032,0.0038241606291500425,-0.0028221566211340107,0.2620193305631979
LUAD-12,Lung12,detected,6,immune,frac0,0.0,5919,12348,0.004899476262882244,0.018606252024619373,-0.01370677576173713,0.26332419105144694
LUAD-13,Lung13,detected,6,immune,frac0,0.0,9053,16977,0.006296255384955264,0.011240698199524847,-0.004944442814569583,0.5601302760020201
LUAD-5 R1,Lung5,detected,7,immune,frac,0.0,3119,2057,0.008977236293683874,0.02592772646248582,-0.016950490168801943,0.34624078230201993
LUAD-5 R2,Lung5,detected,7,immune,frac,0.0,3736,2698,0.007583868665239114,0.018902891030392884,-0.01131902236515377,0.40120152272186527
LUAD-5 R3,Lung5,detected,7,immune,frac,0.0,2362,2050,0.009878633926051369,0.025121951219512197,-0.015243317293460828,0.3932271756971904
LUSC-6,Lung6,detected,7,immune,frac,0.0,1886,4287,0.008218451749734889,0.01317937951947749,-0.004960927769742602,0.6235841177188224
LUAD-9 R1,Lung9,detected,7,immune,frac,0.0,1658,6434,0.026940088459991955,0.046782716816910166,-0.01984262835691821,0.5758555785767051
LUAD-9 R2,Lung9,detected,7,immune,frac,0.0,3936,14951,0.015963753387533874,0.04695338104474617,-0.030989627657212294,0.33999156253136603
LUAD-12,Lung12,detected,7,immune,frac,0.0,566,1979,0.12014134275618374,0.2599376789624389,-0.13979633620625517,0.46219287344465443
LUAD-13,Lung13,detected,7,immune,frac,0.0,1570,4098,0.08853503184713375,0.10684073531804132,-0.01830570347090757,0.8286636326826512
LUAD-5 R1,Lung5,detected,7,immune,count,0.0,11819,6018,0.0026228953380150605,0.009970089730807577,-0.007347194392792517,0.2630764024029106
LUAD-5 R2,Lung5,detected,7,immune,count,0.0,11352,6562,0.0029069767441860465,0.009295946357817738,-0.006388969613631692,0.3127144491040793
LUAD-5 R3,Lung5,detected,7,immune,count,0.0,9389,6504,0.002662690382362339,0.00891758917589176,-0.006254898793529421,0.2985885904635285
LUSC-6,Lung6,detected,7,immune,count,0.0,24655,41541,0.0006489555871020077,0.001420283575262993,-0.0007713279881609854,0.45691972955600857
LUAD-9 R1,Lung9,detected,7,immune,count,0.0,10433,28431,0.004792485382919582,0.011958777390876156,-0.007166292007956574,0.40075044682878425
LUAD-9 R2,Lung9,detected,7,immune,count,0.0,25449,69427,0.0026720106880427524,0.01106197876906679,-0.008389968081024038,0.24154907036294815
LUAD-12,Lung12,detected,7,immune,count,0.0,5919,12348,0.012333164385875993,0.04680919987042436,-0.03447603548454837,0.2634773595792332
LUAD-13,Lung13,detected,7,immune,count,0.0,9053,16977,0.01601679001435988,0.02898038522707192,-0.01296359521271204,0.5526769188491619
LUAD-5 R1,Lung5,detected,7,immune,frac0,0.0,11819,6018,0.0023690667569168287,0.008862301982940067,-0.006493235226023238,0.2673195701836027
LUAD-5 R2,Lung5,detected,7,immune,frac0,0.0,11352,6562,0.0024958891237961004,0.007772020725388601,-0.0052761316015925005,0.3211377339284316
LUAD-5 R3,Lung5,detected,7,immune,frac0,0.0,9389,6504,0.0024851776902048493,0.00791820418204182,-0.005433026491836971,0.3138562271280066
LUSC-6,Lung6,detected,7,immune,frac0,0.0,24655,41541,0.00062867572500507,0.0013601020678365953,-0.0007314263428315253,0.46222687243248867
LUAD-9 R1,Lung9,detected,7,immune,frac0,0.0,10433,28431,0.004281286942074827,0.010587035278393303,-0.0063057483363184764,0.40438959817318737
LUAD-9 R2,Lung9,detected,7,immune,frac0,0.0,25449,69427,0.002468990268117935,0.010111339968600112,-0.007642349700482177,0.24418032385274055
LUAD-12,Lung12,detected,7,immune,frac0,0.0,5919,12348,0.011488427099172157,0.041659917935428135,-0.030171490836255976,0.27576691622338145
LUAD-13,Lung13,detected,7,immune,frac0,0.0,9053,16977,0.015354026289627747,0.02578979403506705,-0.010435767745439304,0.5953528077327984
LUAD-5 R1,Lung5,detected,7,cd8nk,frac,0.0,3119,2057,0.0006412311638345624,0.0023497002106627773,-0.001708469046828215,0.27289913876021277
LUAD-5 R2,Lung5,detected,7,cd8nk,frac,0.0,3736,2698,0.0002676659528907923,0.0003088707684704719,-4.120481557967962e-05,0.8665952890792292
LUAD-5 R3,Lung5,detected,7,cd8nk,frac,0.0,2362,2050,0.0006350550381033022,0.0012195121951219512,-0.000584457157018649,0.5207451312447078
LUSC-6,Lung6,detected,7,cd8nk,frac,0.0,1886,4287,0.0010604453870625664,0.002332633543270352,-0.0012721881562077857,0.4546129374337222
LUAD-9 R1,Lung9,detected,7,cd8nk,frac,0.0,1658,6434,0.0066344993968636915,0.00917003419334784,-0.0025355347964841485,0.7234977816851015
LUAD-9 R2,Lung9,detected,7,cd8nk,frac,0.0,3936,14951,0.005165989159891598,0.010110806412057164,-0.004944817252165566,0.5109374019594661
LUAD-12,Lung12,detected,7,cd8nk,frac,0.0,566,1979,0.009717314487632508,0.018527876031665825,-0.008810561544033316,0.524469964664311
LUAD-13,Lung13,detected,7,cd8nk,frac,0.0,1570,4098,0.020063694267515923,0.025012201073694486,-0.004948506806178563,0.8021562839832219
LUAD-5 R1,Lung5,detected,7,cd8nk,count,0.0,11819,6018,0.00016921905406548778,0.0009970089730807576,-0.0008277899190152699,0.16972671122768426
LUAD-5 R2,Lung5,detected,7,cd8nk,count,0.0,11352,6562,8.809020436927414e-05,0.00030478512648582747,-0.00021669492211655333,0.2890239605355885
LUAD-5 R3,Lung5,detected,7,cd8nk,count,0.0,9389,6504,0.0002130152305889871,0.00046125461254612545,-0.00024823938195713837,0.46181701991692403
LUSC-6,Lung6,detected,7,cd8nk,count,0.0,24655,41541,8.111944838775097e-05,0.00024072602970559207,-0.0001596065813178411,0.3369783005475563
LUAD-9 R1,Lung9,detected,7,cd8nk,count,0.0,10433,28431,0.0012460461995590913,0.0024621012275333263,-0.001216055027974235,0.5060905642809218
LUAD-9 R2,Lung9,detected,7,cd8nk,count,0.0,25449,69427,0.0008644740461314787,0.002376597001166693,-0.0015121229550352142,0.36374448242891017
LUAD-12,Lung12,detected,7,cd8nk,count,0.0,5919,12348,0.0010136847440446021,0.003401360544217687,-0.0023876758001730846,0.29802331474911303
LUAD-13,Lung13,detected,7,cd8nk,count,0.0,9053,16977,0.00375566110681542,0.006714967308711787,-0.0029593062018963665,0.5592970053544333
LUAD-5 R1,Lung5,detected,7,cd8nk,frac0,0.0,11819,6018,0.00016921905406548778,0.0008031461172039436,-0.0006339270631384559,0.2106952277309184
LUAD-5 R2,Lung5,detected,7,cd8nk,frac0,0.0,11352,6562,8.809020436927414e-05,0.00012699380270242812,-3.890359833315398e-05,0.6936575052854123
LUAD-5 R3,Lung5,detected,7,cd8nk,frac0,0.0,9389,6504,0.00015976142294174032,0.0003843788437884379,-0.00022461742084669756,0.4156353179252316
LUSC-6,Lung6,detected,7,cd8nk,frac0,0.0,24655,41541,8.111944838775097e-05,0.00024072602970559207,-0.0001596065813178411,0.3369783005475563
LUAD-9 R1,Lung9,detected,7,cd8nk,frac0,0.0,10433,28431,0.001054346784242308,0.0020751996060638035,-0.0010208528218214954,0.5080700580134417
LUAD-9 R2,Lung9,detected,7,cd8nk,frac0,0.0,25449,69427,0.000798983588091215,0.0021773469495537283,-0.0013783633614625132,0.36695281303467764
LUAD-12,Lung12,detected,7,cd8nk,frac0,0.0,5919,12348,0.0009292110153742186,0.002969441744951949,-0.0020402307295777303,0.3129244804865687
LUAD-13,Lung13,detected,7,cd8nk,frac0,0.0,9053,16977,0.0034795095548436983,0.006037580255639984,-0.0025580707007962855,0.5763086215861606
LUAD-5 R1,Lung5,detected,8,immune,frac,0.0,5411,3335,0.01076510811310294,0.03160919540229885,-0.020844087289195908,0.34056887485089304
LUAD-5 R2,Lung5,detected,8,immune,frac,0.0,5946,4023,0.010020742235676646,0.023075648355290412,-0.013054906119613767,0.43425615096007697
LUAD-5 R3,Lung5,detected,8,immune,frac,0.0,4179,3288,0.00987078248384781,0.02995742092457421,-0.0200866384407264,0.3294937340801178
LUSC-6,Lung6,detected,8,immune,frac,0.0,4349,9458,0.008162796045067831,0.012828645943469373,-0.004665849898401542,0.6362944367658094
LUAD-9 R1,Lung9,detected,8,immune,frac,0.0,3279,11627,0.026989935956084173,0.048213927353000195,-0.021223991396916022,0.5597954250537667
LUAD-9 R2,Lung9,detected,8,immune,frac,0.0,7672,27555,0.016510253736531106,0.04993346640053226,-0.03342321266400115,0.3306450548435211
LUAD-12,Lung12,detected,8,immune,frac,0.0,1093,3545,0.11573650503202196,0.27054066760695816,-0.1548041625749362,0.42779707042108767
LUAD-13,Lung13,detected,8,immune,frac,0.0,2845,7055,0.08183948447568834,0.11358374675171272,-0.03174426227602438,0.720521085244569
LUAD-5 R1,Lung5,detected,8,immune,count,0.0,11819,6018,0.005922666892292072,0.021601861083416416,-0.015679194191124346,0.2741739181370284
LUAD-5 R2,Lung5,detected,8,immune,count,0.0,11352,6562,0.007223396758280479,0.0199634257848217,-0.01274002902654122,0.3618315231132558
LUAD-5 R3,Lung5,detected,8,immune,count,0.0,9389,6504,0.00479284268825221,0.01845018450184502,-0.013657341813592808,0.25977207370326977
LUSC-6,Lung6,detected,8,immune,count,0.0,24655,41541,0.0015007097951733929,0.0032016561950843746,-0.0017009463999109818,0.4687292150473527
LUAD-9 R1,Lung9,detected,8,immune,count,0.0,10433,28431,0.01044761813476469,0.025043086771481832,-0.014595468636717143,0.4171857179627737
LUAD-9 R2,Lung9,detected,8,immune,count,0.0,25449,69427,0.0059727297732720345,0.024126060466389158,-0.01815333069311712,0.24756340893669107
LUAD-12,Lung12,detected,8,immune,count,0.0,5919,12348,0.02500422368643352,0.09548104956268222,-0.0704768258762487,0.2618762969296701
LUAD-13,Lung13,detected,8,immune,count,0.0,9053,16977,0.030597591958466806,0.06031689933439359,-0.029719307375926783,0.5072805846473545
LUAD-5 R1,Lung5,detected,8,immune,frac0,0.0,11819,6018,0.004928504949657331,0.01751689376315498,-0.012588388813497647,0.2813572438296078
LUAD-5 R2,Lung5,detected,8,immune,frac0,0.0,11352,6562,0.0052487080103359165,0.014147109621050492,-0.008898401610714576,0.3710092132548397
LUAD-5 R3,Lung5,detected,8,immune,frac0,0.0,9389,6504,0.004393439130897859,0.015144526445264452,-0.010751087314366593,0.2901007929681185
LUSC-6,Lung6,detected,8,immune,frac0,0.0,24655,41541,0.0014398702088825796,0.00292080916042785,-0.0014809389515452705,0.4929696292350927
LUAD-9 R1,Lung9,detected,8,immune,frac0,0.0,10433,28431,0.00848269912776766,0.01971732733049605,-0.01123462820272839,0.43021546407295214
LUAD-9 R2,Lung9,detected,8,immune,frac0,0.0,25449,69427,0.0049772748110600284,0.01981817832639559,-0.014840903515335561,0.2511469383858988
LUAD-12,Lung12,detected,8,immune,frac0,0.0,5919,12348,0.021371853353607025,0.07766979807796134,-0.056297944724354315,0.2751629833278947
LUAD-13,Lung13,detected,8,immune,frac0,0.0,9053,16977,0.025718914540299714,0.047201115234336656,-0.021482200694036942,0.5448793828835293
LUAD-5 R1,Lung5,detected,8,cd8nk,count,0.0,11819,6018,0.00033843810813097557,0.0018278497839813892,-0.0014894116758504138,0.1851564122483828
LUAD-5 R2,Lung5,detected,8,cd8nk,count,0.0,11352,6562,0.0004404510218463707,0.0007619628162145687,-0.00032151179436819803,0.5780479210711769
LUAD-5 R3,Lung5,detected,8,cd8nk,count,0.0,9389,6504,0.0005325380764724678,0.0009225092250922509,-0.00038997114861978306,0.5772712748961552
LUSC-6,Lung6,detected,8,cd8nk,count,0.0,24655,41541,0.0002433583451632529,0.0006258876772345394,-0.0003825293320712865,0.3888211160164111
LUAD-9 R1,Lung9,detected,8,cd8nk,count,0.0,10433,28431,0.002683791814434966,0.004150399212127607,-0.001466607397692641,0.6466346192898349
LUAD-9 R2,Lung9,detected,8,cd8nk,count,0.0,25449,69427,0.0017289480922629574,0.004277874602100048,-0.0025489265098370905,0.4041605360321223
LUAD-12,Lung12,detected,8,cd8nk,count,0.0,5919,12348,0.0010136847440446021,0.00591188856494979,-0.004898203820905188,0.17146546875976365
LUAD-13,Lung13,detected,8,cd8nk,count,0.0,9053,16977,0.005964873522589197,0.013253224951404841,-0.007288351428815645,0.4500695901910969
LUAD-5 R1,Lung5,detected,8,cd8nk,frac0,0.0,11819,6018,0.00033843810813097557,0.0013431926442893543,-0.0010047545361583786,0.2519654269771807
LUAD-5 R2,Lung5,detected,8,cd8nk,frac0,0.0,11352,6562,0.0003964059196617336,0.00040638016864777,-9.974248986036375e-06,0.975455866807611
LUAD-5 R3,Lung5,detected,8,cd8nk,frac0,0.0,9389,6504,0.0004260304611779742,0.0007687576875768758,-0.00034272722639890155,0.5541804239003089
LUSC-6,Lung6,detected,8,cd8nk,frac0,0.0,24655,41541,0.00022307848306631515,0.000577742471293421,-0.0003546639882271058,0.3861209693774082
LUAD-9 R1,Lung9,detected,8,cd8nk,frac0,0.0,10433,28431,0.00206076871465542,0.0031948694500134826,-0.0011341007353580625,0.6450243889141459
LUAD-9 R2,Lung9,detected,8,cd8nk,frac0,0.0,25449,69427,0.0014407900768857976,0.0034628698729120755,-0.002022079796026278,0.41606821213705486
LUAD-12,Lung12,detected,8,cd8nk,frac0,0.0,5919,12348,0.0008447372867038351,0.004643127092106684,-0.0037983898054028487,0.18193283749219108
LUAD-13,Lung13,detected,8,cd8nk,frac0,0.0,9053,16977,0.00524687948746272,0.010578036951954604,-0.005331157464491885,0.4960163697001648
LUAD-5 R1,Lung5,detected,9,immune,frac,0.0,7575,4302,0.013212321232123212,0.03720750038741671,-0.023995179155293495,0.3550983294914248
LUAD-5 R2,Lung5,detected,9,immune,frac,0.0,7877,4982,0.01309720282679531,0.02776997189883581,-0.014672769072040499,0.4716318358011871
LUAD-5 R3,Lung5,detected,9,immune,frac,0.0,5777,4347,0.012607466389706307,0.03650026838432635,-0.023892801994620044,0.3454074982944537
LUSC-6,Lung6,detected,9,immune,frac,0.0,7848,16133,0.010193679918450561,0.014659393789127872,-0.004465713870677311,0.6953684487288073
LUAD-9 R1,Lung9,detected,9,immune,frac,0.0,5103,17024,0.02761447514533934,0.04874980419799499,-0.02113532905265565,0.5664530473432154
LUAD-9 R2,Lung9,detected,9,immune,frac,0.0,11941,40228,0.01804706473494682,0.05424911338702727,-0.03620204865208045,0.33267022460246254
LUAD-12,Lung12,detected,9,immune,frac,0.0,1733,5199,0.10735718407386037,0.2661858049624928,-0.15882862088863242,0.40331671363537835
LUAD-13,Lung13,detected,9,immune,frac,0.0,4251,9928,0.09009644789461303,0.11810367982809562,-0.02800723193348259,0.7628589390758342
LUAD-5 R1,Lung5,detected,9,immune,count,0.0,11819,6018,0.011929943311616889,0.03838484546360917,-0.026454902151992282,0.3107982634169283
LUAD-5 R2,Lung5,detected,9,immune,count,0.0,11352,6562,0.013477801268498943,0.03124047546479732,-0.017762674196298376,0.4314211313360491
LUAD-5 R3,Lung5,detected,9,immune,count,0.0,9389,6504,0.010118223452976888,0.03413284132841329,-0.0240146178754364,0.2964366006223499
LUSC-6,Lung6,detected,9,immune,count,0.0,24655,41541,0.0035692557290610424,0.006692183625815459,-0.003122927896754417,0.5333469505069236
LUAD-9 R1,Lung9,detected,9,immune,count,0.0,10433,28431,0.01869069299338637,0.043614364602018924,-0.024923671608632552,0.42854442943142573
LUAD-9 R2,Lung9,detected,9,immune,count,0.0,25449,69427,0.011356045424181697,0.04331167989398937,-0.03195563446980767,0.2621936034801007
LUAD-12,Lung12,detected,9,immune,count,0.0,5919,12348,0.04206791687785099,0.15719144800777454,-0.11512353112992355,0.2676221729045358
LUAD-13,Lung13,detected,9,immune,count,0.0,9053,16977,0.05710814094775213,0.10060670318666431,-0.043498562238912186,0.567637534467206
LUAD-5 R1,Lung5,detected,9,immune,frac0,0.0,11819,6018,0.008468003497193784,0.026597983826298882,-0.018129980329105098,0.3183701273184852
LUAD-5 R2,Lung5,detected,9,immune,frac0,0.0,11352,6562,0.00908797275076345,0.021083511124657117,-0.011995538373893668,0.4310464560210318
LUAD-5 R3,Lung5,detected,9,immune,frac0,0.0,9389,6504,0.007757304647282282,0.024395243952439524,-0.01663793930515724,0.3179843031045628
LUSC-6,Lung6,detected,9,immune,frac0,0.0,24655,41541,0.0032447779355100387,0.005693170602537252,-0.002448392667027213,0.5699421573743024
LUAD-9 R1,Lung9,detected,9,immune,frac0,0.0,10433,28431,0.013506821304195022,0.029190554910719518,-0.015683733606524496,0.4627120431765061
LUAD-9 R2,Lung9,detected,9,immune,frac0,0.0,25449,69427,0.008467916224606076,0.03143349609421886,-0.022965579869612784,0.2693914860511957
LUAD-12,Lung12,detected,9,immune,frac0,0.0,5919,12348,0.0314326744382497,0.11207482993197279,-0.08064215549372308,0.2804614957464465
LUAD-13,Lung13,detected,9,immune,frac0,0.0,9053,16977,0.042306417762067824,0.06906599124305432,-0.026759573480986495,0.6125506490333968
LUAD-5 R1,Lung5,detected,9,cd8nk,count,0.0,11819,6018,0.0005076571621964633,0.0026586905948820204,-0.002151033432685557,0.19094255013114478
LUAD-5 R2,Lung5,detected,9,cd8nk,count,0.0,11352,6562,0.0007047216349541931,0.0010667479427003963,-0.0003620263077462032,0.6606261955099164
LUAD-5 R3,Lung5,detected,9,cd8nk,count,0.0,9389,6504,0.0006390456917669613,0.001076260762607626,-0.00043721507084066474,0.593764739893188
LUSC-6,Lung6,detected,9,cd8nk,count,0.0,24655,41541,0.0004867166903265058,0.0010591945307046051,-0.0005724778403780993,0.4595158643830313
LUAD-9 R1,Lung9,detected,9,cd8nk,count,0.0,10433,28431,0.004888335090577974,0.006612500439660934,-0.0017241653490829602,0.7392566753203317
LUAD-9 R2,Lung9,detected,9,cd8nk,count,0.0,25449,69427,0.002632716413218594,0.007374652512711193,-0.004741936099492599,0.3569953172275925
LUAD-12,Lung12,detected,9,cd8nk,count,0.0,5919,12348,0.0015205271160669033,0.01004211208292841,-0.008521584966861506,0.1514150712031784
LUAD-13,Lung13,detected,9,cd8nk,count,0.0,9053,16977,0.011819286424389706,0.021676385698297697,-0.009857099273907991,0.5452609392034349
LUAD-5 R1,Lung5,detected,10,immune,frac,0.0,9325,5005,0.015858802502234138,0.04292564578278863,-0.027066843280554493,0.36944819846118304
LUAD-5 R2,Lung5,detected,10,immune,frac,0.0,9291,5658,0.016648728159867975,0.036597148580181454,-0.01994842042031348,0.4549187247031536
LUAD-5 R3,Lung5,detected,10,immune,frac,0.0,7182,5196,0.016525109068968716,0.03963625866050808,-0.023111149591539364,0.416918993553588
LUSC-6,Lung6,detected,10,immune,frac,0.0,12036,23658,0.010413204829954581,0.015762814551807704,-0.005349609721853122,0.6606183683586114
LUAD-9 R1,Lung9,detected,10,immune,frac,0.0,7032,21901,0.0267278156996587,0.048598998523659495,-0.021871182824000794,0.5499663884359011
LUAD-9 R2,Lung9,detected,10,immune,frac,0.0,16357,51525,0.019167125185955043,0.05620831311661006,-0.037041187930655015,0.34100160853770556
LUAD-12,Lung12,detected,10,immune,frac,0.0,2519,6854,0.10467116580653697,0.2614288493337224,-0.15675768352718544,0.40038108293442715
LUAD-13,Lung13,detected,10,immune,frac,0.0,5741,12537,0.09570051675085643,0.12272074659009333,-0.027020229839236895,0.7798234561798363
LUAD-5 R1,Lung5,detected,10,immune,count,0.0,11819,6018,0.020560115068956764,0.06031904287138584,-0.03975892780242908,0.3408561225481593
LUAD-5 R2,Lung5,detected,10,immune,count,0.0,11352,6562,0.02255109231853418,0.054404145077720206,-0.031853052759186026,0.4145105540454378
LUAD-5 R3,Lung5,detected,10,immune,count,0.0,9389,6504,0.0198104164447758,0.05166051660516605,-0.03185010016039025,0.38347306118101726
LUSC-6,Lung6,detected,10,immune,count,0.0,24655,41541,0.006408436422632326,0.01181964805854457,-0.005411211635912245,0.5421850456875141
LUAD-9 R1,Lung9,detected,10,immune,count,0.0,10433,28431,0.02923416083580945,0.06830572262671028,-0.03907156179090083,0.4279899210725533
LUAD-9 R2,Lung9,detected,10,immune,count,0.0,25449,69427,0.01925419466383748,0.06810030679706743,-0.048846112133229945,0.282732862294045
LUAD-12,Lung12,detected,10,immune,count,0.0,5919,12348,0.06774793039364757,0.23817622287010043,-0.17042829247645286,0.2844445578037267
LUAD-13,Lung13,detected,10,immune,count,0.0,9053,16977,0.09333922456644206,0.15638805442657713,-0.06304882986013507,0.5968436969734414
LUAD-5 R1,Lung5,detected,10,immune,frac0,0.0,11819,6018,0.012512338889358942,0.03570004272895598,-0.023187703839597038,0.35048526368318034
LUAD-5 R2,Lung5,detected,10,immune,frac0,0.0,11352,6562,0.013626086445853888,0.03155542009549934,-0.01792933364964545,0.4318144523069537
LUAD-5 R3,Lung5,detected,10,immune,frac0,0.0,9389,6504,0.012640678808534811,0.031665129151291514,-0.019024450342756703,0.39919871313770533
LUSC-6,Lung6,detected,10,immune,frac0,0.0,24655,41541,0.00508348543229906,0.008977074857771036,-0.0038935894254719765,0.5662741497469549
LUAD-9 R1,Lung9,detected,10,immune,frac0,0.0,10433,28431,0.018014952554394708,0.037436835379222204,-0.019421882824827496,0.48120927882684167
