tf	n_r10	n_top	mean_r_top	n_high_specific	det_high
XBP1	1707	50	0.2285309044530139	192	0.6445793891766387
CTNNBIP1	2515	50	0.40312515522937725	186	0.5295588497946062
GRHL3	1912	50	0.4618603090296951	184	0.3277370959099839
MYC	2778	50	0.37454893857166405	178	0.4400785854616896
MAZ	3342	50	0.3295672007820063	178	0.6013573852473656
ELF3	2800	50	0.3658578576584373	177	0.7033398821218074
SMARCA1	1080	50	0.21814364743003634	177	0.2146811930701911
HDAC2	2990	50	0.2636292868471824	176	0.6024290051794964
HMG20B	1287	50	0.23947642309490091	172	0.4307912127165565
ARNTL2	1616	50	0.23116855656260094	170	0.4175745668869441
THRB	1149	50	0.29877112920873194	168	0.1784247186997678
SSRP1	3492	50	0.37331576561522434	161	0.638328272905876
RBBP7	3083	50	0.339173822816483	161	0.5668869440971602
ZNF750	2358	50	0.42001123973720506	160	0.39971423468476514
EPAS1	1703	50	0.3936306296510688	160	0.39257010180389357
TRIM8	1140	50	0.2825922962764878	159	0.44293623861403825
XRCC5	3197	50	0.2979417376690635	156	0.7376317199499911
TRIM22	377	50	0.4150508523950702	154	0.3663154134666905
PARP1	3408	50	0.4003119041925586	154	0.5638506876227898
CEBPZ	3074	50	0.29712786697217736	153	0.5965350955527773
CNOT7	1897	50	0.2600406868599343	152	0.5108055009823183
YBX1	3538	50	0.499729004817189	149	0.831041257367387
CUX1	1900	50	0.20913238777734222	149	0.5011609215931416
PTMA	3752	50	0.5592918487865086	146	0.9060546526165386
FHL2	1239	50	0.46062215258451017	146	0.17306661903911413
HNRNPD	3211	50	0.33656258307152287	144	0.7281657438828362
SMAD3	1744	50	0.20583109800838376	144	0.40471512770137524
LYAR	1123	50	0.2080409703098222	143	0.2829076620825147
HDGF	4044	50	0.4550223724675188	139	0.825147347740668
PAWR	3049	50	0.32552284385054814	139	0.582425433113056
FOXE1	2623	50	0.36211482063609834	138	0.39542775495624216
HMGA1	3992	50	0.5191811068558788	136	0.7922843364886587
APEX1	2999	50	0.35338942220031716	136	0.5718878371137703
HOXB7	2049	50	0.2436931507959426	136	0.43793534559742814
SPDEF	477	50	0.262848738479614	134	0.050544740132166456
NAB2	2045	50	0.28242080402111186	132	0.33988212180746563
PHF10	1385	50	0.2540933195258335	132	0.37899624933023757
HEXIM1	1395	50	0.20559980017217439	132	0.5561707447758528
HMGB1	2455	50	0.35784723808710084	131	0.7658510448294338
TEAD1	1571	50	0.2528295773900076	131	0.34916949455259866
BCL11A	2149	50	0.32187734850533745	129	0.2582604036435078
MDM2	312	50	0.3009331142107498	126	0.40989462404000715
PITX1	1229	50	0.266568483633163	126	0.37167351312734415
RUVBL1	2047	50	0.27847924078400743	125	0.4177531702089659
HMGN1	3548	50	0.47410376961890377	124	0.7897838899803536
NONO	3852	50	0.4272988974972627	124	0.7567422754063226
SMAD5	2445	50	0.24834675537093065	123	0.43918556885158067
TSC22D1	665	50	0.19446181365389648	123	0.4843722093230934
RBFOX2	2038	50	0.2244105225518534	122	0.40150026790498305
ZC3H8	1674	50	0.21100273538637532	121	0.28433648865868905
NRIP1	1054	50	0.25438323438094945	120	0.27237006608322917
TGIF1	1308	50	0.20633055986872958	118	0.5676013573852474
EID1	3315	50	0.36982458426666864	117	0.6456510091087694
RNF14	731	50	0.192538071304547	116	0.2493302375424183
KHDRBS1	3789	50	0.3758322266309929	115	0.7470976960171459
TRIM16	2752	50	0.2833607424928206	115	0.5059832112877299
KLF5	3510	50	0.5176569207721868	114	0.7660296481514556
ETV4	1608	50	0.3312958696455033	113	0.22789783889980353
NR2F6	1697	50	0.20980453987682476	113	0.43882836220753707
SRSF2	3222	50	0.38334955440692403	111	0.76745847472763
NFKBIZ	1319	50	0.35305027971089586	111	0.5906411859260582
NDN	776	50	0.27966114436062817	110	0.08037149490980532
GTF2IRD1	1910	50	0.31149542553554466	109	0.35792105733166635
NFE2L2	1971	50	0.299512144387526	109	0.7608501518128237
NR4A1	1651	50	0.2971325171172569	108	0.5593856045722451
IRF7	295	50	0.265810446116163	108	0.320057153063047
DDB1	2780	50	0.2532669002543498	108	0.5411680657260225
FUBP1	2379	50	0.2605813635714507	107	0.5599214145383105
ETV7	207	50	0.23480123630797095	107	0.1250223254152527
JUN	3077	50	0.5447579916572017	106	0.7749598142525451
IKZF2	1104	50	0.27942042270708706	106	0.22629040900160743
PURA	1224	50	0.18159578043843408	106	0.39453473834613323
MBD2	2972	50	0.40356040928596587	105	0.713877478121093
IRF6	3272	50	0.4427111131455106	103	0.6267190569744597
PRDM1	486	50	0.2713346453213036	103	0.2680835863547062
PARP14	355	50	0.2780281499336288	102	0.5947490623325594
ID3	1152	50	0.2763694649661894	102	0.26701196642257546
NUCKS1	3808	50	0.5645759079177272	101	0.779246293981068
DR1	1728	50	0.26187099824211163	101	0.5250937667440614
HDAC9	421	50	0.23107000795672852	100	0.06340417931773532
SOX5	1020	50	0.32484867027186787	99	0.06322557599571352
JDP2	225	50	0.2776973552203757	99	0.1734238256831577
ETV3	1249	50	0.22486741189354734	99	0.36667262011073404
SOX15	2798	50	0.37884086685985935	98	0.5041971780675121
TCF7L1	1156	50	0.29737806117741483	98	0.1528844436506519
KLF8	1186	50	0.29052335545751323	97	0.14502589748169317
RORA	1740	50	0.33461006865143234	94	0.30719771387747813
KHSRP	3723	50	0.4810324074944649	93	0.711377031612788
PTTG1	1524	50	0.44931375268074825	93	0.3379174852652259
SOX18	956	50	0.3883304175888984	91	0.06465440257188784
GRHL2	2806	50	0.3631183683177953	91	0.4156099303447044
ATF4	2350	50	0.24702800033774752	91	0.7142346847651366
TRIM21	245	50	0.22475155042991246	89	0.2732630826933381
XRCC6	2573	50	0.27718150173324074	88	0.6049294516878014
KLF4	2883	50	0.5510607502997054	86	0.6660117878192534
URI1	3070	50	0.3102852361547566	84	0.5611716377924629
CRABP2	237	50	0.2422098303300546	84	0.16127879978567602
ZNF395	1697	50	0.22874044728238827	84	0.347204858010359
LMO4	3272	50	0.4315930118649786	83	0.6402929094481158
HNRNPR	3186	50	0.3656433413459348	83	0.6713698874799071
HOXC10	968	50	0.2761321937503439	83	0.15413466690480443
NFX1	1634	50	0.20254620587899289	82	0.3557778174674049
ARNT2	1189	50	0.4629351656909414	81	0.11144847294159671
HEY1	2778	50	0.4151169094548158	81	0.43704232898731915
NOTCH3	2647	50	0.3228752490592302	81	0.5413466690480443
TRIM28	3042	50	0.29552142473177073	80	0.683336310055367
SMARCC1	2758	50	0.2926557293882323	80	0.5090194677621004
ILF3	3063	50	0.3090395560080704	79	0.6183247008394356
BATF2	206	50	0.22537858742015277	79	0.05679585640292909
SOX4	2485	50	0.22629819153268105	78	0.5283086265404536
PA2G4	3533	50	0.4371248612594747	77	0.7694231112698696
SOX13	2102	50	0.3804112018704581	77	0.3488122879085551
NFE2L1	3471	50	0.35507429409921437	77	0.6251116270762637
SMAD2	2210	50	0.2461152450434134	77	0.6052866583318449
DEDD	1813	50	0.23163216180493718	77	0.44793713163064836
TSG101	1417	50	0.1917331647093164	77	0.6054652616538667
CTBP2	1428	50	0.4024084911203331	76	0.429540989462404
YY1	3414	50	0.37625124380812475	76	0.7219146276120736
WDR5	1920	50	0.2226886350323485	76	0.3414895517056617
HNF1B	658	50	0.28286352686337823	75	0.059296302911234146
TSC22D3	429	50	0.5797699421278187	73	0.3698874799071263
ZMYND11	2717	50	0.28020760300470715	73	0.47472762993391676
THAP11	2269	50	0.2320886590099707	72	0.3882836220753706
CTNNB1	2681	50	0.25099287970522355	71	0.5829612430791212
PBX1	984	50	0.1830064575570628	71	0.28576531523486337
SOX2	3422	50	0.5944078999082009	69	0.6031434184675835
PER1	229	50	0.27888256854211485	69	0.12573673870333987
NFIB	1651	50	0.22614449083401106	69	0.275049115913556
ZNF91	329	50	0.18299888306405038	69	0.09751741382389713
LITAF	492	50	0.5716381858638663	68	0.7056617253080907
TCF3	2270	50	0.23725588084400887	68	0.42346847651366315
FOSB	1940	50	0.48834972572190255	67	0.7253080907304876
HTATIP2	3022	50	0.406108442753817	66	0.677442400428648
CEBPG	2604	50	0.3490486471975409	66	0.5090194677621004
SOX9	630	50	0.20159537908503522	66	0.3013038042507591
HDAC1	2928	50	0.28945874984276093	65	0.5922486158242544
NFIX	2292	50	0.28123739293734534	65	0.34023932845150917
SREBF2	2843	50	0.3176459990295113	64	0.49258796213609574
MSC	246	50	0.23938513567372197	64	0.07376317199499911
CASZ1	930	50	0.21201791242496298	64	0.21771744954456154
TCF4	3179	50	0.48671706908430223	63	0.46954813359528486
FOXF1	965	50	0.33355538418449177	62	0.05822468297910341
NELFCD	1384	50	0.20906653160947006	62	0.38185390248258616
SF1	2253	50	0.2427984925482223	61	0.7301303804250759
NCOR2	1412	50	0.3984598275801172	60	0.41150205393820327
SKIL	1028	50	0.2738078925233051	59	0.5851044829433828
BIN1	744	50	0.2446023493145672	58	0.13877478121093054
AHR	2303	50	0.23978689368564304	58	0.4777638864082872
PIR	2716	50	0.39897477356014927	57	0.4688337203071977
TCF20	1437	50	0.23935085715260773	57	0.3195213430969816
PIAS3	1399	50	0.21198375365729408	57	0.3711377031612788
TRIM24	1960	50	0.24377898572830062	56	0.4220396499374888
TP63	3317	50	0.5271399780930661	55	0.5163422039649938
DDX5	2003	50	0.21260379476036584	55	0.855688515806394
TLE1	1186	50	0.20001938770582872	55	0.2911234148955171
MXD1	472	50	0.5395692729415802	54	0.5563493480978746
CAMTA1	2708	50	0.39349330706315017	54	0.6088587247722808
OTX1	2107	50	0.3362666458582829	54	0.3298803357742454
HAX1	1238	50	0.21940857080095416	54	0.477942489730309
SMARCC2	1576	50	0.18872160267290566	54	0.41864618681907484
IRF1	396	50	0.43413839844467766	53	0.47544204322200395
MEF2A	1197	50	0.27529576599346955	53	0.4127522771923558
IRF2	201	50	0.20581406569095895	53	0.40632255759957137
BHLHE40	1386	50	0.3303030921840931	51	0.6606536881585997
CDC5L	2660	50	0.26975641063635786	51	0.5609930344704411
HOPX	256	50	0.26620920318163666	51	0.09787462046794071
ARID5B	1346	50	0.22251883224926225	51	0.25308090730487587
SLC2A4RG	780	50	0.1785253850758521	50	0.27040542954098945
CEBPB	440	50	0.554007072217933	49	0.6274334702625469
MXI1	2594	50	0.331844746352315	49	0.5429540989462404
TFAP2C	2060	50	0.2256706679585313	49	0.38042507590641184
HDAC7	463	50	0.21249790271770053	49	0.31380603679228436
RUNX1	1149	50	0.18580439845502908	49	0.3163064833005894
ATF1	1051	50	0.1721190938954399	49	0.3764958028219325
TFDP1	2678	50	0.3769525861815356	47	0.5743882836220754
PCGF2	2365	50	0.279253450846973	47	0.4154313270226826
FOXA1	1728	50	0.23345081943012133	47	0.3764958028219325
HOXA10	2284	50	0.30692787659195025	46	0.3430969816038578
FUS	2943	50	0.2962300366334783	46	0.7806751205572424
MTA2	2371	50	0.25140213225094116	46	0.501696731559207
CNOT4	1037	50	0.16885388438664284	46	0.3420253616717271
TOB1	2098	50	0.34835539014688194	45	0.7306661903911412
MTA1	2171	50	0.26315170619581135	45	0.4054295409894624
STAT3	353	50	0.24659048660698088	45	0.5699232005715307
NR1D1	807	50	0.22624255896037648	45	0.27022682621896765
CREBL2	769	50	0.19123037700907594	45	0.2577245936774424
HOXD1	1494	50	0.3319786845714007	44	0.199499910698339
USF2	2070	50	0.2994537819129912	44	0.5631362743347026
FOS	765	50	0.4243536879391381	43	0.8617610287551348
CITED2	816	50	0.2712500754400668	43	0.31327022682621897
PREB	1270	50	0.16902587574695452	43	0.3538131809251652
HES1	2725	50	0.46324396558954734	42	0.5745668869440972
SPI1	448	50	0.6285866493292597	41	0.14824075727808536
TNFAIP3	353	50	0.38160887198036036	41	0.2737988926594035
SHOX2	2021	50	0.38041355372256797	41	0.2855867119128416
HOXB9	585	50	0.22018391629330328	41	0.06447579924986604
TBL1XR1	2824	50	0.5402719253816212	40	0.6454724057867476
WWP1	2812	50	0.38595418380184093	40	0.5540275049115914
SP100	255	50	0.19364038889444385	40	0.5974281121628863
KAT6B	1200	50	0.1853980480419822	40	0.281836042150384
ARID5A	122	50	0.16766235265960955	40	0.07983568494373995
FGF2	1020	50	0.27134213200801066	39	0.12948740846579745
BRD7	2535	50	0.2855450200726539	38	0.49401678871227006
TEAD4	484	50	0.1646666115662347	38	0.1787819253438114
CTBP1	952	50	0.16111491489789706	38	0.41328808715842114
KDM5B	2006	50	0.2625729524466517	37	0.5654581175209858
PRMT5	574	50	0.15785782859182418	37	0.25718878371137704
NFKBIA	380	50	0.40673967736382916	36	0.6990534023932845
PLSCR1	1017	50	0.31917834603943146	36	0.7022682621896768
SCD5	1558	50	0.24462699948461183	36	0.2196820860868012
FOXD1	893	50	0.19531783673169084	36	0.1755670655474192
CCND1	530	50	0.18592347805912166	36	0.2825504554384712
ZFP64	1073	50	0.1834448850196706	36	0.22575459903554207
RREB1	770	50	0.18015197649204878	36	0.32630826933380963
PIAS1	152	50	0.17439874469230232	36	0.43757813895338454
ETS2	246	50	0.16943408255057635	36	0.5074120378639043
ZBTB38	2100	50	0.28003601381858667	35	0.4447222718342561
UBP1	2358	50	0.2770079567694939	35	0.37863904268619397
TBX3	636	50	0.17284119580950963	35	0.11252009287372745
FOXO3	1185	50	0.2713024923194748	34	0.5533130916235042
CEBPD	558	50	0.25853123593204375	34	0.8006786926236829
MTA3	867	50	0.16241655678497613	34	0.33452402214681193
ZBTB7C	2394	50	0.4271973524720532	33	0.350598321128773
SERTAD1	1299	50	0.2891353447788716	33	0.3931059117699589
JARID2	1361	50	0.26481259935784185	33	0.4490087515627791
HOXA9	669	50	0.2594197290423396	33	0.059296302911234146
STAT1	469	50	0.25625976905281284	33	0.739417753170209
CREBRF	336	50	0.3228666730138421	32	0.2832648687265583
TP53	1855	50	0.23824075216594529	32	0.3245222361135917
COPS5	1341	50	0.19030122061903185	32	0.42364707983568495
KMT2A	759	50	0.17021367535498388	32	0.3045186640471513
KLF12	251	50	0.16681440903114278	32	0.057867476335059835
BBX	2720	50	0.31026111184736915	31	0.5611716377924629
CDCA7L	2005	50	0.2589765217127815	31	0.3043400607251295
SRF	1430	50	0.21915993967766434	31	0.45561707447758526
IRF5	278	50	0.15918946261231018	31	0.18181818181818182
BCLAF1	2596	50	0.27915093614939945	30	0.6742275406322558
LEF1	472	50	0.18432286928912262	30	0.07465618860510806
TIAL1	1023	50	0.16679240174790055	30	0.5375959992855867
ATF3	2552	50	0.5173920099719055	29	0.6020717985354528
FOXM1	1765	50	0.4681806829707419	29	0.2455795677799607
FOXK2	2363	50	0.24732521691984435	29	0.41793177353098765
PARP9	1171	50	0.33468246529449786	28	0.6440435792105733
TRIP6	2241	50	0.27005597205050913	28	0.4088230041078764
CEBPA	1637	50	0.25918260903787577	28	0.24504375781389534
FOSL2	835	50	0.20651547353788152	28	0.6828005000893017
EHMT2	1648	50	0.19420319801503946	28	0.3454188247901411
IRX3	1081	50	0.18916689853075572	28	0.2582604036435078
MEN1	1038	50	0.1693562579391796	28	0.29130201821753887
HSF1	980	50	0.16030695178000479	28	0.3518485443829255
EZH2	2623	50	0.419381845489805	27	0.45561707447758526
TOP2B	830	50	0.18235097022104124	27	0.3250580460796571
POU6F2	674	50	0.18186084651096063	27	0.09519557063761386
RB1	687	50	0.17901924981882972	27	0.2779067690659046
NPAS2	815	50	0.27098192344084365	26	0.12787997856760136
NSD2	1210	50	0.205704682609822	26	0.2868369351669941
ZBTB33	1402	50	0.19417761962353952	26	0.27969280228612253
RB1CC1	2328	50	0.3217161165476351	25	0.6452938024647259
MLLT3	1390	50	0.22344243158113508	25	0.2696910162529023
NCOA3	522	50	0.1593097723204924	25	0.4113234506161815
DEK	3052	50	0.45822810047858303	24	0.7603143418467584
CNBP	2965	50	0.4328447397009412	24	0.7771030541168066
NEAT1	367	50	0.3732205090298191	24	0.7804965172352206
SOX21	2211	50	0.37222101631276927	24	0.32041435970709053
AKNA	280	50	0.34043586956642863	24	0.085729594570459
SMARCA4	2706	50	0.31663918803305025	24	0.46544025718878373
WWTR1	2503	50	0.2983493594193178	24	0.419360600107162
KLF3	1134	50	0.24209109673731619	24	0.5756385068762279
MED1	1626	50	0.2099852645666268	24	0.39078406858367565
TCF12	1521	50	0.19705505195500364	24	0.3232720128594392
TP73	616	50	0.18912148801939616	24	0.09162350419717807
CLOCK	894	50	0.16024450725972195	24	0.27522771923557776
DNMT1	2512	50	0.32981403647171775	23	0.422754063225576
NFIC	2773	50	0.3193670315239212	23	0.5581353813180925
ZBTB7B	488	50	0.16433515909213725	23	0.40918021075191996
FOXC1	433	50	0.1613268176045904	23	0.2505804607965708
SREBF1	2449	50	0.3124146165312029	22	0.565279514198964
HCFC1	1948	50	0.21553654249211657	22	0.3781032327201286
PLAGL2	1113	50	0.20914196316992226	22	0.2698696195749241
MAFF	309	50	0.1784607051239742	22	0.44293623861403825
KDM5C	757	50	0.17451955526012713	22	0.49687444186461865
BCL11B	339	50	0.16421496804177171	22	0.1168065726022504
ZFP36	848	50	0.3699049362543414	21	0.8540810859081979
ZFP36L1	1602	50	0.3477478738193242	21	0.8269333809608859
SNAI2	931	50	0.21101384362922482	21	0.1807465618860511
ZNF267	190	50	0.20526068388547838	21	0.27397749598142523
BMI1	1291	50	0.19391520311003901	21	0.34506161814609754
CREM	142	50	0.1728137422272751	21	0.3468476513663154
MAFB	1918	50	0.35614802276752455	20	0.333631005536703
TFDP2	1886	50	0.2598883688444905	20	0.3643507769244508
NFKBIB	1070	50	0.20523500578334758	20	0.40953741739596355
TCF7L2	1381	50	0.2048011043609411	20	0.36702982675477763
NRG1	290	50	0.17047220954350512	20	0.08537238792641542
ZNF503	344	50	0.15226316911516352	20	0.19842829076620824
RBBP8	2863	50	0.3898507826857875	19	0.5252723700660832
MCM2	2451	50	0.36331097718930805	19	0.3163064833005894
ZNF652	626	50	0.18098558598794715	19	0.29862475442043224
ZNF32	639	50	0.17339026203381544	19	0.13823897124486514
PAX9	1805	50	0.31446474815615777	18	0.27933559564207894
EIF2AK2	2074	50	0.2925352497797118	18	0.6658331844972316
PPARD	466	50	0.19494543081495483	18	0.2918378281836042
PML	163	50	0.17704322093448488	18	0.40042864797285227
MAFG	2049	50	0.28723899985716894	17	0.4352562957671013
HLTF	1895	50	0.2660765295624565	17	0.2579031969994642
PURB	2110	50	0.25882713463462226	17	0.5252723700660832
TEAD2	1633	50	0.2447006361283387	17	0.26165386676192176
SIX4	1174	50	0.2132057403213131	17	0.17288801571709234
STAT5A	155	50	0.18992513133009922	17	0.08751562779067691
FIZ1	1149	50	0.18694267286200908	17	0.2511162707626362
NFE2L3	555	50	0.18596579012673345	17	0.1359171280585819
KLF13	416	50	0.15565912403457038	17	0.2511162707626362
AEBP2	2075	50	0.2636721297989014	16	0.40596535095552777
NELFB	1335	50	0.19477015338535153	16	0.2700482228969459
CREB3L2	338	50	0.1646025436861238	16	0.21343096981603857
HHEX	445	50	0.16132573097426078	16	0.17628147883550635
ZBTB10	300	50	0.14876970401134726	16	0.10251830684050724
NR4A2	93	50	0.14464419964583292	16	0.20075013395249153
JUNB	471	50	0.37353199822980343	15	0.8967672798714056
NR1D2	1416	50	0.23711064025626552	15	0.25504554384711553
ELK4	1651	50	0.2179052844109924	15	0.36506519021253797
BPTF	1818	50	0.21078200924993404	15	0.5345597428112163
TERF2	1325	50	0.18294596763828377	15	0.39221289515985
ZBTB4	687	50	0.1561849344566999	15	0.31148419360600105
POLR1A	694	50	0.1528038231148308	15	0.19342739774959813
EGR1	2147	50	0.4825901330594304	14	0.740310769780318
IRF2BPL	1723	50	0.24507380137513063	14	0.44686551169851757
TBL1X	1511	50	0.22096914096827713	14	0.5352741560993034
HOXD11	475	50	0.21630024178073728	14	0.05858188962314699
SMARCA5	1369	50	0.19763170995320878	14	0.5052687979996427
TFAP4	1157	50	0.19290056266725578	14	0.209680300053581
STAT2	145	50	0.17264114252330537	14	0.33577424540096446
UBTF	1698	50	0.21499729101651294	13	0.38560457224504374
TFCP2L1	437	50	0.18671849979846386	13	0.15681371673513128
MAF	405	50	0.1816813278629974	13	0.2041435970709055
HDAC3	596	50	0.15684504957961742	13	0.3059474906233256
DMRTA2	1919	50	0.35020949706748616	12	0.23307733523843543
PIAS2	1803	50	0.2722731448891269	12	0.323450616181461
SIX1	1595	50	0.2613773163372166	12	0.26576174316842294
GTF2A1	1357	50	0.23637354976886438	12	0.3423825683157707
SMARCB1	1675	50	0.22463164352660833	12	0.3714949098053224
LRRFIP1	443	50	0.17400514235060738	12	0.6327915699232006
ADNP	755	50	0.15973682172438947	12	0.35863547061975354
MCM5	1502	50	0.2686269334742506	11	0.2502232541525272
ADNP2	1436	50	0.22564659655230163	11	0.29540989462404
KLF16	1482	50	0.20720632114641327	11	0.3748883729237364
RCOR1	722	50	0.1895162400987893	11	0.4486515449187355
HOXC8	411	50	0.18124778376309578	11	0.07179853545275942
MYB	340	50	0.1684573738572306	11	0.06411859260582246
PDCD11	561	50	0.15692407364414696	11	0.18163957849616003
ZNF436	1176	50	0.22784417017370623	10	0.19181996785140204
HR	709	50	0.20556996760932134	10	0.16038578317556706
SNW1	1492	50	0.1886371499794169	10	0.5384890158956956
KLF9	283	50	0.181225052359279	10	0.0807287015538489
MAL	199	50	0.14766156730015736	10	0.08948026433291659
KLF2	278	50	0.3449062628123157	9	0.2677263797106626
E2F1	1739	50	0.34306933165027553	9	0.22111091266297553
NFIA	2168	50	0.3378607375779395	9	0.3284515091980711
NFKB2	544	50	0.2728148440595006	9	0.22218253259510626
MEIS2	1259	50	0.22873863867377742	9	0.2216467226290409
ATRX	1212	50	0.20342538772847882	9	0.5188426504732988
SIRT2	1158	50	0.20299367030405108	9	0.30344704411502055
CBFB	1420	50	0.19616046363468684	9	0.43418467583497056
DBP	797	50	0.19515753948033712	9	0.1802107519199857
FUBP3	1037	50	0.1844131338940961	9	0.29487408465797466
ZBTB44	1010	50	0.17722420913001824	9	0.3423825683157707
FOXP4	1024	50	0.17015433141858785	9	0.3013038042507591
KDM2A	586	50	0.16940418718544123	9	0.48312198606894086
TRIM25	170	50	0.16710745460226126	9	0.3693516699410609
BDP1	388	50	0.1509815378588351	9	0.24147169137345956
RFX5	346	50	0.14891244409336038	9	0.18324700839435615
PRDM4	405	50	0.147186304539754	9	0.23307733523843543
NCOA4	191	50	0.13917418562227044	9	0.5175924272191462
MYBL2	843	50	0.3173286543876693	8	0.13109483836399358
NACC1	2108	50	0.25586075252962215	8	0.4488301482407573
SON	1901	50	0.23491557730041682	8	0.7095909983925701
KLF6	439	50	0.22384373813856098	8	0.7412037863904268
IRX5	922	50	0.20888723243967353	8	0.15824254331130558
EAPP	1539	50	0.20863063753719863	8	0.5325951062689765
TADA2A	1120	50	0.1924039388958244	8	0.2218253259510627
ZNF165	737	50	0.18868057018149664	8	0.16592248615824254
REST	1233	50	0.18714744986115925	8	0.3848901589569566
RYBP	200	50	0.17622975215270845	8	0.4863368458653331
KDM4C	413	50	0.17390856638196342	8	0.16574388283622074
NCOA6	1003	50	0.17071860313403303	8	0.3347026254688337
CXXC1	550	50	0.1675382959762992	8	0.3004107876406501
MID2	230	50	0.1404932686599949	8	0.09912484372209324
TCF7	77	50	0.13840523225532253	8	0.06054652616538667
IFI16	1967	50	0.32595261063050046	7	0.7519199857117342
RARA	245	50	0.2781146458042089	7	0.16967315592070012
GABPB2	1172	50	0.20208500122220452	7	0.2146811930701911
ZBTB5	712	50	0.17872008132360473	7	0.17913913198785497
E2F4	1132	50	0.16421466659406952	7	0.454188247901411
SIN3A	840	50	0.15500176831445234	7	0.3379174852652259
NCOA2	252	50	0.15037407577397802	7	0.27094123950705484
RLF	79	50	0.13340465648673816	7	0.271655652795142
ARNTL	668	50	0.18084979306933327	6	0.2336131452045008
ASCL2	718	50	0.18046954351947117	6	0.13859617788890874
TAF1	778	50	0.17483284183906364	6	0.2539739239149848
ZFX	336	50	0.15380714231610573	6	0.22128951598499733
TFCP2	926	50	0.1536532503876921	6	0.29362386140382213
HOXD8	244	50	0.15208938402457725	6	0.050366136810144665
CREB3	380	50	0.14032492606716704	6	0.25343811394891946
PAX8	141	50	0.13367920678149633	6	0.09126629755313449
EGR2	1776	50	0.37576013290137306	5	0.3286301125200929
HOXA7	2058	50	0.37531279380288923	5	0.2557599571352027
JUND	1595	50	0.35129234479401544	5	0.8581889623146991
TSHZ1	1264	50	0.2145320357592179	5	0.17967494195392034
TTF2	575	50	0.19814128822839788	5	0.16931594927665655
TBX1	389	50	0.1972387251318466	5	0.06644043579210573
TRIM14	1090	50	0.18113354162180226	5	0.3434541882479014
ARHGAP35	726	50	0.17859757134114446	5	0.20235756385068762
ZNF711	563	50	0.17453627997746782	5	0.09841043043400607
DNAJC1	598	50	0.16807429211881333	5	0.449901768172888
DNMT3A	771	50	0.16187877231631728	5	0.30344704411502055
NKX3-1	198	50	0.16005835763397847	5	0.07626361850330417
PATZ1	720	50	0.15790323203706152	5	0.2082514734774067
HBP1	370	50	0.15618125871902808	5	0.5200928737274513
CRTC1	423	50	0.15281201011893636	5	0.15163422039649938
ARID4B	205	50	0.14286853971613017	5	0.5872477228076443
RXRA	1299	50	0.2647439483866322	4	0.567065547419182
BRCA1	558	50	0.2584527935733613	4	0.1494909805322379
ASXL1	1714	50	0.24167052269660214	4	0.3938203250580461
ETS1	296	50	0.21514954188497884	4	0.06411859260582246
HMGXB4	1535	50	0.20838209210162367	4	0.36310055367029825
ZNF322	1259	50	0.20512955347696094	4	0.26040364350776923
PPARA	1037	50	0.20014490892383757	4	0.3020182175388462
ATF5	1076	50	0.18418242795588416	4	0.31344883014824076
