regulon	tf	kind	n_targets	n_high_specific	mean_r	targets	elf3_given	note
NKX2-1_prior	NKX2-1	public_prior	54			ABCA3;ADCYAP1;AGER;APRT;BMP4;BTK;CCL11;CCNB1;CCNB2;CEBPA;CIP2A;DAXX;E2F3;EBP;FLT1;GLB1;HGF;HHEX;HLA-A;HMGA2;IKBKB;IL6;IRF2BPL;LHX6;LMO3;MDK;MET;MUC5B;NES;NRP2;OCLN;PAX8;PSAP;PTTG1;RET;SCGB1A1;SCGB3A1;SCGB3A2;SFTPA1;SFTPA2;SFTPB;SFTPD;SLC5A5;SOD2;SP1;SPARC;STK11;TERT;TG;TGFB2;TNF;TSHR;TTF1;WNT7B	False	TRRUST+DoRothEA+CollecTRI union; CLDN4 held out; not ChIP
SOX2_prior	SOX2	public_prior	315			ABCA13;ABCC3;ABCC4;ABCC6;ABI3BP;ADAM10;ADAMTSL1;ADGRB3;ADGRL2;ADGRL3;AFF3;AGAP1;AGR2;AHR;AKAP6;ALCAM;ANGPT1;ANKFN1;ANKS1B;AP3B1;APP;ARHGAP24;ARHGAP26;ARHGAP32;ARID5B;ASAP1;ASXL1;ATRNL1;BBS9;BDNF;BHLHE40;BIRC5;BMP4;BMPR1B;CACNA2D1;CACNA2D3;CADPS2;CCDC171;CCDC91;CCND1;CCNE1;CDH11;CDH18;CDH2;CDK5RAP2;CDKAL1;CDKN1A;CDKN1B;CEMIP2;CEP112;CHD9;CHN2;CLASP1;CLASP2;CLIC5;CNTN4;CNTNAP2;COL12A1;COL14A1;COL25A1;CPNE4;CREB5;CSMD1;CSMD3;CTBP2;CTNNA2;CTNNB1;CTNND2;DAAM1;DAB1;DCC;DCLK2;DENND1A;DGKB;DIAPH3;DIS3L2;DKK1;DLG1;DLG2;DLGAP1;DMD;DNAH14;DOCK10;DOCK4;DPPA4;DPYD;DTNA;EBF1;EFNA5;EGFEM1P;EGFR;EGLN3;EIF4G3;ELMO1;ELP4;EMSY;ENAH;EPB41L2;EPHA4;EPHB1;ERBB4;ERC1;ESRRG;ETV1;ETV6;EXOC4;EXOC6B;EXT1;FABP7;FAM13A;FGD4;FGF4;FGGY;FHOD3;FILIP1L;FNDC3B;FOXJ1;FOXP1;FOXP2;FRMD4A;GADD45B;GALNTL6;GATA6;GFAP;GLI2;GLI3;GRIA1;GRIK2;GTDC1;HDAC4;HDAC9;HES5;HES6;HHAT;HIVEP2;HIVEP3;HMCN1;HRC;IMMP2L;INPP4B;IQCH;ITGA6;ITPR2;JAG1;JMJD1C;KALRN;KCNIP4;KCNMB2;KDM4C;KIT;L1TD1;LARGE1;LDB2;LEF1;LPP;LRBA;LRIG1;LRP1B;LRRC7;LSAMP;MACROD2;MAGI1;MAGI2;MAML2;MAP1B;MAPK10;MBD5;MCC;MCTP1;MECOM;MEGF10;MKI67;MMRN1;MSI2;MTOR;MUC5AC;MYCN;MYO10;NAALADL2;NANOG;NAV2;NAV3;NBEA;NCAM1;NEDD4L;NES;NEUROD1;NKX2-1;NLGN1;NOTCH1;NPAS3;NR5A2;NRG1;NRP2;NRXN1;NRXN3;NTM;NTNG1;NTRK3;OFCC1;OLA1;PACRG;PALLD;PAM;PARD3B;PAX6;PBX3;PCLO;PDE4B;PDE4D;PDLIM5;PHACTR1;PHLPP1;PIEZO2;PLCB1;PLCB4;PLCL1;PLXNA2;POLR3B;POU2F1;POU5F1;PPARGC1A;PQBP1;PRDM5;PRKG1;PROM1;PRR16;PRUNE2;PTPRD;PTPRM;RABGAP1L;RAD51B;RALGAPA2;RANBP17;RAPGEF2;RBMS3;RBPJ;RERE;RLIM;ROBO1;ROBO2;RORB;RPS6KC1;RUNX1;RYR2;RYR3;SAMD12;SBF2;SCGB1A1;SDC2;SDK1;SEMA3A;SEMA3C;SEMA3D;SEMA6A;SHANK2;SHH;SIPA1L2;SIX3;SKAP2;SLC22A23;SLC44A3;SLC8A1;SLCO3A1;SLIT3;SORBS1;SORBS2;SORCS1;SOX21;SOX5;SOX6;SPAG9;SPOCK1;SPP1;STXBP6;SYT1;TBCK;TEAD1;TENM3;TENM4;THADA;THSD7A;THSD7B;TLE4;TLK1;TMTC2;TNS3;TP63;TRAPPC9;TRIM2;TRIM33;TRIO;TRIP12;TRPM3;TRPS1;TTC28;TULP3;TWIST1;UTF1;VGLL4;VIM;VMP1;VPS13B;VPS13D;WDFY3;XPR1;ZBTB20;ZCCHC7;ZEB2;ZFAND3;ZFPM2;ZMIZ1;ZNF385B;ZNF407;ZNF536	False	TRRUST+DoRothEA+CollecTRI union; CLDN4 held out; not ChIP
FOXA1_prior	FOXA1	public_prior	514			ABCA1;ABCC4;ABLIM1;ACOXL;ADAMTSL1;ADGRF1;ADGRG6;ADGRL2;ADGRV1;AFDN;AFF1;AFF3;AGAP1;AGR2;AKAP13;AKAP6;AKAP9;ALCAM;ALDH1A2;AMOTL1;ANGPT1;ANK3;ANKRD28;ANKRD50;ANKS1B;ANO6;APBB2;APOA1;APOB;APP;AR;ARAP2;ARHGAP10;ARHGAP12;ARHGAP15;ARHGAP24;ARHGAP26;ARHGAP32;ARHGAP42;ARHGAP6;ARHGEF3;ARID1B;ARID5B;ASAP1;ATP8B1;ATP8B4;ATRNL1;ATXN7;AUTS2;BANK1;BBX;BCAR3;BCAS3;BCKDHB;BCL2;BICC1;BIRC6;BMP2;BMPER;BMPR1B;BRCA1;BRIP1;CACNA2D1;CACNA2D3;CACNB2;CADM1;CADPS2;CALD1;CAMK2D;CAST;CASZ1;CBFA2T2;CBLB;CCDC91;CCND1;CCNG2;CCSER1;CD274;CD36;CDH18;CDK14;CDK5RAP2;CDKAL1;CDKN1B;CDKN2A;CDS1;CEBPA;CEMIP2;CEP112;CEP128;CFTR;CHN2;CLASP1;CNTN5;CNTNAP2;COBL;COL14A1;COL21A1;COL28A1;CPNE4;CREB5;CRIM1;CSGALNACT1;CTNNA1;CTNND2;CUX1;CYP2C18;DAAM1;DCLK1;DENND1A;DENND1B;DGKB;DIO2;DIP2C;DLEU1;DLG1;DLG2;DNAH11;DOCK10;DOCK4;DOCK5;DPYD;DST;DTNA;DYM;DYNC2H1;DYRK1A;EEFSEC;EFNA5;EGFR;EGLN3;EHF;EIF3H;ELF3;ELK4;EMCN;ENAH;EPB41L2;EPS8;ERBB3;ERBB4;ERC1;ERC2;ERG;ESR1;ESRP1;ESRRG;ETV6;EVL;EXOC4;EXOC6;EXOC6B;EXT1;EYA2;FAM13A;FAT1;FBXL17;FBXW11;FERMT2;FGF12;FGFR2;FGGY;FHIT;FHOD3;FIGN;FILIP1L;FLNB;FNDC3B;FOCAD;FOXC1;FOXN3;FOXP1;FOXP2;FRMD4B;FRY;FRYL;FSIP1;FTO;FUT8;GALNTL6;GHR;GLI3;GLIS3;GMDS;GNAQ;GPATCH2;GPD2;GRAMD2B;GRB10;GREB1;GRHL2;GRID2;GRIK2;GRIP1;GRM7;GSE1;GTDC1;GULP1;HDAC4;HDAC9;HERC1;HIVEP2;HIVEP3;HMCN1;HNF1A;HNF4A;HSPA1A;HSPA1B;ICA1;IFI27;IGF1R;IL1R1;IL6;IMMP2L;INPP4B;IQGAP2;ITPR1;ITPR2;ITSN1;JARID2;JAZF1;JMJD1C;KALRN;KAT6B;KCNMA1;KCNMB2;KDM4C;KDM6A;KIAA1217;KIAA1328;KIF21A;KRT7;KTN1;LARGE1;LHFPL2;LIMCH1;LMBR1;LMO7;LNX1;LOXL2;LPP;LRBA;LRCH1;LRIG1;LRP1B;LSAMP;LTBP1;MACF1;MACROD2;MAD1L1;MAGI1;MAML3;MAP2;MAP4K4;MAPK10;MAPKAP1;MAST4;MBD5;MBNL1;MCF2L2;MCTP1;MECOM;MED13L;MEF2C;MET;MGAT4C;MID1;MIPEP;MIPOL1;MITF;MLLT3;MLXIPL;MSI2;MTUS1;MUC2;MUC4;MYC;MYCBP2;MYLK;MYO1B;MYRIP;NAALADL2;NAV2;NAV3;NBAS;NBEA;NCALD;NCAM2;NCOA2;NDUFAF6;NEDD4L;NEDD9;NEK10;NEK7;NES;NF1;NFIA;NFIB;NIPBL;NKX2-1;NLGN1;NPAS3;NR3C1;NR3C2;NR4A2;NRCAM;NRG3;NRG4;NRP1;NRXN1;NRXN3;NUMB;OFCC1;OSBPL10;OSBPL8;OSBPL9;P3H2;PACS1;PAG1;PAM;PAPPA2;PAPSS1;PARD3;PARD3B;PAWR;PBX1;PBX3;PCLO;PCNX1;PDE4B;PDE4D;PDE8B;PDLIM5;PDS5B;PDZRN3;PHACTR1;PHACTR2;PHLDB2;PHLPP1;PIAS1;PIEZO2;PIP4K2A;PKIB;PKP4;PLCB1;PLCB4;PLD1;PLXNA2;POU2F1;PPARG;PPFIA2;PPFIBP2;PPP1R12A;PPP3CA;PREX1;PRICKLE2;PRKAG2;PRKCE;PRKCH;PRKD1;PRLR;PRR15L;PRUNE2;PSD3;PTK2;PTPN4;PTPRM;PTPRR;RABGAP1L;RAD51B;RALGAPA1;RALGAPA2;RAPGEF4;RAPGEF5;RASAL2;RASEF;RBM47;RBMS1;RBMS3;RBPJ;RBPMS;RELN;RERE;RET;RFX3;RGS6;RIMS1;RIMS2;RNF43;ROBO1;RPRM;RPS6KC1;RUNX1;SAMD4A;SASH1;SBF2;SCAPER;SCGB1A1;SEMA3A;SEMA3C;SERPINC1;SFTPB;SFTPD;SH3RF1;SHANK2;SHH;SHROOM3;SIK3;SIL1;SIPA1L1;SIPA1L2;SKAP2;SLC22A23;SLC38A1;SLC38A9;SLC44A1;SLC8A1;SLX4IP;SMCHD1;SMYD3;SNAI2;SND1;SORBS1;SORBS2;SOX5;SOX6;SOX9;SPAG17;SPATS2L;SPIDR;SPOCK1;SPRED2;SPTBN1;SSBP2;ST18;ST7;STAG1;STARD13;STK3;STXBP6;SVIL;SYBU;SYNE1;SYNE2;SYT1;TACC2;TANK;TAOK3;TAT;TBC1D1;TBC1D5;TBC1D8;TBL1XR1;TCF12;TEAD1;TENM4;TFPI;TGFBR3;TH;THADA;THSD4;THSD7A;TIAM1;TIAM2;TLE1;TLE3;TLK1;TLN2;TMC1;TMTC2;TNS3;TP63;TPD52;TPD52L1;TPK1;TPRG1;TRAPPC9;TRIO;TRIP12;TRPS1;TSC22D2;TTC6;TTF1;TUSC3;TXNRD1;UBE2C;UBR5;UCP2;UGT2B15;UNC5C;USP10;USP25;UST;UTRN;UVRAG;VAV3;VGLL4;VMP1;VPS13B;VPS13D;WDFY3;WWC1;WWC2;ZBTB16;ZBTB20;ZFAND3;ZFPM2;ZMIZ1;ZMYND8;ZNF385B;ZNF385D;ZNF407;ZNF608;ZPLD1	False	TRRUST+DoRothEA+CollecTRI union; CLDN4 held out; not ChIP
ELF3_pearson_cldn4_high	ELF3	pearson_cldn4_high	50	177	0.366	TACSTD2;CLDN1;KLF5;HSPB1;ATF3;ANXA1;PERP;KLF4;KRT19;HES1;RAP2B;TIPARP;NET1;DSTN;RND3;FBXO32;SCNN1A;ERRFI1;PMAIP1;EMP1;JUN;SDC1;JUP;AQP3;HSPA1B;ANXA2;TXN;MAL2;TOB1;EIF2S2;GSTP1;CHMP4B;EIF4A2;SPINT2;SFN;HSP90AB1;DNAJB1;TFG;B3GNT5;FAM129B;CSTB;HSP90AA1;SLC25A25;ACTG1;CLDN7;RNF7;DNAJB4;CSNK2A1;RPL24;TMEM159	True	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
ELF3_high_specific	ELF3	high_specific	0	177			True	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
ELF3_intersect	ELF3	prior_AND_pearson_high	1			CLDN7	True	public prior ∩ CLDN4-high Pearson top; not ChIP
GRHL1_pearson_cldn4_high	GRHL1	pearson_cldn4_high	50	311	0.309	JUP;CSTB;LRRC8A;CSTA;EMP1;PERP;SDC1;NECTIN4;RHCG;ANXA1;KRT16;RAP2B;DSP;DSC2;SLC20A2;MAL2;IVL;KLK10;CDKN2B;GRHL3;PKP1;CD9;CLDN1;MALL;PLS3;RAB11FIP1;MYH14;DYNLT3;TMPRSS4;SPINK5;POLR2J3;TACSTD2;POF1B;USP6NL;CDKN2A;EPS8L1;FAM129B;SLC6A8;CLDND1;LIPH;RND3;ATP1B1;SERPINB5;TTC9;LYPD3;KRT19;SERTAD2;KLF5;KLK11;WASL	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
GRHL1_high_specific	GRHL1	high_specific	4	311		PLS3;TACSTD2;POF1B;LIPH	False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
GRHL1_intersect	GRHL1	prior_AND_pearson_high	0				False	public prior ∩ CLDN4-high Pearson top; not ChIP
GRHL2_pearson_cldn4_high	GRHL2	pearson_cldn4_high	50	91	0.363	ALDH3A1;NMRAL2P;TFRC;SDC1;CBR1;EIF4A2;NUCKS1;ABCC5;CALB2;CDKN2A;SOX2;ATP2B1;HSPA1B;SET;GPX2;ALDH1A1;JUN;SUMO3;ATP1B3;RAP2B;CLDN1;EIF4G1;PTPRZ1;YWHAZ;PERP;SFN;KRT19;PTDSS1;SERPINB5;AKR1B10;NCBP2;TRA2B;HSP90AA1;GSTA4;PKP1;LRRC58;HMGA1;TP63;AKR1C2;NET1;TCF4;TBL1XR1;DSP;EIF2S2;HSP90AB1;LSG1;TXN;CHMP4B;DKC1;NAA20	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
GRHL2_high_specific	GRHL2	high_specific	0	91			False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
GRHL2_intersect	GRHL2	prior_AND_pearson_high	0				False	public prior ∩ CLDN4-high Pearson top; not ChIP
KLF4_pearson_cldn4_high	KLF4	pearson_cldn4_high	50	86	0.551	RAP2B;SERPINB5;ANXA1;CLDN1;RND3;MAL2;JUN;ATF3;PERP;HSPA1B;SFN;KLF5;TBL1XR1;LRRC8A;PMAIP1;JUP;HSPB1;ALDH3A1;NMRAL2P;CDKN2A;DNAJB4;CALB2;CHMP4B;P2RY1;SDC1;DNAJB1;KRT19;TACSTD2;DSC2;MYH14;FOSB;B3GNT5;HSPA1A;CSTA;NET1;TXN;LRRC4;EIF4A2;EGR1;BRD2;CSTB;ERRFI1;PKP1;NAA50;SUMO3;SLC25A25;NAA20;RAPGEFL1;TRA2B;EIF2S2	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
KLF4_high_specific	KLF4	high_specific	0	86			False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
KLF4_intersect	KLF4	prior_AND_pearson_high	3			ATF3;HSPA1A;KRT19	False	public prior ∩ CLDN4-high Pearson top; not ChIP
KLF5_pearson_cldn4_high	KLF5	pearson_cldn4_high	50	114	0.518	PERP;SERPINB5;RAP2B;ANXA1;KLF4;SFN;CLDN1;HSPB1;JUP;KRT19;MAL2;HSPA1B;SDC1;RND3;DSTN;TACSTD2;EIF4A2;TXN;EIF2S2;ALDH3A1;NAA20;NET1;NUCKS1;MYH14;CDKN2A;LRRC8A;JUN;CSTA;NMRAL2P;CSTB;TBL1XR1;DNAJB1;PKP1;YWHAZ;ATF3;SET;DSP;ATP1B3;CHMP4B;TRIM29;CD9;HSP90AB1;PMAIP1;LAD1;ANP32B;ACTN4;HSP90AA1;ZNF706;ANXA2;P2RY1	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
KLF5_high_specific	KLF5	high_specific	0	114			False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
KLF5_intersect	KLF5	prior_AND_pearson_high	4			ANP32B;JUP;KLF4;MYH14	False	public prior ∩ CLDN4-high Pearson top; not ChIP
OVOL1_pearson_cldn4_high	OVOL1	pearson_cldn4_high	50	313	0.275	EMP1;KRT16;TACSTD2;KLK10;DSC2;LRRC8A;JUP;CSTB;LYPD3;MAL2;ANXA1;GRHL3;RHCG;RAB11FIP1;CD24;IVL;RND3;KLK11;FAM129B;SLC20A2;KRT80;KLF4;MALL;LY6G6C;C1orf116;RAP2B;DSP;PIM1;POLR2J3;GADD45A;PLS3;LIPH;IL1RN;ZNF185;SULT2B1;ZNF750;CDKN2B;ACTN4;EPS8L1;SERPINB5;PERP;ARF6;CSTA;PPL;SPINK5;NECTIN4;METRNL;ADIRF;USP6NL;SCEL	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
OVOL1_high_specific	OVOL1	high_specific	42	313		EMP1;KRT16;KLK10;DSC2;LRRC8A;JUP;MAL2;ANXA1;GRHL3;RHCG;RAB11FIP1;CD24;IVL;RND3;KLK11;FAM129B;SLC20A2;KLF4;MALL;RAP2B;DSP;PIM1;POLR2J3;GADD45A;PLS3;IL1RN;ZNF185;SULT2B1;ZNF750;CDKN2B;ACTN4;EPS8L1;SERPINB5;PERP;ARF6;CSTA;PPL;SPINK5;NECTIN4;ADIRF;USP6NL;SCEL	False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
OVOL1_intersect	OVOL1	prior_AND_pearson_high	1			GADD45A	False	public prior ∩ CLDN4-high Pearson top; not ChIP
OVOL2_pearson_cldn4_high	OVOL2	pearson_cldn4_high	50	0	0.092	COL5A3;GFI1B;SLC25A39;SNRPD3;SHQ1;RPL15;SOD1;NKX2-8;WDR43;RHEB;SNU13;SNRPD2;EEF2;CUTA;SUMO2;NUCKS1;ALYREF;EEF1A2;STMN1;SNRPB;ARL6IP1;NME1;U2AF2;NDUFAB1;RPL35A;IDH1;SNRPD1;TPD52L1;ELF3;SEPT2;SET;CCT4;PTMA;GSTP1;PUF60;TRA2B;PTGES3;ACTL6A;TMPO;SLC9A3R1;NFIC;DHCR24;SINHCAF;ANP32B;STARD7;RPL10;RPL6;TXNRD1;HSPB1;EPCAM	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
OVOL2_high_specific	OVOL2	high_specific	0	0			False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
OVOL2_intersect	OVOL2	prior_AND_pearson_high	0				False	public prior ∩ CLDN4-high Pearson top; not ChIP
TFAP2A_pearson_cldn4_high	TFAP2A	pearson_cldn4_high	50	387	0.299	EZR;ANXA2;PFKP;LDHA;SERINC2;SPINT1;PKM;PPP1R14B;F3;SLC2A1;SLC7A5;ITGB1;KRT81;GNG4;DSP;AHNAK;JPT2;S100A10;SERBP1;TACSTD2;PTTG1IP;CD99;QPRT;EFNA1;CAST;CLMP;ADAMTSL4;CAMK2N1;PPIA;PLP2;ERO1A;EIF4G2;PLS3;NCCRP1;EGLN3;VEGFA;LGALS3BP;NNMT;TPI1;HPCAL1;LAMC2;STMN3;BCAR3;PKP3;CTNND1;RAN;ATP11A;RHOB;PON2;EPAS1	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
TFAP2A_high_specific	TFAP2A	high_specific	1	387		CD99	False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
TFAP2A_intersect	TFAP2A	prior_AND_pearson_high	1			VEGFA	False	public prior ∩ CLDN4-high Pearson top; not ChIP
SP1_pearson_cldn4_high	SP1	pearson_cldn4_high	50	0	0.121	RAB11FIP1;ACTN4;RAP2B;DVL3;CMIP;EIF4G1;WASL;MCL1;CLDN1;TBL1XR1;IRF2BP2;BPTF;MAPK6;DSC2;RARG;SKIL;PRKCI;VMP1;NSD3;NFE2L1;CTNND1;ZBTB7A;BICD2;SAMD9;SLFN5;MBNL1;UBXN7;SLC38A1;MSL1;FOXO3;ATP2A2;XIAP;ATN1;ATXN2L;JUP;KDM5A;BCL2L1;KIF5B;BAZ2B;SPIN1;PSMD2;NET1;ACBD3;IRF6;SLC38A2;UBE2H;TMEM41A;SCNN1A;DDX17;TACC1	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
SP1_high_specific	SP1	high_specific	0	0			False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
SP1_intersect	SP1	prior_AND_pearson_high	11			ATP2A2;BCL2L1;CLDN1;CTNND1;JUP;MCL1;RARG;SCNN1A;SKIL;XIAP;ZBTB7A	False	public prior ∩ CLDN4-high Pearson top; not ChIP
TP63_pearson_cldn4_high	TP63	pearson_cldn4_high	50	55	0.527	SOX2;NTRK2;TFRC;GPX2;ABCC5;NMRAL2P;ALDH3A1;CDKN2A;TCF4;EIF4A2;PKP1;AKR1C2;KRT5;ATP1B3;ALDH1A1;AKR1C1;GPNMB;GCLC;SFN;CBR1;AKR1B10;CLCA2;CD9;TRA2B;HSPB1;SERPINB5;AKR1C3;NUCKS1;IGFBP2;DST;ANP32B;ATP2B1;PTPRZ1;HSPA1B;MIR205HG;DSC3;JAG1;CLDN1;PTDSS1;EIF4G1;PERP;GSTA4;EMP2;AP2M1;ITGA6;SDC1;FXR1;SET;RAP2B;NCBP2	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
TP63_high_specific	TP63	high_specific	0	55			False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
TP63_intersect	TP63	prior_AND_pearson_high	9			CDKN2A;CLDN1;IGFBP2;JAG1;KRT5;PERP;SERPINB5;SFN;TCF4	False	public prior ∩ CLDN4-high Pearson top; not ChIP
NKX2-1_pearson_cldn4_high	NKX2-1	pearson_cldn4_high	0	0			False	CLDN4-high only; top 0 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
NKX2-1_high_specific	NKX2-1	high_specific	0	0			False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
NKX2-1_intersect	NKX2-1	prior_AND_pearson_high	0				False	public prior ∩ CLDN4-high Pearson top; not ChIP
SOX2_pearson_cldn4_high	SOX2	pearson_cldn4_high	50	69	0.594	CDKN2A;CD9;NTRK2;GPX2;NMRAL2P;ALDH1A1;PKP1;EIF4A2;ALDH3A1;TP63;EMP2;SFN;TFRC;HSPB1;HSPA1B;GPNMB;PERP;SDC1;TCF4;SERPINB5;IGFBP2;TRA2B;ABCC5;ALCAM;ATP1B3;CLDN1;CBR1;EIF4G1;ANP32B;AKR1B10;DNAJB1;TMPRSS4;RAP2B;ATP2B1;GSTA4;CLCA2;GCLC;NUCKS1;KRT19;MIR205HG;PTPRZ1;TXN;AKR1C2;RAB6B;AKR1C3;FGFBP1;CSTA;JAG1;ADAM23;SUSD4	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
SOX2_high_specific	SOX2	high_specific	0	69			False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
SOX2_intersect	SOX2	prior_AND_pearson_high	3			ALCAM;JAG1;TP63	False	public prior ∩ CLDN4-high Pearson top; not ChIP
FOXA1_pearson_cldn4_high	FOXA1	pearson_cldn4_high	50	47	0.233	NUCKS1;ALDH3A1;HSP90AB1;NMRAL2P;HMGB3;HSP90AA1;PTMA;PRDX1;DHCR24;MT-ATP8;NTS;HMGN1;HNRNPA2B1;HMGA1;GPX2;MT-ATP6;KRT19;ALDH1A1;MT-CO1;TFRC;SOD1;EPCAM;CBR1;GSTP1;JUN;PDIA3;BANF1;IFI27;COX6C;NCL;UQCRB;AKR1B10;CALM1;SUMO3;DSTN;RPL24;AQP3;MT-CO3;HSPA8;HDGF;MT-ND4;LAPTM4B;AKR1C1;AKR1C2;DNAJB4;TXN;DBI;SERBP1;SET;TRA2B	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
FOXA1_high_specific	FOXA1	high_specific	0	47			False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
FOXA1_intersect	FOXA1	prior_AND_pearson_high	1			IFI27	False	public prior ∩ CLDN4-high Pearson top; not ChIP
BTF3_pearson_cldn4_high	BTF3	pearson_cldn4_high	50	762	0.492	NPM1;RPS4X;PPIA;RPS8;RPL37A;EEF1A1;RPS13;RPL4;RPL5;RPL23;RPL31;RPS18;RPS24;RPLP1;RPS17;RPLP2;RPL6;RPS15A;RPL37;RPL10A;RPL13;RPS12;RPL38;RPS14;GAPDH;RPL39;RPL32;RPL19;RPL23A;RPS27A;RPS2;RPS23;RPL27;RPS7;RPL27A;RPS3;RPS21;ANXA2;RPS16;ATP5MC3;NACA;UQCRH;RPS6;RPL36;RPL21;RPLP0;RPL30;RPL8;RPL14;RPS29	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
BTF3_high_specific	BTF3	high_specific	0	762			False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
NPM1_pearson_cldn4_high	NPM1	pearson_cldn4_high	50	658	0.631	RPS8;RPL37A;RPL31;PPIA;RPS4X;RPL5;EEF1A1;RPS13;RPL37;RPS18;RPLP1;RPS6;RPS17;RPS24;RPL23;RPS2;RPL13;RPL10A;RPL38;RPL8;RPL27;RPL27A;RPL6;RPS15A;RPS14;RPS23;RPS12;RPLP2;RPL12;RPL19;RPL39;RPL32;GAPDH;RPS21;RPL4;RPS27A;RPS3;RPS29;RPS20;RPS16;RPS19;RPL30;RPL35;RPL23A;RACK1;RPL36;RPS7;RPL34;RPL29;RPS5	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
NPM1_high_specific	NPM1	high_specific	0	658			False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
AES_pearson_cldn4_high	AES	pearson_cldn4_high	50	486	0.388	RPL37A;RPLP1;RPL13A;GSTP1;RPL31;RPL8;RPS18;RPS12;RPS8;RPS24;EEF1A1;RPL13;RPS4X;RPS29;RPL38;RPL39;RPS15A;RPL19;RPL36;RPL37;RPS17;RPS5;RPL11;RPL23A;RPS28;RPL23;RPL10A;RPL35A;RPL35;RPL12;PPIA;RPS19;ATP5MC2;RPS27A;RPL29;RPL4;RPL27;RPS20;RPLP0;COX7C;RPS27;RPS21;RPL9;RPS16;EEF2;RPS2;RPL27A;RPL30;COX6C;COX4I1	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
AES_high_specific	AES	high_specific	0	486			False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
RARG_pearson_cldn4_high	RARG	pearson_cldn4_high	50	479	0.293	JUP;DSP;PERP;KRT19;SDC1;TACSTD2;ANXA2;PKP1;FAM129B;PLS3;RAP2B;CSTB;ACTN4;EMP1;MAL2;NET1;HSPB1;CTNND1;TMEM41A;EIF4G1;DSC2;CD9;SERPINB5;CLDN1;PRKCI;SFN;HSP90AB1;CAPNS1;DSC3;KLF5;LAD1;LMNA;ATP2A2;LRRC8A;ANXA1;ABLIM1;HMGA1;IGF2BP2;NECTIN1;EIF4G2;RNF187;CDH1;DDR1;BICD2;PARD3;AHNAK;MYH14;MAPK6;DSTN;SET	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
RARG_high_specific	RARG	high_specific	0	479			False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
