contrast_id	accession	gene	perturbation	species	tissue_or_model	assay	contrast_class	n_kd	n_ctrl	target_log2fc	target_p_sample	nhej_delta	nhej_median	nhej_p	nhej_q	nhej_n_genes	ifn_alpha_delta	ifn_alpha_median	ifn_alpha_p	ifn_alpha_q	ifn_alpha_n_genes	ifn_gamma_delta	ifn_gamma_median	ifn_gamma_p	dna_repair_delta	dna_repair_median	dna_repair_p	pattern	note
GSE159914_Cldn3KO_vs_WT_48h_hepatectomy	GSE159914	CLDN3	germline knockout, regenerating liver	mouse	liver 48 h after two-thirds hepatectomy	RNA-seq counts	genetic_ko_rnaseq	3	3	-3.6276169270179754	9.360140722048928e-05	-0.045861271923271385	-0.05129037020978422	0.24950957848339766	0.5989207808719524	14	-0.02891362090026739	-0.03999271726825704	0.6132303143637804	0.6132303143637804	91	-0.048145567170534864	-0.06777822321596894	0.35935246852317143	-0.06351902709232515	-0.07335123052058101	0.1226148068153424	joint_pattern_absent	Regeneration is a second factor. Not a cancer knockdown.
GSE159914_Cldn3KO_vs_WT_aged_liver	GSE159914	CLDN3	germline knockout, aged	mouse	aged female liver, baseline	RNA-seq counts	genetic_ko_rnaseq	3	3	-3.310715059069345	0.0032838624759183557	0.06951370357471509	0.06278167477265639	0.7130408039122966	0.8916881469701287	14	0.07440629687102351	0.05183772924029695	0.8916881469701287	0.8916881469701287	91	0.1343043752194948	0.10957342293596284	0.8213599647944757	0.12159655643734357	0.09530204886720561	0.5847090147464415	joint_pattern_absent	Separate aged cohort in the same series.
GSE274940_EpH4_allCldnNull_vs_WT	GSE274940	CLDN4	deletion of the entire claudin family, not CLDN4 alone	mouse	EpH4 mammary epithelial cells	RNA-seq counts	all_claudin_null	3	3	0.32106980611919234	0.3607992234476427	0.019094195624561827	-0.0708881263603156	0.8442167190809303	0.8442167190809303	14	-0.1635186127386774	0.0	0.30061531633066113	0.7462254805835357	91	-0.11205400938877919	0.0	0.1538172332947898	0.04636227051775865	0.00974311931362859	0.5969803844668286	invalid_target_not_down	Comparator only. Every claudin is gone, so a CLDN4-specific claim cannot be read from it.
GSE273512_shCldn7_pooled_vs_shControl	GSE273512	CLDN7	shRNA, two hairpins pooled	mouse	MMTV-Neu mammary organoids in collagen	RNA-seq counts	genetic_kd_rnaseq	8	4	-2.1176380547399702	3.653913147750663e-05	-0.011698324967387208	0.01378824458134531	0.8083300794015615	0.9112026021873416	14	0.10018130932789315	0.08953360341699224	0.5589443029412972	0.9112026021873416	91	0.08304482036991434	0.07281353281657979	0.30083738637704216	0.026019858937850415	0.019432508212513966	0.6471271756744349	joint_pattern_absent	Pooled hairpins. sh1 and sh2 are also scored separately for concordance.
GSE273512_sh1Cldn7_vs_shControl	GSE273512	CLDN7	shRNA hairpin 1	mouse	MMTV-Neu mammary organoids in collagen	RNA-seq counts	genetic_kd_rnaseq	4	4	-2.0233272613479754	4.424638102296054e-05	-0.019608689016583192	-0.039630960295283124	0.6978171733756284	0.9404793092057406	14	0.01645515012401777	0.007138692449144557	0.9430254289679416	0.9430254289679416	91	0.03545235119002399	0.0208263245930769	0.7523834473645925	0.044527824489439816	0.022167967453977866	0.5353017399956281	joint_pattern_absent	4 vs 4
GSE273512_sh2Cldn7_vs_shControl	GSE273512	CLDN7	shRNA hairpin 2	mouse	MMTV-Neu mammary organoids in collagen	RNA-seq counts	genetic_kd_rnaseq	4	4	-2.211948848131965	2.8665411904959455e-05	-0.003787960918190336	-0.0013182289327271501	0.9376647166416137	0.9376647166416137	14	0.18390746853176854	0.18286380510421374	0.35692858339265165	0.5948809723210862	91	0.1306372895498047	0.09867884721406406	0.2371169996666994	0.007511893386261015	0.0014602680725364081	0.9019439442154679	joint_pattern_absent	4 vs 4
GSE26055_OVCA420_siCLDN7_vs_ctrl	GSE26055	CLDN7	siRNA	human	OVCA420 ovarian cancer cells	Illumina HumanRef-8 array	genetic_kd_array	2	2	-2.68350372522918	0.023655198527365785	0.058378717468343666	0.02804171691653279	0.8116079587762254	0.8651003842436982	12	0.04930717301721188	0.0391758277068881	0.8651003842436982	0.8651003842436982	92	0.06096005761654766	0.03360147891160015	0.814103894015148	0.06934576776068546	0.05506209769178483	0.7917488851099309	joint_pattern_absent	n=2 vs 2. Series matrix values are empty; non-normalized AVG_Signal was log2-transformed. Call capped at direction_only.
GSE26055_OVCAR2_siCLDN7_vs_ctrl	GSE26055	CLDN7	siRNA	human	OVCAR2 ovarian cancer cells	Illumina HumanRef-8 array	genetic_kd_array	2	2	-3.1566966439392417	0.011702443082183095	-0.24149968574167424	-0.23350468592525475	0.24875083715233934	0.5278223060644117	12	0.14222802202973206	0.030416879823944587	0.32566308138996775	0.5278223060644117	92	-0.0083165394507283	-0.03379086729856251	0.9514375015530476	-0.36779579710968413	-0.35653351743420103	0.27278232533186747	joint_pattern_absent	n=2 vs 2. Series matrix values are empty; non-normalized AVG_Signal was log2-transformed. Call capped at direction_only.
GSE256329_Cldn7KO_vs_WT_small_intestine	GSE256329	CLDN7	germline knockout	mouse	postnatal day-3 small intestine	Agilent SurePrint G3 mouse array	genetic_ko_array	2	2	-2.849112420689858	0.06115905368329472	-0.4360064888464521	-0.46568011783241214	0.12438365607033028	0.59731904242221	12	-0.12766306332460609	-0.21992619894323262	0.7206648438948493	0.9008310548685616	85	0.03416039852723429	-0.09921615959686214	0.9020150078179188	-0.05550250918203936	-0.1136561506309306	0.358391425453326	joint_pattern_absent	n=2 vs 2 whole-tissue array. Not a cancer knockdown.
GSE256329_Cldn7KO_vs_WT_large_intestine	GSE256329	CLDN7	germline knockout	mouse	postnatal day-3 large intestine	Agilent SurePrint G3 mouse array	genetic_ko_array	2	2	-2.290592953461873	0.03191593264655548	-0.04973248032875155	-0.03818845838179197	0.5444037556826614	0.6805046946033267	12	0.17355260418599627	0.11533346955795665	0.3392223479461532	0.5653705799102553	85	0.19979826379905674	0.11535756372795847	0.19586037754810995	0.06698153684496333	0.05700010236754416	0.256015002102961	joint_pattern_absent	n=2 vs 2 whole-tissue array. Not a cancer knockdown.
GSE207704_T47D_CLDN4KO_vs_WT	GSE207704	CLDN4	CRISPR knockout, group-mean FPKM	human	T47D breast cancer cells	RNA-seq group-mean FPKM	genetic_ko_author_table	1	1	-1.0474339423397305		0.055105277331146674	0.07081758226765356			11	-0.37259196936972083	-0.2226880985478621			60	-0.20855670767071377	-0.07813197303019259		-0.05035753710217339	-0.0031059407633691194		joint_pattern_absent	One deposited FPKM per genotype. No replicate-level p. Gene-set p in the module table is across genes, not mice or cultures.
GSE207704_MCF7_CLDN4KO_vs_WT	GSE207704	CLDN4	CRISPR knockout, group-mean FPKM	human	MCF7 breast cancer cells	RNA-seq group-mean FPKM	genetic_ko_author_table	1	1	-0.7527794631275837		0.05288695664283072	0.10769418571341305			11	0.015159590540068546	0.046679615954189346			60	-0.021519906492101892	0.021851707874251503		0.04174573267774484	0.052326184349605676		joint_pattern_absent	One deposited FPKM per genotype. No replicate-level p. Gene-set p in the module table is across genes, not mice or cultures.
GSE50927_naiveLung_Cldn4KO_vs_WT	GSE50927	CLDN4	germline knockout, author edgeR	mouse	naive whole lung	author edgeR logFC	genetic_ko_author_table	1	0	-6.061296179		-0.02619891958333333	-0.0150246665			12	0.29617212856321834	0.186874897			87	0.24874786707692306	0.168144945		0.06770708813475178	0.060488652		joint_pattern_absent	GEO lists one library per condition. logFC is the author table (KO vs WT). One-sample gene tests are not biological-replicate tests. IFN-up on this series was already reported in the mouse Cldn4 KO audit.
GSE22493_CLDN4KD_vs_CLDN4OE	GSE22493	CLDN4	siRNA lentivirus versus CLDN4 overexpression, two-color array	human	SKOV-3-IP-Luc	two-color microarray log ratio	confounded_kd_vs_overexpression	3	0	-1.22505		-0.08031481481481484	0.35941666666666655	0.746679007800353	0.8256684055633609	9	-0.0542511861438727	-0.02120833333333333	0.8256684055633609	0.8256684055633609	68	-0.10067874568006657	-0.06495000000000002	0.7772925559406327	0.1470460569036227	0.2065	0.42458643531400464	joint_pattern_absent	Channel 2 is CLDN4 knockdown and channel 1 is CLDN4 overexpression. This is not knockdown versus parental cells.
