interaction_name	prob_high_207422	prob_low_207422	delta_prob_207422	pval_high_207422	pval_low_207422	sig_high_207422	sig_low_207422	sig_207422	detected_207422	prob_high_131907	prob_low_131907	delta_prob_131907	pval_high_131907	pval_low_131907	sig_high_131907	sig_low_131907	sig_131907	detected_131907	pathway_name	annotation	ligand	receptor	ligand_genes	receptor_genes	ligand_class	arm_207422	arm_131907	concordance	sig_either	mean_delta	abs_mean_delta	key_pair	n_mal_high_207422	n_mal_low_207422	n_tnk_207422	n_patients_207422	n_mal_high_131907	n_mal_low_131907	n_tnk_131907	n_patients_131907	n_patients_pair
CEACAM1_CEACAM6	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	CEACAM	Cell-Cell Contact	CEACAM1	CEACAM6	CEACAM1	CEACAM6	barrier	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
CEACAM1_CEACAM8	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	CEACAM	Cell-Cell Contact	CEACAM1	CEACAM8	CEACAM1	CEACAM8	barrier	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
CEACAM5_CEACAM6	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	CEACAM	Cell-Cell Contact	CEACAM5	CEACAM6	CEACAM5	CEACAM6	barrier	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
CEACAM6_CEACAM6	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	CEACAM	Cell-Cell Contact	CEACAM6	CEACAM6	CEACAM6	CEACAM6	barrier	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
CEACAM8_CEACAM6	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	CEACAM	Cell-Cell Contact	CEACAM8	CEACAM6	CEACAM8	CEACAM6	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
CGA_FSHR										0.0	0.0	0.0	1.0	1.0	False	False	False	False	FSH	Secreted Signaling	CGA	FSHR	CGA	FSHR	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
CGA_LHCGR										0.0	0.0	0.0	1.0	1.0	False	False	False	False	LHB	Secreted Signaling	CGA	LHCGR	CGA	LHCGR	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
CGA_TSHR										0.0	0.0	0.0	1.0	1.0	False	False	False	False	TSH	Secreted Signaling	CGA	TSHR	CGA	TSHR	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
CHAD_ITGA2_ITGB1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	CHAD	ECM-Receptor	CHAD	ITGA2_ITGB1	CHAD	ITGA2|ITGB1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
CLCF1_CNTFR_LIFR										0.0	0.0	0.0	1.0	1.0	False	False	False	False	LIFR	Secreted Signaling	CLCF1	CNTFR_LIFR	CLCF1	IL6ST|LIFR|CNTFR	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
CLDN11_CLDN11	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	CLDN	Cell-Cell Contact	CLDN11	CLDN11	CLDN11	CLDN11	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
CLDN1_CLDN1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	CLDN	Cell-Cell Contact	CLDN1	CLDN1	CLDN1	CLDN1	barrier	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
CLDN2_CLDN2										0.0	0.0	0.0	1.0	1.0	False	False	False	False	CLDN	Cell-Cell Contact	CLDN2	CLDN2	CLDN2	CLDN2	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
CLDN3_CLDN3	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	CLDN	Cell-Cell Contact	CLDN3	CLDN3	CLDN3	CLDN3	barrier	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
CLEC1B_KLRB1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	CLEC	Cell-Cell Contact	CLEC1B	KLRB1	CLEC1B	KLRB1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
CLEC2A_KLRB1										0.0	0.0	0.0	1.0	1.0	False	False	False	False	CLEC	Cell-Cell Contact	CLEC2A	KLRB1	CLEC2A	KLRB1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
CLEC2C_KLRB1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	CLEC	Cell-Cell Contact	CD69	KLRB1	CD69	KLRB1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
CLEC2L_KLRB1										0.0	0.0	0.0	1.0	1.0	False	False	False	False	CLEC	Cell-Cell Contact	CLEC2L	KLRB1	CLEC2L	KLRB1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
CNTF_CNTFR_LIFR										0.0	0.0	0.0	1.0	1.0	False	False	False	False	LIFR	Secreted Signaling	CNTF	CNTFR_LIFR	CNTF	IL6ST|LIFR|CNTFR	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
CNTN1_NOTCH1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	CNTN	Cell-Cell Contact	CNTN1	NOTCH1	CNTN1	NOTCH1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
CNTN1_NOTCH2	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	CNTN	Cell-Cell Contact	CNTN1	NOTCH2	CNTN1	NOTCH2	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
CNTN1_NRCAM	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	CNTN	Cell-Cell Contact	CNTN1	NRCAM	CNTN1	NRCAM	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
CNTN2_CNTN2	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	CNTN	Cell-Cell Contact	CNTN2	CNTN2	CNTN2	CNTN2	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
CNTN2_CNTN2_CNTNAP2	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	CNTN	Cell-Cell Contact	CNTN2	CNTN2_CNTNAP2	CNTN2	CNTN2|CNTNAP2	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
CNTN2_L1CAM	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	CNTN	Cell-Cell Contact	CNTN2	L1CAM	CNTN2	L1CAM	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL1A1_GP6	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL1A1	GP6	COL1A1	GP6	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL1A1_ITGA10_ITGB1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL1A1	ITGA10_ITGB1	COL1A1	ITGA10|ITGB1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL1A1_ITGA11_ITGB1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL1A1	ITGA11_ITGB1	COL1A1	ITGB1|ITGA11	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL1A1_ITGA2_ITGB1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL1A1	ITGA2_ITGB1	COL1A1	ITGA2|ITGB1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL1A1_ITGA3_ITGB1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL1A1	ITGA3_ITGB1	COL1A1	ITGA3|ITGB1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL1A1_ITGA9_ITGB1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL1A1	ITGA9_ITGB1	COL1A1	ITGA9|ITGB1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL1A1_ITGAV_ITGB8	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL1A1	ITGAV_ITGB8	COL1A1	ITGAV|ITGB8	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL1A1_SDC1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL1A1	SDC1	COL1A1	SDC1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL1A1_SDC4	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL1A1	SDC4	COL1A1	SDC4	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL1A2_CD44	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL1A2	CD44	COL1A2	CD44	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL1A2_GP6	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL1A2	GP6	COL1A2	GP6	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL1A2_ITGA10_ITGB1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL1A2	ITGA10_ITGB1	COL1A2	ITGA10|ITGB1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL1A2_ITGA11_ITGB1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL1A2	ITGA11_ITGB1	COL1A2	ITGB1|ITGA11	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL1A2_ITGA1_ITGB1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL1A2	ITGA1_ITGB1	COL1A2	ITGB1|ITGA1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL1A2_ITGA2_ITGB1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL1A2	ITGA2_ITGB1	COL1A2	ITGA2|ITGB1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL1A2_ITGA3_ITGB1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL1A2	ITGA3_ITGB1	COL1A2	ITGA3|ITGB1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL1A2_ITGA9_ITGB1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL1A2	ITGA9_ITGB1	COL1A2	ITGA9|ITGB1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL1A2_ITGAV_ITGB8	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL1A2	ITGAV_ITGB8	COL1A2	ITGAV|ITGB8	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL1A2_SDC1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL1A2	SDC1	COL1A2	SDC1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL1A2_SDC4	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL1A2	SDC4	COL1A2	SDC4	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL2A1_CD44	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL2A1	CD44	COL2A1	CD44	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL2A1_GP6	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL2A1	GP6	COL2A1	GP6	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL2A1_ITGA10_ITGB1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL2A1	ITGA10_ITGB1	COL2A1	ITGA10|ITGB1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL2A1_ITGA11_ITGB1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL2A1	ITGA11_ITGB1	COL2A1	ITGB1|ITGA11	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL2A1_ITGA1_ITGB1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL2A1	ITGA1_ITGB1	COL2A1	ITGB1|ITGA1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL2A1_ITGA2_ITGB1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL2A1	ITGA2_ITGB1	COL2A1	ITGA2|ITGB1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL2A1_ITGA3_ITGB1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL2A1	ITGA3_ITGB1	COL2A1	ITGA3|ITGB1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL2A1_ITGA9_ITGB1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL2A1	ITGA9_ITGB1	COL2A1	ITGA9|ITGB1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL2A1_ITGAV_ITGB8	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL2A1	ITGAV_ITGB8	COL2A1	ITGAV|ITGB8	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL2A1_SDC1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL2A1	SDC1	COL2A1	SDC1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL2A1_SDC4	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL2A1	SDC4	COL2A1	SDC4	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL3A1_ADGRG1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	ADGRG	Cell-Cell Contact	COL3A1	ADGRG1	COL3A1	ADGRG1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL4A1_ADGRG6	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	ADGRG	Cell-Cell Contact	COL4A1	ADGRG6	COL4A1	ADGRG6	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL4A1_CD44	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL4A1	CD44	COL4A1	CD44	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL4A1_GP6	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL4A1	GP6	COL4A1	GP6	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL4A1_ITGA10_ITGB1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL4A1	ITGA10_ITGB1	COL4A1	ITGA10|ITGB1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL4A1_ITGA11_ITGB1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL4A1	ITGA11_ITGB1	COL4A1	ITGB1|ITGA11	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL4A1_ITGA1_ITGB1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL4A1	ITGA1_ITGB1	COL4A1	ITGB1|ITGA1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL4A1_ITGA2_ITGB1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL4A1	ITGA2_ITGB1	COL4A1	ITGA2|ITGB1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL4A1_ITGA3_ITGB1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL4A1	ITGA3_ITGB1	COL4A1	ITGA3|ITGB1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL4A1_ITGA9_ITGB1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL4A1	ITGA9_ITGB1	COL4A1	ITGA9|ITGB1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL4A1_ITGAV_ITGB8	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL4A1	ITGAV_ITGB8	COL4A1	ITGAV|ITGB8	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL4A1_SDC1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL4A1	SDC1	COL4A1	SDC1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL4A1_SDC4	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL4A1	SDC4	COL4A1	SDC4	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL4A2_ADGRG6	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	ADGRG	Cell-Cell Contact	COL4A2	ADGRG6	COL4A2	ADGRG6	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL4A2_CD44	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL4A2	CD44	COL4A2	CD44	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL4A2_GP6	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL4A2	GP6	COL4A2	GP6	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL4A2_ITGA10_ITGB1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL4A2	ITGA10_ITGB1	COL4A2	ITGA10|ITGB1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL4A2_ITGA11_ITGB1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL4A2	ITGA11_ITGB1	COL4A2	ITGB1|ITGA11	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL4A2_ITGA1_ITGB1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL4A2	ITGA1_ITGB1	COL4A2	ITGB1|ITGA1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL4A2_ITGA2_ITGB1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL4A2	ITGA2_ITGB1	COL4A2	ITGA2|ITGB1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL4A2_ITGA3_ITGB1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL4A2	ITGA3_ITGB1	COL4A2	ITGA3|ITGB1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL4A2_ITGA9_ITGB1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL4A2	ITGA9_ITGB1	COL4A2	ITGA9|ITGB1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL4A2_ITGAV_ITGB8	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL4A2	ITGAV_ITGB8	COL4A2	ITGAV|ITGB8	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL4A2_SDC1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL4A2	SDC1	COL4A2	SDC1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL4A2_SDC4	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL4A2	SDC4	COL4A2	SDC4	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL4A3_ADGRG6	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	ADGRG	Cell-Cell Contact	COL4A3	ADGRG6	COL4A3	ADGRG6	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL4A3_CD44	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL4A3	CD44	COL4A3	CD44	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
COL4A3_GP6	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	COLLAGEN	ECM-Receptor	COL4A3	GP6	COL4A3	GP6	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
