source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank
Epi_TACSTD2low,T_cell,CXCL9,ADRA2A,3.0052884,0.0,3.5867763,0.5915081826537818,1.53035010185001,0.145081,0.718237,3.143397182918395e-08,0.0007436796855357486
Epi_TACSTD2low,T_cell,CXCL11,GRM7,2.990087,0.0,3.5715141,0.597819287927634,1.6474102417524552,0.15451548,0.7178053,3.143397182918395e-08,0.0008118062859246632
Epi_TACSTD2low,T_cell,CXCL11,ADRA2A,2.9895298,0.0,3.5656018,0.5908956746487061,1.5244856804813671,0.14681683,0.7176375,3.143397182918395e-08,0.0008293012992009652
Epi_TACSTD2low,T_cell,CXCL16,MTNR1A,3.0191143,0.0,3.5075426,0.6263279637998456,1.7272349276268817,0.15539956,0.7159712,3.143397182918395e-08,0.0010536831817957656
Epi_TACSTD2low,T_cell,CXCL10,GRM7,2.9642453,0.0,3.5367339,0.6005148374553969,1.6517025327004173,0.15671699,0.7168131,3.143397182918395e-08,0.0010936693208583518
Epi_TACSTD2low,T_cell,CXCL9,MTNR1A,2.9949167,0.0,3.4760327,0.5871542769828875,1.5813194986321286,0.14425446,0.7150528,3.143397182918395e-08,0.0011139395213425956
Epi_TACSTD2low,T_cell,CXCL10,ADRA2A,2.9636884,0.0,3.530879,0.593591224176469,1.5287779714293293,0.14890866,0.7166449,3.143397182918395e-08,0.0011343946109709493
Epi_TACSTD2low,T_cell,CXCL10,TLR4,2.9624553,0.0,3.5179186,0.5989761386872315,1.5837652150727086,0.15306728,0.7162714,3.143397182918395e-08,0.001175858372239027
Epi_TACSTD2low,T_cell,CXCL11,MTNR1A,2.9791582,0.0,3.455512,0.5865417689778117,1.5754550772634857,0.1459804,0.71444917,3.143397182918395e-08,0.0011968671515690677
Epi_TACSTD2low,T_cell,CCL5,GRM7,2.9566703,0.0,3.5265381,0.41716786635987535,0.8462170973313095,0.10199047,0.71652,7.1844994218966e-08,0.0012610008166843377
Epi_TACSTD2low,T_cell,CCL5,ADRA2A,2.956113,0.0,3.5207005,0.4102442530809474,0.7232925360602214,0.09690886,0.7163517,1.4206985385069157e-07,0.0012827475555069038
Epi_TACSTD2low,T_cell,CXCL10,MTNR1A,2.9533167,0.0,3.4218616,0.5892373185055747,1.5797473682114478,0.1480603,0.71344984,3.143397182918395e-08,0.0013490941767755676
Epi_TACSTD2low,T_cell,CCL5,SDC1,2.9457705,0.0,3.412302,0.4120415819882316,0.6907797705363681,0.09760956,0.71316385,1.4206985385069157e-07,0.001486761871196307
Epi_TACSTD2low,T_cell,CCL5,MTNR1A,2.9457414,0.0,3.411997,0.40589034741005303,0.7742619328423399,0.09635676,0.71315473,1.5980820956243286e-07,0.001534123734220923
Epi_TACSTD2high,T_cell,CCL5,GRM7,1.5939053,1.0,1.6923826,-0.09316389205335585,-0.5460198177371307,0.048945136,0.6364931,1.0,0.0029896322080335347
Epi_TACSTD2high,T_cell,CCL5,ADRA2A,1.5933483,1.0,1.689581,-0.10008750533228375,-0.6689443790082188,0.046506476,0.63630134,1.0,0.0030229198109275766
Epi_TACSTD2high,T_cell,CCL5,SDC1,1.5830057,1.0,1.6375607,-0.0982901764249996,-0.7014571445320721,0.04684274,0.6326751,1.0,0.0032264675444872055
Epi_TACSTD2high,T_cell,CCL5,MTNR1A,1.5829766,1.0,1.6374143,-0.10444141100317814,-0.6179749822261003,0.04624152,0.6326647,1.0,0.003261028632450212
Epi_TACSTD2high,T_cell,CXCL9,KIR2DL3,1.4588524,0.617,1.560364,-0.008825761618024059,-0.5028482310484694,0.05971013,0.6270462,1.0,0.0036166232203324175
Epi_TACSTD2high,T_cell,CXCL9,GRM7,1.4426943,0.526,1.4888664,-0.0005215404378781409,-0.3632541528083353,0.06327594,0.6215457,1.0,0.0038012215553644415
Epi_TACSTD2high,T_cell,CXCL9,ADRA2A,1.4421372,0.597,1.4864018,-0.007445153716806041,-0.48617871407942337,0.060123254,0.62135077,1.0,0.0038386849594139426
Epi_TACSTD2high,T_cell,CXCL11,GRM7,1.4093564,0.653,1.4439967,-0.00800991001857718,-0.36257145690246695,0.062472053,0.61794,1.0,0.004262721430937063
Epi_TACSTD2high,T_cell,CXCL11,ADRA2A,1.4087994,0.704,1.4416063,-0.014933523297505082,-0.48549601817355503,0.059359424,0.6177444,1.0,0.00430235434819763
Epi_TACSTD2high,T_cell,CXCL9,MTNR1A,1.4317656,0.654,1.4405085,-0.011799059387700428,-0.43520931729730483,0.059780724,0.6176545,1.0,0.004342168586834945
Epi_TACSTD2high,T_cell,CXCL11,MTNR1A,1.3984277,0.733,1.397096,-0.019287428968399467,-0.4345266213914365,0.059021246,0.6140348,1.0,0.004584843011584077
Epi_TACSTD2high,T_cell,CXCL10,GRM7,1.3234533,0.923,1.3283792,-0.031665136948653055,-0.4025665857578349,0.05886209,0.6080412,1.0,0.005219911849742992
Epi_TACSTD2high,T_cell,CXCL10,ADRA2A,1.3228962,0.936,1.3261801,-0.03858875022758095,-0.525491147028923,0.055929326,0.6078438,1.0,0.005263689522026427
Epi_TACSTD2high,T_cell,CXCL10,TLR4,1.3216633,0.918,1.3213122,-0.033203835716818474,-0.4705039033855436,0.057491284,0.6074054,1.0,0.005307646906408298
Epi_TACSTD2high,T_cell,CXCL10,MTNR1A,1.3125246,0.955,1.2852336,-0.04294265589847534,-0.47452175024680443,0.05561069,0.6040997,1.0,0.005485271162929869
Epi_TACSTD2high,T_cell,CXCL16,GRM7,1.3111248,0.86,1.3117862,-0.02501249553655901,-0.4643502746580972,0.059517864,0.60654235,1.0,0.005530126520620031
Epi_TACSTD2high,T_cell,CXCL16,MTNR1A,1.3001962,0.915,1.2691797,-0.0362900144863813,-0.5363054391470667,0.05623024,0.60259557,1.0,0.005665768490930969
