regulon	tf	kind	n_targets	n_high_specific	mean_r	targets	elf3_given	note
NR2F1_high_specific	NR2F1	high_specific	40	64		COL3A1;EDNRB;PCDH9;ROBO2;ZFHX4;POU3F2;POU3F4;FOXG1;COL5A2;TBX2;SYT11;DLX1;ADGRL3;SALL4;GCG;DLX2;NRG1;SIX3;TWIST1;HEY1;LAMA4;CSMD3;ZEB2;GLI1;TENM3;VCAM1;TET1;JAM2;POU3F3;SALL3;PCLO;PAX6;NR2E1;JAG1;APOE;HDAC9;A2M;ERBB4;SLC2A3;HMGA2	False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
HDAC9_pearson_cldn4_high	HDAC9	pearson_cldn4_high	50	57	0.235	EDNRB;POU3F4;ROBO2;COL3A1;ZFHX4;PCDH9;SYT11;TBX2;COL5A2;SALL4;FOXG1;SIX3;HEY1;POU3F2;ADGRL3;ZEB2;LAMA4;NRG1;POU3F3;PAX6;TUBB2B;TWIST1;DLX1;DLX2;GCG;GLI1;CSMD3;SOX2;RAB32;CDKN2A;VIM;SALL3;JAM2;VCAM1;TENM3;NR2F1;NR2E1;ID4;ERBB4;TYMS;KCNQ2;PCLO;CRMP1;MEIS2;TET1;A2M;DLK2;EMP3;JAG1;NPAS3	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
HDAC9_high_specific	HDAC9	high_specific	49	57		EDNRB;POU3F4;ROBO2;COL3A1;ZFHX4;PCDH9;SYT11;TBX2;COL5A2;SALL4;FOXG1;SIX3;HEY1;POU3F2;ADGRL3;ZEB2;LAMA4;NRG1;POU3F3;PAX6;TUBB2B;TWIST1;DLX1;DLX2;GCG;GLI1;CSMD3;SOX2;RAB32;VIM;SALL3;JAM2;VCAM1;TENM3;NR2F1;NR2E1;ID4;ERBB4;TYMS;KCNQ2;PCLO;CRMP1;MEIS2;TET1;A2M;DLK2;EMP3;JAG1;NPAS3	False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
HIF3A_pearson_cldn4_high	HIF3A	pearson_cldn4_high	50	56	0.295	TAC3;MS4A15;ATP6V1B1;GTSF1;CCK;SLC7A10;ALPPL2;PHACTR2;XAGE2;UPK2;AXL;CLDN6;COL2A1;MDFI;ADRB1;HIST1H2AE;IGF2BP2;WIF1;MSLN;THSD7A;LIPH;BASP1;TPM2;SERPING1;EFEMP1;PLAGL1;HIST1H2AC;WDR11;CLIC5;TACC2;PPP1R14A;CRABP1;DMD;FBXO17;PLEKHA1;CYP2S1;ARID3A;FGFR2;NPNT;CHPT1;HIST1H1C;SERTAD3;METTL10;SLC2A3;APOE;C5orf42;CLDN9;CCDC186;POLR2A;AGER	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
HIF3A_high_specific	HIF3A	high_specific	1	56		SERTAD3	False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
HMGA2_pearson_cldn4_high	HMGA2	pearson_cldn4_high	50	47	0.209	COL3A1;EDNRB;COL5A2;MDFI;HEY1;TRPM8;TBX2;HP;FOXG1;LINC00922;IGF2BP2;SIX3;LAMA4;ID4;SYT11;ROBO2;VIM;ZFHX4;PCDH9;TUBB;SLC2A3;SALL4;GCG;POU3F4;JAG1;TWIST1;TYMS;STMN1;ADGRL3;DLX2;TPM2;DLX1;FBXO17;APOC1;APOE;NR2F1;TENM3;SERBP1;PAX6;NRG1;POU3F2;PLBD1;GTSF1;KCNQ2;JAM2;DDAH2;HMGA1;CSMD3;SLC7A10;CLDN6	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
HMGA2_high_specific	HMGA2	high_specific	28	47		EDNRB;HEY1;TBX2;FOXG1;SIX3;LAMA4;SYT11;ROBO2;VIM;ZFHX4;PCDH9;SALL4;GCG;POU3F4;JAG1;TWIST1;TYMS;ADGRL3;DLX2;DLX1;NR2F1;TENM3;PAX6;NRG1;POU3F2;KCNQ2;JAM2;CSMD3	False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
ID3_pearson_cldn4_high	ID3	pearson_cldn4_high	50	40	0.217	ID1;ID4;EDNRB;HEY1;ID2;GCG;COL3A1;NRG1;ATP5C1;STMN1;APOE;PTMS;SIX3;COL5A2;TUSC3;DLX2;SLC2A3;SOX2;PCDH9;TWIST1;RHOBTB3;ROBO2;NR2F1;CDH2;FBXO17;RBM17;PRDX1;VCAM1;LAMA4;SMC3;FOXG1;SLC7A10;DLX1;MDFI;DEFB1;GTSF1;TRPS1;MRPL15;POU3F4;MARCKS;GDI2;TBX2;SNX3;SERPING1;HIST1H1C;FGB;TAC3;SEPT7;VIM;TUBA1A	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
ID3_high_specific	ID3	high_specific	18	40		EDNRB;HEY1;GCG;COL3A1;NRG1;SIX3;COL5A2;DLX2;PCDH9;TWIST1;ROBO2;VCAM1;LAMA4;FOXG1;DLX1;POU3F4;TBX2;VIM	False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
MEIS2_pearson_cldn4_high	MEIS2	pearson_cldn4_high	50	34	0.175	EDNRB;ROBO2;ZFHX4;COL3A1;PCDH9;POU3F4;FOXG1;TWIST1;HEY1;ZEB2;POU3F2;TBX2;DLX2;SYT11;DLX1;COL5A2;SIX3;GCG;SALL4;LAMA4;NR2F1;NR2E1;HDAC9;PAX6;ADGRL3;TENM3;CSMD3;SOX2;POU3F3;JAM2;TET1;GLI1;ERBB4;NRG1;JAG1;SALL3;VCAM1;HELLS;PCLO;ID4;ARMCX2;RAB32;SEMA6A;CRMP1;VIM;EN1;TAC1;A2M;TUBB2B;EMP3	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
MEIS2_high_specific	MEIS2	high_specific	34	34		EDNRB;ROBO2;ZFHX4;COL3A1;PCDH9;POU3F4;FOXG1;TWIST1;HEY1;ZEB2;POU3F2;TBX2;DLX2;SYT11;DLX1;COL5A2;SIX3;GCG;SALL4;LAMA4;NR2F1;NR2E1;HDAC9;PAX6;ADGRL3;TENM3;CSMD3;SOX2;POU3F3;JAM2;TET1;GLI1;ERBB4;NRG1	False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
SERTAD1_pearson_cldn4_high	SERTAD1	pearson_cldn4_high	50	31	0.256	FOSB;EGR1;IER2;MAFF;EFEMP1;JUNB;PPP1R15A;JUN;TAC3;CCNL1;BRD2;CYR61;AREG;MS4A15;AGR3;FOS;HEXIM1;ZFP36;RPS19;SLC7A10;PPP1R10;EGR2;BCAM;SCGB3A2;GTSF1;SERPINA1;HIST1H2BG;CYBRD1;HOPX;BTG1;RNF5;ID2;SERTAD3;SOX4;HIST1H2AE;MDFI;SAT1;RPS16;UPK2;C11orf96;HES1;FILIP1;CCK;CITED2;VASP;PTP4A1;KLF5;RPS18;CLDN9;ALPPL2	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
SERTAD1_high_specific	SERTAD1	high_specific	0	31			False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
HOXB5_pearson_cldn4_high	HOXB5	pearson_cldn4_high	50	29	0.188	TUBB2B;EDNRB;HOXB2;GCG;PCDH9;FOXG1;HOXB8;HOXB9;VIM;POU3F4;HEY1;DLX1;SOX2;HOXB3;DLX2;SIX3;LARP6;ROBO2;ID4;HOXB4;HOXB6;HOXB-AS3;IGFBP2;TBX2;POU3F2;TUBB2A;NRG1;GPC3;LAMA4;GCNT3;VCAM1;COL5A2;PITX2;SPTSSA;ALDH1A2;RGS4;ZFHX4;TWIST1;COL3A1;ADGRL3;KRT20;ID3;HOXB7;SNX3;LDHB;ZEB2;SYT11;ASRGL1;TTC39A;ISYNA1	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
HOXB5_high_specific	HOXB5	high_specific	25	29		EDNRB;GCG;PCDH9;FOXG1;VIM;POU3F4;HEY1;DLX1;DLX2;SIX3;ROBO2;ID4;TBX2;POU3F2;NRG1;LAMA4;VCAM1;COL5A2;ZFHX4;TWIST1;COL3A1;ADGRL3;ZEB2;SYT11;ISYNA1	False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
HOXC10_pearson_cldn4_high	HOXC10	pearson_cldn4_high	50	29	0.181	COL3A1;TAC3;TPM2;TUBB2B;SLC7A10;GTSF1;PLBD1;BASP1;APOE;ID4;STMN1;MS4A15;EDNRB;MDFI;NR2E1;IGF2BP2;SYT11;TUBB;COL5A2;PPP1R14A;FBXO17;CLDN6;PRAME;WIF1;PCDH9;SLC2A3;PHACTR2;SIX3;HOXC9;MYL9;CCK;PLAGL1;HOXC8;HIST1H2AE;HOXC6;FOXG1;ARL3;POLR2A;THSD7A;TBX2;POU3F3;ISYNA1;HIF3A;HMGA2;SPAG7;ARID3A;COL2A1;APOC1;SMC3;NSMCE4A	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
HOXC10_high_specific	HOXC10	high_specific	20	29		COL3A1;TUBB2B;PLBD1;ID4;EDNRB;NR2E1;SYT11;COL5A2;PCDH9;SIX3;HOXC9;MYL9;HOXC8;HOXC6;FOXG1;TBX2;POU3F3;ISYNA1;HMGA2;APOC1	False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
ZFP64_pearson_cldn4_high	ZFP64	pearson_cldn4_high	50	21	0.149	EDNRB;SYT11;ZFHX4;ADGRL3;COL3A1;ROBO2;SIX3;SALL4;POU3F4;PCDH9;TUBB2B;COL5A2;TBX2;DLX1;NRG1;SOX2;POU3F2;FOXG1;TENM3;POU3F3;VIM;ID4;GLI1;TWIST1;HEY1;NR2E1;NR2F1;RAB32;DLX2;GCG;CSMD3;ZEB2;HDAC9;JAM2;PCLO;LAMA4;ERBB4;CRMP1;ARMCX2;VCAM1;PAX6;ISYNA1;KCNQ2;TET1;EMP3;TYMS;HOXA4;NLGN1;CHD5;SALL3	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
ZFP64_high_specific	ZFP64	high_specific	21	21		EDNRB;SYT11;ZFHX4;ADGRL3;COL3A1;ROBO2;SIX3;SALL4;POU3F4;PCDH9;TUBB2B;COL5A2;TBX2;DLX1;NRG1;SOX2;POU3F2;FOXG1;TENM3;POU3F3;VIM	False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
HOXC6_pearson_cldn4_high	HOXC6	pearson_cldn4_high	50	20	0.148	COL3A1;HOXC8;TBX2;FOXG1;EDNRB;TWIST1;SIX3;COL5A2;TUBB2B;HOXC10;ROBO2;SYT11;PCDH9;ID4;SOX2;TPM2;APOE;DLX1;SLC2A3;ZFHX4;POU3F4;NR2E1;IGF2BP2;ADGRL3;PLBD1;POU3F2;SALL4;HOXC9;TENM3;NR2F1;POU3F3;HMGA2;HEY1;DLX2;NKX2-8;NOX4;GCG;GLI1;PTMS;BEX4;TET1;DACH1;ZNF428;SEMA6A;RAB32;FAM3D;ID2;ID3;CSMD3;TFF1	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
HOXC6_high_specific	HOXC6	high_specific	20	20		COL3A1;HOXC8;TBX2;FOXG1;EDNRB;TWIST1;SIX3;COL5A2;TUBB2B;HOXC10;ROBO2;SYT11;PCDH9;ID4;SOX2;APOE;DLX1;SLC2A3;ZFHX4;POU3F4	False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
FOXC1_pearson_cldn4_high	FOXC1	pearson_cldn4_high	50	18	0.151	EDNRB;TBX2;CDKN2A;TWIST1;SIX3;POU3F4;RPS29;ZFHX4;HEY1;LAMA4;COL3A1;ROBO2;COL5A2;SYT11;FOXG1;PCDH9;DLX1;PAX6;DLX2;CSMD3;GCG;RPS27;COL1A1;IGKC;POU3F2;HDAC9;S100A2;GMDS;RPS16;RPL37;MT-ND4L;SALL4;S100A4;ADGRL3;GJA1;CRIP1;ISG15;ACTN4;SOX4;JAM2;GLI1;NDUFB1;A2M;RPS21;SEMA6A;ZEB2;MT-ND3;IFI27;SUMF2;ARL4A	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
FOXC1_high_specific	FOXC1	high_specific	18	18		EDNRB;TBX2;TWIST1;SIX3;POU3F4;ZFHX4;HEY1;LAMA4;COL3A1;ROBO2;COL5A2;SYT11;FOXG1;PCDH9;DLX1;PAX6;DLX2;CSMD3	False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
HMGA1_pearson_cldn4_high	HMGA1	pearson_cldn4_high	50	17	0.247	TUBB;RPS10;MDFI;CLDN6;C19orf33;RPS18;YBX1;RPL37;RPL37A;RPS17;STMN1;FBL;TMSB10;GTSF1;TAC3;RPS3;RPS27A;HBB;PRSS23;RPL39;RPL35A;AXL;HBA2;RPS7;PAFAH1B3;RPL22;RPS19;RPL5;SNRPB;TPM2;CFL1;UBE2E3;SNCG;CKB;RHOD;MTCH1;GLO1;RPS16;UPK2;LSM2;PPP1R14A;KLHDC3;RPL24;CDKN2A;CYP2S1;GNG5;RPL27;KRT17;USMG5;RPS25	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
HMGA1_high_specific	HMGA1	high_specific	2	17		HBB;HBA2	False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
PLAGL1_pearson_cldn4_high	PLAGL1	pearson_cldn4_high	50	16	0.264	TAC3;GTSF1;MS4A15;PHACTR2;CLDN6;SLC7A10;MDFI;SLC2A3;CCK;WIF1;PPP1R14A;UPK2;APOE;COL2A1;HIF3A;HIST1H2AE;ADRB1;ATP6V1B1;EFEMP1;IGF2BP2;ALPPL2;SERPING1;THSD7A;DMD;CRABP1;PLEKHA1;COL3A1;FBXO17;BASP1;WDR11;METTL10;TPM2;FSTL1;SMC3;HIST1H2AC;AXL;PLBD1;STMN1;CLIC5;ARID3A;LIPH;MSLN;MYL9;ID2;XAGE2;CYP2S1;AGER;NTM;KLHDC3;PHF3	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
PLAGL1_high_specific	PLAGL1	high_specific	2	16		ATP6V1B1;XAGE2	False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
HOXC9_pearson_cldn4_high	HOXC9	pearson_cldn4_high	50	16	0.149	TUBB2B;COL3A1;EDNRB;HOXB9;COL5A2;SYT11;SIX3;HOXC10;ROBO2;ID4;GCG;PCDH9;HOXB8;DLX2;HOXB6;APOE;FOXG1;HOXC8;HOXB-AS3;VCAM1;DLX1;ARMCX2;SOX2;HEY1;SNX3;PLBD1;VIM;TBX2;TWIST1;ALDH1A1;SALL4;NR2E1;HOXC6;POU3F4;POU3F3;ZFHX4;NRG1;BEX2;GLI1;HOTAIRM1;UBB;HOXB2;FBXO17;HOXB5;ID3;TYMS;NGFRAP1;ISYNA1;RAB32;LAMA4	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
HOXC9_high_specific	HOXC9	high_specific	16	16		TUBB2B;COL3A1;EDNRB;COL5A2;SYT11;SIX3;HOXC10;ROBO2;ID4;GCG;PCDH9;DLX2;APOE;FOXG1;HOXC8;VCAM1	False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
ARID3A_pearson_cldn4_high	ARID3A	pearson_cldn4_high	50	14	0.242	TAC3;GTSF1;MS4A15;SLC7A10;MDFI;CLDN6;UPK2;HIST1H2AE;ATP6V1B1;CCK;SLC2A3;PHACTR2;ALPPL2;PPP1R14A;PLEKHA1;HIF3A;IGF2BP2;BASP1;COL2A1;ADRB1;THSD7A;HIST1H2AC;AXL;CYP2S1;SMC3;WIF1;FBXO17;EFEMP1;PLAGL1;CRABP1;CLDN9;XAGE2;POLR2A;SERPING1;KCNQ1OT1;HIST1H2BC;HIST1H1C;APOE;CCDC186;DMD;METTL10;WDR11;CLIC5;FAM63B;TPM2;FGFR2;TCF7L2;SERTAD3;VASP;HIST1H2BG	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
ARID3A_high_specific	ARID3A	high_specific	2	14		ATP6V1B1;XAGE2	False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
ID2_pearson_cldn4_high	ID2	pearson_cldn4_high	50	13	0.218	GTSF1;TAC3;SLC2A3;SLC7A10;MDFI;CLDN6;ID3;PPP1R14A;MS4A15;HIST1H2AE;FBXO17;ID1;ID4;HIST1H2BG;SERTAD1;UPK2;IGF2BP2;APOE;SERPING1;PLAGL1;ADRB1;TPM2;SMC3;PHACTR2;POLR2A;METTL10;EFEMP1;WIF1;PLBD1;PLEKHA1;COL3A1;AXL;CLDN9;BRD2;CYP2S1;ARID3A;HIST1H2AC;HEY1;NGFRAP1;VASP;BASP1;SERTAD3;THSD7A;MYL9;HIST1H2BC;IER2;BEX4;EDNRB;UBB;STMN1	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
ID2_high_specific	ID2	high_specific	4	13		HEY1;MYL9;HIST1H2BC;EDNRB	False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
HOXB8_pearson_cldn4_high	HOXB8	pearson_cldn4_high	50	13	0.198	HOXB-AS3;HOXB9;HOXB6;HOXB2;HOTAIRM1;SIX3;TUBB2B;HOXB5;ACHE;NDUFA4;NMU;TFPI2;HOXB3;EDNRB;BEX2;GPX3;S100A5;FGFR1;FAM188B;FABP7;HOXB7;VIM;GPC3;HOXA5;VAMP5;HES6;SNX3;POU3F4;HEY1;PCSK1N;HOXA10;C7orf50;ROBO2;FAM177A1;ASNS;ATP1B3;FOXG1;DAP;PDCD6;PEBP1;CD320;NR2E1;NDUFB2;RNASET2;TBX2;UBB;EPHX1;HEXB;LDHB;NEU1	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
HOXB8_high_specific	HOXB8	high_specific	9	13		SIX3;EDNRB;VIM;POU3F4;HEY1;ROBO2;FOXG1;NR2E1;TBX2	False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
PPARG_pearson_cldn4_high	PPARG	pearson_cldn4_high	50	13	0.159	UPK2;TAC3;MS4A15;GTSF1;S100P;ATP6V1B1;SLC7A10;ALPPL2;CCK;CLIC5;MDFI;AXL;CYP2S1;XAGE2;HIF3A;NPNT;EFEMP1;CLDN6;PHACTR2;FGFR2;HMGA1;IFT57;TINAGL1;SHOC2;ADRB1;HIST1H2AE;THSD7A;TNNC1;MSLN;CLDN3;FSTL1;BASP1;SH3BP5;TACC2;CD47;CAV2;ARID3A;SERTAD3;ANXA1;PLEKHA1;CLDN9;PLA2G16;FABP3;RPS19;CKB;PPP1R14A;KRT7;RPL24;LSR;COL2A1	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
PPARG_high_specific	PPARG	high_specific	13	13		GTSF1;ATP6V1B1;CCK;MDFI;CYP2S1;XAGE2;HIF3A;NPNT;EFEMP1;CLDN6;TINAGL1;SHOC2;ADRB1	False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
CCND1_pearson_cldn4_high	CCND1	pearson_cldn4_high	50	11	0.322	ASS1;NAPRT;C15orf48;PSCA;FAM83A;BIRC3;LY6D;ZFAS1;EMP1;KRT7;TM4SF1;C3;TNNC2;SFN;SPATS2L;MROH6;TNFAIP2;PLEC;PHLDA2;TNFRSF12A;RHOD;PDXK;MMP7;SLC9A3R2;SPRR1B;GPRC5A;METRN;CXCL14;ONECUT3;KRT19;S100A14;GIPC1;BCAT1;RHOF;ANXA11;EFHD2;RAB11FIP1;SPRR3;MAL2;FBXO2;AP3S1;CDC42EP5;FAM102A;ITGB8;SYNGR2;ICAM1;SDC4;YWHAZ;SEMA3B;TMBIM1	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
CCND1_high_specific	CCND1	high_specific	0	11			False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
JUN_pearson_cldn4_high	JUN	pearson_cldn4_high	50	11	0.313	FOS;IER2;FOSB;DUSP1;EGR1;JUNB;ZFP36;RHOB;NEAT1;ZFP36L1;CCNL1;ELF3;KLF6;GADD45B;MALAT1;MCL1;PPP1R15A;SOX4;NFKBIZ;SAT1;SERTAD1;BRD2;BTG1;CXCL2;BTG2;DNAJB1;HES1;HEXIM1;ATF3;MYLIP;DDX5;C8orf4;CYR61;LPP;XBP1;TSC22D1;KCNQ1OT1;MAFF;NFKBIA;JUND;H3F3B;RP11-467L13;C11orf96;AGR3;SERPINA1;AQP5;IER3;PPP1R10;SOCS3;ARIH1	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
JUN_high_specific	JUN	high_specific	0	11			False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
ZFP36_pearson_cldn4_high	ZFP36	pearson_cldn4_high	50	11	0.310	EGR1;FOSB;JUNB;FOS;IER2;ATF3;CXCL2;JUN;DUSP1;RHOB;PPP1R15A;NFKBIZ;NFKBIA;BTG2;JUND;MCL1;CCNL1;NEAT1;NCOA7;IER3;MAFF;ELF3;KLF6;SOCS3;NR4A1;CXCL17;LDLR;SAT1;ICAM1;BTG1;RPS4Y1;GADD45B;C11orf96;SCGB3A1;CSRNP1;CD55;SERTAD1;SOD2;AQP5;PTP4A1;SOX4;TSC22D1;IRF1;WFDC2;MIDN;TIPARP;PNRC1;C8orf4;CXCL8;GDF15	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
ZFP36_high_specific	ZFP36	high_specific	0	11			False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
