rank	gene	uniprot	protein_name	is_bait	exclusive	stringent	n_cldn4	n_gfp	mean_lfq_cldn4	mean_lfq_gfp	log2fc	p_mod	fdr_mod	p_welch	fdr_welch	unique_peptides	razor_unique_peptides	categories	majority_protein_ids
322	BCL2L12	F6XFR8	BCL2 like 12	False	False	False	4	4	2.94992e+08	1.8729e+08	0.637172	0.0140266	0.0563672	0.0342323	0.141516	6	6		F6XFR8
323	RAB27A	Q1HE58	Ras-related protein Rab-27A	False	False	False	4	4	2.06335e+08	1.27705e+08	0.634736	0.0190508	0.0664111	0.0783074	0.211476	4	4	trafficking	Q1HE58
324	ACSL1	E2QUL3	Acyl-CoA synthetase long chain family member 1	False	False	False	4	4	5.99978e+08	3.8586e+08	0.63315	0.00536307	0.0300882	0.0014283	0.0287185	16	16		E2QUL3
325	ITPR2	F1Q0H6	Inositol 1,4,5-trisphosphate receptor type 2	False	False	False	4	4	7.6669e+07	4.95072e+07	0.632002	0.0107427	0.0481146	0.0160469	0.0897967	5	5		F1Q0H6
326	PGAM5	E2R7R9	PGAM family member 5, mitochondrial serine/threonine protein phosphatase	False	False	False	4	4	1.36685e+09	8.84138e+08	0.628988	0.00405232	0.0245283	1.66007e-05	0.00363223	16	16		E2R7R9
327	RAI1	J9P8B7	Retinoic acid induced 1	False	False	False	4	4	2.75015e+08	1.7994e+08	0.628439	0.0116951	0.0510914	0.02219	0.107178	12	12		J9P8B7;E2RE72
328	C6H16orf58	E2RSC3	Chromosome 6 C16orf58 homolog	False	False	False	4	4	3.23075e+08	2.09918e+08	0.628243	0.00570898	0.0315436	0.00245857	0.0338819	6	6		E2RSC3
329	HCCS	E2R7M2	Cytochrome c heme lyase	False	False	False	4	4	4.54475e+08	2.96978e+08	0.624579	0.00561791	0.0312773	0.00810145	0.060914	8	8		E2R7M2
330	RARS2	E2R9K6	Arginyl-tRNA synthetase 2, mitochondrial	False	False	False	4	4	3.01005e+08	1.9581e+08	0.621676	0.00485504	0.0278684	0.000172361	0.0110431	12	12		E2R9K6
331	PVR	F1PVS7	Uncharacterized protein	False	False	False	4	4	2.7993e+08	1.81808e+08	0.620833	0.0151557	0.0572734	0.0291088	0.127861	4	4	immune	F1PVS7
332	RAB33B	F1PFR1	RAB33B, member RAS oncogene family	False	False	False	4	4	4.32605e+08	2.8085e+08	0.619871	0.00664263	0.0350515	0.00222962	0.0320948	7	7	trafficking	F1PFR1
333	EHHADH	E2RNS3	Enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase	False	False	False	4	4	1.0047e+09	6.58832e+08	0.619681	0.00930429	0.0443298	0.0119134	0.074476	25	25		E2RNS3;J9JHL5
334	FAM177A1	E2RD87	Family with sequence similarity 177 member A1	False	False	False	4	4	2.21692e+08	1.45142e+08	0.617586	0.00624467	0.0337367	0.00262618	0.0346736	4	4		E2RD87
335	RPS19BP1	J9JHI1	Ribosomal protein S19 binding protein 1	False	False	False	4	4	3.05278e+08	1.99738e+08	0.61528	0.0110853	0.0490984	0.0132539	0.0794505	4	4		J9JHI1
336	BOLA3	F1PBH3	Uncharacterized protein	False	False	False	4	4	2.7781e+08	1.82158e+08	0.614017	0.0129379	0.0551817	0.0190972	0.0990156	5	5		F1PBH3
337	RAB43	E2RP90	RAB43, member RAS oncogene family	False	False	False	4	4	7.05232e+08	4.62968e+08	0.61152	0.00707271	0.0366708	0.0024152	0.0338819	12	13	trafficking	E2RP90
338	ACBD5	F1PSM6	Acyl-CoA-binding domain-containing protein 5	False	False	False	4	4	6.83288e+07	4.50378e+07	0.611288	0.0106093	0.0479291	0.01259	0.0771134	3	3		F1PSM6
339	RAB5A	P18066	Ras-related protein Rab-5A	False	False	False	4	4	5.1741e+08	3.38158e+08	0.610245	0.00843187	0.0411697	0.00446381	0.042632	8	8	trafficking	P18066
340	AUH	J9P2R5	AU RNA binding methylglutaconyl-CoA hydratase	False	False	False	4	4	2.57325e+08	1.69618e+08	0.608588	0.0110268	0.0490379	0.0120395	0.0748363	9	9		J9P2R5
341	MARVELD2	E2R3Z9	MARVEL domain containing 2	False	False	False	4	4	4.25585e+08	2.78868e+08	0.603612	0.00817832	0.0402116	0.00417417	0.0412077	12	12	TJ	E2R3Z9;J9NZ91
342	NLRX1	E2RA47	NLR family member X1	False	False	False	4	4	2.43315e+08	1.58808e+08	0.601812	0.0133576	0.0560968	0.0207906	0.104335	10	10		E2RA47
343	SPTLC2	E2RSR1	Serine palmitoyltransferase long chain base subunit 2	False	False	False	4	4	1.08114e+09	7.1377e+08	0.601174	0.00768812	0.0387842	0.00178133	0.0292487	17	17		E2RSR1
344	TOR1AIP2	J9PB64	Uncharacterized protein	False	False	False	4	4	2.41922e+08	1.59218e+08	0.600953	0.00761863	0.0386765	0.00172925	0.0292487	8	8		J9PB64
345	ANK3	F1PJ90	Ankyrin 3	False	False	False	4	4	3.01792e+08	1.9861e+08	0.596588	0.00941986	0.0447086	0.0060056	0.0507863	16	16	trafficking	F1PJ90;F1PJ98
346	TOR1AIP1	J9P4M1	Torsin 1A interacting protein 1	False	False	False	4	4	2.68385e+09	1.78802e+09	0.596437	0.00769303	0.0387842	0.0081419	0.0610085	26	26		J9P4M1;E2RCN4
347	LIAS	E2R257	Lipoyl synthase, mitochondrial	False	False	False	4	4	4.5152e+08	3.02955e+08	0.593538	0.020343	0.0695906	0.0428973	0.157015	12	12		E2R257
348	BAIAP2L1	F1PWE6	BAI1 associated protein 2 like 1	False	False	False	4	4	6.2986e+09	4.22055e+09	0.58984	0.0101706	0.0464173	0.00988596	0.0669674	38	38		F1PWE6
349	NUP35	J9P1M8	Nucleoporin NUP53	False	False	False	4	4	1.2191e+09	8.1189e+08	0.586426	0.00963565	0.0452421	0.00283731	0.0349506	10	10	IFN;immune	J9P1M8
350	SGPP1	J9NXT3	Sphingosine-1-phosphate phosphatase 1	False	False	False	4	4	1.21446e+09	8.16515e+08	0.585678	0.0237566	0.0773502	0.0488556	0.168973	12	12		J9NXT3
351	PPL	J9NU37	Periplakin	False	False	False	4	4	7.32715e+09	4.92848e+09	0.585115	0.0121134	0.0519689	0.0135299	0.0806632	109	109		J9NU37;F1Q1I3
352	UPK1B	E2QUQ7	Tetraspanin	False	False	False	4	4	7.11805e+08	4.77492e+08	0.582287	0.0120564	0.0518258	0.00868573	0.062435	4	4		E2QUQ7
353	ARL15	E2RJ01	ADP ribosylation factor like GTPase 15	False	False	False	4	4	8.60352e+08	5.6967e+08	0.581099	0.0155848	0.0580912	0.021715	0.10653	8	8		E2RJ01
354	SRSF3	F2Z4N6	Serine and arginine rich splicing factor 3	False	False	False	4	4	9.70345e+08	6.487e+08	0.579918	0.00842241	0.0411697	0.00064046	0.0194629	8	9		F2Z4N6
355	LDAH	E2RT21	Lipid droplet associated hydrolase	False	False	False	4	4	3.1665e+08	2.11612e+08	0.579408	0.00752545	0.0383816	0.000335223	0.0141051	5	5		E2RT21
356	RAC1	P62999	Ras-related C3 botulinum toxin substrate 1	False	False	False	4	4	7.54445e+08	5.06222e+08	0.578443	0.0195632	0.0675145	0.0291602	0.127861	9	9	TJ;trafficking	P62999;F1P7Q4;F1PYQ1
357	RAB6A	J9P652	Uncharacterized protein	False	False	False	4	3	6.15972e+07	1.09385e+08	0.577479	0.547535	0.655335	0.724914	0.810067	2	12	trafficking	J9P652;J9NZU8
358	GNA13	F1PZW8	G protein subunit alpha 13	False	False	False	4	4	1.49688e+08	1.02601e+08	0.575012	0.0179818	0.0637351	0.0475817	0.165778	3	4		F1PZW8
359	LPCAT4	F1PZD4	Lysophosphatidylcholine acyltransferase 4	False	False	False	4	4	7.6064e+07	5.1029e+07	0.572761	0.0157563	0.0582344	0.0145553	0.0842511	2	2		F1PZD4
360	THYN1	F1PBC6	Thymocyte nuclear protein 1	False	False	False	4	4	1.4784e+08	9.91352e+07	0.571007	0.00966748	0.0452943	0.0026919	0.0346736	6	6		F1PBC6
361	VWA8	F1PD22	von Willebrand factor A domain containing 8	False	False	False	4	4	2.0138e+09	1.3601e+09	0.566815	0.00879198	0.0425594	0.000182276	0.0110431	40	40		F1PD22
362	LSS	F1PD82	Terpene cyclase/mutase family member	False	False	False	4	4	1.57162e+08	1.05352e+08	0.566673	0.0205831	0.0698229	0.0300393	0.130409	9	9		F1PD82
363	ACAD9	F1PV09	Uncharacterized protein	False	False	False	4	4	6.50388e+08	4.37722e+08	0.566325	0.0123269	0.0526783	0.00527057	0.0478507	12	12		F1PV09
364	RPS3	E2RH47	40S ribosomal protein S3	False	False	False	4	4	3.6056e+10	2.40758e+10	0.563098	0.0150503	0.0572734	0.0265334	0.121481	38	38		E2RH47
365	ZNF185	F6XJG2	Zinc finger protein 185 with LIM domain	False	False	False	4	4	2.47092e+08	1.67012e+08	0.562861	0.0170416	0.0612266	0.0148852	0.0852587	13	13		F6XJG2;F1Q146
366	DDX47	E2RN03	DEAD-box helicase 47	False	False	False	4	4	1.6469e+08	1.12458e+08	0.562759	0.0141577	0.0563672	0.0134389	0.0803394	6	6		E2RN03
367	NRAS	F1PHV7	NRAS proto-oncogene, GTPase	False	False	False	4	4	3.85552e+08	2.6094e+08	0.561945	0.0107979	0.0482157	0.00128819	0.0279066	5	9		F1PHV7
368	DHRS7B	F1PLI4	Dehydrogenase/reductase 7B	False	False	False	4	4	7.5595e+07	4.7329e+07	0.5616	0.0575472	0.140059	0.185631	0.358011	3	3		F1PLI4
369	ARL8B	E2RE13	ADP ribosylation factor like GTPase 8B	False	False	False	4	4	5.68562e+08	3.81768e+08	0.559673	0.0263608	0.0835865	0.0469487	0.165091	7	7		E2RE13
370	ITPA	J9P4A1	Inosine triphosphate pyrophosphatase	False	False	False	4	4	2.89958e+08	1.96725e+08	0.55963	0.0236185	0.0770153	0.0339995	0.140934	7	7		J9P4A1
371	APOBR	J9P5P9	Apolipoprotein B receptor	False	False	False	4	4	3.26428e+09	2.2069e+09	0.5596	0.0129951	0.0553175	0.00536335	0.0484413	55	55		J9P5P9;F6UL53
372	FOXRED1	E2RNI5	FAD dependent oxidoreductase domain containing 1	False	False	False	4	4	3.60945e+08	2.4704e+08	0.559308	0.0151072	0.0572734	0.0147498	0.0847047	8	8		E2RNI5
373	TFAM	E2RJ35	Transcription factor A, mitochondrial	False	False	False	2	1	1.6371e+07	3.0408e+07	0.559306	0.522313	0.629306	0.695963	0.784123	2	2		E2RJ35
374	ETFB	E2QYD2	Electron transfer flavoprotein subunit beta	False	False	False	4	4	6.52838e+08	4.44348e+08	0.558725	0.0130576	0.0554077	0.00457387	0.0431363	15	15		E2QYD2
375	RUFY1	J9NZ03	RUN and FYVE domain containing 1	False	False	False	4	4	1.9702e+08	1.3486e+08	0.558012	0.0120542	0.0518258	0.010867	0.0705548	10	11		J9NZ03;F1P8C3
376	ALDH5A1	F1PP35	Aldehyde dehydrogenase 5 family member A1	False	False	False	4	4	1.84162e+09	1.26396e+09	0.556215	0.0180362	0.0637351	0.0215716	0.10653	23	23		F1PP35
377	NDUFS7	E2R6E2	NADH:ubiquinone oxidoreductase core subunit S7	False	False	False	4	4	1.54602e+08	1.05105e+08	0.556169	0.0194352	0.0672402	0.0191435	0.0990212	3	3		E2R6E2
378	CAMLG	J9NUQ0	Calcium signal-modulating cyclophilin ligand	False	False	False	4	4	1.6666e+08	1.141e+08	0.553102	0.0185214	0.0649748	0.0164541	0.0913746	4	4		J9NUQ0
379	EIF2AK3	E2QWG6	Eukaryotic translation initiation factor 2 alpha kinase 3	False	False	False	4	4	3.76982e+08	2.5985e+08	0.550901	0.016373	0.0595084	0.017106	0.0930704	15	15		E2QWG6
380	ATP5IF1	E2QYN4	ATP synthase inhibitory factor subunit 1	False	False	False	4	4	5.07498e+08	3.48382e+08	0.546906	0.0416454	0.111413	0.0859912	0.226959	5	5		E2QYN4
381	TMX3	F1PIX5	Thioredoxin related transmembrane protein 3	False	False	False	4	4	2.37982e+08	1.64815e+08	0.546622	0.0209746	0.0708217	0.026803	0.122432	4	4		F1PIX5
382	GATAD2A	E2RRI2	GATA zinc finger domain containing 2A	False	False	False	4	4	6.51522e+07	4.4116e+07	0.545254	0.0276368	0.0866321	0.0444896	0.160289	4	5		E2RRI2
383	AARS2	F1PA93	Alanyl-tRNA synthetase 2, mitochondrial	False	False	False	4	4	2.6457e+09	1.81855e+09	0.544669	0.0152153	0.0573234	0.00542966	0.0484902	28	28		F1PA93
384	TEX264	E2RAC8	Testis expressed 264	False	False	False	4	4	3.77382e+08	2.58618e+08	0.544552	0.0145131	0.0564788	0.0034948	0.0378546	7	7		E2RAC8
385	MCCC1	F6XFZ9	Methylcrotonoyl-CoA carboxylase 1	False	False	False	4	4	1.0582e+09	7.3011e+08	0.539666	0.0118155	0.0510914	0.00263347	0.0346736	23	23		F6XFZ9
386	ALG5	J9P6U5	ALG5, dolichyl-phosphate beta-glucosyltransferase	False	False	False	4	4	7.95205e+08	5.49815e+08	0.539388	0.015639	0.0580953	0.006741	0.0549647	10	10		J9P6U5;E2R422
387	SLC27A4	F1PAM6	Solute carrier family 27 member 4	False	False	False	4	4	2.60415e+08	1.7298e+08	0.538991	0.0348584	0.101558	0.100785	0.252887	7	7		F1PAM6;J9P1R3
388	MARS2	E2RA59	Methionyl-tRNA synthetase 2, mitochondrial	False	False	False	4	4	5.73405e+08	3.8981e+08	0.538668	0.0189006	0.0660615	0.0272612	0.124266	17	17		E2RA59
389	TBC1D20	J9P5A7	TBC1 domain family member 20	False	False	False	4	4	2.51422e+08	1.7293e+08	0.538376	0.0325031	0.0967576	0.0517412	0.174706	5	5	trafficking	J9P5A7
390	SLC25A13	F1PSC0	Solute carrier family 25 member 13	False	False	False	4	4	4.4839e+08	3.07515e+08	0.536072	0.016933	0.0610367	0.00912342	0.0643363	10	12		F1PSC0
391	RRAS2	F1P9Z4	RAS related 2	False	False	False	4	4	4.47515e+08	3.01235e+08	0.533831	0.0286798	0.0890091	0.0686665	0.194196	4	4		F1P9Z4
392	MFN2	E2R3M9	Mitofusin 2	False	False	False	4	4	1.8485e+08	1.28468e+08	0.5334	0.0180894	0.0637351	0.0104569	0.0693324	11	12		E2R3M9
393	VARS2	F1PUF9	Valyl-tRNA synthetase 2, mitochondrial	False	False	False	4	4	3.22418e+09	2.2298e+09	0.530936	0.0143357	0.0563672	0.00112114	0.0261747	31	31		F1PUF9;F6USV0
394	HTATIP2	F1P9J8	HIV-1 Tat interactive protein 2	False	False	False	4	4	4.2506e+09	2.9417e+09	0.530113	0.0208552	0.0705274	0.0122997	0.0760216	22	22		F1P9J8
395	SHROOM2	J9NXX4	Shroom family member 2	False	False	False	4	4	8.9763e+08	6.21492e+08	0.528909	0.0201678	0.0692735	0.0102975	0.0684833	36	37	TJ	J9NXX4;F1Q070
396	TMF1	F6Y4Y7	TATA element modulatory factor 1	False	False	False	4	4	1.11678e+08	7.79965e+07	0.527422	0.0180425	0.0637351	0.0098678	0.0669674	8	8	trafficking	F6Y4Y7
397	PITRM1	F1PQU2	Pitrilysin metallopeptidase 1	False	False	False	4	4	1.82545e+10	1.2427e+10	0.527134	0.0323628	0.0966027	0.058214	0.179338	52	52		F1PQU2
398	PMPCB	F1PUK2	Peptidase, mitochondrial processing beta subunit	False	False	False	4	4	1.323e+09	8.89698e+08	0.524374	0.0410478	0.11047	0.0949812	0.241931	12	12		F1PUK2
399	APBB2	F6XUS8	Amyloid beta precursor protein binding family B member 2	False	False	False	4	4	2.0495e+08	1.39335e+08	0.523906	0.0355146	0.102379	0.0761473	0.207227	5	5		F6XUS8;E2R1T9
400	ELAVL1	F1PSC4	ELAV-like protein	False	False	False	4	4	2.2231e+08	1.53675e+08	0.523553	0.0235392	0.0769862	0.0196132	0.100552	8	8		F1PSC4
401	CCDC34	E2RJN7	Protein lin-7 homolog	False	False	False	4	4	8.46928e+08	5.91638e+08	0.523013	0.015697	0.0581206	0.00389434	0.0399702	12	12		E2RJN7
402	NDUFS6	J9P556	NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial	False	False	False	4	4	5.16868e+08	3.60858e+08	0.522666	0.0249226	0.0802234	0.0202874	0.102514	6	6		J9P556
403	GRN	E2RHN1	Granulin precursor	False	False	False	4	4	1.22516e+08	8.09965e+07	0.521611	0.0674539	0.158869	0.178151	0.356432	5	5		E2RHN1
404	MCCC2	E2QWC9	Methylcrotonoyl-CoA carboxylase 2	False	False	False	4	4	7.99955e+09	5.6091e+09	0.519043	0.0178877	0.0636395	0.00634646	0.0525987	36	36		E2QWC9
405	KIF23	J9P721	Kinesin-like protein	False	False	False	4	4	1.07735e+08	7.3648e+07	0.518344	0.0396602	0.108958	0.0773329	0.209939	6	6	trafficking	J9P721;F1PML0
406	AFDN	J9NWX6	Afadin, adherens junction formation factor	False	False	False	4	4	4.00542e+08	2.7966e+08	0.517774	0.0239399	0.0777158	0.0146597	0.084409	16	16	TJ	J9NWX6;F1PSU6
407	PPA2	F1PXU2	Uncharacterized protein	False	False	False	4	4	5.00135e+08	3.46065e+08	0.517211	0.0204222	0.0695906	0.0210268	0.105141	12	12		F1PXU2;J9NSN3
408	SLC12A2	F1P9W5	Solute carrier family 12 member 2	False	False	False	4	4	3.59612e+08	2.51392e+08	0.516351	0.0170091	0.0612105	0.0014424	0.0287185	12	12		F1P9W5
409	AMFR	F1PK72	Autocrine motility factor receptor	False	False	False	4	4	1.04676e+08	7.33498e+07	0.516055	0.0156989	0.0581206	0.00121391	0.0271024	5	5		F1PK72
410	SLC25A12	E2RBI2	Solute carrier family 25 member 12	False	False	False	4	4	1.03838e+08	7.3516e+07	0.51584	0.0255972	0.0817616	0.0287748	0.127861	3	3		E2RBI2
411	NDUFA7	F1PLL0	Uncharacterized protein	False	False	False	4	4	7.75692e+07	5.4419e+07	0.515538	0.0158685	0.0584517	0.00256174	0.0346736	6	6		F1PLL0
412	CMPK1	F1PIG2	UMP-CMP kinase	False	False	False	4	4	2.75952e+08	1.95168e+08	0.512121	0.0232482	0.0766069	0.0197612	0.100552	7	7		F1PIG2
413	SLC25A1	F1P808	Solute carrier family 25 member 1	False	False	False	4	4	1.38795e+08	9.50908e+07	0.511979	0.0335752	0.0990346	0.0714633	0.199441	5	5		F1P808
414	HAGH	E2R7A0	Hydroxyacylglutathione hydrolase	False	False	False	4	4	8.26562e+08	5.81595e+08	0.510711	0.0193193	0.0669901	0.00368628	0.0388293	10	10		E2R7A0;J9NVH3
415	TMEM45B	E2RAJ7	Transmembrane protein 45B	False	False	False	3	3	6.5494e+07	4.04417e+07	0.510651	0.636882	0.744788	0.775025	0.852055	2	2		E2RAJ7
416	ATP6V1A	E2QYG6	ATPase H+ transporting V1 subunit A	False	False	False	4	4	1.71752e+08	1.20218e+08	0.508722	0.0359063	0.103236	0.044546	0.160289	7	7		E2QYG6
417	DBT	E2RQG4	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex	False	False	False	4	4	1.1737e+08	8.2936e+07	0.508694	0.0185303	0.0649748	0.00833698	0.061626	4	4		E2RQG4
418	ESYT2	F1P8K0	Extended synaptotagmin 2	False	False	False	4	4	2.29745e+08	1.60428e+08	0.508621	0.0239988	0.0777918	0.0159207	0.0893194	8	8		F1P8K0;J9P2V3
419	MYOF	J9P3K0	Myoferlin	False	False	False	4	4	4.52982e+09	3.18838e+09	0.508339	0.0220717	0.0735052	0.0068329	0.0549647	73	73		J9P3K0;F1PZD5;J9NXQ1
420	ODR4	E2QSA1	Odr-4 GPCR localization factor homolog	False	False	False	4	4	6.28538e+08	4.45305e+08	0.505993	0.0205695	0.0698229	0.0092862	0.0649144	14	14		E2QSA1;F6UTU8
421	GRPEL2	J9NXW4	GrpE protein homolog	False	False	False	4	4	1.16744e+08	8.34875e+07	0.501786	0.0487668	0.124944	0.081818	0.219654	6	6		J9NXW4
422	ZMPSTE24	F1PY82	Zinc metallopeptidase STE24	False	False	False	4	4	8.23615e+07	5.8021e+07	0.498122	0.046795	0.122035	0.0699785	0.197057	5	5		F1PY82
423	EEA1	J9P2D7	Early endosome antigen 1	False	False	False	4	4	1.27222e+08	8.89525e+07	0.497648	0.056619	0.139011	0.102004	0.254487	12	12		J9P2D7;F1PZD3
424	SFXN3	F1P9J9	Sideroflexin	False	False	False	4	4	2.04875e+08	1.4737e+08	0.49552	0.0418657	0.111438	0.0604913	0.180075	7	7		F1P9J9
425	EVPL	J9JH91	Envoplakin	False	False	False	4	4	2.30248e+08	1.6536e+08	0.495007	0.0334988	0.0990346	0.0386079	0.150043	8	72		J9JH91
426	NOTCH1	J9NS51	Notch 1	False	False	False	4	4	2.12132e+08	1.48925e+08	0.494622	0.0483618	0.124499	0.0754131	0.206513	7	8		J9NS51;F1PDC7
427	GLTP	F6PLL5	Uncharacterized protein	False	False	False	4	4	3.4692e+08	2.46902e+08	0.49366	0.0218384	0.0729008	0.00280875	0.0349506	14	14		F6PLL5
428	BAK1	F6PMP8	BCL2 antagonist/killer 1	False	False	False	4	4	6.7091e+08	4.74155e+08	0.493081	0.0749041	0.171793	0.146352	0.325094	6	6	immune	F6PMP8
429	PLPP6	F1PUW1	Phospholipid phosphatase 6	False	False	False	4	4	9.87912e+07	7.00658e+07	0.491238	0.0213342	0.0715982	0.00322274	0.0367258	4	4		F1PUW1
430	SIRT4	F1PU57	NAD-dependent protein lipoamidase sirtuin-4, mitochondrial	False	False	False	4	4	7.11468e+08	5.06485e+08	0.490295	0.0224168	0.0744279	0.00194903	0.0300385	11	11		F1PU57
431	SELENOS	E2QWR7	Selenoprotein S	False	False	False	4	4	1.07284e+08	7.70255e+07	0.488579	0.0270982	0.0853106	0.0166715	0.0923472	4	4	immune	E2QWR7;J9NWN3
432	EARS2	E2RMJ5	Glutamyl-tRNA synthetase 2, mitochondrial	False	False	False	4	4	9.71238e+07	7.0074e+07	0.488244	0.0357878	0.103031	0.0411697	0.154773	8	8		E2RMJ5
433	IDH3A	E2RHM4	Isocitrate dehydrogenase [NAD] subunit, mitochondrial	False	False	False	4	4	4.06275e+08	2.9596e+08	0.487941	0.0442668	0.116694	0.0758186	0.207105	9	9		E2RHM4
434	DHRS13	E2QYC8	Dehydrogenase/reductase 13	False	False	False	4	4	9.29015e+07	6.6054e+07	0.487541	0.0233	0.0766509	0.0041826	0.0412077	6	6		E2QYC8
435	LNPK	F1PB16	Lunapark, ER junction formation factor	False	False	False	4	4	9.00448e+07	6.35182e+07	0.487303	0.0340164	0.0997692	0.0347964	0.142307	4	4		F1PB16
436	CMC4	E2R6L2	Uncharacterized protein	False	False	False	3	3	5.56737e+07	3.47193e+07	0.486991	0.637785	0.745446	0.775299	0.852055	3	3		E2R6L2
437	ETFA	E2RAE2	Electron transfer flavoprotein subunit alpha	False	False	False	4	4	5.81192e+08	4.1512e+08	0.486927	0.0315051	0.0949493	0.0171556	0.0930704	14	14		E2RAE2
438	ACBD3	F1Q2J7	Acyl-CoA binding domain containing 3	False	False	False	4	4	7.28395e+08	5.11225e+08	0.485727	0.037938	0.106228	0.0593332	0.179338	11	11	trafficking	F1Q2J7
439	MIA3	F1PZC1	MIA family member 3, ER export factor	False	False	False	4	4	1.1837e+09	8.46092e+08	0.484892	0.0251881	0.0806904	0.00379395	0.039342	31	31	trafficking	F1PZC1;F1PZC3
440	SNRPC	J9PAP5	U1 small nuclear ribonucleoprotein C	False	False	False	4	4	1.61025e+08	1.1446e+08	0.484693	0.0275627	0.0865238	0.0119023	0.074476	3	3		J9PAP5;E2RGI3;J9P5W0;K9J6N9
441	RAB31	E2R5A5	RAB31, member RAS oncogene family	False	False	False	4	4	3.09932e+08	2.21448e+08	0.484634	0.022921	0.0757571	0.00132124	0.0280847	8	8	trafficking	E2R5A5
442	WDFY1	F1Q0K8	WD repeat and FYVE domain containing 1	False	False	False	4	4	1.48598e+08	1.06278e+08	0.483746	0.0402074	0.109284	0.0385572	0.150043	6	6		F1Q0K8
443	BAX	F1PAN9	BCL2 associated X, apoptosis regulator	False	False	False	4	4	3.1349e+08	2.23232e+08	0.483497	0.0332546	0.0985922	0.0210474	0.105141	3	3		F1PAN9
444	HSCB	F6UZ83	HscB mitochondrial iron-sulfur cluster cochaperone	False	False	False	4	4	1.65698e+08	1.18153e+08	0.483479	0.0552384	0.136413	0.0836037	0.223079	6	6		F6UZ83
445	RAP1A	E2R2M7	RAP1A, member of RAS oncogene family	False	False	False	4	4	3.2667e+08	2.33458e+08	0.482661	0.0300807	0.0917944	0.0117316	0.0737605	3	9	TJ	E2R2M7;F6XEB5
446	EPS8L1	E2QUI7	EPS8 like 1	False	False	False	4	4	1.29335e+09	9.2562e+08	0.482624	0.0211406	0.0712721	0.000177002	0.0110431	26	26		E2QUI7
447	LOC477072	F6V1W9	Uncharacterized protein	False	False	False	4	4	1.53378e+09	1.09874e+09	0.482581	0.0279018	0.0870886	0.00733503	0.0575957	11	11		F6V1W9
448	STX4	F6V9G5	Syntaxin 4	False	False	False	4	4	5.83492e+08	4.19795e+08	0.481984	0.0236162	0.0770153	0.00795807	0.0606639	10	10	TJ;trafficking;immune	F6V9G5
449	ABCC4	F1PNA2	ATP binding cassette subfamily C member 4	False	False	False	4	4	3.16525e+08	2.25358e+08	0.48022	0.0263978	0.0835865	0.0140703	0.0820956	14	14		F1PNA2
450	TARDBP	E2QS43	TAR DNA binding protein	False	False	False	4	4	2.93148e+09	2.1188e+09	0.479688	0.0363168	0.103742	0.0288921	0.127861	16	16		E2QS43
451		F1PK93	Uncharacterized protein	False	False	False	4	4	2.13852e+09	1.54142e+09	0.477872	0.0398863	0.109089	0.0342794	0.141516	23	23		F1PK93
452	PDF	J9NUA4	Peptide deformylase	False	False	False	4	4	3.26172e+07	2.29032e+07	0.47764	0.0441197	0.116489	0.0712144	0.199255	2	2		J9NUA4
453	STK4	F1PGB1	Serine/threonine kinase 4	False	False	False	4	4	2.06275e+08	1.47912e+08	0.477232	0.0231569	0.0764213	0.00116437	0.0267591	10	10		F1PGB1
454	AKAP1	E2RKF9	A-kinase anchoring protein 1	False	False	False	4	4	2.51805e+08	1.8125e+08	0.477076	0.0380633	0.106228	0.0276878	0.125426	9	9		E2RKF9;J9P6R4
455	SPNS1	E2RBY9	Sphingolipid transporter 1 (putative)	False	False	False	4	4	8.70548e+07	6.18652e+07	0.476997	0.0376463	0.105971	0.0366863	0.146797	4	4		E2RBY9
456	RAB5C	P51147	Ras-related protein Rab-5C	False	False	False	4	4	1.69868e+09	1.2235e+09	0.474953	0.0283148	0.0881262	0.00500068	0.0460335	10	12	trafficking	P51147
457	CD3EAP	F1PPC4	CD3e molecule associated protein	False	False	False	4	4	1.79268e+08	1.32567e+08	0.473825	0.0746636	0.171421	0.14319	0.32002	4	4		F1PPC4
458	MTPAP	E2RCU9	Mitochondrial poly(A) polymerase	False	False	False	4	4	2.72715e+08	1.9707e+08	0.470678	0.0238473	0.0775302	0.000735775	0.0206394	8	8		E2RCU9
459	TMEM201	J9P4Z5	Transmembrane protein 201	False	False	False	4	4	3.30415e+07	2.41052e+07	0.47012	0.0520912	0.13148	0.0668326	0.190461	2	2		J9P4Z5;F1PE94;J9NZB7
460	HSDL2	F1Q3R2	Hydroxysteroid dehydrogenase like 2	False	False	False	4	4	6.0998e+09	4.42665e+09	0.468219	0.0277172	0.0866362	0.00595119	0.0506661	18	18		F1Q3R2
461	EGFR	F1PF03	Receptor protein-tyrosine kinase	False	False	False	4	4	3.8573e+08	2.75778e+08	0.46703	0.0401076	0.109149	0.0380219	0.149514	11	12	TJ;trafficking;immune	F1PF03
462	HSD17B10	E2R9F5	Hydroxysteroid 17-beta dehydrogenase 10	False	False	False	4	4	3.1981e+09	2.2965e+09	0.465941	0.0350839	0.101944	0.024024	0.11353	13	13		E2R9F5
