term	es	nes	nom_p	n_set_in_rank	mean_t	lead_genes	n_lead	cohort	split	n_high	n_low	n_rank_genes	bucket	expected	primary	source	enrichr_name	n	fdr_all	fdr_primary
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.4326288833108622	1.7345717384948176	0.000999000999000999	76	0.9296639967356399	CLDN4,EPHA2,CLDN1,CLDN9,MICALL2,CLDN12,CLDN16,LSR,EPHB2,ILDR1,PLEC,CLDN8,F11R,MARVELD3,CLDN23,CLDN6,PRKCH,GRHL2,PDCD6IP,EXT1,CLDN3,POF1B,CLDN17,OCEL1	24	TCGA-LUAD	quartile	129	129	20138	TJ	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		82	0.002140716426430712	0.0014985014985014985
KRT_EPITHELIAL	0.8214571549559604	2.336742800094332	0.000999000999000999	17	4.605048049284694	KRT19,KRT16,KRT7,KRT15,KRT17,KRT14,KRT4,KRT8,KRT5,KRT6B,KRT10,KRT6A,KRT6C,KRT18,KRT20	15	TCGA-LUAD	quartile	129	129	20138	KERATIN_BARRIER	UP	True	Fixed keratin cytokeratin panel (simple + squamous; not an MSigDB set)		17	0.002140716426430712	0.0014985014985014985
HALLMARK_APICAL_JUNCTION	0.31192483503163493	1.600103288784218	0.000999000999000999	194	0.005726007154060639	MPZL2,JUP,CLDN7,CTNND1,ADAM15,CLDN4,DSC3,ITGB4,BAIAP2,ARPC2,LDLRAP1,CDH3,MYL12B,LAMB3,ITGA2,KRT31,GRB7,CLDN8,STX4,MAPK13,LAMC2,LIMA1,CAP1,CRB3,GNAI1	47	TCGA-LUSC	quartile	126	126	20224	TJ	UP	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Apical Junction	200	0.002140716426430712	0.001332001332001332
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.29828502826405434	-1.3521478330823125	0.015984015984015984	194	-1.277446966882707	COL11A1,ACTA2,IL6,BDNF,TPM2,MATN3,SERPINH1,ECM2,FZD8,INHBA,MXRA5,PLOD3,COL8A2,EFEMP2,ITGB3,COL5A2,VEGFC,ADAM12,ANPEP,NTM,POSTN,CRLF1,LOXL2,CALD1,FSTL1	87	TCGA-LUSC	quartile	126	126	20224	EMT	DOWN	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Epithelial Mesenchymal Transition	200	0.022303278117231606	0.015984015984015984
KEGG_TIGHT_JUNCTION	0.3447904854089533	1.6976785326264314	0.000999000999000999	163	0.48991465624549446	CLDN1,CLDN7,MAP3K5,TUBA4A,CLDN4,RAC1,ARPC3,ARPC2,SLC9A3R1,MYL12B,F11R,CLDN16,CLDN17,MARVELD3,EZR,ARPC5L,CLDN8,CDC42,CRB3,PARD6G,TUBAL3,TJP2,MYL12A,ARPC1A,ERBB2	68	TCGA-LUSC	quartile	126	126	20224	TJ	UP	True	Enrichr KEGG_2021_Human	Tight junction	169	0.002140716426430712	0.001332001332001332
GOBP_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	0.46020515625357156	1.7997464617908447	0.000999000999000999	45	1.1236302396743783	CLDN1,CLDN7,CLDN4,POF1B,CLDN16,CLDN17,MARVELD3,CLDN8,DLG1,MICALL2,PARD3,OCLN,RAB13,OCEL1,GRHL2,PDCD6IP,MARVELD2,FRMPD2,CLDN23	19	TCGA-LUSC	quartile	126	126	20224	TJ	UP	True	Enrichr GO_Biological_Process_2023	Bicellular Tight Junction Assembly (GO:0070830)	47	0.002140716426430712	0.001332001332001332
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.6583831777193232	2.5873756339893643	0.000999000999000999	51	3.440526363406004	TGM1,IVL,SPRR3,SPRR1A,OVOL1,EPHA2,SPRR1B,CSTA,KRT16,SPRR2F,EVPL,SCEL,ANXA1,S100A7,SPRR2B,HDAC1,ST14,SPRR2G,ADAM9,SPINK5,TGM3,KRT10,JAG1,BCR,CFLAR	25	TCGA-LUSC	quartile	126	126	20224	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Epidermal Cell Differentiation (GO:0009913)	54	0.002140716426430712	0.001332001332001332
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	-0.4655879620834288	-1.692676569467689	0.004995004995004995	46	-2.118282094769211	DDX17,NOTCH1,TGFB2,HEY1,LOXL2,LIMS1,SNAI1,DDX5,TGFBR1,SOX9,IGF1,OLFM1,HEYL,CUL7,TBX3,TRIM28,CTNNB1,HGF,LEF1,RBPJ,SMAD4,ROCK2,EOMES,ROCK1,SLC39A10	27	TCGA-LUSC	quartile	126	126	20224	EMT	DOWN	True	Enrichr GO_Biological_Process_2023	Epithelial To Mesenchymal Transition (GO:0001837)	47	0.00881471469706764	0.005994005994005994
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.7491913925383182	2.2898877669170434	0.000999000999000999	18	4.398125030406158	TMEM79,SFN,KRT16,CLDN1,CLDN4,LSR,IL18,TP63,MET,ALOXE3,ALOX12B,UGCG,ALOX12,FLG2	14	TCGA-LUSC	quartile	126	126	20224	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Establishment Of Skin Barrier (GO:0061436)	19	0.002140716426430712	0.001332001332001332
GOBP_KERATINOCYTE_DIFFERENTIATION	0.7127040639450131	2.6799760814160885	0.000999000999000999	40	4.462361769198092	TGM1,IVL,SPRR3,SPRR1A,EPHA2,SPRR1B,CSTA,KRT16,SPRR2F,EVPL,SCEL,ANXA1,S100A7,SPRR2B,ST14,SPRR2G,ADAM9,TGM3,KRT10,JAG1,BCR,CFLAR,AKR1C3,DSP,UGCG	29	TCGA-LUSC	quartile	126	126	20224	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Keratinocyte Differentiation (GO:0030216)	42	0.002140716426430712	0.001332001332001332
GOBP_KERATINIZATION	0.7267341601023027	3.1820398654010087	0.000999000999000999	78	4.117738824357737	TGM1,IVL,SPRR3,TMEM79,SPRR2D,SPRR1A,SFN,SPRR1B,KRT78,PPL,KRT6C,SPRR2E,KRT6A,KRT6B,KRT16,SPRR2F,EVPL,IL1A,KRT4,KRT80,KRT5,SPRR2B,CNFN,CDH3,SPRR4	46	TCGA-LUSC	quartile	126	126	20224	KERATIN_BARRIER	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		83	0.002140716426430712	0.001332001332001332
GOBP_CORNIFICATION	0.7056420309425405	1.7405892426051488	0.006993006993006993	8	3.077113463377878	TMEM79,KLK5,LIPK,LIPN,LIPM,CDSN	6	TCGA-LUSC	quartile	126	126	20224	KERATIN_BARRIER	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		9	0.011988011988011988	0.007628734901462175
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.4093633099973538	1.7803013209765666	0.000999000999000999	76	0.8484712903399358	EPHA2,CLDN1,CLDN7,CLDN4,MPP7,LSR,POF1B,F11R,PRKCH,CLDN16,CLDN17,MARVELD3,CLDN8,ILDR1,PLEC,DLG1,MICALL2,FZD5,SNAI2,TJP1,PARD3,EXT1,OCLN,CLDN12,RAB13	31	TCGA-LUSC	quartile	126	126	20224	TJ	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		82	0.002140716426430712	0.001332001332001332
KRT_EPITHELIAL	0.9079330576790652	2.7737314805510076	0.000999000999000999	17	5.602604781404951	KRT6C,KRT6A,KRT6B,KRT13,KRT16,KRT4,KRT5,KRT19,KRT15,KRT14,KRT17,KRT10	12	TCGA-LUSC	quartile	126	126	20224	KERATIN_BARRIER	UP	True	Fixed keratin cytokeratin panel (simple + squamous; not an MSigDB set)		17	0.002140716426430712	0.001332001332001332
