file	size_bytes	sha256
GSE297632/GSM8995912_PD_1_treatment_GEX_matrix.mtx.gz	130292635	(large_blob_not_hashed)
GSE297632_RAW.tar	242626560	(large_blob_not_hashed)
GSE330658/GSM9729952_Control-no1_S1_L001.xlsx	5290333	4328b9184f495bf4830701cba7f9c9210317d4f61fa9905453e87e2622a0df4c
GSE330658/GSM9729953_Control-no2_S1_L001.xlsx	5279737	3865d03b96314d90c3ec304d03f3afc3eb1c2506edf01332f1f16305b5cc973a
GSE330658/GSM9729954_PTX-no1_S1_L001.xlsx	5340930	55f7f8a3a4d2f95657735652e5929b812ddbe37e42413e3443ceb895562a2298
GSE330658/GSM9729955_PTX-no2_S1_L001.xlsx	5337029	83627da4f13196c21aa9be1279230655a2699926c994e63c0ed685170848daee
GSE330658/GSM9729956_anti-VEGF-no1_S1_L001.xlsx	5311649	bf2d48a131e1f0e9596052416e979fd0a580ad93b5fb2a01bbde0544edf0862e
GSE330658/GSM9729957_anti-VEGF-no2_S1_L001.xlsx	5276090	cd64c10f18e64469a55c9ed7abde3ed00117ecbbcb2a79110bcc1b8cc9103ea4
GSE330658/GSM9729958_PTX-anti-VEGF-no1.xlsx	5409987	d766fd99f69951ada2f975c9db0f1b35e92ddbb031196bcfd55bd581b4cdb7d5
GSE330658/GSM9729959_PTX-anti-VEGF-no2.xlsx	5322353	b030afec1842b26e3ccf82c8bca311cd6b8a7664c87cf82fda79693c4ecc67e0
GSE330658_RAW.tar	42577920	(large_blob_not_hashed)
MANIFEST.tsv	5328	627ad7fb079be402166b564b2e65f3fc6990054c9446a891fa014595b743ab09
PXD059688_Tumor_AA.mzTab.gz	331305	de5ea9fc2a0b350ced99b486fe196c4fa0b4ea6e1a2764d3e265cdda058d93d9

GSE309199_raw_counts.tsv.gz	519484	fbfa8b52a147908c91d1ba7931484557993db4f52e0bfa9755b642e42b868c0e
GSE330941_tpm.csv.gz	686066	99c4f364ca41e6d951e7d5e779128ddd3110a8f1b38f8683f61368466bbd92ed
GSE330941_raw_counts.csv.gz	607396	bee0b4e3f6cb95d067a98a86a35d27a6a207f913f489cdd7497e72aa102a2c27
