ligand	vs	k	n_patients_total	method	pooled_z	pooled_rho	se_z	ci95_rho	p	Q	df	tau2	I2	fixed_z	fixed_rho
COL6A1	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.4682913822059068	0.43681775044921023	0.14907119849998599	[0.1743134162748721, 0.641354265535339]	0.0016814560983922332	0.8364395384438192	1	0.0	0.0	0.4682913822059068	0.43681775044921023
CLCF1	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.45993368135224544	0.43003015833392627	0.14907119849998599	[0.16619803153920215, 0.6364079838943383]	0.0020332715240712574	0.03347475654199049	1	0.0	0.0	0.45993368135224544	0.43003015833392627
FAM3C	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.4414672010607775	0.4148598641049786	0.14907119849998599	[0.1481884023009788, 0.6252913256118217]	0.003061922021790723	0.3511782767953372	1	0.0	0.0	0.4414672010607775	0.4148598641049786
ADAM9	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.43050175618428815	0.40574054837974327	0.14907119849998599	[0.13744673225973458, 0.6185674180807906]	0.0038783107110252012	0.7765634117559093	1	0.0	0.0	0.43050175618428815	0.40574054837974327
CD40	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.42065981954303866	0.3974861488687507	0.14907119849998599	[0.12777795841584028, 0.612454239805409]	0.004774425056585373	0.29197058551020577	1	0.0	0.0	0.42065981954303866	0.3974861488687507
ADAM15	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.4080619772906098	0.38682588874057117	0.14907119849998599	[0.11536648123627607, 0.604521061075948]	0.0061933918036136204	0.8484978297836662	1	0.0	0.0	0.4080619772906098	0.38682588874057117
TGFA	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.411941528034754	0.39011996576537655	0.15407951200687214	[0.10950480634853094, 0.6131399202637219]	0.007504982127382909	1.065188229854776	1	0.002969099537919955	6.11987891226168	0.4104588245039743	0.3888621935901343
HLA-F	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.5652688711804824	0.5118762477787809	0.21900771931759208	[0.13518116225502316, 0.7592847687089316]	0.00985016208868297	2.1175961552406677	1	0.05090265889254053	52.776642632015516	0.5472402861663925	0.49844900651440033
ANGPTL4	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.35604445265457696	0.3417251342302488	0.14907119849998599	[0.06377821587633367, 0.5704731618334076]	0.016921047207489905	0.18374654195435924	1	0.0	0.0	0.35604445265457696	0.3417251342302488
TRAF2	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.3591384979577919	0.34445497408439407	0.1514589431271615	[0.062198574299252275, 0.5756939521603666]	0.017730734191181676	1.030787412037961	1	0.0014022606697451864	2.9867857987411246	0.35842665049099864	0.343827433004124
COL6A2	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.33666781654227124	0.3244993208210271	0.14907119849998599	[0.044458940218817466, 0.5572580266940603]	0.023918467334306772	0.22115779723075962	1	0.0	0.0	0.33666781654227124	0.3244993208210271
HLA-A	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.5881363860921743	0.5285539532082566	0.271722200552685	[0.05550377118263541, 0.8078163958898271]	0.030427778929559415	3.2495335216680337	1	0.10245851060228899	69.22635223388355	0.5588422785537553	0.5071179460580103
MMP7	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.3032689849664026	0.29430132463565084	0.14907119849998599	[0.011088981352153297, 0.5338029314877654]	0.04191226940887263	0.18919419580240102	1	0.0	0.0	0.3032689849664026	0.29430132463565084
TGM2	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.397240182666643	0.3775850827641091	0.1967004342737518	[0.01170679664417548, 0.6542954754571839]	0.04343334764314888	1.7130925294286103	1	0.03247891075332739	41.62603695822882	0.3844506761047013	0.3665663725056515
HLA-B	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.521707188730273	0.4790165500897699	0.2592457607677155	[0.013584661881416979, 0.7738397003066654]	0.04417737418580949	2.959370540404133	1	0.0892425853422935	66.20903038848796	0.49497003248754873	0.45815216779426354
PVR	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.2985536567852148	0.2899884533210069	0.14907119849998599	[0.006374021401574582, 0.5304227320822157]	0.045203182496401095	0.6994174555636853	1	0.0	0.0	0.2985536567852148	0.2899884533210069
LIF	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.29803096362636317	0.2895096426242526	0.14907119849998599	[0.005851347785008563, 0.5300469936031607]	0.0455810426738475	0.887401085523677	1	0.0	0.0	0.29803096362636317	0.2895096426242526
TGFBI	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.2830304799035686	0.275707532560001	0.14907119849998599	[-0.009148813889250424, 0.5191752677619822]	0.05761364394012889	0.7854102828952434	1	0.0	0.0	0.2830304799035686	0.275707532560001
ADGRE5	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.2814355128724537	0.27423315928196706	0.14907119849998599	[-0.010743622796459056, 0.5180092483094078]	0.059035776204578484	0.022011865109592285	1	0.0	0.0	0.2814355128724537	0.27423315928196706
NECTIN4	tnk_exh	1	22	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.42405231867857185	0.40033879164313946	0.22941573387056174	[-0.025596927117265685, 0.7032527490659287]	0.06454432469584057	0.0	0	0.0	0.0	0.42405231867857185	0.40033879164313946
WNT7B	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.27258578349339685	0.2660292676406616	0.14907119849998599	[-0.019591258500500593, 0.5115045492059925]	0.06746539592336068	0.29607411648991433	1	0.0	0.0	0.27258578349339685	0.2660292676406616
PRNP	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.3582743328743586	0.3436931149320974	0.20139160738338444	[-0.036437079379385486, 0.6369364199577263]	0.07524085010452355	1.7944568906016514	1	0.03618477740594566	44.272832340669005	0.34435231668491784	0.3313574081417966
ST14	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.3001409026631785	0.29144155239327	0.16971908443030817	[-0.03249705596724037, 0.5599705674778055]	0.07698453494905545	1.2836905413436734	1	0.012921127895207798	22.09960517795254	0.2942631271072121	0.28605385715846
HMGB1	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	-0.30031952806579804	-0.2916049971690763	0.17277607813221518	[-0.5641914499044395, 0.03830283710970681]	0.08217542715633036	1.3290227567005146	1	0.014985854303161092	24.756743632995402	-0.30701926948371844	-0.2977229921658636
SDC2	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	-0.25757291493847234	-0.2520240004540935	0.14907119849998599	[-0.5003346650422759, 0.03459282554746626]	0.08401482622185623	0.047900973538346096	1	0.0	0.0	-0.25757291493847234	-0.2520240004540935
B2M	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.35485071477938407	0.34067036659899497	0.20859313911113048	[-0.05393943477923149, 0.6432472224621544]	0.08891257749317376	1.923202539174262	1	0.042048698646601004	48.00339643741549	0.339223456448585	0.3267839527059002
FBLN1	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	-0.24734109664568205	-0.24241763095368132	0.14907119849998599	[-0.4926250275349735, 0.044808427520793705]	0.09707257330893405	0.0007220100749708203	1	0.0	0.0	-0.24734109664568205	-0.24241763095368132
CCL20	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.2473388042294506	0.24241547325308865	0.14907119849998599	[-0.0448107153340879, 0.4926232914390178]	0.09707567101737988	0.47548785296838325	1	0.0	0.0	0.2473388042294506	0.24241547325308865
AGRN	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.3128275553018549	0.3030072401898681	0.19153908706413583	[-0.06250745462950648, 0.59685283751664]	0.10242044373100662	1.6258595915077956	1	0.028505750625355063	38.49407382880976	0.3013054004765099	0.29250677788253726
CD9	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.237401107108591	0.23303948892294124	0.14907119849998599	[-0.05472371681898761, 0.4850604767618901]	0.11126453630948172	0.17015368683055762	1	0.0	0.0	0.237401107108591	0.23303948892294124
HLA-DMB	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.23619214672106825	0.23189586239183946	0.14907119849998599	[-0.055928976425018824, 0.4841354229881966]	0.11309701663163245	0.15288798486986493	1	0.0	0.0	0.23619214672106825	0.23189586239183946
ITGB2	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.23575294974938737	0.23148024123735006	0.14907119849998599	[-0.05636678878393311, 0.48379909663273823]	0.11376858777192385	0.012905685921002462	1	0.0	0.0	0.23575294974938737	0.23148024123735006
JAM3	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	-0.23304900603948	-0.22891958672176038	0.14907119849998599	[-0.48172533445146487, 0.05906172417364815]	0.11797258377878854	0.8745370355341824	1	0.0	0.0	-0.23304900603948	-0.22891958672176038
THY1	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	-0.2298666511893379	-0.22590181228762235	0.14907119849998599	[-0.47927773066807644, 0.06223237141229999]	0.1230754468935612	0.3807571427887485	1	0.0	0.0	-0.2298666511893379	-0.22590181228762235
PTDSS1	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.21979159868406933	0.21631942108526997	0.14907119849998599	[-0.07226177683920673, 0.47147959832461195]	0.1403720767498393	0.02638747472779679	1	0.0	0.0	0.21979159868406933	0.21631942108526997
JAG1	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.21913117489581113	0.21568981137240248	0.14907119849998599	[-0.07291872060294538, 0.4709658222261758]	0.14156808917419353	0.2459590676737759	1	0.0	0.0	0.21913117489581113	0.21568981137240248
CD55	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.21746407276166463	0.21409969602594509	0.14907119849998599	[-0.07457675543032763, 0.4696674798370943]	0.1446219940019024	0.4787884587294472	1	0.0	0.0	0.21746407276166463	0.21409969602594509
CCN2	tnk_exh	1	22	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.33308204662829716	0.32128740824393004	0.22941573387056174	[-0.11604760206610987, 0.6542748015460115]	0.14653748268295583	0.0	0	0.0	0.0	0.33308204662829716	0.32128740824393004
COL17A1	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.25041348685677556	0.24530730680844473	0.1730255379938844	[-0.08848454630451036, 0.5295672381875837]	0.1478232329506546	1.332759638204072	1	0.015156056395934456	24.96771575799476	0.24364715895115457	0.23893767194843257
NAMPT	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.21249529744309262	0.20935367298371857	0.14907119849998599	[-0.07951602502894799, 0.4657857276589386]	0.154023757729414	0.951718717758842	1	0.0	0.0	0.21249529744309262	0.20935367298371857
PLAU	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.21132039917290793	0.2082299934096767	0.14907119849998599	[-0.08068338505872973, 0.4648652277012998]	0.1563133254591463	0.4308471597903884	1	0.0	0.0	0.21132039917290793	0.2082299934096767
NECTIN2	tnk_exh	1	22	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.3230398348509798	0.3122529644268775	0.22941573387056174	[-0.12594271078250605, 0.648493624642497]	0.1591020547119969	0.0	0	0.0	0.0	0.3230398348509798	0.3122529644268775
APOE	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	-0.20935931680296216	-0.20635317903935602	0.14907119849998599	[-0.46332653384299843, 0.08263139043392247]	0.16019233299524838	0.39128303907897644	1	0.0	0.0	-0.20935931680296216	-0.20635317903935602
HLA-DQA2	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.20876705697484582	0.20578606935993962	0.14907119849998599	[-0.08321957748930044, 0.4628612876932747]	0.16137800988212236	0.044219738350304696	1	0.0	0.0	0.20876705697484582	0.20578606935993962
LGALS9	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.23068427716369144	0.22667757001896466	0.16696826962144762	[-0.09627441780588528, 0.5064489492731422]	0.16709286884921182	1.2436288508367783	1	0.011096455756735854	19.590157519492422	0.2255558801882094	0.22180706480583226
CD82	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.20591613440234133	0.20305428210526785	0.14907119849998599	[-0.08605007679123565, 0.4606181945348558]	0.16717831020795126	0.5748174948488551	1	0.0	0.0	0.20591613440234133	0.20305428210526785
HLA-DQA1	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.20547015966293977	0.20262665667268606	0.14907119849998599	[-0.08649273224230923, 0.460266769696137]	0.16809965556831896	0.5461448527368853	1	0.0	0.0	0.20547015966293977	0.20262665667268606
F11R	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.288666223606838	0.28090674354739875	0.2118075424958239	[-0.12580646049369776, 0.6067799400306136]	0.1729233686727204	1.9821669852707662	1	0.04473432625221101	49.55016366275524	0.2722900088336993	0.26575440379879617
S100A8	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.22589601134285625	0.22213043765187718	0.16802545507560518	[-0.1030665875392816, 0.5044266651139515]	0.17881409292203376	1.2589433048282352	1	0.0117939764344844	20.56830548565206	0.22047849895313942	0.2169740811011876
ICAM3	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.20025389424478293	0.19761931127503415	0.14907119849998599	[-0.09166759314481246, 0.45614568981520803]	0.1791606235476626	0.7063593829281586	1	0.0	0.0	0.20025389424478293	0.19761931127503415
CX3CL1	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.19895908439505028	0.19637475038015528	0.14907119849998599	[-0.09295136968361564, 0.45511968420606863]	0.18198826893562126	0.07728969534870728	1	0.0	0.0	0.19895908439505028	0.19637475038015528
THBS1	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.23392375869283175	0.22974833251598872	0.18035209066732255	[-0.11899980069021114, 0.5280330772878274]	0.1946176473329272	1.4450365652012866	1	0.020269884042568725	30.797598892543952	0.2252330620694689	0.2215001068450786
PODXL2	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	-0.18994367428961756	-0.18769186498787407	0.14907119849998599	[-0.4479424168700614, 0.10188116198404461]	0.202599311617648	0.6517340984030745	1	0.0	0.0	-0.18994367428961756	-0.18769186498787407
S100A9	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.2401989094785294	0.23568361904310314	0.19024125439130318	[-0.13190093249752888, 0.5462857804745908]	0.20673239771038388	1.6043021921142935	1	0.02752388526836357	37.66760371485186	0.22899913199549876	0.22507840285084757
ICAM1	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.21424177870627895	0.21102299573328007	0.17032206553727455	[-0.11902260380590522, 0.4990745920197762]	0.2084414036937623	1.292564591107427	1	0.013325310323718843	22.634427178356116	0.2202825716272945	0.216787369658444
HLA-DMA	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.18349294085164872	0.1814609218224075	0.14907119849998599	[-0.10826065714089654, 0.4427711677437912]	0.2183572499679698	0.5735394468306504	1	0.0	0.0	0.18349294085164872	0.1814609218224075
CXCL14	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.18147500417895682	0.17950871970095994	0.14907119849998599	[-0.11025450456083206, 0.44114739148916216]	0.22346296360472195	0.1609065120922521	1	0.0	0.0	0.18147500417895682	0.17950871970095994
MPZL3	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.21760269603975987	0.21423196106960946	0.17899256336139144	[-0.13244012485602905, 0.5142039469726941]	0.2240961653130673	1.423833641729089	1	0.019304163843936243	29.767075963620993	0.20926465336061761	0.20626254475092512
EDN1	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.1799613284070121	0.17804342265080988	0.14907119849998599	[-0.11174952935980978, 0.4399274800354808]	0.22734847316843998	0.07811892530917652	1	0.0	0.0	0.1799613284070121	0.17804342265080988
NCAM1	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.1793025435954549	0.17740544622483465	0.14907119849998599	[-0.11240003931083359, 0.4393960399810916]	0.22905448808859152	0.08555868428273111	1	0.0	0.0	0.1793025435954549	0.17740544622483465
COL1A1	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.16842909146827753	0.16685427342267345	0.14907119849998599	[-0.12312259132740001, 0.43058014033448494]	0.25853661448846144	0.06405293184384798	1	0.0	0.0	0.16842909146827753	0.16685427342267345
SECTM1	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.2698016039997728	0.263440217954425	0.2448813820832973	[-0.20712529260146847, 0.6350111882096381]	0.27056408443063895	2.642370335745663	1	0.07480431691149274	62.1551912511232	0.2460839044788817	0.24123395920995963
C3	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.2256311373749599	0.22187861826681632	0.20492092760024236	[-0.17421843852984975, 0.5561737862354941]	0.2708686313992339	1.8569717747497405	1	0.03903211524669871	46.14888531976919	0.2108685602382854	0.20779770544632534
LRFN5	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	-0.1625480252875745	-0.16113138839473246	0.14907119849998599	[-0.4257773127694939, 0.1289102478893525]	0.2755346471475022	0.04221484121054776	1	0.0	0.0	-0.1625480252875745	-0.16113138839473246
IGF2	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	-0.16063129265019271	-0.1592638460128887	0.14907119849998599	[-0.4242067777461801, 0.13079466062682127]	0.2812357559367128	0.2069868424383447	1	0.0	0.0	-0.16063129265019271	-0.1592638460128887
HLA-DRB5	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.1587510781646617	0.1574307763633907	0.14907119849998599	[-0.13264225328487192, 0.4226636815166098]	0.28690552307604755	0.0552324247766652	1	0.0	0.0	0.1587510781646617	0.1574307763633907
HLA-DRB1	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.15779185732623777	0.1564951882882152	0.14907119849998599	[-0.13358447745198684, 0.4218755009807805]	0.28982756998597503	0.1360040302095368	1	0.0	0.0	0.15779185732623777	0.1564951882882152
CCN1	tnk_exh	1	22	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.24115828310381862	0.23658949745906274	0.22941573387056174	[-0.20552700843347765, 0.5985041100144098]	0.2931738213712084	1.4637067577342992e-32	0	0.0	0.0	0.24115828310381862	0.23658949745906274
NPNT	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	-0.15515834395644257	-0.15392511835304545	0.14907119849998599	[-0.4197082947366016, 0.13617008068560052]	0.2979526840555279	0.5063881202994	1	0.0	0.0	-0.15515834395644257	-0.15392511835304545
GRN	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.1542995692112757	0.15308657987040744	0.14907119849998599	[-0.13701283302149767, 0.41900054257732217]	0.30063483148558756	0.07126239386276047	1	0.0	0.0	0.1542995692112757	0.15308657987040744
SEMA6D	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	-0.1532645970063105	-0.15207570295476286	0.14907119849998599	[-0.4181469017183107, 0.13802823184310886]	0.3038885994160392	0.8078476194217139	1	0.0	0.0	-0.1532645970063105	-0.15207570295476286
COL27A1	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.14883821263091682	0.1477488032824796	0.14907119849998599	[-0.14236760611017513, 0.41448770779874083]	0.3180674591103697	0.4231765894757127	1	0.0	0.0	0.14883821263091682	0.1477488032824796
CD99	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.14772631479648754	0.14666099959625842	0.14907119849998599	[-0.143456794538667, 0.41356640986183574]	0.3216962028635988	0.6391785652516131	1	0.0	0.0	0.14772631479648754	0.14666099959625842
COL9A3	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.14587006513722123	0.14484418432195767	0.14907119849998599	[-0.14527435676568834, 0.4120264674829448]	0.3278141670610675	0.048936724902548814	1	0.0	0.0	0.14587006513722123	0.14484418432195767
CLEC2B	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.14570413258698417	0.14468172910668212	0.14907119849998599	[-0.14543678345249156, 0.4118886951884538]	0.32836471223494734	0.7281533730350557	1	0.0	0.0	0.14570413258698417	0.14468172910668212
HBEGF	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.27813138963448275	0.27117475866438523	0.2872334200464704	[-0.2773843103500672, 0.6863959584633857]	0.3328888825383629	3.629467016046635	1	0.11976317380779208	72.44774520394344	0.24573141923588004	0.24090195821406302
MICA	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.1440176753085934	0.14303017269254575	0.14907119849998599	[-0.14708716266807093, 0.41048737718873723]	0.33399417664019204	0.19062262134929683	1	0.0	0.0	0.1440176753085934	0.14303017269254575
ZDHHC5	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.35912178570665676	0.34444024464418344	0.3719688127836929	[-0.35393668219353, 0.7962131481639193]	0.33431341753399424	6.0795565078844085	1	0.23135631867894574	83.5514317746183	0.31076157779854724	0.3011297744459454
DUSP18	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.13428987515203542	0.13348840513380955	0.14907119849998599	[-0.15659060780808778, 0.4023665387766598]	0.3676713392692377	0.0055672362947722116	1	0.0	0.0	0.13428987515203542	0.13348840513380955
CDH1	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.1313736130031612	0.13062300096806376	0.14907119849998599	[-0.1594340548582914, 0.399919551688899]	0.37816575407222186	0.07338008327867156	1	0.0	0.0	0.1313736130031612	0.13062300096806376
NECTIN3	tnk_exh	1	22	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.20025725016049675	0.19762253612871672	0.22941573387056174	[-0.24435230289763027, 0.5716107816964142]	0.3827169778630791	0.0	0	0.0	0.0	0.20025725016049675	0.19762253612871672
TNC	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.12863285255594914	0.1279280463223147	0.14907119849998599	[-0.16210397395733644, 0.3976146159082033]	0.38819497600368036	0.0019888272749719904	1	0.0	0.0	0.12863285255594914	0.1279280463223147
CD58	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.39860242614176483	0.37875250931010684	0.46241559904106244	[-0.46817631642360663, 0.8629887127121884]	0.3886873039028693	9.392009639964408	1	0.3822271597149781	89.35265147360103	0.3343210712215742	0.32239809106944856
COL18A1	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.19466355436436192	0.19224140786572685	0.22657513740056826	[-0.24437686948058782, 0.5640484028752598]	0.3902540517161941	2.2649172877657335	1	0.05761262950350001	55.84827731230454	0.2143938806712206	0.21116831982494247
BACE1	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.13920494960052268	0.13831269302245508	0.1645012863587719	[-0.18119460670759785, 0.4314097160704428]	0.397427751479129	1.2082904812194026	1	0.00948691463043838	17.2384442695598	0.1436531265910165	0.14267306317346512
ADAM10	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.12614080879783848	0.12547600967928943	0.14907119849998599	[-0.16452954766059075, 0.39551448112661036]	0.39745330248711175	0.3825150778770221	1	0.0	0.0	0.12614080879783848	0.12547600967928943
ADAM28	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.12315894556656223	0.12254000377406198	0.14907119849998599	[-0.1674292607306642, 0.3929961132202702]	0.4087046444869633	0.9794294576149185	1	0.0	0.0	0.12315894556656223	0.12254000377406198
LAMA3	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.2718512992849882	0.2653466307731372	0.3309958021720159	[-0.36001268321423496, 0.7261825868046802]	0.4114677569370525	4.815847780963858	1	0.17379873496292875	79.23522408758824	0.23103318106645332	0.22700852010208503
LAMC2	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.2248360696577706	0.22112255861368205	0.27391929959345834	[-0.30229705384224054, 0.6420877232103377]	0.4117537334507301	3.3020569639481807	1	0.10485077264946167	69.71584648847708	0.19509736153447763	0.19265914806490683
CXADR	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.12119515021157423	0.1206052337706075	0.14907119849998599	[-0.16933737604464763, 0.3913343377324891]	0.4162170357584051	0.04109508454526926	1	0.0	0.0	0.12119515021157423	0.1206052337706075
CALR	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.13277961792555484	0.13200476143660864	0.16950265799399075	[-0.19684245180416118, 0.43415448863420253]	0.43342261081475664	1.2805135068995366	1	0.012776424909391848	21.906329405203568	0.12696046180718945	0.1262826747403977
VSIG10	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	-0.11327343280714278	-0.11279144082130359	0.14907119849998599	[-0.38460505214878643, 0.1770214685335928]	0.44733750397979766	0.038076861469898915	1	0.0	0.0	-0.11327343280714278	-0.11279144082130359
HLA-DPB1	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.11134147782998652	0.11088365065065935	0.14907119849998599	[-0.17889224048292665, 0.38295765193888914]	0.45512311739045863	0.39535786011240626	1	0.0	0.0	0.11134147782998652	0.11088365065065935
HLA-DRA	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.11047945033195722	0.11003214075886689	0.14907119849998599	[-0.17972655213721614, 0.38222180369511194]	0.45862148237888023	0.1329287708930872	1	0.0	0.0	0.11047945033195722	0.11003214075886689
TGFB1	tnk_exh	2	51	DerSimonian-Laird random-effects on Fisher-z(Spearman ρ)	0.10819612925618399	0.10777590108202889	0.14907119849998599	[-0.18193520800035357, 0.38027036130245223]	0.4679603447659222	0.5384578857401399	1	0.0	0.0	0.10819612925618399	0.10777590108202889
