symbol	chrom	start
C1ORF195	1	15164191
FHAD1	1	15247224
FHAD1-AS1	1	15326679
EFHD2	1	15409887
CTRC	1	15438442
CELA2A	1	15456731
CELA2B	1	15476103
CASP9	1	15491400
DNAJC16	1	15526812
SCARNA21B	1	15542165
AGMAT	1	15571698
DDI2	1	15617457
RSC1A1	1	15659712
PLEKHM2	1	15684319
SLC25A34	1	15736257
SLC25A34-AS1	1	15740050
TMEM82	1	15742498
FBLIM1	1	15756637
UQCRHL	1	15807161
FLJ37453	1	15834214
SPEN	1	15847706
ZBTB17	1	15941868
SRARP	1	16004235
HSPB7	1	16014028
CLCNKA	1	16022035
CLCNKB	1	16043781
FAM131C	1	16057768
EPHA2	1	16124336
ARHGEF19	1	16197853
CPLANE2	1	16231691
FBXO42	1	16246839
SZRD1	1	16367241
SPATA21	1	16395680
NECAP2	1	16440671
LINC01772	1	16460947
CROCCP3	1	16467435
RNU1-1	1	16514121
RNU1-2	1	16514121
RNU1-3	1	16514121
RNU1-4	1	16514121
RNVU1-18	1	16514121
LINC01783	1	16533890
MIR3675	1	16548913
NBPF1	1	16562322
CROCCP2	1	16618255
MST1P2	1	16645573
ESPNP	1	16691217
MST1L	1	16754633
LOC112267871	1	16872225
LOC105376805	1	16888537
CROCC	1	16921930
MFAP2	1	16974503
ATP13A2	1	16985957
SDHB	1	17018725
PADI2	1	17066760
LINC02783	1	17189788
PADI1	1	17205127
PADI3	1	17249097
MIR3972	1	17277888
PADI4	1	17308196
PADI6	1	17372195
RCC2	1	17406759
ARHGEF10L	1	17539697
ACTL8	1	17755332
LINC01654	1	18065656
IGSF21	1	18107797
KLHDC7A	1	18480929
PAX7	1	18630845
TAS1R2	1	18839598
ALDH4A1	1	18871429
MIR4695	1	18883201
MIR1290	1	18897070
IFFO2	1	18904279
UBR4	1	19074510
EMC1-AS1	1	19210385
EMC1	1	19215660
MRTO4	1	19251804
AKR7L	1	19265981
AKR7A3	1	19282572
LOC100506730	1	19293246
AKR7A2	1	19302707
SLC66A1	1	19312325
CAPZB	1	19338774
LOC105378614	1	19591801
MICOS10	1	19596976
MICOS10-NBL1	1	19596978
RPS14P3	1	19607806
NBL1	1	19643228
HTR6	1	19664874
TMCO4	1	19682212
RNF186	1	19814028
OTUD3	1	19882394
PLA2G2E	1	19920008
PLA2G2A	1	19975434
PLA2G5	1	20070193
PLA2G2D	1	20111940
PLA2G2F	1	20139322
LOC117779438	1	20154213
PLA2G2C	1	20163054
UBXN10	1	20186095
LINC01757	1	20243094
VWA5B1	1	20290874
LINC01141	1	20359800
CAMK2N1	1	20482390
MUL1	1	20499447
FAM43B	1	20552572
CDA	1	20589096
PINK1	1	20633457
MIR6084	1	20633678
PINK1-AS	1	20642656
DDOST	1	20651777
KIF17	1	20664013
SH2D5	1	20719730
HP1BP3	1	20740265
EIF4G3	1	20806291
MIR1256	1	20988313
ECE1	1	21217249
ECE1-AS1	1	21293289
NBPF3	1	21440136
ALPL	1	21508983
RAP1GAP	1	21596220
USP48	1	21678298
LDLRAD2	1	21812264
HSPG2	1	21822243
CELA3B	1	21977021
CELA3A	1	22001656
LINC01635	1	22023993
LINC00339	1	22025190
CDC42	1	22052708
WNT4	1	22117312
MIR4418	1	22266238
ZBTB40	1	22451850
EPHA8	1	22563488
MIR6127	1	22633257
C1QA	1	22636627
C1QC	1	22643632
C1QB	1	22653235
EPHB2	1	22710837
MIR4684	1	22719516
MIR4253	1	22863158
LACTBL1	1	22953042
TEX46	1	23010833
KDM1A	1	23019467
MIR3115	1	23044304
LUZP1	1	23084022
HTR1D	1	23191894
LINC01355	1	23281308
HNRNPR	1	23304689
ZNF436	1	23359447
ZNF436-AS1	1	23368970
TCEA3	1	23380908
ASAP3	1	23428562
E2F2	1	23506437
LOC101928163	1	23521929
ID3	1	23557925
MDS2	1	23627333
RPL11	1	23691805
ELOA	1	23743365
ELOA-AS1	1	23760381
PITHD1	1	23778417
LYPLA2	1	23791144
GALE	1	23795598
HMGCL	1	23801876
FUCA1	1	23845080
CNR2	1	23870515
MIR378F	1	23929069
PNRC2	1	23959827
SRSF10	1	23964346
MYOM3	1	24056040
IL22RA1	1	24119770
IFNLR1	1	24154171
LINC02800	1	24200239
GRHL3	1	24319356
STPG1	1	24356998
NIPAL3	1	24413486
RCAN3AS	1	24496253
RCAN3	1	24502343
NCMAP-DT	1	24539273
NCMAP	1	24556086
SRRM1	1	24643301
CLIC4	1	24745446
RUNX3	1	24899510
MIR6731	1	24919344
MIR4425	1	25023502
SYF2	1	25222275
RSRP1	1	25242236
RHD	1	25272485
TMEM50A	1	25338333
RHCE	1	25362248
MACO1	1	25430857
LDLRAP1	1	25543605
MAN1C1	1	25616790
SELENON	1	25800192
MTFR1L	1	25819905
LOC646471	1	25819953
AUNIP	1	25831912
PAQR7	1	25861483
STMN1	1	25884178
MIR3917	1	25906361
PAFAH2	1	25959766
EXTL1	1	26021774
SLC30A2	1	26037251
TRIM63	1	26051300
PDIK1L	1	26111164
FAM110D	1	26159078
C1ORF232	1	26164100
ZNF593	1	26169907
CNKSR1	1	26177490
CATSPER4	1	26190601
ZPLD2P	1	26225319
CEP85	1	26234199
SH3BGRL3	1	26280085
UBXN11	1	26282281
CD52	1	26317957
CRYBG2	1	26321858
ZNF683	1	26361633
LIN28A	1	26410816
DHDDS	1	26432281
DHDDS-AS1	1	26462756
HMGN2	1	26472439
RPS6KA1	1	26529760
MIR1976	1	26554541
LOC101928728	1	26691909
ARID1A	1	26696014
PIGV	1	26787053
ZDHHC18	1	26826687
SFN	1	26863148
GPN2	1	26876131
GPATCH3	1	26890487
NR0B2	1	26911488
NUDC	1	26921742
KDF1	1	26949561
TRNP1	1	26993691
TENT5B	1	27005019
SLC9A1	1	27098808
WDTC1	1	27234631
TMEM222	1	27322144
ACTG1P20	1	27323873
SYTL1	1	27342021
MAP3K6	1	27355183
FCN3	1	27369109
CD164L2	1	27379175
GPR3	1	27392621
WASF2	1	27404229
AHDC1	1	27534244
FGR	1	27612063
LINC02574	1	27660327
IFI6	1	27666063
FAM76A	1	27725960
STX12	1	27773218
PPP1R8	1	27830781
SCARNA1	1	27834400
THEMIS2	1	27872542
RPA2	1	27891525
SMPDL3B	1	27934999
XKR8	1	27959972
EYA3	1	27970343
PTAFR	1	28147165
DNAJC8	1	28200278
ATP5IF1	1	28236090
SESN2	1	28259517
MED18	1	28329039
PHACTR4	1	28369739
SNHG3	1	28505942
RCC1	1	28506042
SNORA73A	1	28507364
SNORA73B	1	28508557
TRNAU1AP	1	28553016
SNHG12	1	28578537
SNORD99	1	28578742
SNORA61	1	28579763
SNORA44	1	28580380
SNORA16A	1	28580919
RAB42	1	28592264
TAF12	1	28602849
LINC01715	1	28643255
RNU11	1	28648599
GMEB1	1	28668783
YTHDF2	1	28736620
OPRD1	1	28812169
EPB41	1	28887090
TMEM200B	1	29119428
SRSF4	1	29147744
MECR	1	29192656
PTPRU	1	29236521
LINC01756	1	29329619
LINC01648	1	30013951
MATN1	1	30711276
MATN1-AS1	1	30718771
LAPTM5	1	30732468
MIR4420	1	30739155
LINC01778	1	30824651
SDC3	1	30869465
PUM1	1	30931505
SNORD103A	1	30935688
SNORD103B	1	30935688
SNORD103C	1	30968162
NKAIN1	1	31179744
SNRNP40	1	31259567
ZCCHC17	1	31296981
FABP3	1	31365252
SERINC2	1	31409776
LDC1P	1	31500084
LINC01226	1	31518434
TINAGL1	1	31576484
HCRTR1	1	31617688
PEF1	1	31629865
COL16A1	1	31652263
ADGRB2	1	31727116
MIR4254	1	31758659
SPOCD1	1	31790421
PTP4A2	1	31906420
KHDRBS1	1	32013867
TMEM39B	1	32072030
MIR5585	1	32086948
KPNA6	1	32108055
TXLNA	1	32179674
CCDC28B	1	32200594
IQCC	1	32205670
DCDC2B	1	32209093
TMEM234	1	32214476
EIF3I	1	32221583
MTMR9LP	1	32231659
FAM167B	1	32247221
LCK	1	32251264
HDAC1	1	32292082
MARCKSL1	1	32333838
FAM229A	1	32361269
TSSK3	1	32362538
BSDC1	1	32364632
ZBTB8B	1	32465071
ZBTB8A	1	32539426
ZBTB8OS	1	32620822
RBBP4	1	32651207
SYNC	1	32679905
KIAA1522	1	32741829
YARS1	1	32775238
S100PBP	1	32817441
FNDC5	1	32862267
HPCA	1	32886490
TMEM54	1	32894594
RNF19B	1	32936448
AK2	1	33007939
AZIN2	1	33081152
TRIM62	1	33145398
ZNF362	1	33256491
A3GALT2	1	33306765
PHC2	1	33323625
MIR3605	1	33332392
PHC2-AS1	1	33350351
ZSCAN20	1	33472644
CSMD2	1	33513998
HMGB4	1	33860474
CSMD2-AS1	1	33868955
C1ORF94	1	34166992
MIR552	1	34669598
GJB5	1	34755046
GJB4	1	34759739
GJB3	1	34781213
GJA4	1	34792998
SMIM12	1	34850361
DLGAP3	1	34865435
LOC653160	1	34975698
TMEM35B	1	34981525
ZMYM6	1	34986165
ZMYM1	1	35059785
SFPQ	1	35176377
ZMYM4	1	35268708
ZMYM4-AS1	1	35358823
KIAA0319L	1	35433491
NCDN	1	35557791
TFAP2E	1	35573313
PSMB2	1	35599540
C1ORF216	1	35713876
CLSPN	1	35720212
AGO4	1	35807635
AGO1	1	35869807
AGO3	1	35931104
TEKT2	1	36084093
ADPRS	1	36088891
COL8A2	1	36095238
TRAPPC3	1	36136568
MAP7D1	1	36156159
THRAP3	1	36224442
SH3D21	1	36306367
EVA1B	1	36322029
STK40	1	36339627
LSM10	1	36393435
OSCP1	1	36417905
SNORA63C	1	36418447
MRPS15	1	36455717
CSF3R	1	36466042
GRIK3	1	36795526
MIR4255	1	37161562
LINC01137	1	37454878
ZC3H12A	1	37474579
MIR6732	1	37480229
MEAF6	1	37489960
MIR5581	1	37500934
SNIP1	1	37534448
DNALI1	1	37556939
GNL2	1	37566811
RSPO1	1	37611349
C1ORF109	1	37681569
CDCA8	1	37692515
EPHA10	1	37715975
MANEAL	1	37794101
YRDC	1	37802944
C1ORF122	1	37807789
MTF1	1	37809574
INPP5B	1	37860696
SF3A3	1	37956979
FHL3	1	37996769
UTP11	1	38012733
POU3F1	1	38043828
MIR3659HG	1	38047133
MIR3659	1	38089230
LINC01343	1	38209033
LINC01685	1	38475195
RRAGC	1	38838199
GJA9-MYCBP	1	38862489
MYCBP	1	38862489
LOC105378663	1	38873400
GJA9	1	38874068
RHBDL2	1	38885806
AKIRIN1	1	38991243
NDUFS5	1	39026294
MACF1	1	39084166
KIAA0754	1	39409072
BMP8A	1	39491635
OXCT2P1	1	39514865
PPIEL	1	39522279
PABPC4	1	39560815
PABPC4-AS1	1	39565069
SNORA55	1	39567373
HEYL	1	39623434
NT5C1A	1	39659120
HPCAL4	1	39678647
PPIE	1	39738844
BMP8B	1	39757181
OXCT2	1	39769522
LOC101929536	1	39788975
TRIT1	1	39838109
MYCL	1	39895427
MFSD2A	1	39955111
CAP1	1	40040239
PPT1	1	40071460
RLF	1	40161386
TMCO2	1	40247936
ZMPSTE24	1	40258235
COL9A2	1	40300488
SMAP2	1	40373726
ZFP69B	1	40450063
ZFP69	1	40477289
EXO5	1	40508718
ZNF684	1	40531636
RIMS3	1	40620679
NFYC-AS1	1	40689079
NFYC	1	40691703
MIR30E	1	40754354
MIR30C1	1	40757283
KCNQ4	1	40783786
CITED4	1	40861053
CTPS1	1	40979695
SLFNL1-AS1	1	41014589
SLFNL1	1	41015596
SCMH1	1	41027201
FOXO6	1	41361433
FOXO6-AS1	1	41375003
EDN2	1	41478774
HIVEP3	1	41506364
GUCA2B	1	42153409
GUCA2A	1	42162689
FOXJ3	1	42176547
RIMKLA	1	42380791
ZMYND12	1	42430329
CCDC30	1	42456106
PPCS	1	42456493
PPIH	1	42658422
YBX1	1	42682417
CLDN19	1	42733092
P3H1	1	42746373
C1ORF50	1	42767248
TMEM269-DT	1	42776665
TMEM269	1	42785031
SVBP	1	42807051
ERMAP	1	42817121
ZNF691	1	42846572
LOC339539	1	42857621
SLC2A1	1	42925354
SLC2A1-AS1	1	42959048
FAM183A	1	43147903
EBNA1BP2	1	43164173
MIR6733	1	43171651
CFAP57	1	43172329
TMEM125	1	43269982
C1ORF210	1	43281879
TIE1	1	43300981
MPL	1	43337817
CDC20	1	43358980
ELOVL1	1	43363396
MIR6734	1	43364647
MED8	1	43383916
SZT2	1	43389898
SZT2-AS1	1	43447775
MIR6735	1	43448538
HYI	1	43451002
PTPRF	1	43526036
KDM4A	1	43650148
KDM4A-AS1	1	43699737
ST3GAL3	1	43707496
ST3GAL3-AS1	1	43709404
MIR6079	1	43838621
ARTN	1	43933319
IPO13	1	43946949
DPH2	1	43970009
ATP6V0B	1	43974959
B4GALT2	1	43979201
CCDC24	1	43991595
SLC6A9	1	43996482
KLF17	1	44118820
KLF18	1	44137820
DMAP1	1	44213470
ERI3	1	44221069
ERI3-IT1	1	44222594
SNORA110	1	44252343
RNF220	1	44405159
MIR5584	1	44545492
TMEM53	1	44653246
SNORD145	1	44670956
ARMH1	1	44674713
RNU5F-1	1	44721785
RNU5D-1	1	44731068
KIF2C	1	44739836
SNORD160	1	44762034
RPS8	1	44775539
SNORD55	1	44775864
SNORD46	1	44776491
SNORD38A	1	44777841
SNORD38B	1	44778389
BEST4	1	44783584
PLK3	1	44800376
TCTEX1D4	1	44805892
BTBD19	1	44808481
PTCH2	1	44819843
EIF2B3	1	44850521
HECTD3	1	45002547
UROD	1	45012253
ZSWIM5	1	45016398
LINC01144	1	45303909
HPDL	1	45326894
MUTYH	1	45329241
TOE1	1	45340169
TESK2	1	45343882
CCDC163	1	45493865
MMACHC	1	45500299
PRDX1	1	45511034
AKR1A1	1	45550782
NASP	1	45583987
CCDC17	1	45620043
GPBP1L1	1	45627303
RPS15AP10	1	45645780
TMEM69	1	45688180
IPP	1	45694325
MAST2	1	45803606
P3R3URF-PIK3R3	1	46040139
PIK3R3	1	46040139
LOC101929626	1	46133370
TSPAN1	1	46175086
P3R3URF	1	46175485
POMGNT1	1	46188680
LURAP1	1	46203333
RAD54L	1	46247687
LRRC41	1	46277461
UQCRH	1	46303697
NSUN4	1	46340176
FAAH	1	46394316
FAAHP1	1	46433826
LINC01398	1	46446672
DMBX1	1	46489835
TMEM275	1	46532165
MKNK1-AS1	1	46538695
KNCN	1	46545640
MKNK1	1	46557406
MOB3C	1	46607714
ATPAF1	1	46632738
TEX38	1	46671853
EFCAB14-AS1	1	46674035
EFCAB14	1	46675158
CYP4B1	1	46799045
CYP4Z2P	1	46843094
CYP4A11	1	46929187
CYP4X1	1	46961363
CYP4Z1	1	47067230
CYP4A22	1	47137440
LINC00853	1	47179249
PDZK1IP1	1	47183581
TAL1	1	47216289
STIL	1	47250138
CMPK1	1	47333789
LINC01389	1	47380795
FOXE3	1	47416284
FOXD2-AS1	1	47432134
FOXD2	1	47438043
TRABD2B	1	47760527
SKINT1L	1	48101714
SLC5A9	1	48222715
SPATA6	1	48295371
AGBL4	1	48532853
BEND5	1	48727522
AGBL4-AS1	1	49257410
AGBL4-IT1	1	49374200
ELAVL4	1	50048054
DMRTA2	1	50417549
FAF1	1	50437027
CDKN2C	1	50968694
MIR4421	1	51059836
MIR6500	1	51060017
C1ORF185	1	51102227
LINC01562	1	51195094
RNF11	1	51236272
TTC39A	1	51287257
TTC39A-AS1	1	51329653
EPS15	1	51354262
CALR4P	1	51561865
OSBPL9	1	51617091
NRDC	1	51789193
MIR761	1	51836343
RAB3B	1	51907955
TXNDC12	1	52020131
KTI12	1	52032102
TXNDC12-AS1	1	52050917
BTF3L4	1	52056184
ZFYVE9	1	52142088
CC2D1B	1	52350592
ORC1	1	52372828
PRPF38A	1	52404601
TUT4	1	52423275
GPX7	1	52602370
SHISAL2A	1	52633167
COA7	1	52684448
ZYG11B	1	52726452
ZYG11A	1	52842759
ECHDC2	1	52895909
SCP2	1	52927275
PODN	1	53062212
SLC1A7	1	53087182
CPT2	1	53196823
CZIB	1	53214099
MAGOH	1	53226899
LOC100507564	1	53238609
LRP8	1	53242369
LINC01771	1	53328232
SLC25A3P1	1	53438369
DMRTB1	1	53459398
GLIS1	1	53506238
NDC1	1	53765480
YIPF1	1	53851732
DIO1	1	53894186
HSPB11	1	53916572
LRRC42	1	53946349
LDLRAD1	1	54007297
TMEM59	1	54026680
TCEANC2	1	54053607
MIR4781	1	54054078
CDCP2	1	54132719
CYB5RL	1	54169657
MRPL37	1	54200166
SSBP3	1	54225431
SSBP3-AS1	1	54236442
ACOT11	1	54548227
FAM151A	1	54609180
MROH7	1	54641739
MROH7-TTC4	1	54641739
TTC4	1	54715821
PARS2	1	54756897
TTC22	1	54779712
LEXM	1	54806062
DHCR24	1	54849626
TMEM61	1	54980627
BSND	1	54998932
PCSK9	1	55039547
USP24	1	55066358
LOC100507634	1	55215407
MIR4422HG	1	55217860
MIR4422	1	55225640
LINC01753	1	55915608
LINC01755	1	55945086
LINC01767	1	56414962
PLPP3	1	56494760
LOC101929935	1	56627790
PRKAA2	1	56645313
FYB2	1	56718790
C8A	1	56854796
C8B	1	56929209
DAB1	1	56994777
DAB1-AS1	1	57860580
OMA1	1	58480718
TACSTD2	1	58575432
MYSM1	1	58654743
JUN	1	58780790
LINC01135	1	58785150
LINC01358	1	59020475
HSD52	1	59131935
FGGY	1	59296812
MIR4711	1	59733226
LOC101926944	1	59772794
HOOK1	1	59814948
CYP2J2	1	59893307
C1ORF87	1	59990393
LINC01748	1	60515715
LOC101926964	1	60659630
NFIA-AS2	1	60940243
NFIA	1	61077226
NFIA-AS1	1	61248944
MGC34796	1	61654241
TM2D1	1	61681046
PATJ	1	61742479
MIR12132	1	61846074
MIR3116-1	1	62078785
MIR3116-2	1	62078788
L1TD1	1	62194848
KANK4	1	62236164
USP1	1	62436303
DOCK7	1	62454725
ANGPTL3	1	62597519
ATG4C	1	62784131
LINC01739	1	63000496
LINC00466	1	63159082
FOXD3-AS1	1	63320883
FOXD3	1	63322566
MIR6068	1	63326924
ALG6	1	63367626
ITGB3BP	1	63440769
EFCAB7	1	63523524
DLEU2L	1	63548979
PGM1	1	63593410
ROR1	1	63774016
ROR1-AS1	1	64094441
UBE2U	1	64203622
CACHD1	1	64470128
MIR4794	1	64579846
RAVER2	1	64744972
JAK1	1	64833228
LINC01359	1	64979576
MIR3671	1	65057754
MIR101-1	1	65058433
AK4	1	65147548
DNAJC6	1	65264693
LEPR	1	65420667
LEPROT	1	65420667
PDE4B	1	65792509
PDE4B-AS1	1	66042499
SGIP1	1	66533360
MIR3117	1	66628439
TCTEX1D1	1	66752458
INSL5	1	66797739
DNAI4	1	66812885
MIER1	1	66924894
SLC35D1	1	66999349
C1ORF141	1	67092165
IL23R	1	67166453
IL12RB2	1	67307872
SERBP1	1	67407809
GADD45A	1	67685200
GNG12	1	67701474
GNG12-AS1	1	67832287
DIRAS3	1	68045885
WLS	1	68098458
MIR1262	1	68183517
RPE65	1	68428821
DEPDC1	1	68474151
DEPDC1-AS1	1	68496675
LINC01707	1	69055897
LINC01758	1	69433254
LRRC7	1	69567921
PIN1P1	1	69919321
LRRC40	1	70144804
SRSF11	1	70205695
ANKRD13C	1	70258998
HHLA3	1	70354810
CTH	1	70411217
LINC01788	1	70706452
PTGER3	1	70852357
ZRANB2-AS1	1	71046505
ZRANB2	1	71063290
MIR186	1	71067630
ZRANB2-AS2	1	71081323
NEGR1	1	71395942
NEGR1-IT1	1	71794231
LINC01360	1	73306169
LINC02238	1	73674678
LRRIQ3	1	74026017
FPGT	1	74198241
FPGT-TNNI3K	1	74198241
TNNI3K	1	74235386
LRRC53	1	74469375
ERICH3	1	74568122
ERICH3-AS1	1	74577429
CRYZ	1	74705487
TYW3	1	74733151
LHX8	1	75128433
SLC44A5	1	75204474
ACADM	1	75724346
DLSTP1	1	75742001
RABGGTB	1	75786193
SNORD45C	1	75787071
SNORD45A	1	75787888
SNORD45B	1	75789476
MSH4	1	75796881
ASB17	1	75918872
LOC101927342	1	76011323
ST6GALNAC3	1	76074745
LINC02567	1	76758123
ST6GALNAC5	1	76867479
MIR7156	1	77060142
PIGK	1	77088989
AK5	1	77282018
ZZZ3	1	77562415
USP33	1	77695988
MIGA1	1	77779623
NEXN-AS1	1	77881347
NEXN	1	77888514
FUBP1	1	77944054
DNAJB4	1	77979157
GIPC2	1	78044969
MGC27382	1	78229598
PTGFR	1	78490973
IFI44L	1	78620447
IFI44	1	78649788
ADGRL4	1	78889763
LINC01781	1	80535754
ADGRL2	1	81306191
LOC101927434	1	81513879
LINC01362	1	82903182
LINC01361	1	82973882
LINC01712	1	83446053
LINC01725	1	83575788
LOC101927560	1	83801515
TTLL7	1	83865023
PRKACB	1	84077974
