cohort	subset	n	method	size	n_genes_present	endpoint	adjustment	rho	p	inverse_p_lt_0.05	n_immune8
GSE282774	all pN2 LUAD	58	ssGSEA	100	100	CD8A	ESTIMATEScore	-0.43542477560306614	0.000711348984301686	True	8
GSE282774	all pN2 LUAD	58	ssGSEA	100	100	ImmuneScore	none	-0.6023870312836445	5.650815011839645e-07	True	8
GSE282774	all pN2 LUAD	58	ssGSEA	100	100	ImmuneScore	ESTIMATE StromalScore	-0.550991099777974	8.940608609747354e-06	True	8
GSE282774	all pN2 LUAD	58	ssGSEA	100	100	ImmuneScore	ESTIMATEScore	-0.4699479832838697	0.00022572698589944784	True	8
GSE282774	all pN2 LUAD	58	z-mean	221	221	CD8A	none	-0.21154792676429748	0.11090703444871174	False	8
GSE282774	all pN2 LUAD	58	z-mean	221	221	CD8A	ESTIMATE StromalScore	-0.12740951345075874	0.34493138255672173	False	8
GSE282774	all pN2 LUAD	58	z-mean	221	221	CD8A	ESTIMATEScore	0.015331676256114661	0.9098769211130876	False	8
GSE282774	all pN2 LUAD	58	z-mean	221	221	ImmuneScore	none	-0.2963179427235535	0.02391135672285591	True	8
GSE282774	all pN2 LUAD	58	z-mean	221	221	ImmuneScore	ESTIMATE StromalScore	-0.19187024209084894	0.15276904588963278	False	8
GSE282774	all pN2 LUAD	58	z-mean	221	221	ImmuneScore	ESTIMATEScore	-0.04900674046443563	0.7173420315866691	False	8
GSE282774	all pN2 LUAD	58	ssGSEA	221	221	CD8A	none	-0.4862187771465008	0.00010904673542495645	True	8
GSE282774	all pN2 LUAD	58	ssGSEA	221	221	CD8A	ESTIMATE StromalScore	-0.446785020709418	0.0004940995460840578	True	8
GSE282774	all pN2 LUAD	58	ssGSEA	221	221	CD8A	ESTIMATEScore	-0.3985854121979699	0.0021338770960218053	True	8
GSE282774	all pN2 LUAD	58	ssGSEA	221	221	ImmuneScore	none	-0.5094896797809837	4.414582397568002e-05	True	8
GSE282774	all pN2 LUAD	58	ssGSEA	221	221	ImmuneScore	ESTIMATE StromalScore	-0.45979403100831945	0.0003204076461409013	True	8
GSE282774	all pN2 LUAD	58	ssGSEA	221	221	ImmuneScore	ESTIMATEScore	-0.42993535402040894	0.0008445334282018445	True	8
GSE233774	all tumors	30	z-mean	10	10	CD8A	none	-0.4638487208008899	0.009827154703925013	True	7
GSE233774	all tumors	30	z-mean	10	10	CD8A	ESTIMATE StromalScore	-0.2485080239077704	0.19363721168103176	False	7
GSE233774	all tumors	30	z-mean	10	10	CD8A	ESTIMATEScore	-0.17923975526153604	0.3521938667657492	False	7
GSE233774	all tumors	30	z-mean	10	10	ImmuneScore	none	-0.5906562847608453	0.00058958865870008	True	7
GSE233774	all tumors	30	z-mean	10	10	ImmuneScore	ESTIMATE StromalScore	-0.430467693264106	0.019753157046124577	True	7
GSE233774	all tumors	30	z-mean	10	10	ImmuneScore	ESTIMATEScore	-0.402703147800152	0.030320238751545298	True	7
GSE233774	all tumors	30	ssGSEA	10	10	CD8A	none	-0.43759733036707454	0.015591616640877016	True	7
GSE233774	all tumors	30	ssGSEA	10	10	CD8A	ESTIMATE StromalScore	-0.20416885223173073	0.2880718723340772	False	7
GSE233774	all tumors	30	ssGSEA	10	10	CD8A	ESTIMATEScore	-0.11816068728415109	0.5415506726593747	False	7
GSE233774	all tumors	30	ssGSEA	10	10	ImmuneScore	none	-0.5755283648498332	0.0008762518838515661	True	7
GSE233774	all tumors	30	ssGSEA	10	10	ImmuneScore	ESTIMATE StromalScore	-0.40539571685686204	0.029128475232587322	True	7
GSE233774	all tumors	30	ssGSEA	10	10	ImmuneScore	ESTIMATEScore	-0.37078608121056994	0.04768799117602997	True	7
GSE233774	all tumors	30	z-mean	20	20	CD8A	none	-0.40289210233592887	0.027280781205159022	True	7
GSE233774	all tumors	30	z-mean	20	20	CD8A	ESTIMATE StromalScore	-0.12774113629065126	0.5090218291877063	False	7
GSE233774	all tumors	30	z-mean	20	20	CD8A	ESTIMATEScore	-0.07127741545800623	0.7133024621423802	False	7
GSE233774	all tumors	30	z-mean	20	20	ImmuneScore	none	-0.5243604004449388	0.002934814505082901	True	7
GSE233774	all tumors	30	z-mean	20	20	ImmuneScore	ESTIMATE StromalScore	-0.3136220992404259	0.09757688068730803	False	7
GSE233774	all tumors	30	z-mean	20	20	ImmuneScore	ESTIMATEScore	-0.293628567422422	0.12210724028089577	False	7
GSE233774	all tumors	30	ssGSEA	20	20	CD8A	none	-0.42335928809788653	0.01974597864741838	True	7
GSE233774	all tumors	30	ssGSEA	20	20	CD8A	ESTIMATE StromalScore	-0.16176544232584888	0.4018302434115058	False	7
GSE233774	all tumors	30	ssGSEA	20	20	CD8A	ESTIMATEScore	-0.09281280296225307	0.632036279727801	False	7
GSE233774	all tumors	30	ssGSEA	20	20	ImmuneScore	none	-0.5906562847608453	0.00058958865870008	True	7
GSE233774	all tumors	30	ssGSEA	20	20	ImmuneScore	ESTIMATE StromalScore	-0.42476505914999363	0.021630250033109408	True	7
GSE233774	all tumors	30	ssGSEA	20	20	ImmuneScore	ESTIMATEScore	-0.3945009786266237	0.03419596029799582	True	7
GSE233774	all tumors	30	z-mean	30	30	CD8A	none	-0.5190211345939933	0.0032943385557836716	True	7
GSE233774	all tumors	30	z-mean	30	30	CD8A	ESTIMATE StromalScore	-0.33176576253546225	0.07871179980032517	False	7
GSE233774	all tumors	30	z-mean	30	30	CD8A	ESTIMATEScore	-0.2661312474968878	0.16288493128319784	False	7
GSE233774	all tumors	30	z-mean	30	30	ImmuneScore	none	-0.5652947719688542	0.001133469698878798	True	7
GSE233774	all tumors	30	z-mean	30	30	ImmuneScore	ESTIMATE StromalScore	-0.3902724671789751	0.03634457573237069	True	7
GSE233774	all tumors	30	z-mean	30	30	ImmuneScore	ESTIMATEScore	-0.3630582952841831	0.052896917929444155	False	7
GSE233774	all tumors	30	ssGSEA	30	30	CD8A	none	-0.5256952169076751	0.0028504090452242223	True	7
GSE233774	all tumors	30	ssGSEA	30	30	CD8A	ESTIMATE StromalScore	-0.34285687422560135	0.06864305787207027	False	7
GSE233774	all tumors	30	ssGSEA	30	30	CD8A	ESTIMATEScore	-0.27432390872895307	0.14984078942863097	False	7
GSE233774	all tumors	30	ssGSEA	30	30	ImmuneScore	none	-0.6173526140155728	0.0002788108582514103	True	7
GSE233774	all tumors	30	ssGSEA	30	30	ImmuneScore	ESTIMATE StromalScore	-0.4715601345508078	0.009812354724737632	True	7
GSE233774	all tumors	30	ssGSEA	30	30	ImmuneScore	ESTIMATEScore	-0.44287671638851805	0.01612901463017499	True	7
GSE233774	all tumors	30	z-mean	50	50	CD8A	none	-0.47497219132369295	0.007994681102623158	True	7
GSE233774	all tumors	30	z-mean	50	50	CD8A	ESTIMATE StromalScore	-0.262791445832754	0.16842754330123985	False	7
GSE233774	all tumors	30	z-mean	50	50	CD8A	ESTIMATEScore	-0.2191962541843296	0.2532686976035155	False	7
GSE233774	all tumors	30	z-mean	50	50	ImmuneScore	none	-0.5190211345939933	0.0032943385557836716	True	7
GSE233774	all tumors	30	z-mean	50	50	ImmuneScore	ESTIMATE StromalScore	-0.31739711984452446	0.09339569705714394	False	7
GSE233774	all tumors	30	z-mean	50	50	ImmuneScore	ESTIMATEScore	-0.3074633680103216	0.10469888515064286	False	7
GSE233774	all tumors	30	ssGSEA	50	50	CD8A	none	-0.5234705228031146	0.0029922739069236444	True	7
GSE233774	all tumors	30	ssGSEA	50	50	CD8A	ESTIMATE StromalScore	-0.3429713231700468	0.0685446356423909	False	7
GSE233774	all tumors	30	ssGSEA	50	50	CD8A	ESTIMATEScore	-0.2823033041536361	0.13787545660461709	False	7
GSE233774	all tumors	30	ssGSEA	50	50	ImmuneScore	none	-0.585761957730812	0.0006716491464519379	True	7
GSE233774	all tumors	30	ssGSEA	50	50	ImmuneScore	ESTIMATE StromalScore	-0.425016237450919	0.021544598833837945	True	7
GSE233774	all tumors	30	ssGSEA	50	50	ImmuneScore	ESTIMATEScore	-0.40019440254353644	0.03146588803351532	True	7
GSE233774	all tumors	30	z-mean	100	97	CD8A	none	-0.4122358175750834	0.023592933648307186	True	7
GSE233774	all tumors	30	z-mean	100	97	CD8A	ESTIMATE StromalScore	-0.17263916649170147	0.370495081814296	False	7
GSE233774	all tumors	30	z-mean	100	97	CD8A	ESTIMATEScore	-0.12450717352779407	0.5198931853736284	False	7
GSE233774	all tumors	30	z-mean	100	97	ImmuneScore	none	-0.5283648498331479	0.002687859078039422	True	7
GSE233774	all tumors	30	z-mean	100	97	ImmuneScore	ESTIMATE StromalScore	-0.3361367508442922	0.07461660760492271	False	7
GSE233774	all tumors	30	z-mean	100	97	ImmuneScore	ESTIMATEScore	-0.3215073401769938	0.08899892411009411	False	7
GSE233774	all tumors	30	ssGSEA	100	97	CD8A	none	-0.49632925472747497	0.005276659496342735	True	7
GSE233774	all tumors	30	ssGSEA	100	97	CD8A	ESTIMATE StromalScore	-0.2970077969484716	0.1176706923201438	False	7
GSE233774	all tumors	30	ssGSEA	100	97	CD8A	ESTIMATEScore	-0.2282330571215386	0.23373007176415447	False	7
GSE233774	all tumors	30	ssGSEA	100	97	ImmuneScore	none	-0.6369299221357063	0.00015398308303536567	True	7
GSE233774	all tumors	30	ssGSEA	100	97	ImmuneScore	ESTIMATE StromalScore	-0.5017635117680659	0.005549888331255311	True	7
GSE233774	all tumors	30	ssGSEA	100	97	ImmuneScore	ESTIMATEScore	-0.4737157593490766	0.009436732930555799	True	7
GSE233774	all tumors	30	z-mean	221	217	CD8A	none	-0.33170189098998887	0.07334251052499315	False	7
GSE233774	all tumors	30	z-mean	221	217	CD8A	ESTIMATE StromalScore	-0.13505414249997752	0.4848596385047095	False	7
GSE233774	all tumors	30	z-mean	221	217	CD8A	ESTIMATEScore	-0.08443388990104375	0.6632221168466937	False	7
GSE233774	all tumors	30	z-mean	221	217	ImmuneScore	none	-0.4402669632925473	0.01490004436982873	True	7
GSE233774	all tumors	30	z-mean	221	217	ImmuneScore	ESTIMATE StromalScore	-0.26847623744579735	0.1590716108794275	False	7
GSE233774	all tumors	30	z-mean	221	217	ImmuneScore	ESTIMATEScore	-0.24871865121559564	0.19324748562009075	False	7
GSE233774	all tumors	30	ssGSEA	221	217	CD8A	none	-0.4197997775305895	0.020916166257504584	True	7
GSE233774	all tumors	30	ssGSEA	221	217	CD8A	ESTIMATE StromalScore	-0.2287720515273174	0.2325974944328355	False	7
GSE233774	all tumors	30	ssGSEA	221	217	CD8A	ESTIMATEScore	-0.17001983201023485	0.37790909921537735	False	7
GSE233774	all tumors	30	ssGSEA	221	217	ImmuneScore	none	-0.5781979977753059	0.0008182126424912135	True	7
GSE233774	all tumors	30	ssGSEA	221	217	ImmuneScore	ESTIMATE StromalScore	-0.435673412020749	0.018158729880122404	True	7
GSE233774	all tumors	30	ssGSEA	221	217	ImmuneScore	ESTIMATEScore	-0.4132420693563032	0.025870706490368253	True	7
GSE233774	IAC+MIA	25	z-mean	10	10	CD8A	none	-0.39999999999999997	0.047568001069874966	True	7
GSE233774	IAC+MIA	25	z-mean	10	10	CD8A	ESTIMATE StromalScore	-0.1974366374490361	0.3550951726045984	False	7
GSE233774	IAC+MIA	25	z-mean	10	10	CD8A	ESTIMATEScore	-0.1413738536749026	0.509936358134317	False	7
GSE233774	IAC+MIA	25	z-mean	10	10	ImmuneScore	none	-0.5776923076923076	0.0024934364343734577	True	7
GSE233774	IAC+MIA	25	z-mean	10	10	ImmuneScore	ESTIMATE StromalScore	-0.4252035478486372	0.038327196465500674	True	7
GSE233774	IAC+MIA	25	z-mean	10	10	ImmuneScore	ESTIMATEScore	-0.3844413150916792	0.06361830396243416	False	7
GSE233774	IAC+MIA	25	ssGSEA	10	10	CD8A	none	-0.3923076923076923	0.05241792334601503	False	7
GSE233774	IAC+MIA	25	ssGSEA	10	10	CD8A	ESTIMATE StromalScore	-0.18916710571579154	0.37600280304614603	False	7
GSE233774	IAC+MIA	25	ssGSEA	10	10	CD8A	ESTIMATEScore	-0.12651829951268756	0.5557954626128302	False	7
GSE233774	IAC+MIA	25	ssGSEA	10	10	ImmuneScore	none	-0.61	0.0012051091019381357	True	7
GSE233774	IAC+MIA	25	ssGSEA	10	10	ImmuneScore	ESTIMATE StromalScore	-0.472994516327156	0.01958014027139447	True	7
GSE233774	IAC+MIA	25	ssGSEA	10	10	ImmuneScore	ESTIMATEScore	-0.4301406731710127	0.03590360932660115	True	7
GSE233774	IAC+MIA	25	z-mean	20	20	CD8A	none	-0.3592307692307692	0.07779777182483026	False	7
GSE233774	IAC+MIA	25	z-mean	20	20	CD8A	ESTIMATE StromalScore	-0.10488755976151674	0.6257196134436419	False	7
GSE233774	IAC+MIA	25	z-mean	20	20	CD8A	ESTIMATEScore	-0.027951539160651576	0.8968442259462274	False	7
GSE233774	IAC+MIA	25	z-mean	20	20	ImmuneScore	none	-0.5330769230769231	0.006072828445393011	True	7
GSE233774	IAC+MIA	25	z-mean	20	20	ImmuneScore	ESTIMATE StromalScore	-0.3423324247031647	0.10153408795764265	False	7
GSE233774	IAC+MIA	25	z-mean	20	20	ImmuneScore	ESTIMATEScore	-0.2822301356688152	0.1814894111224209	False	7
GSE233774	IAC+MIA	25	ssGSEA	20	20	CD8A	none	-0.37538461538461537	0.0644409463825152	False	7
GSE233774	IAC+MIA	25	ssGSEA	20	20	CD8A	ESTIMATE StromalScore	-0.1410231922481034	0.510997187993224	False	7
GSE233774	IAC+MIA	25	ssGSEA	20	20	CD8A	ESTIMATEScore	-0.07443594195742609	0.7295882356770733	False	7
GSE233774	IAC+MIA	25	ssGSEA	20	20	ImmuneScore	none	-0.5969230769230769	0.0016323865683266158	True	7
GSE233774	IAC+MIA	25	ssGSEA	20	20	ImmuneScore	ESTIMATE StromalScore	-0.4460384623532416	0.02891395849324242	True	7
GSE233774	IAC+MIA	25	ssGSEA	20	20	ImmuneScore	ESTIMATEScore	-0.3956970462007212	0.05562213142955784	False	7
GSE233774	IAC+MIA	25	z-mean	30	30	CD8A	none	-0.45692307692307693	0.021663936562784505	True	7
GSE233774	IAC+MIA	25	z-mean	30	30	CD8A	ESTIMATE StromalScore	-0.2673874692445571	0.20653586157750273	False	7
GSE233774	IAC+MIA	25	z-mean	30	30	CD8A	ESTIMATEScore	-0.1994286037140437	0.35016302476987	False	7
GSE233774	IAC+MIA	25	z-mean	30	30	ImmuneScore	none	-0.5684615384615384	0.0030283308471084312	True	7
GSE233774	IAC+MIA	25	z-mean	30	30	ImmuneScore	ESTIMATE StromalScore	-0.4044093390807415	0.04998572013118504	True	7
GSE233774	IAC+MIA	25	z-mean	30	30	ImmuneScore	ESTIMATEScore	-0.35132842816411153	0.09229338857849703	False	7
GSE233774	IAC+MIA	25	ssGSEA	30	30	CD8A	none	-0.48384615384615387	0.014261523086841294	True	7
GSE233774	IAC+MIA	25	ssGSEA	30	30	CD8A	ESTIMATE StromalScore	-0.30824245547798057	0.14280687228068167	False	7
GSE233774	IAC+MIA	25	ssGSEA	30	30	CD8A	ESTIMATEScore	-0.24143150329687796	0.2557303096191714	False	7
GSE233774	IAC+MIA	25	ssGSEA	30	30	ImmuneScore	none	-0.6438461538461538	0.0005150651065239912	True	7
GSE233774	IAC+MIA	25	ssGSEA	30	30	ImmuneScore	ESTIMATE StromalScore	-0.5186115045284764	0.009419492907513162	True	7
GSE233774	IAC+MIA	25	ssGSEA	30	30	ImmuneScore	ESTIMATEScore	-0.46924562280203663	0.02070785731042828	True	7
GSE233774	IAC+MIA	25	z-mean	50	50	CD8A	none	-0.44230769230769235	0.02683325451516229	True	7
GSE233774	IAC+MIA	25	z-mean	50	50	CD8A	ESTIMATE StromalScore	-0.24805160719628944	0.24252243308436747	False	7
GSE233774	IAC+MIA	25	z-mean	50	50	CD8A	ESTIMATEScore	-0.20254389618078186	0.3425310178871813	False	7
GSE233774	IAC+MIA	25	z-mean	50	50	ImmuneScore	none	-0.5123076923076924	0.008837856788609861	True	7
GSE233774	IAC+MIA	25	z-mean	50	50	ImmuneScore	ESTIMATE StromalScore	-0.3216322124211149	0.12537215549490022	False	7
GSE233774	IAC+MIA	25	z-mean	50	50	ImmuneScore	ESTIMATEScore	-0.2872997866395717	0.17343698761656676	False	7
GSE233774	IAC+MIA	25	ssGSEA	50	50	CD8A	none	-0.48615384615384616	0.013738670501970198	True	7
GSE233774	IAC+MIA	25	ssGSEA	50	50	CD8A	ESTIMATE StromalScore	-0.31270925475275163	0.13680886838597447	False	7
GSE233774	IAC+MIA	25	ssGSEA	50	50	CD8A	ESTIMATEScore	-0.24857796863094755	0.2414918020119361	False	7
GSE233774	IAC+MIA	25	ssGSEA	50	50	ImmuneScore	none	-0.6092307692307692	0.0012272604760963427	True	7
GSE233774	IAC+MIA	25	ssGSEA	50	50	ImmuneScore	ESTIMATE StromalScore	-0.4669894137063366	0.02141153196793788	True	7
GSE233774	IAC+MIA	25	ssGSEA	50	50	ImmuneScore	ESTIMATEScore	-0.417886411948607	0.04215481939048292	True	7
GSE233774	IAC+MIA	25	z-mean	100	97	CD8A	none	-0.36076923076923073	0.07644189053034312	False	7
GSE233774	IAC+MIA	25	z-mean	100	97	CD8A	ESTIMATE StromalScore	-0.13702616599907286	0.5231643558075674	False	7
GSE233774	IAC+MIA	25	z-mean	100	97	CD8A	ESTIMATEScore	-0.07885082706447175	0.7141873956280832	False	7
GSE233774	IAC+MIA	25	z-mean	100	97	ImmuneScore	none	-0.4930769230769231	0.012263960333497644	True	7
GSE233774	IAC+MIA	25	z-mean	100	97	ImmuneScore	ESTIMATE StromalScore	-0.29922758032784824	0.1554788195678544	False	7
GSE233774	IAC+MIA	25	z-mean	100	97	ImmuneScore	ESTIMATEScore	-0.25484693703231037	0.2294373291124306	False	7
GSE233774	IAC+MIA	25	ssGSEA	100	97	CD8A	none	-0.46076923076923076	0.020447447955260815	True	7
GSE233774	IAC+MIA	25	ssGSEA	100	97	CD8A	ESTIMATE StromalScore	-0.2689316178241961	0.2038268524568307	False	7
GSE233774	IAC+MIA	25	ssGSEA	100	97	CD8A	ESTIMATEScore	-0.20132740794208312	0.34549938075489606	False	7
GSE233774	IAC+MIA	25	ssGSEA	100	97	ImmuneScore	none	-0.6353846153846153	0.0006429826092960788	True	7
GSE233774	IAC+MIA	25	ssGSEA	100	97	ImmuneScore	ESTIMATE StromalScore	-0.5050510973133487	0.011827783930437302	True	7
GSE233774	IAC+MIA	25	ssGSEA	100	97	ImmuneScore	ESTIMATEScore	-0.45356297426011255	0.02600946010289671	True	7
GSE233774	IAC+MIA	25	z-mean	221	217	CD8A	none	-0.24846153846153846	0.2310733663174255	False	7
GSE233774	IAC+MIA	25	z-mean	221	217	CD8A	ESTIMATE StromalScore	-0.07028088044176649	0.7441760907771733	False	7
GSE233774	IAC+MIA	25	z-mean	221	217	CD8A	ESTIMATEScore	-0.013502760694317629	0.9500682702428495	False	7
GSE233774	IAC+MIA	25	z-mean	221	217	ImmuneScore	none	-0.3823076923076923	0.05928939697911263	False	7
GSE233774	IAC+MIA	25	z-mean	221	217	ImmuneScore	ESTIMATE StromalScore	-0.21948666871337869	0.3027782812496704	False	7
GSE233774	IAC+MIA	25	z-mean	221	217	ImmuneScore	ESTIMATEScore	-0.17660094610231533	0.40908976427641647	False	7
GSE233774	IAC+MIA	25	ssGSEA	221	217	CD8A	none	-0.3769230769230769	0.06326742530511403	False	7
GSE233774	IAC+MIA	25	ssGSEA	221	217	CD8A	ESTIMATE StromalScore	-0.19298128276722246	0.36627326771947927	False	7
GSE233774	IAC+MIA	25	ssGSEA	221	217	CD8A	ESTIMATEScore	-0.12898918458473663	0.5480400872891976	False	7
GSE233774	IAC+MIA	25	ssGSEA	221	217	ImmuneScore	none	-0.576923076923077	0.0025346957885217284	True	7
GSE233774	IAC+MIA	25	ssGSEA	221	217	ImmuneScore	ESTIMATE StromalScore	-0.4397984924129622	0.03151450961121219	True	7
GSE233774	IAC+MIA	25	ssGSEA	221	217	ImmuneScore	ESTIMATEScore	-0.39733740108451626	0.05452497075354598	False	7
GSE233774	IAC only	22	z-mean	10	10	CD8A	none	-0.311123658949746	0.15872221426899916	False	7
GSE233774	IAC only	22	z-mean	10	10	CD8A	ESTIMATE StromalScore	-0.18057051814388222	0.4334624965448556	False	7
