gene,spearman_rank,spearman_r,spearman_p,pearson_r,pearson_p,mean_log2tpm1,spearman_q,pearson_q,pearson_rank
LILRA1,1344,0.03969588877270337,0.37336146722624486,0.10387330694696012,0.01955404450631208,0.5864312383786666,0.4550449240487597,0.032137378617011984,1052
OR2C1,1345,0.039411759751042046,0.3767945688185098,0.02278681833895078,0.6094438786851705,0.2549751496907934,0.4588108729602437,0.6838661064222181,1447
DYNAP,1346,0.039057092348239966,0.381107119246266,0.032065600602474646,0.4721507825556709,0.008078102493395403,0.46385090435344345,0.5593846666166876,1370
CLSTN3,1347,0.03895246667523895,0.38238505521856686,0.08762541347454682,0.049063034430695034,5.017240753971329,0.4651945576225877,0.07535586103829899,1105
SYNPR,1348,0.03853162391408222,0.38755178702728477,-0.11656972876558166,0.008740728538013868,0.79000329423052,0.47083756406676935,0.015098648650290104,2137
OR56B2P,1349,0.038183051211255974,0.39186321522186046,0.06208896349610846,0.16357058556993057,0.03475461713009458,0.47499648118914545,0.2240715910932348,1213
TMPRSS15,1350,0.03773468723159683,0.3974514080925682,0.03706102299686092,0.40593713851142715,0.011964564111847735,0.4806807169785288,0.49384709207441135,1334
SPPL2A,1351,0.03754195295305928,0.3998682047031451,0.04089477275131157,0.3590891570703007,4.496534817528675,0.48316655190971985,0.4452849996115534,1312
TEX101,1352,0.037292031204031115,0.4030151912354621,-0.04230320491666865,0.3427654486655962,0.14256453775436248,0.4867491514740857,0.4276970647371929,1838
ATP2B2,1353,0.037122213354422035,0.4051619361610676,-0.12008363601898916,0.006899857598289363,0.06775518648680064,0.4887385864139664,0.012080959706852985,2150
LRP8,1354,0.03711110587249168,0.405302587954081,-0.05989777002498194,0.17897870129086296,2.553935933178199,0.4887385864139664,0.24232356822874307,1924
PCDHGA11,1355,0.03710392864839114,0.40539348716012624,0.02092930240755939,0.6389170596388363,1.3387425635985022,0.4887385864139664,0.7106756312288887,1457
C1orf159,1356,0.03702705760545911,0.4063678167987783,0.08072390025383248,0.06990780643129878,2.3543242713040233,0.48969244800357514,0.10396744960917294,1134
CLEC4M,1357,0.03699251931052482,0.4068060381886031,0.01348983498629533,0.7623403859043616,0.032204620741546605,0.48984209342238016,0.8167060063735028,1500
SLC16A8,1358,0.036988396034376717,0.4068583730333233,0.06322264858216685,0.15600075659874973,1.0740656911861273,0.48984209342238016,0.21458128762605802,1210
MR1,1359,0.03683800057024336,0.4087700090677102,0.07001779086648985,0.11607023331854358,4.650442940670616,0.49147976809669836,0.1643048194249791,1179
LDLRAD4,1360,0.03648406851129373,0.4132897252958464,0.005488329938681749,0.9020832074302465,1.73719809155903,0.49624460055729375,0.9230958283719745,1561
OR5K3,1361,0.036360662665703626,0.4148725305056519,0.03276288398751956,0.4625666963860356,0.00012164475346088733,0.4979215200054369,0.5514504441088984,1360
OR5V1,1362,0.03627085587479273,0.4160266363937514,0.03936961174441993,0.3773054872214131,0.0014149925690519142,0.498864897725196,0.4647235710870837,1319
CRB1,1363,0.036270463449201935,0.41603168359281495,-0.10334820943342292,0.020182907237925454,0.14568409837458007,0.498864897725196,0.03304904712444131,2095
SLC2A12,1364,0.03612648246323101,0.4178859326102314,-0.007694990199152201,0.8630464776627942,0.2680076588360643,0.5004151293326282,0.8980451700304046,1645
GPR35,1365,0.035880425355017655,0.42106597241454874,0.052075337269824905,0.24275013196877793,0.7680698279932603,0.5035466950968261,0.31725994764638915,1261
ENPP6,1366,0.03584290624481571,0.42155211014517174,0.037929398901359775,0.3950187543565907,0.1813926607645176,0.5039027011748723,0.4827605800500564,1328
OR7A5,1367,0.03562422985495789,0.42439203967047956,0.01172327732177087,0.7927015901825825,0.053950944649100045,0.5066179973566349,0.8394788325339506,1516
MPZL1,1368,0.03552373870927465,0.42570083926480456,0.1254598237510646,0.004749704137295772,4.844982172114963,0.5079536118670627,0.0085526659010969,984
OR8U1,1369,0.03539579987341404,0.42737051245805413,0.03266802666921107,0.46386410799768013,0.0004468041368221257,0.5097184434936828,0.5524113497069991,1362
CACNG5,1370,0.03536297840006616,0.42779946321996665,-0.10105644384055523,0.02313787902000742,0.04289977128080138,0.5097752961899246,0.037497386969393844,2084
CX3CR1,1371,0.035147303550230796,0.4306243736496864,0.09650259889625029,0.030134724539985367,2.562004750514556,0.5129129510642589,0.047993003823657454,1075
OR4B1,1372,0.03497977975558002,0.43282602879632043,0.02817803550341728,0.5275313767124213,0.0011019555099458555,0.5153057885135177,0.6098654999260764,1406
OR52N5,1373,0.034907303239745134,0.4337805492461937,0.04194266647223903,0.34689836103512806,0.004246541761624083,0.5162123670157196,0.431645517639801,1308
ROBO2,1374,0.034888408517895576,0.43402959319736517,-0.04713296234747126,0.29044566247326686,0.1437106861904048,0.5162789734029156,0.37285247309338243,1873
OR51S1,1375,0.03469701249850954,0.43655694916441384,0.013147904692328459,0.7681902322603329,0.0012017857108268756,0.5187416013207664,0.8219850664522329,1501
OR8J3,1376,0.03462280591011335,0.4375391057266002,0.048795002862426926,0.27375062683318585,0.0007362260443720645,0.5195291157695067,0.3537985384977955,1271
SLITRK1,1377,0.03406667094395169,0.44494003330130977,0.03950667101473182,0.37564561261174734,0.006952898295400544,0.52644674736624,0.46310574832817536,1318
ABCC10,1378,0.03404553346851149,0.4452227233931814,0.0984832172896247,0.026895376275851868,3.4576397779878913,0.52644835599707,0.04306481207283107,1070
SLC37A3,1379,0.034017765922968846,0.44559423834793355,0.0322874741437742,0.46908937706339693,3.7292407117810886,0.52644835599707,0.5572390023400815,1366
TMEM182,1380,0.03400770438898976,0.4457288997671528,0.008055206258838807,0.8567030640725034,1.9735370653705497,0.52644835599707,0.8934570956824782,1537
OR52K2,1381,0.03377777027154703,0.4488125826278377,0.06340031890672389,0.15483883649549998,0.003658479038298358,0.5296226151574748,0.2133122353369227,1209
OR8B2,1382,0.033609159120923875,0.451081504561518,0.025451244390628857,0.568256783228593,0.0010954049243704056,0.5318306627854934,0.6494834403592338,1426
PRND,1383,0.03328687181427267,0.45543633283523516,-0.034418474932745635,0.44025005728377753,0.4631212806360369,0.5357838776953008,0.5290915295176725,1801
OR4N2,1384,0.032904812307657155,0.4606292452054745,-0.028644586126468637,0.5207149911719121,0.003686001286535714,0.5416546181527876,0.6034002986614373,1768
OPRK1,1385,0.03287504671660696,0.4610351973816024,-0.06638095394410777,0.13631017780749133,0.048093428133029664,0.5417738973516292,0.19013741025416372,1952
OR10AG1,1386,0.03250919666045025,0.4660410233804204,-0.0005752412813309334,0.9897116377450013,0.0003860743505659321,0.5468160142690848,0.9919373760607696,1586
GABRR1,1387,0.03188797816826146,0.4746095008348274,0.002645440897788439,0.9527118266292092,0.05111305081656833,0.5554073545874523,0.9631574383389434,1572
GRM8,1388,0.03129137061210833,0.4829190603233942,-0.039207363667737964,0.37927623088809587,0.378745930425094,0.5648843251551864,0.4667209578438879,1822
PCDHA9,1389,0.03124451337474499,0.48357500895212274,-0.08013168633427628,0.0719922054234007,0.05703354927453303,0.5654042736939118,0.10671128453557287,2008
ITGAD,1390,0.03006929258104912,0.5001833557947748,0.01756206686474719,0.6937946100371422,0.2638540948268582,0.5820236263686805,0.7593969657140066,1473
GPR132,1391,0.030007845505047398,0.5010599558237525,-0.10371985529141212,0.019736030843261147,2.2184721028452135,0.5827900486614678,0.032376776978454175,2097
AQP1,1392,0.029956691321306045,0.501790336681312,0.07749909498241075,0.08188056477832924,7.217102210879126,0.5833858088199253,0.11970947524180009,1150
OR5C1,1393,0.029539029713932623,0.5077746795914517,-0.002241523234015274,0.9599253928751953,0.02068705808265842,0.5895742480362752,0.9675237469085082,1595
OR6C2,1394,0.02942122996468182,0.5094692660024854,0.03339517309610397,0.4539703122090085,0.002060159164357034,0.5912850769490652,0.542690258282534,1357
LRRN1,1395,0.02934181616919456,0.5106133221297874,0.0011288789794814686,0.9798112524669074,2.9798014027378623,0.592027981346452,0.9842281326433172,1578
NRG1,1396,0.029337950689694033,0.5106690434019568,-0.07168159000839006,0.10763343898385686,1.4272647719069678,0.592027981346452,0.15333607663443433,1968
OR5D13,1397,0.029330699399679246,0.5107735800173017,0.02287286466206212,0.6080932879736666,0.0005882989777500808,0.592027981346452,0.682637049555661,1446
OR2Y1,1398,0.02928977173472432,0.5113638136345048,0.02644786814550169,0.553199337383916,0.0031268945964485605,0.5924553022784514,0.6346010416836515,1419
CD8A,1399,0.029168507592261743,0.5131146929481657,0.0975277593235847,0.02841857847499936,3.0669232763079104,0.5939590650997375,0.0453679276669542,1072
OR51V1,1400,0.028810447007301287,0.5183026808466648,0.019182806678705755,0.6671583307385934,0.0013958387823597835,0.5991964412382108,0.7365736483876956,1463
TTYH1,1401,0.028740768038215035,0.5193154021575311,-0.056321774185673336,0.2063947662183168,0.15660497612389837,0.5998490851802559,0.27488025322221143,1907
CD14,1402,0.028453745995717584,0.5234977214264613,0.15993623317379174,0.00030801104062423007,6.567977759901412,0.6044183536676846,0.0006316115971082755,887
SGCA,1403,0.028177104737357527,0.5275450205717156,0.03796967154554487,0.39451672569065727,1.1058116433377083,0.6071713865511905,0.48258816308180125,1327
GPR31,1404,0.028169163090029686,0.527661442424822,0.027082627924694635,0.5437118336803405,0.1071386078326027,0.6071713865511905,0.6258654512532201,1414
CLDN15,1405,0.02816662232216807,0.5276986919764274,0.06483663735051208,0.14568509610986416,2.933426827907174,0.6071713865511905,0.20195020580496464,1202
TAS2R39,1406,0.027885808341514284,0.5318238554894076,0.027470674309383762,0.537951882264323,0.0029437486753710433,0.6112384037067651,0.6205708943808455,1409
PIEZO1,1407,0.027848284966107625,0.5323763059959072,0.008225401146035302,0.8537091092141976,4.451370605587669,0.6112384037067651,0.8910297260104467,1535
ZP3,1408,0.027583568380151958,0.536281897008733,0.023958017503428526,0.5911761503285354,1.891071662219386,0.6154582800864171,0.667006340075318,1440
DLK1,1409,0.02710349750450027,0.5434012801618715,0.02309477303400898,0.6046163494838912,0.03225748949832376,0.6227010019549667,0.6798755754919785,1444
SLC11A2,1410,0.02709522568161846,0.5435243599711639,0.05391533956090579,0.22648080193365186,5.165538644924831,0.6227010019549667,0.29862409485729047,1252
ATP4B,1411,0.02706466740119712,0.5439791689347451,0.007968700978891317,0.8582255984112828,1.1032368747956849,0.6229551596280549,0.8946960039578051,1538
SLC26A6,1412,0.02700829214947703,0.544818715282905,0.09364895921540838,0.03538638350347204,2.2454555175039945,0.6236495054222979,0.05569346055814258,1084
OR4L1,1413,0.026939563596098594,0.5458430955159265,0.027436439019925575,0.538458821522241,0.001349524491598866,0.6242876122367781,0.6208878347350032,1410
SPAM1,1414,0.026865716353141694,0.5469448286465672,-0.0114116451357799,0.7980916283144038,0.005763631747696556,0.6252802359131769,0.8444540956083066,1664
OR5K1,1415,0.02681711231011502,0.5476705548002173,0.052576756655676404,0.23823749018323753,0.002407952524854956,0.6258423348443508,0.31227796507351824,1256
SCNN1D,1416,0.026798037570792126,0.5479554969176497,0.0484646987708659,0.2770153206078074,1.9018630255509448,0.6259004693540348,0.3573270464569595,1274
TFPI,1417,0.026622398884820143,0.5505826493823056,0.07013034528555627,0.11548362046517832,1.7911816516050998,0.6275609567128241,0.1635610175444316,1178
OR10J6P,1418,0.026599251180995948,0.5509293464479612,0.018914731490570443,0.671536391497494,0.0028303419992085385,0.627688569408542,0.7398798149420268,1464
OR10T2,1419,0.025579525664744075,0.5663077388983242,0.03779576904568744,0.3966873073511272,0.0004955094965965376,0.6427448615509842,0.4845782822553286,1329
ABCB4,1420,0.025507496361379216,0.56740172398454,0.02863335708217286,0.5208785165675491,0.5449429650768605,0.6437132838076622,0.6034002986614373,1401
MFSD12,1421,0.025475203393208974,0.5678925188046977,0.038778865532994235,0.3845112530267517,4.137916458480351,0.6439968597471424,0.47272785774415355,1321
TSPAN31,1422,0.025436301394114565,0.5684840277984337,0.03063964047340334,0.49208566629297806,5.161403436853874,0.6443943579198862,0.5771215226611506,1381
HTR3E,1423,0.02521899201066372,0.571793630337892,0.011812239945380932,0.7911646770796817,0.022330843643841077,0.6478712574252217,0.8394788325339506,1513
TMEM123,1424,0.024965198383192357,0.5756704074659812,-0.009137853027059929,0.8376946982776865,7.911864001772623,0.6505249327491825,0.878085308974729,1652
GML,1425,0.0249568155688401,0.5757986684696286,0.07166465490014721,0.10771680588484392,0.005424266316292627,0.6505249327491825,0.15337313042389383,1171
FGFR2,1426,0.02495420349488365,0.5758386371792502,0.011845936329566292,0.7905827512597748,4.648062513077871,0.6505249327491825,0.8394788325339506,1511
TPRA1,1427,0.024932027364227106,0.5761780183553902,0.05546847598710834,0.21336407187833462,4.730756241710991,0.6506334548489499,0.283144182730852,1244
OR11H4,1428,0.02475895802453568,0.5788298810628483,0.02112653902899114,0.635759289930821,0.021087851689665753,0.6530764143299815,0.7077520155183245,1455
OR56B1,1429,0.02424202932181079,0.58678438779468,0.06164151096424002,0.1666331291359822,0.05216132279608237,0.6595466384880093,0.22745124416009002,1217
SLC24A4,1430,0.02410420176396193,0.5889137758610894,0.049095541083420194,0.27080300394510065,0.14677154456286243,0.6613326020453617,0.3503276403237538,1270
OR56A4,1431,0.02407962821353358,0.5892938019368855,0.022014246015467608,0.621629288517489,0.0019529482199616718,0.6613326020453617,0.6946246207671398,1451
MRGPRX1,1432,0.02406854336140552,0.5894652643277061,0.02515849556634546,0.5727166083140426,0.0022421357106177445,0.6613326020453617,0.6516010712580036,1432
SSTR1,1433,0.024029906492601377,0.5900630852589631,0.005824079554243514,0.8961260077223779,0.49506226559758104,0.6613889861483908,0.9195091882769143,1558
OR51I2,1434,0.023950294661715877,0.5912957811549704,0.019635684239620033,0.659787842719718,0.006737228402599861,0.6618354620378363,0.7308503278510878,1460
SLC32A1,1435,0.02366951923851672,0.595652650490656,0.03269844221712416,0.4634478792177658,0.00720817745024941,0.6658759144699056,0.5522547366436301,1361
SCN3B,1436,0.023518768754935932,0.5979978935769042,-0.048780270528819114,0.2738956788094909,1.2165181061625223,0.6682182897721027,0.3538149976505211,1876
SLC22A5,1437,0.023419532485214344,0.5995440021647727,0.034895448206884366,0.43393679617775993,2.648211013038426,0.6696661076811203,0.5226788256663649,1348
SLCO1B3,1438,0.023377047923735513,0.6002064661182347,0.08194598763551263,0.06576247232668538,0.03335766096776797,0.6701261337787722,0.09834946924024422,1129
OR52E6,1439,0.02316311739046399,0.6035472999158596,0.013114736049421767,0.7687583983564951,0.0021089191790609426,0.67357490816987,0.8222639828821071,1502
OR5D18,1440,0.022916384033006488,0.6074107109529364,0.028600309809988823,0.5213599275961769,0.00012547500744243426,0.6773212014546088,0.6034002986614373,1403
ADAM28,1441,0.022838904116865125,0.6086261768217167,0.07420503439706698,0.09577008693821343,1.357948651900312,0.6781109986755294,0.13827711256629738,1159
LMBR1,1442,0.02273169916522008,0.6103097321891493,-0.005175223927513266,0.9076436069898014,4.124691247346367,0.6794336859918343,0.9263507653018049,1618
OR10H1,1443,0.022730949737892133,0.6103215085087457,0.04726077308210741,0.2891380803204315,0.01182464319606131,0.6794336859918343,0.3717092436427085,1280
OR2M2,1444,0.02252406282694797,0.6135763163306437,0.03116956982125402,0.48462513574831245,0.0014706474582803974,0.6824887977820887,0.5716310599872022,1374
ITGA6,1445,0.022299310676409254,0.6171208096088701,0.05026142684536306,0.25957390590668056,5.330146449420521,0.6858607834140144,0.3372694967903128,1267
PCDHA1,1446,0.022270610308827547,0.6175740771527736,0.025327411978508345,0.5701412624012788,0.00030226468401208537,0.6860793860849674,0.6506861867951428,1428
TLR2,1447,0.022119293189861538,0.6199662405707594,0.14691136879303054,0.0009288865143002969,3.1630545003034944,0.6881887749060456,0.0018156743707887382,919
GRIN2D,1448,0.02211794521437305,0.6199875687167778,-0.02166386013265878,0.627190308377345,1.0945527950926486,0.6881887749060456,0.7002517759581128,1731
OR1S2,1449,0.02152772928343419,0.6293565910854675,0.016122200428323682,0.7177802096933998,0.0009671369119668229,0.6974303873031662,0.7802212523252647,1483
TAS2R30,1450,0.02149760523807087,0.6298363930560976,0.0042966135935876325,0.9232699553282356,0.04742593870165454,0.697672955688486,0.9387162967861986,1569
PTGER3,1451,0.02143621743692433,0.6308146317464526,0.004340165872446301,0.9224946187615499,0.7353403788947876,0.6984672154409997,0.9382847510720368,1568
LRRC37A,1452,0.021403433576379575,0.6313373199022048,0.015165865823076212,0.7338674867615608,0.27535291791791944,0.6987566197924236,0.7927183012608453,1490
CD200R1L,1453,0.021348779854790213,0.6322090979549625,0.027192642011862982,0.5420757413042052,0.01356116218750064,0.699142732808755,0.6242508752142311,1413
OR6C74,1454,0.020894870850863532,0.639468982739015,0.02577591316062722,0.563330131305393,0.00048598138484896516,0.7060033277638836,0.6454733834004274,1421
OR6B2,1455,0.020844635647504082,0.640274588527158,0.027323395756042927,0.540134405347728,0.004247663970094715,0.7066010110283205,0.6225514654740624,1411
OR10G2,1456,0.02077474491459781,0.6413961070617276,0.06042900090050143,0.17514783890530186,0.01663295341466443,0.7075466956613282,0.2376181234057723,1222
ART4,1457,0.02055232261817337,0.6449706835166893,0.07594671632913881,0.08820861861308751,0.6465535542544965,0.7111965392674752,0.12819013378880217,1154
OR7D4,1458,0.020484783884954966,0.6460577330219827,-0.01935351215191108,0.6643763247622134,0.010632803947284776,0.7118081491968611,0.7350059995727801,1719
OR4C16,1459,0.020388665945232858,0.6476060703189399,0.034879230261255514,0.4341505979372403,0.0002692003944315083,0.712947718988538,0.5227008999928774,1349
OR12D2,1460,0.020370962598965148,0.6478914147264201,-0.006865733402459504,0.87768255546743,0.005533143857988378,0.712947718988538,0.9068482045285579,1639
TMEM235,1461,0.02017501265702375,0.6510531937789301,0.04715636714209082,0.2902059208449912,0.007444073708305884,0.7156570930333641,0.37272364665682345,1281
ABCA13,1462,0.02016858847018547,0.6511569586201102,-0.09017616959465942,0.04280948360328395,1.0095089823378425,0.7156570930333641,0.0664765151888393,2047
ALPP,1463,0.020067632197197243,0.652788509895997,-0.001678343093869824,0.9699885617468774,0.08613897347222167,0.7171554952596122,0.9761898630588702,1592
AQP10,1464,0.0198694482805882,0.6559961686458067,-0.0667128047931926,0.13435761997488682,0.022662275538732794,0.719743340512761,0.1879039099439578,1955
SLC12A3,1465,0.019855587789078376,0.6562207420232279,0.07274705490481709,0.10249009324030961,0.08943166509050049,0.719743340512761,0.14677915033110098,1168
NPY6R,1466,0.019634681210824383,0.6598041308141896,-0.06260357920722039,0.16010087265011905,0.12226524530886253,0.7230804286053866,0.2199947242890125,1939
ADAM30,1467,0.019559711924751987,0.6610220049410336,0.030440951437346923,0.4948986315037299,0.002589484882351567,0.7238218022982489,0.5798749500821757,1382
OR4A5,1468,0.01950806353857206,0.6618615527295652,0.028648210439021445,0.5206622169625775,0.0007901892421658518,0.7244444502655986,0.6034002986614373,1400
PKD1,1469,0.01941035808908648,0.6634509201594244,0.028714217995268562,0.5197015509903656,2.4498329198196718,0.7255900860966465,0.6031605674254503,1398
ITM2B,1470,0.019258105934817086,0.6659306052034691,0.08451117902718186,0.057716816732569384,8.065167604484465,0.727558038708296,0.0874913650469901,1120
OR8H3,1471,0.018944210800618696,0.6710544036526871,0.026809560844202506,0.5477833513119993,0.0002396344573492392,0.7313673443457872,0.6294682773563757,1416
CDH2,1472,0.018522473365348957,0.6779625813051631,-0.038681187871783096,0.38571073337781003,3.8722327672686294,0.7372395048434348,0.47376688151229396,1820
ASIC4,1473,0.01806818052090411,0.6854343274484385,0.06988449645181483,0.11676795598105856,0.025145161045597237,0.7450615412996441,0.16520503401764583,1180
LRRC37A2,1474,0.017905874855479533,0.6881112670025522,0.00020307567591443552,0.9963678429891126,1.276732593238239,0.7476674229844879,0.9963678429891126,1583
OR13C3,1475,0.01786523023931785,0.6887822387665415,0.035184349621435344,0.43013837776636243,0.0005834375242606904,0.7480924884085021,0.518804701013646,1347
OR11H2,1476,0.01780394058235098,0.6897944858055987,0.024424579805655253,0.5839695340843822,0.0028202994769159617,0.7488877202777795,0.6603735236782107,1436
OR52N2,1477,0.017253587620461697,0.6989086166940237,0.044240492325130096,0.3210982114173558,0.030527310148233,0.7578595462448579,0.40463652012012324,1297
OR4X1,1478,0.017233490898918152,0.6992422587551681,-0.01913385065786869,0.6679570170340722,0.0016927009792764279,0.7579139845607294,0.7368469734113485,1714
GABRA4,1479,0.01708047578811998,0.7017844823862731,-0.04340489882344612,0.33033194258398585,0.011929846773165593,0.7603613070911242,0.41430938764989594,1844
SIGLECL1,1480,0.016984485712275635,0.7033809830274264,0.0018954156099623399,0.9661091555695579,0.0060409794975344435,0.761782401221279,0.9727204241232976,1574
PLXNA4,1481,0.016399855417208675,0.7131324602687472,0.0002709225892838893,0.9951543643263535,2.2239275550539634,0.7710942979209988,0.9955266630036175,1582
ABCG4,1482,0.016272902856374703,0.7152562517848365,-0.006615847497126698,0.8821013726528916,1.0967459324763662,0.772765744352587,0.9100073574358921,1636
SLC36A2,1483,0.01618362191162304,0.7167511526296036,0.014826089285537032,0.7396117338326462,0.023637714295446532,0.7740680864828595,0.7974684581727806,1492
NRXN1,1484,0.016152222050535726,0.7172771627641729,0.09221553252112238,0.03830586019988562,0.02033521861033658,0.7743234288378676,0.059795604305017014,1092
C5AR2,1485,0.01612274806835874,0.7177710322592472,0.025184123059895508,0.5723255304640498,1.3671187173527142,0.7745438822684532,0.6516010712580036,1431
BST2,1486,0.01595945308816596,0.7205093479786198,0.1008763383224245,0.023385227188194774,6.2985061154912945,0.7771851538906128,0.03787528619093448,1060
SLC10A6,1487,0.015896517195615766,0.7215656856538478,0.03179395136145767,0.47591388855725664,1.0251990606646066,0.777697155759125,0.5624338959206276,1373
TLR4,1488,0.015250422913030973,0.732440258946306,0.04247820362260812,0.34077076877613094,2.025107278812892,0.7875131694501095,0.4254066459885033,1306
RNF13,1489,0.015120859912078165,0.7346275099211009,0.044818447840786174,0.3148108260255278,6.07670218863355,0.7892301974805239,0.3983928768538861,1294
SLC40A1,1490,0.015045479703249829,0.7359010498281101,0.10285609769511714,0.020788163623625615,7.085151492106303,0.7899636319712431,0.033977719761353845,1055
PCDHB5,1491,0.014960409432878295,0.7373391716179494,0.02089444664868049,0.6394757837600911,2.4930720374072206,0.79118978527544,0.7110013495943798,1458
OR2W6P,1492,0.014877903575185931,0.7387348181869903,-0.03403214552362972,0.4454018249743734,0.03842730340404478,0.7923693958411601,0.5340827264490917,1798
NLGN3,1493,0.014775784327173243,0.7404634282842985,0.05114206083216003,0.25130818450395653,0.5353456832350999,0.7939050550249455,0.3279639264829574,1262
FCGR3B,1494,0.014459340110002909,0.74582826375198,0.04423973822345864,0.3211064680983177,0.4085651064345052,0.7983766121988769,0.40463652012012324,1298
PRLR,1495,0.014368993056341827,0.7473622325280599,-0.009961509298857214,0.8232958896079084,0.23391666240913056,0.7993786439120129,0.8660476824593025,1656
GPC4,1496,0.014295497872768643,0.7486108162691548,0.04822283659677656,0.2794225728537051,4.657967062611714,0.7999926101361918,0.3599113486564583,1276
OR5AU1,1497,0.013878363942917311,0.7557097241196212,0.04146253695072531,0.3524510435749881,0.002871240593159213,0.8063718285298751,0.43773993986043575,1311
SLC17A8,1498,0.013665606484640557,0.7593384702476622,-0.006623903012807457,0.8819588663956746,0.008650214413849226,0.8099206499570198,0.9100073574358921,1637
OR10Z1,1499,0.01350782650548691,0.7620329528595161,0.04917981995656594,0.26998032055178867,0.0013535831850953863,0.8124705406484634,0.3494324187587042,1269
SLC17A6,1500,0.013388201086766492,0.7640777727731325,0.044130861252385335,0.322300016345441,0.0011718331748245309,0.8143260121145303,0.40594924338563787,1299
SLC36A3,1501,0.013330290540585802,0.765068258619878,0.010380705537197735,0.8159900703195602,0.017586870793814418,0.8150567822906589,0.8600541773884526,1522
OR10K2,1502,0.013270096807097023,0.7660982016226796,-0.007637461586890048,0.8640603847027423,0.002385020664258938,0.8158289889044386,0.8980749036825041,1644
TSPAN2,1503,0.013218512215869211,0.7669811663132946,0.03875827277418263,0.3847639424093466,1.6206982512885284,0.816444123694964,0.47282113143501503,1322
CALY,1504,0.013080090618278136,0.76935199351478,-0.024610004927872946,0.5811167886193489,0.27437726233366144,0.818316320866556,0.6578773466418878,1747
OR2D3,1505,0.01297256605367656,0.7711951153572798,0.016898521338279408,0.7048118446495735,0.008755789017077945,0.8199505918351356,0.7692517847318202,1476
OR5L1,1506,0.012943770784925177,0.7716889258235556,0.027538882533629874,0.5369426011197002,0.00038152478874720297,0.8201495181447488,0.6199415006019335,1408
BOC,1507,0.012830755125201961,0.7736279225722577,-0.0023951803364438604,0.9571808128230426,3.590769968210765,0.8215572140421832,0.9665939220149816,1601
OR5H14,1508,0.01280124430885856,0.7741344687974729,-0.002115409954105761,0.9621783482398365,0.0009937258889446635,0.8217687850593262,0.9694291270509883,1594
CLSTN2,1509,0.012635088681965492,0.77698827517305,-0.09391164776672027,0.03487242005601498,0.5435796056863615,0.8243961632620013,0.0549816339798255,2061
TMEM219,1510,0.012561380361638648,0.7782552165451793,0.024078887780285392,0.5893052543702304,7.450821393148213,0.8250001868485429,0.6654570313285457,1439
OR7A17,1511,0.01249451407620812,0.7794050617277867,-0.05499813983968971,0.21727716650257695,0.011628529851986579,0.8257246969334792,0.2877657965467512,1902
DCHS1,1512,0.012329929219471458,0.7822373398586487,0.015093541977472574,0.7350889594173045,2.499083628713407,0.8277414510415619,0.7932910575876432,1491
OR7G2,1513,0.012180769439806264,0.7848066636935416,0.007249691287518949,0.8709003437235003,0.0412835768837511,0.8294755014689842,0.903331078012661,1544
ATP1A1,1514,0.011918971677889183,0.7893218539626284,0.03092382732790908,0.488077164934129,7.2428737272141195,0.8339180709190314,0.5739306680008184,1378
GPBAR1,1515,0.011810562414045898,0.7911936505470275,0.08932565688612688,0.04481546229559106,0.6751953996616417,0.835565490348638,0.06922966272582928,1100
GALR3,1516,0.011755532685122713,0.792144255271314,-0.06228506259625064,0.16224181442373908,0.12968029918146515,0.8362391388059589,0.22259343856802377,1937
OR1D4,1517,0.01166101498276496,0.793777708943873,0.03733889905698057,0.40242391197734434,0.002488054055500078,0.8373024038327086,0.4902421597391429,1333
OR2M7,1518,0.011543811524417863,0.7958044699937363,0.012720285110067637,0.7755246062100645,0.0010612215975416006,0.8381178230654789,0.827845427946392,1506
OR5B21,1519,0.011502419013056533,0.796520586244339,0.03576944577852251,0.4225048924127891,0.007155284218427082,0.8385417510304577,0.5116748561194737,1340
CACNG2,1520,0.010728709010362556,0.8099370716852582,0.0023794465899081465,0.9574618218817016,0.007791778793192552,0.8506566102460252,0.9665939220149816,1573
THSD7A,1521,0.010361704596355168,0.8163208820753274,-0.08352822949887374,0.06069773799976042,1.5787196431119859,0.8567837252287164,0.09149140440324655,2024
OR5D16,1522,0.010345679035289606,0.816599916999826,0.032619812623588006,0.46452432961254586,0.001214384161366404,0.8567837252287164,0.5527984234018458,1363
OR4K17,1523,0.010312869086480686,0.817171271713603,0.03927105179187888,0.3785018925909792,0.0014379215352270465,0.856908227671441,0.4659825325912884,1320
OR52E8,1524,0.010089494579951223,0.8210636906400429,-0.017088937834088682,0.7016438049927463,0.05119297039804326,0.8603151680139007,0.7667329524113623,1702
SELE,1525,0.009603243604090187,0.8295519524151241,0.04476386076340452,0.31540118694743674,2.3695836240252497,0.8671704146825809,0.398951170244771,1295
LYPD8,1526,0.009525022885551149,0.8309192974430651,-0.0033319625215981396,0.9404604071794498,0.012784454610914228,0.8682603366013115,0.9536560973825744,1608
LY6G6F,1527,0.009501563025245156,0.8313294895606717,-0.07168322682390502,0.10762538408966002,0.2124104702662172,0.8683496308926703,0.15333607663443433,1969
OR5AP2,1528,0.009401817368401297,0.8330740375201159,0.01860659693309937,0.6765824337970638,0.0015580657112923178,0.8696724733668337,0.7436010801370114,1467
