	title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1_1	characteristics_ch1_2	molecule_ch1	extract_protocol_ch1	label_ch1	label_protocol_ch1	taxid_ch1	hyb_protocol	scan_protocol	description	data_processing	platform_id	contact_name	contact_email	contact_institute	contact_address	contact_city	contact_zip/postal_code	contact_country	supplementary_file	data_row_count	relation	sample_type	is_tumor	is_control	title_class	pair_id	paired_by_title	histology_geo	cldn4	cd8a	cd274	epithelial_mean_z	ESTIMATE_StromalScore	ESTIMATE_ImmuneScore	ESTIMATE_Score	ESTIMATE_TumorPurity
GSM466960	Tumor 16	GSM466960	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Tumor	Homo sapiens	tissue: lung	sample type: tumor	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	07SE502	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM466nnn/GSM466960/suppl/GSM466960.CEL.gz	54675	Reanalyzed by: GSE60486	tumor	True	False	Tumor	16	True	not_deposited	7.43139	6.71663	5.23959	0.4241151752610106	3399.7946221632355	4923.22002318207	8323.014645345305	-0.2531286619146776
GSM466961	Control 18	GSM466961	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Control	Homo sapiens	tissue: lung	sample type: control	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	07SE504	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM466nnn/GSM466961/suppl/GSM466961.CEL.gz	54675	Reanalyzed by: GSE60486	control	False	True	Control	18	True	not_deposited	7.42815	7.76035	9.0332					
GSM466962	Tumor 18	GSM466962	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Tumor	Homo sapiens	tissue: lung	sample type: tumor	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	07SE505	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM466nnn/GSM466962/suppl/GSM466962.CEL.gz	54675	Reanalyzed by: GSE60486	tumor	True	False	Tumor	18	True	not_deposited	7.87335	4.89404	6.84676	0.24569324463811548	3144.9119068564305	3685.309214838651	6830.221121695082	-0.03677980771275431
GSM466963	Tumor 21	GSM466963	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Tumor	Homo sapiens	tissue: lung	sample type: tumor	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	07SE506	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM466nnn/GSM466963/suppl/GSM466963.CEL.gz	54675	Reanalyzed by: GSE60486	tumor	True	False	Tumor	21	True	not_deposited	7.58076	7.20667	7.93596	0.0037711607651730017	3461.3356967367563	6493.804611395336	9955.140308132093	-0.47546277239388096
GSM466964	Control 21	GSM466964	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Control	Homo sapiens	tissue: lung	sample type: control	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	07SE507	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM466nnn/GSM466964/suppl/GSM466964.CEL.gz	54675	Reanalyzed by: GSE60486	control	False	True	Control	21	True	not_deposited	6.44569	8.44783	7.15133					
GSM466965	Tumor 22	GSM466965	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Tumor	Homo sapiens	tissue: lung	sample type: tumor	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	07SE508	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM466nnn/GSM466965/suppl/GSM466965.CEL.gz	54675	Reanalyzed by: GSE60486	tumor	True	False	Tumor	22	True	not_deposited	8.46368	6.23688	9.0519	0.5794522790954857	4686.093921409081	5790.10774461503	10476.201666024112	-0.5412943849938974
GSM466966	Control 22	GSM466966	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Control	Homo sapiens	tissue: lung	sample type: control	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	07SE509	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM466nnn/GSM466966/suppl/GSM466966.CEL.gz	54675	Reanalyzed by: GSE60486	control	False	True	Control	22	True	not_deposited	7.61772	7.63817	9.42812					
GSM466967	Tumor 23	GSM466967	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Tumor	Homo sapiens	tissue: lung	sample type: tumor	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	07SE510	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM466nnn/GSM466967/suppl/GSM466967.CEL.gz	54675	Reanalyzed by: GSE60486	tumor	True	False	Tumor	23	True	not_deposited	9.57391	7.34689	6.93617	1.0318176972884066	3696.7853248351594	4893.969511596394	8590.754836431553	-0.29094462996574577
GSM466968	Control 23	GSM466968	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Control	Homo sapiens	tissue: lung	sample type: control	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	07SE511	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM466nnn/GSM466968/suppl/GSM466968.CEL.gz	54675	Reanalyzed by: GSE60486	control	False	True	Control	23	True	not_deposited	6.78312	7.77841	9.49291					
GSM466969	Tumor 24	GSM466969	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Tumor	Homo sapiens	tissue: lung	sample type: tumor	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	07SE512	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM466nnn/GSM466969/suppl/GSM466969.CEL.gz	54675	Reanalyzed by: GSE60486	tumor	True	False	Tumor	24	True	not_deposited	6.83101	6.34421	6.63275	0.08255629360276386	3768.604737350978	6034.15082443762	9802.7555617886	-0.4556672646566797
GSM466970	Control 24	GSM466970	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Control	Homo sapiens	tissue: lung	sample type: control	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	07SE513	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM466nnn/GSM466970/suppl/GSM466970.CEL.gz	54675	Reanalyzed by: GSE60486	control	False	True	Control	24	True	not_deposited	6.32266	7.29068	7.7299					
GSM466971	Tumor 26	GSM466971	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Tumor	Homo sapiens	tissue: lung	sample type: tumor	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	07SE514	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM466nnn/GSM466971/suppl/GSM466971.CEL.gz	54675	Reanalyzed by: GSE60486	tumor	True	False	Tumor	26	True	not_deposited	7.62083	7.62734	10.2732	-0.30461500479565357	5100.925977090138	6254.338174850278	11355.264151940417	-0.6449913251248638
GSM466972	Control 26	GSM466972	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Control	Homo sapiens	tissue: lung	sample type: control	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	07SE515	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM466nnn/GSM466972/suppl/GSM466972.CEL.gz	54675	Reanalyzed by: GSE60486	control	False	True	Control	26	True	not_deposited	6.76688	7.68399	8.1611					
GSM466973	Tumor 28	GSM466973	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Tumor	Homo sapiens	tissue: lung	sample type: tumor	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	07SE516	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM466nnn/GSM466973/suppl/GSM466973.CEL.gz	54675	Reanalyzed by: GSE60486	tumor	True	False	Tumor	28	True	not_deposited	8.36249	7.09254	7.11198	0.8974969757245989	5654.866026623005	6615.195623004221	12270.061649627227	-0.7414935324798363
GSM466974	Control 28	GSM466974	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Control	Homo sapiens	tissue: lung	sample type: control	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	07SE517	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM466nnn/GSM466974/suppl/GSM466974.CEL.gz	54675	Reanalyzed by: GSE60486	control	False	True	Control	28	True	not_deposited	6.59661	7.59895	9.20337					
GSM466975	Tumor 29	GSM466975	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Tumor	Homo sapiens	tissue: lung	sample type: tumor	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	07SE518	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM466nnn/GSM466975/suppl/GSM466975.CEL.gz	54675	Reanalyzed by: GSE60486	tumor	True	False	Tumor	29	True	not_deposited	7.46483	5.27744	7.39434	0.5822317051580232	2076.772102897669	3239.315422686028	5316.087525583696	0.18440765078668703
GSM466976	Control 29	GSM466976	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Control	Homo sapiens	tissue: lung	sample type: control	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	07SE519	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM466nnn/GSM466976/suppl/GSM466976.CEL.gz	54675	Reanalyzed by: GSE60486	control	False	True	Control	29	True	not_deposited	7.52069	7.82974	6.39698					
GSM466977	Tumor 30	GSM466977	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Tumor	Homo sapiens	tissue: lung	sample type: tumor	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	07SE520	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM466nnn/GSM466977/suppl/GSM466977.CEL.gz	54675	Reanalyzed by: GSE60486	tumor	True	False	Tumor	30	True	not_deposited	5.71471	6.78438	8.81425	-0.2725029653719662	2854.821963596929	4928.368867864836	7783.190831461765	-0.1757553446535703
GSM466978	Control 30	GSM466978	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Control	Homo sapiens	tissue: lung	sample type: control	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	07SE521	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM466nnn/GSM466978/suppl/GSM466978.CEL.gz	54675	Reanalyzed by: GSE60486	control	False	True	Control	30	True	not_deposited	6.32953	8.04673	7.3924					
GSM466979	Control 31	GSM466979	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Control	Homo sapiens	tissue: lung	sample type: control	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	07SE522	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM466nnn/GSM466979/suppl/GSM466979.CEL.gz	54675	Reanalyzed by: GSE60486	control	False	True	Control	31	True	not_deposited	6.78141	6.91132	7.07323					
