term	es	nes	nom_p	n_set_in_rank	mean_stat	lead_genes	n_lead	cohort	contrast	n_high	n_low	bucket	expected	primary	source	enrichr_name	n	fdr_all	fdr_primary
GOBP_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	0.5172736940121487	1.7445887999526775	0.000999000999000999	47	1.5535738832925279	POF1B,CLDN1,APC,CLDN20,PARD3,CLDN7,CLDN6,CHAF1B,SLC39A9,MARVELD3,PAK2,PDCD6IP,GRHL2,OCLN,ECT2,DLG1,STRN,CLDN18,OCEL1,CLDN24,CLDN4,ARL2,CLDN34,RAB13,MARVELD2	27	GSE190265	tacstd2_median	21	21	TJ	UP	True	Enrichr GO_Biological_Process_2023	Bicellular Tight Junction Assembly (GO:0070830)	47	0.0014985014985014985	0.0014985014985014985
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.5111384270240967	1.740683267279431	0.000999000999000999	53	1.624012482899496	ANXA1,UGCG,KRT10,CASP3,HDAC1,OVOL1,SPRR3,ADAM9,SPRR1B,CERS3,S100A7,PPP3CA,DSP,JAG1,HDAC2,CSTA,ASAH1,OPN3,WNT5A,CFLAR,CLIC4,ERCC3,SCEL,TXNIP,KRT16	37	GSE190265	tacstd2_median	21	21	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Epidermal Cell Differentiation (GO:0009913)	54	0.0014985014985014985	0.0014985014985014985
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0.4803174493211648	1.593291973692347	0.000999000999000999	45	1.3592376606941938	DDX17,WNT4,GSK3B,TGFBR1,SMAD4,TGFB2,AMELX,LIMS1,DDX5,WNT5A,ROCK1,TGFBR3,HEY1,HIF1A,HNRNPAB,SNAI2,HGF,ROCK2,S100A4,TGFB1,LEF1,SLC39A10,NOTCH4,TBX3,BMP7	25	GSE190265	tacstd2_median	21	21	EMT	DOWN	True	Enrichr GO_Biological_Process_2023	Epithelial To Mesenchymal Transition (GO:0001837)	47	0.0014985014985014985	0.0014985014985014985
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.6045448955380539	1.7583088979496113	0.003996003996003996	19	1.7158237919145416	UGCG,CLDN1,KDF1,TMEM79,SFN,TP63,IL18,MET,ALOX12,STMN1,CLDN4,KRT16	12	GSE190265	tacstd2_median	21	21	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Establishment Of Skin Barrier (GO:0061436)	19	0.005328005328005328	0.005328005328005328
GOBP_KERATINOCYTE_DIFFERENTIATION	0.556250781961984	1.8457729169813801	0.000999000999000999	41	1.7925321742915772	ANXA1,UGCG,KRT10,CASP3,SPRR3,ADAM9,SPRR1B,CERS3,S100A7,PPP3CA,DSP,JAG1,CSTA,ASAH1,OPN3,WNT5A,CFLAR,CLIC4,SCEL,TXNIP,KRT16,POU2F3,SPRR2F,MED1,SPRR2B	32	GSE190265	tacstd2_median	21	21	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Keratinocyte Differentiation (GO:0030216)	42	0.0014985014985014985	0.0014985014985014985
GOBP_KERATINIZATION	0.32258124127421517	1.1236086413118087	0.25374625374625376	73	0.9904238370538958	ABCA12,PPL,SPRR3,KRT17,TMEM79,SFN,KRT6A,SPRR1B,CERS3,KRT86,SPRR2E,KRT80,CDH3,LCE3E,SPRR2D,CASP14,KRT6B,LIPK,SPRR4,LCE3D,KRT5,KRT16,PPHLN1,LCE1F,KRT6C	34	GSE190265	tacstd2_median	21	21	KERATIN_BARRIER	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		83	0.2768140949959132	0.2768140949959132
GOBP_CORNIFICATION	0.44446472468644077	1.089042626017118	0.30569430569430567	9	1.3762358749802397	TMEM79,CERS3,CASP14,LIPK,KLK5,LIPM,CYP26B1	7	GSE190265	tacstd2_median	21	21	KERATIN_BARRIER	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		9	0.30569430569430567	0.30569430569430567
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.47857513084424286	1.6911748234637496	0.000999000999000999	80	1.4683493732723611	POF1B,CLDN1,PRKCH,APC,CLDN20,ILDR1,PARD3,CLDN7,TGFBR1,TJP1,FZD5,CLDN6,SLC39A9,MARVELD3,PAK2,PDCD6IP,F11R,GRHL2,SVEP1,OCLN,SRF,ECT2,ROCK1,ACTG1,DLG1	43	GSE190265	tacstd2_median	21	21	TJ	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		82	0.0014985014985014985	0.0014985014985014985
KRT_EPITHELIAL	0.6135361062151459	1.7773531432474459	0.000999000999000999	17	1.9871028636398322	KRT10,KRT19,KRT13,KRT17,KRT6A,KRT18,KRT15,KRT14,KRT6B,KRT8,KRT5,KRT16,KRT6C,KRT4	14	GSE190265	tacstd2_median	21	21	KERATIN_BARRIER	UP	True	Fixed keratin cytokeratin panel (simple + squamous; not an MSigDB set)		17	0.0014985014985014985	0.0014985014985014985
HALLMARK_APICAL_JUNCTION	0.41039462942028976	2.0610841565389246	0.000999000999000999	198	0.24508508997979805	JUP,CDH3,MPZL2,ITGB4,NECTIN1,HRAS,LAMB3,CLDN7,MAPK13,CTNNA1,ADAM15,NECTIN4,PARD6G,COL17A1,SHROOM2,PKD1,GRB7,ACTG1,CLDN4,CDH1,ITGA2,SYK,LAMC2,CD276,CRB3	53	GSE283829	tacstd2_median	13	13	TJ	UP	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Apical Junction	200	0.001332001332001332	0.001332001332001332
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.23273388111983126	-1.059485028510923	0.25274725274725274	200	-0.17845074866428143	IL32,TGFB1,LOX,GPX7,MMP2,ID2,RGS4,SERPINE2,TIMP3,TPM2,COL4A1,MATN2,TAGLN,FGF2,COL5A1,FOXC2,COL5A2,TFPI2,THBS2,PFN2,SPOCK1,TPM1,LUM,FBLN5,GADD45B	79	GSE283829	tacstd2_median	13	13	EMT	DOWN	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Epithelial Mesenchymal Transition	200	0.2757242757242757	0.2757242757242757
KEGG_TIGHT_JUNCTION	0.3685318462033739	1.7939636469251257	0.000999000999000999	167	0.22162861402131404	MARVELD3,LLGL1,CLDN7,ACTR3B,PARD6G,CLDN1,ERBB2,SCRIB,JUN,ACTG1,CLDN4,F11R,MYH14,PPP2R1A,CRB3,MICALL2,MAP2K7,ACTR3C,PATJ,MAPK10,LLGL2,YBX3,ACTN4,CLDN25,ARPC5L	45	GSE283829	tacstd2_median	13	13	TJ	UP	True	Enrichr KEGG_2021_Human	Tight junction	169	0.001332001332001332	0.001332001332001332
GOBP_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	0.4677280699702296	1.8489398593855868	0.000999000999000999	47	0.3463910152645185	MARVELD3,CLDN7,CLDN1,GRHL2,CLDN4,MICALL2,CLDN25,TBCD,PARD3,MARVELD2,CLDN16,CLDN8,POF1B,FRMPD2,DLG1,CLDN10,CLDN23,CLDN9,CLDN5	19	GSE283829	tacstd2_median	13	13	TJ	UP	True	Enrichr GO_Biological_Process_2023	Bicellular Tight Junction Assembly (GO:0070830)	47	0.001332001332001332	0.001332001332001332
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.6399408751993719	2.5990789219604165	0.000999000999000999	54	0.7770938933231799	KRT16,ST14,SPRR1B,SPINK5,DSP,JAG1,EVPL,OVOL3,EPHA2,OVOL1,BCR,IVL,ANXA1,SPRR3,TGM1,CERS3,PPP3CA,SCEL,SPRR1A,OVOL2,CSTA,S100A7,SPRR2F,SPRR2B,EREG	26	GSE283829	tacstd2_median	13	13	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Epidermal Cell Differentiation (GO:0009913)	54	0.001332001332001332	0.001332001332001332
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	-0.28108383519777125	-1.0133976076765432	0.2967032967032967	46	-0.09470939687313364	LOXL3,FGFR1,TASOR,SNAI2,TGFBR3,RBPJ,HEYL,TGFBR1,ROCK1,EOMES,IGF1,HGF,ROCK2	13	GSE283829	tacstd2_median	13	13	EMT	DOWN	True	Enrichr GO_Biological_Process_2023	Epithelial To Mesenchymal Transition (GO:0001837)	47	0.2967032967032967	0.2967032967032967
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.6951389916975629	2.168158790352619	0.000999000999000999	19	1.1461051050385636	KRT16,TP63,LSR,CLDN1,TMEM79,CLDN4,KDF1,SFN,MET	9	GSE283829	tacstd2_median	13	13	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Establishment Of Skin Barrier (GO:0061436)	19	0.001332001332001332	0.001332001332001332
GOBP_KERATINOCYTE_DIFFERENTIATION	0.6722819809635407	2.5775447584828086	0.000999000999000999	42	0.8517921624835516	KRT16,ST14,SPRR1B,DSP,JAG1,EVPL,EPHA2,BCR,IVL,ANXA1,SPRR3,TGM1,CERS3,PPP3CA,SCEL,SPRR1A,EXPH5,CSTA,S100A7,SPRR2F,SPRR2B,EREG,POU2F3	23	GSE283829	tacstd2_median	13	13	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Keratinocyte Differentiation (GO:0030216)	42	0.001332001332001332	0.001332001332001332
GOBP_KERATINIZATION	0.6455871386313906	2.861715675353785	0.000999000999000999	83	0.8817801187207358	KRT17,CDH3,KRT16,PPL,SPRR1B,KRT80,KRT6A,EVPL,SPRR2D,TMEM79,CNFN,KRT6C,IVL,SFN,KRT5,SPRR3,SPRR2E,TGM1,CERS3,KRT4,SPRR1A,KRT77,KAZN,KRT6B,KRT81	53	GSE283829	tacstd2_median	13	13	KERATIN_BARRIER	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		83	0.001332001332001332	0.001332001332001332
GOBP_CORNIFICATION	0.6657060581348869	1.6636938327364545	0.011988011988011988	9	0.7204551143194101	TMEM79,CERS3,KLK5,CDSN,LIPM	5	GSE283829	tacstd2_median	13	13	KERATIN_BARRIER	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		9	0.014385614385614387	0.014385614385614387
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.45639820106130385	1.960898490827637	0.000999000999000999	81	0.35421295346709675	MARVELD3,CLDN7,LSR,CLDN1,IKBKB,GRHL2,ACTG1,CLDN4,EPHA2,PLEC,PRKCH,F11R,ILDR1,MICALL2,PATJ,CLDN25,SRF,TBCD,PARD3,MARVELD2,MIR105-1,EXT1,CLDN16,TJP1,CLDN8	31	GSE283829	tacstd2_median	13	13	TJ	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		82	0.001332001332001332	0.001332001332001332
KRT_EPITHELIAL	0.8604372724882643	2.644773869249169	0.000999000999000999	17	1.771465302264849	KRT19,KRT17,KRT16,KRT6A,KRT15,KRT14,KRT6C,KRT5,KRT13,KRT4,KRT6B,KRT7,KRT8	13	GSE283829	tacstd2_median	13	13	KERATIN_BARRIER	UP	True	Fixed keratin cytokeratin panel (simple + squamous; not an MSigDB set)		17	0.001332001332001332	0.001332001332001332
