nhood	n_samples_present	n_cells	spearman_rho	p	testable	BH_FDR	SpatialFDR
324	1	31			False		
325	6	31	-0.6	0.208	True	0.9648089924796812	0.9367491602290554
326	1	31			False		
327	2	31			False		
328	1	31			False		
329	1	31			False		
330	1	31			False		
331	1	31			False		
332	1	31			False		
333	1	31			False		
334	1	31			False		
335	1	31			False		
336	1	31			False		
337	1	31			False		
338	2	31			False		
339	1	31			False		
340	1	31			False		
341	1	31			False		
342	1	31			False		
343	1	31			False		
344	3	31			False		
345	1	31			False		
346	1	31			False		
347	1	31			False		
348	1	31			False		
349	1	31			False		
350	1	31			False		
351	1	31			False		
352	1	31			False		
353	6	31	-0.5428571428571429	0.26570262390670546	True	0.9648089924796812	0.9367491602290554
354	1	31			False		
355	1	31			False		
356	1	31			False		
357	1	31			False		
358	1	31			False		
359	1	31			False		
360	1	31			False		
361	1	31			False		
362	1	31			False		
363	1	31			False		
364	1	31			False		
365	1	31			False		
366	1	31			False		
367	1	31			False		
368	1	31			False		
369	1	31			False		
370	1	31			False		
371	1	31			False		
372	1	31			False		
373	1	31			False		
374	1	31			False		
375	1	31			False		
376	1	31			False		
377	1	31			False		
378	1	31			False		
379	1	31			False		
380	1	31			False		
381	1	31			False		
382	1	31			False		
383	1	31			False		
384	2	31			False		
385	1	31			False		
386	1	31			False		
387	1	31			False		
388	1	31			False		
389	1	31			False		
390	1	31			False		
391	1	31			False		
392	1	31			False		
393	1	31			False		
394	1	31			False		
395	1	31			False		
396	1	31			False		
397	1	31			False		
398	3	31			False		
399	1	31			False		
400	1	31			False		
401	1	31			False		
402	7	31	0.3571428571428572	0.431611352038328	True	0.9648089924796812	0.9551469332637158
403	1	31			False		
404	1	31			False		
405	1	31			False		
406	1	31			False		
407	1	31			False		
408	1	31			False		
409	4	31			False		
410	1	31			False		
411	1	31			False		
412	1	31			False		
413	1	31			False		
414	1	31			False		
415	1	31			False		
416	1	31			False		
417	1	31			False		
418	1	31			False		
419	1	31			False		
420	1	31			False		
421	1	31			False		
422	1	31			False		
423	1	31			False		
424	1	31			False		
425	1	31			False		
426	1	31			False		
427	1	31			False		
428	1	31			False		
429	1	31			False		
430	2	31			False		
431	1	31			False		
432	1	31			False		
433	1	31			False		
434	1	31			False		
435	1	31			False		
436	1	31			False		
437	2	31			False		
438	2	31			False		
439	1	31			False		
440	1	31			False		
441	1	31			False		
442	1	31			False		
443	1	31			False		
444	1	31			False		
445	4	31			False		
446	1	31			False		
447	8	31	-0.1666666666666667	0.693238811728395	True	0.9648089924796812	0.9624091664254047
448	4	31			False		
449	1	31			False		
450	1	31			False		
451	1	31			False		
452	1	31			False		
453	1	31			False		
454	1	31			False		
455	1	31			False		
456	1	31			False		
457	1	31			False		
458	1	31			False		
459	1	31			False		
460	1	31			False		
461	1	31			False		
462	1	31			False		
463	2	31			False		
464	5	31	-0.19999999999999998	0.7470600781046621	True	0.9648089924796812	0.9624091664254047
465	1	31			False		
466	1	31			False		
467	3	31			False		
468	3	31			False		
469	1	31			False		
470	1	31			False		
471	3	31			False		
472	2	31			False		
473	1	31			False		
474	2	31			False		
475	3	31			False		
476	1	31			False		
477	2	31			False		
478	3	31			False		
479	1	31			False		
480	5	31	0.6	0.28475697986529386	True	0.9648089924796812	0.9367491602290554
481	1	31			False		
482	1	31			False		
483	1	31			False		
484	1	31			False		
485	1	31			False		
486	2	31			False		
487	1	31			False		
488	1	31			False		
489	1	31			False		
490	2	31			False		
491	1	31			False		
492	1	31			False		
493	1	31			False		
494	1	31			False		
495	1	31			False		
496	4	31			False		
497	1	31			False		
498	3	31			False		
499	1	31			False		
500	1	31			False		
501	6	31	0.08571428571428573	0.8717434402332361	True	0.9648089924796812	0.9624091664254047
502	1	31			False		
503	5	31	0.19999999999999998	0.7470600781046621	True	0.9648089924796812	0.9624091664254047
504	2	31			False		
505	1	31			False		
506	1	31			False		
507	1	31			False		
508	1	31			False		
509	1	31			False		
510	3	31			False		
511	1	31			False		
512	5	31	0.6	0.28475697986529386	True	0.9648089924796812	0.9367491602290554
513	4	31			False		
514	1	31			False		
515	1	31			False		
516	1	31			False		
517	1	31			False		
518	1	31			False		
519	1	31			False		
520	1	31			False		
521	1	31			False		
522	1	31			False		
523	1	31			False		
524	1	31			False		
525	1	31			False		
526	1	31			False		
527	3	31			False		
528	1	31			False		
529	4	31			False		
530	1	31			False		
531	1	31			False		
532	1	31			False		
533	2	31			False		
534	1	31			False		
535	1	31			False		
536	2	31			False		
537	1	31			False		
538	6	31	0.6571428571428573	0.1561749271137024	True	0.9648089924796812	0.9367491602290554
539	1	31			False		
540	1	31			False		
541	1	31			False		
542	1	31			False		
543	1	31			False		
544	1	31			False		
545	1	31			False		
546	1	31			False		
547	1	31			False		
548	1	31			False		
549	5	31	0.0	1.0	True	1.0	0.9999999999999994
550	1	31			False		
551	1	31			False		
552	1	31			False		
553	1	31			False		
554	8	31	0.6190476190476191	0.10173303745426478	True	0.9648089924796812	0.9367491602290554
555	1	31			False		
556	1	31			False		
557	1	31			False		
558	3	31			False		
559	2	31			False		
560	1	31			False		
561	1	31			False		
562	1	31			False		
563	1	31			False		
564	1	31			False		
565	1	31			False		
566	1	31			False		
567	2	31			False		
568	1	31			False		
569	1	31			False		
570	1	31			False		
571	1	31			False		
572	1	31			False		
573	1	31			False		
574	1	31			False		
575	1	31			False		
576	1	31			False		
577	2	31			False		
578	1	31			False		
579	2	31			False		
580	1	31			False		
581	1	31			False		
582	1	31			False		
583	1	31			False		
584	1	31			False		
585	1	31			False		
586	1	31			False		
587	1	31			False		
588	1	31			False		
589	4	31			False		
590	1	31			False		
591	1	31			False		
592	2	31			False		
593	1	31			False		
594	1	31			False		
595	1	31			False		
596	1	31			False		
597	1	31			False		
598	1	31			False		
599	1	31			False		
600	1	31			False		
601	1	31			False		
602	1	31			False		
603	1	31			False		
604	1	31			False		
605	1	31			False		
606	6	31	0.3142857142857143	0.5440932944606415	True	0.9648089924796812	0.9551469332637158
607	1	31			False		
608	1	31			False		
609	1	31			False		
610	1	31			False		
611	2	31			False		
612	1	31			False		
613	1	31			False		
614	1	31			False		
615	2	31			False		
616	2	31			False		
617	1	31			False		
618	1	31			False		
619	1	31			False		
620	1	31			False		
621	1	31			False		
622	1	31			False		
623	1	31			False		
624	1	31			False		
625	1	31			False		
626	1	31			False		
627	1	31			False		
628	1	31			False		
629	1	31			False		
630	2	31			False		
631	1	31			False		
632	1	31			False		
633	1	31			False		
634	1	31			False		
635	1	31			False		
636	1	31			False		
637	1	31			False		
638	1	31			False		
639	1	31			False		
640	1	31			False		
641	1	31			False		
642	1	31			False		
643	1	31			False		
644	2	31			False		
645	1	31			False		
646	1	31			False		
647	4	31			False		
648	1	31			False		
649	1	31			False		
650	3	31			False		
651	1	31			False		
652	1	31			False		
653	1	31			False		
654	1	31			False		
655	1	31			False		
656	5	31	-0.7	0.1881204043741873	True	0.9648089924796812	0.9367491602290554
657	1	31			False		
658	1	31			False		
659	1	31			False		
660	6	31	-0.08571428571428573	0.8717434402332361	True	0.9648089924796812	0.9624091664254047
661	1	31			False		
662	1	31			False		
663	1	31			False		
664	1	31			False		
665	1	31			False		
666	5	31	-0.19999999999999998	0.7470600781046621	True	0.9648089924796812	0.9624091664254047
667	1	31			False		
668	1	31			False		
669	1	31			False		
670	1	31			False		
671	1	31			False		
672	1	31			False		
673	1	31			False		
674	1	31			False		
675	1	31			False		
676	1	31			False		
677	1	31			False		
678	1	31			False		
679	1	31			False		
680	2	31			False		
681	1	31			False		
682	1	31			False		
683	2	31			False		
684	1	31			False		
685	1	31			False		
686	1	31			False		
687	5	31	0.09999999999999999	0.8728885715695384	True	0.9648089924796812	0.9624091664254047
688	1	31			False		
689	1	31			False		
690	1	31			False		
691	1	31			False		
692	1	31			False		
693	1	31			False		
694	1	31			False		
695	1	31			False		
696	1	31			False		
697	1	31			False		
698	2	31			False		
699	1	31			False		
700	1	31			False		
701	1	31			False		
702	1	31			False		
703	1	31			False		
704	1	31			False		
705	1	31			False		
706	1	31			False		
707	1	31			False		
708	1	31			False		
709	1	31			False		
710	1	31			False		
711	1	31			False		
712	2	31			False		
713	1	31			False		
714	1	31			False		
715	1	31			False		
716	3	31			False		
717	1	31			False		
718	1	31			False		
719	1	31			False		
720	1	31			False		
721	1	31			False		
722	1	31			False		
723	1	31			False		
724	1	31			False		
725	1	31			False		
726	1	31			False		
727	7	31	0.14285714285714288	0.7599453002180927	True	0.9648089924796812	0.9624091664254047
728	7	31	0.25	0.5887244480896832	True	0.9648089924796812	0.9551469332637158
729	4	31			False		
730	1	31			False		
731	1	31			False		
732	1	31			False		
733	1	31			False		
734	1	31			False		
735	1	31			False		
736	1	31			False		
737	1	31			False		
738	1	31			False		
739	1	31			False		
740	5	31	-0.7	0.1881204043741873	True	0.9648089924796812	0.9367491602290554
741	2	31			False		
742	1	31			False		
743	2	31			False		
744	1	31			False		
745	1	31			False		
746	1	31			False		
747	1	31			False		
748	1	31			False		
749	1	31			False		
750	1	31			False		
751	1	31			False		
752	1	31			False		
753	1	31			False		
754	1	31			False		
755	1	31			False		
756	9	31	-0.21666666666666667	0.5755148957119259	True	0.9648089924796812	0.9551469332637158
757	1	31			False		
758	1	31			False		
759	1	31			False		
760	4	31			False		
761	4	31			False		
762	1	31			False		
763	1	31			False		
764	1	31			False		
765	2	31			False		
766	1	31			False		
767	1	31			False		
768	1	31			False		
769	2	31			False		
770	1	31			False		
771	1	31			False		
772	2	31			False		
773	1	31			False		
774	1	31			False		
775	1	31			False		
776	1	31			False		
777	1	31			False		
778	1	31			False		
779	1	31			False		
780	1	31			False		
781	1	31			False		
782	1	31			False		
783	1	31			False		
784	1	31			False		
785	1	31			False		
786	1	31			False		
787	1	31			False		
788	1	31			False		
789	2	31			False		
790	1	31			False		
791	1	31			False		
792	1	31			False		
793	1	31			False		
794	3	31			False		
795	1	31			False		
796	1	31			False		
797	2	31			False		
798	1	31			False		
799	1	31			False		
800	1	31			False		
801	1	31			False		
802	1	31			False		
803	1	31			False		
804	1	31			False		
805	2	31			False		
806	1	31			False		
807	1	31			False		
808	1	31			False		
809	1	31			False		
810	1	31			False		
811	2	31			False		
812	3	31			False		
813	3	31			False		
814	1	31			False		
815	1	31			False		
816	1	31			False		
817	6	31	0.3142857142857143	0.5440932944606415	True	0.9648089924796812	0.9551469332637158
818	1	31			False		
819	5	31	0.0	1.0	True	1.0	0.9999999999999994
820	1	31			False		
821	1	31			False		
822	1	31			False		
823	1	31			False		
824	1	31			False		
825	1	31			False		
826	1	31			False		
827	1	31			False		
828	3	31			False		
829	1	31			False		
830	1	31			False		
831	1	31			False		
832	1	31			False		
833	2	31			False		
834	1	31			False		
835	1	31			False		
836	1	31			False		
837	1	31			False		
838	1	31			False		
839	1	31			False		
840	1	31			False		
841	1	31			False		
842	2	31			False		
843	1	31			False		
844	1	31			False		
845	1	31			False		
846	1	31			False		
847	1	31			False		
848	2	31			False		
849	1	31			False		
850	1	31			False		
851	1	31			False		
852	1	31			False		
853	6	31	0.028571428571428574	0.9571545189504373	True	0.9930133337814336	0.9908893590244902
854	1	31			False		
855	1	31			False		
856	1	31			False		
857	1	31			False		
858	1	31			False		
859	1	31			False		
860	1	31			False		
861	1	31			False		
862	1	31			False		
863	5	31	0.19999999999999998	0.7470600781046621	True	0.9648089924796812	0.9624091664254047
864	1	31			False		
865	1	31			False		
866	3	31			False		
867	1	31			False		
868	1	31			False		
869	1	31			False		
870	3	31			False		
871	1	31			False		
872	1	31			False		
873	2	31			False		
874	1	31			False		
875	1	31			False		
876	1	31			False		
877	1	31			False		
878	1	31			False		
879	1	31			False		
880	1	31			False		
881	1	31			False		
882	1	31			False		
883	1	31			False		
884	1	31			False		
885	1	31			False		
886	1	31			False		
887	1	31			False		
888	1	31			False		
889	1	31			False		
890	1	31			False		
891	1	31			False		
892	1	31			False		
893	1	31			False		
894	1	31			False		
895	1	31			False		
896	1	31			False		
897	1	31			False		
898	1	31			False		
899	1	31			False		
900	5	31	0.19999999999999998	0.7470600781046621	True	0.9648089924796812	0.9624091664254047
901	1	31			False		
902	1	31			False		
903	1	31			False		
904	1	31			False		
905	1	31			False		
906	1	31			False		
907	1	31			False		
908	1	31			False		
909	1	31			False		
910	1	31			False		
911	1	31			False		
912	1	31			False		
913	1	31			False		
914	1	31			False		
915	6	31	0.14285714285714288	0.7871720116618076	True	0.9648089924796812	0.9624091664254047
916	1	31			False		
917	2	31			False		
918	4	31			False		
919	1	31			False		
920	1	31			False		
921	1	31			False		
922	2	31			False		
923	1	31			False		
924	7	31	0.42857142857142866	0.3373683110858243	True	0.9648089924796812	0.9367491602290554
925	1	31			False		
926	1	31			False		
927	5	31	0.49999999999999994	0.3910022189557703	True	0.9648089924796812	0.9367491602290554
928	1	31			False		
929	1	31			False		
930	1	31			False		
931	2	31			False		
932	1	31			False		
933	1	31			False		
934	2	31			False		
935	1	31			False		
936	8	31	-0.023809523809523815	0.9553740118158806	True	0.9930133337814336	0.9908893590244902
937	1	31			False		
938	1	31			False		
939	1	31			False		
940	3	31			False		
941	1	31			False		
942	1	31			False		
943	1	31			False		
944	1	31			False		
945	1	31			False		
946	1	31			False		
947	1	31			False		
948	1	31			False		
949	1	31			False		
950	1	31			False		
951	6	31	0.6	0.208	True	0.9648089924796812	0.9367491602290554
952	1	31			False		
953	1	31			False		
954	1	31			False		
955	1	31			False		
956	1	31			False		
957	1	31			False		
958	1	31			False		
959	1	31			False		
960	1	31			False		
961	1	31			False		
962	7	31	-0.10714285714285716	0.8191508555699912	True	0.9648089924796812	0.9624091664254047
963	1	31			False		
964	2	31			False		
965	1	31			False		
966	1	31			False		
967	7	31	0.5714285714285715	0.18020198891152767	True	0.9648089924796812	0.9367491602290554
968	1	31			False		
969	5	31	0.49999999999999994	0.3910022189557703	True	0.9648089924796812	0.9367491602290554
970	1	31			False		
971	1	31			False		
972	1	31			False		
973	1	31			False		
974	1	31			False		
975	1	31			False		
976	5	31	0.6	0.28475697986529386	True	0.9648089924796812	0.9367491602290554
977	3	31			False		
978	3	31			False		
979	1	31			False		
980	1	31			False		
981	1	31			False		
982	1	31			False		
983	1	31			False		
984	1	31			False		
985	1	31			False		
986	1	31			False		
987	1	31			False		
988	1	31			False		
989	1	31			False		
990	1	31			False		
991	1	31			False		
992	1	31			False		
993	1	31			False		
994	1	31			False		
995	6	31	0.3142857142857143	0.5440932944606415	True	0.9648089924796812	0.9551469332637158
996	5	31	0.49999999999999994	0.3910022189557703	True	0.9648089924796812	0.9367491602290554
997	8	31	0.023809523809523815	0.9553740118158806	True	0.9930133337814336	0.9908893590244902
998	1	31			False		
999	1	31			False		
1000	1	31			False		
1001	1	31			False		
1002	1	31			False		
1003	1	31			False		
1004	5	31	0.49999999999999994	0.3910022189557703	True	0.9648089924796812	0.9367491602290554
1005	2	31			False		
1006	1	31			False		
1007	1	31			False		
1008	1	31			False		
1009	1	31			False		
1010	1	31			False		
1011	1	31			False		
1012	1	31			False		
1013	4	31			False		
1014	1	31			False		
1015	1	31			False		
1016	1	31			False		
1017	1	31			False		
1018	1	31			False		
1019	1	31			False		
1020	2	31			False		
1021	3	31			False		
1022	2	31			False		
1023	1	31			False		
1024	1	31			False		
1025	1	31			False		
1026	1	31			False		
1027	1	31			False		
1028	6	31	0.2571428571428572	0.6227871720116619	True	0.9648089924796812	0.9551469332637158
1029	1	31			False		
1030	1	31			False		
1031	1	31			False		
1032	1	31			False		
1033	1	31			False		
1034	1	31			False		
1035	1	31			False		
1036	1	31			False		
1037	1	31			False		
1038	1	31			False		
1039	1	31			False		
1040	4	31			False		
1041	4	31			False		
1042	6	31	-0.2571428571428572	0.6227871720116619	True	0.9648089924796812	0.9551469332637158
1043	1	31			False		
1044	1	31			False		
1045	1	31			False		
1046	1	31			False		
1047	1	31			False		
1048	1	31			False		
1049	1	31			False		
1050	6	31	0.6	0.208	True	0.9648089924796812	0.9367491602290554
1051	1	31			False		
1052	1	31			False		
1053	6	31	0.6571428571428573	0.1561749271137024	True	0.9648089924796812	0.9367491602290554
1054	1	31			False		
1055	1	31			False		
1056	1	31			False		
1057	1	31			False		
1058	3	31			False		
1059	5	31	-0.49999999999999994	0.3910022189557703	True	0.9648089924796812	0.9367491602290554
1060	1	31			False		
1061	1	31			False		
1062	2	31			False		
1063	5	31	0.19999999999999998	0.7470600781046621	True	0.9648089924796812	0.9624091664254047
1064	1	31			False		
1065	3	31			False		
1066	5	31	0.09999999999999999	0.8728885715695384	True	0.9648089924796812	0.9624091664254047
1067	1	31			False		
1068	1	31			False		
1069	1	31			False		
1070	1	31			False		
1071	1	31			False		
1072	1	31			False		
1073	1	31			False		
1074	1	31			False		
1075	5	31	-0.3	0.623837664781073	True	0.9648089924796812	0.9551469332637158
1076	1	31			False		
1077	4	31			False		
1078	1	31			False		
1079	1	31			False		
1080	1	31			False		
1081	1	31			False		
1082	2	31			False		
1083	1	31			False		
1084	3	31			False		
1085	1	31			False		
1086	1	31			False		
1087	1	31			False		
1088	1	31			False		
1089	3	31			False		
1090	2	31			False		
1091	1	31			False		
1092	1	31			False		
1093	1	31			False		
1094	1	31			False		
1095	1	31			False		
1096	1	31			False		
1097	1	31			False		
1098	1	31			False		
1099	1	31			False		
1100	1	31			False		
1101	1	31			False		
1102	1	31			False		
1103	1	31			False		
1104	4	31			False		
1105	1	31			False		
1106	1	31			False		
1107	1	31			False		
1108	1	31			False		
1109	1	31			False		
1110	1	31			False		
1111	1	31			False		
1112	1	31			False		
1113	7	31	0.25	0.5887244480896832	True	0.9648089924796812	0.9551469332637158
1114	1	31			False		
1115	1	31			False		
1116	8	31	0.6190476190476191	0.10173303745426478	True	0.9648089924796812	0.9367491602290554
1117	1	31			False		
1118	1	31			False		
1119	1	31			False		
1120	2	31			False		
1121	1	31			False		
1122	1	31			False		
1123	1	31			False		
1124	1	31			False		
1125	6	31	0.028571428571428574	0.9571545189504373	True	0.9930133337814336	0.9908893590244902
1126	3	31			False		
1127	1	31			False		
1128	1	31			False		
1129	1	31			False		
1130	1	31			False		
1131	1	31			False		
1132	1	31			False		
1133	1	31			False		
1134	1	31			False		
1135	1	31			False		
1136	1	31			False		
1137	1	31			False		
1138	1	31			False		
1139	1	31			False		
1140	2	31			False		
1141	5	31	0.19999999999999998	0.7470600781046621	True	0.9648089924796812	0.9624091664254047
1142	1	31			False		
1143	1	31			False		
1144	4	31			False		
1145	8	31	0.14285714285714288	0.735764859879812	True	0.9648089924796812	0.9624091664254047
1146	1	31			False		
1147	1	31			False		
1148	7	31	0.10714285714285716	0.8191508555699912	True	0.9648089924796812	0.9624091664254047
1149	2	31			False		
1150	5	31	-0.19999999999999998	0.7470600781046621	True	0.9648089924796812	0.9624091664254047
1151	1	31			False		
1152	1	31			False		
1153	1	31			False		
1154	1	31			False		
1155	1	31			False		
1156	3	31			False		
1157	1	31			False		
1158	1	31			False		
1159	2	31			False		
1160	2	31			False		
1161	1	31			False		
1162	1	31			False		
1163	3	31			False		
1164	1	31			False		
1165	1	31			False		
1166	5	31	-0.09999999999999999	0.8728885715695384	True	0.9648089924796812	0.9624091664254047
1167	1	31			False		
1168	1	31			False		
1169	1	31			False		
1170	1	31			False		
1171	7	31	0.8571428571428573	0.013697326615325618	True	0.8411866530412216	0.8986669249960799
1172	1	31			False		
1173	11	31	-0.05454545454545456	0.8734465775233149	True	0.9648089924796812	0.9624091664254047
1174	7	31	-0.03571428571428572	0.9394082054712856	True	0.9930133337814336	0.9908893590244902
1175	1	31			False		
1176	4	31			False		
1177	1	31			False		
1178	3	31			False		
1179	1	31			False		
1180	1	31			False		
1181	1	31			False		
1182	1	31			False		
1183	1	31			False		
1184	1	31			False		
1185	6	31	0.2571428571428572	0.6227871720116619	True	0.9648089924796812	0.9551469332637158
1186	1	31			False		
1187	1	31			False		
1188	1	31			False		
1189	1	31			False		
1190	1	31			False		
1191	1	31			False		
1192	1	31			False		
1193	1	31			False		
1194	1	31			False		
1195	7	31	0.0	1.0	True	1.0	0.9999999999999994
1196	1	31			False		
1197	1	31			False		
1198	1	31			False		
1199	7	31	0.14285714285714288	0.7599453002180927	True	0.9648089924796812	0.9624091664254047
1200	1	31			False		
1201	3	31			False		
1202	1	31			False		
1203	2	31			False		
1204	1	31			False		
1205	1	31			False		
1206	1	31			False		
1207	1	31			False		
1208	1	31			False		
1209	7	31	0.3214285714285715	0.48207203829967776	True	0.9648089924796812	0.9551469332637158
1210	1	31			False		
1211	1	31			False		
1212	1	31			False		
1213	1	31			False		
1214	1	31			False		
1215	1	31			False		
1216	1	31			False		
1217	1	31			False		
1218	1	31			False		
1219	1	31			False		
1220	6	31	-0.2571428571428572	0.6227871720116619	True	0.9648089924796812	0.9551469332637158
1221	1	31			False		
1222	2	31			False		
1223	1	31			False		
1224	1	31			False		
1225	1	31			False		
1226	1	31			False		
1227	1	31			False		
1228	1	31			False		
1229	3	31			False		
1230	5	31	0.19999999999999998	0.7470600781046621	True	0.9648089924796812	0.9624091664254047
1231	1	31			False		
1232	1	31			False		
1233	4	31			False		
1234	1	31			False		
1235	1	31			False		
1236	1	31			False		
