sample_id	cohort	TACSTD2	tacstd2_group	F11R	PARD3	CLDN1	CLDN4	CLDN7	EPCAM	KRT8	PTPRC	CD8A	ESTIMATE	ABSOLUTE	CPE	histology	ModelID	CellLineName	OncotreePrimaryDisease	OncotreeSubtype
TCGA-97-8547-01	TCGA_LUAD	12.7219	mid	12.2988	10.0844	11.7377	12.809	10.629	13.7926	14.8894	9.8057	5.2965	0.6511		0.6947	LUAD				
TCGA-55-1595-01	TCGA_LUAD	11.4421	low	13.0894	10.1101	10.7021	12.7133	11.5522	13.5841	15.4492	10.1907	8.4188	0.7153	0.35	0.5594	LUAD				
TCGA-NJ-A4YP-01	TCGA_LUAD	11.4669	low	13.3751	10.1014	9.2168	12.4169	12.4611	12.7706	14.7013	9.8486	8.0175	0.6954		0.614	LUAD				
TCGA-05-4424-01	TCGA_LUAD	11.8641	low	13.2622	10.9964	8.4896	12.3135	10.861	13.1785	14.9121	11.131	8.3257	0.6589	0.24	0.5353	LUAD				
TCGA-97-A4M7-01	TCGA_LUAD	11.8514	low	13.309	8.9668	12.1672	13.0836	12.0912	12.492	14.8398	11.434	8.2559	0.6183		0.5507	LUAD				
TCGA-44-2668-01	TCGA_LUAD	12.903	mid	13.3081	11.111	11.4652	12.7566	11.0691	12.8993	14.5994	11.6466	9.5757	0.5242	0.3	0.4297	LUAD				
TCGA-NJ-A55A-01	TCGA_LUAD	12.4776	mid	12.815	9.8217	11.5152	13.0022	11.2955	12.0225	13.3561	11.5165	8.5977	0.6658		0.5566	LUAD				
TCGA-05-5420-01	TCGA_LUAD	12.4951	mid	11.4947	8.9462	12.2492	12.009	12.1521	12.8603	14.053	12.6634	9.741	0.4566	0.25	0.3563	LUAD				
TCGA-55-1594-01	TCGA_LUAD	10.2183	low	12.9106	9.6519	8.3404	11.8043	11.3528	14.2275	14.4286	10.4097	7.5941	0.8366	0.55	0.6844	LUAD				
TCGA-44-2659-01	TCGA_LUAD	12.3149	mid	12.5613	10.4493	10.4118	12.9296	10.2262	13.008	13.1626	11.0527	9.5117	0.6325	0.41	0.5517	LUAD				
TCGA-78-7162-01	TCGA_LUAD	11.855	low	13.3706	10.5202	7.4283	12.3719	11.899	13.1107	13.2972	10.7181	8.6246	0.7015	0.29	0.6477	LUAD				
TCGA-38-4632-01	TCGA_LUAD	13.009	high	11.8225	9.9352	9.139	13.8423	11.5071	13.6489	13.909	10.7818	8.5996	0.6684	0.35	0.5602	LUAD				
TCGA-49-6761-01	TCGA_LUAD	12.1138	low	13.2899	11.5811	9.1567	13.4638	12.2534	13.1132	13.1715	10.3143	9.035	0.7429	0.3	0.6033	LUAD				
TCGA-91-6828-01	TCGA_LUAD	10.8157	low	12.9962	9.8874	9.6051	12.5842	10.6547	12.8662	14.4218	11.6984	8.9467	0.6132	0.37	0.5138	LUAD				
TCGA-05-4418-01	TCGA_LUAD	11.881	low	12.284	10.0908	10.4196	12.4972	13.1849	13.6888	15.4354	10.6991	8.9393	0.7182	0.52	0.656	LUAD				
TCGA-99-AA5R-01	TCGA_LUAD	11.9222	low	12.6678	9.0683	7.8186	12.6327	10.9192	11.7907	12.6982	11.4787	9.6293	0.4774		0.4704	LUAD				
TCGA-55-7903-01	TCGA_LUAD	13.1816	high	13.3111	10.7402	9.8436	13.7809	11.6402	13.7801	13.9658	10.0917	8.7632	0.807	0.64	0.7098	LUAD				
TCGA-55-A492-01	TCGA_LUAD	12.2143	mid	12.8593	10.0395	8.7375	12.8497	12.8568	13.9687	15.3156	7.5906	6.2272	0.87		0.8321	LUAD				
TCGA-55-8616-01	TCGA_LUAD	13.3816	high	13.4295	10.0396	9.8855	14.2407	12.8076	13.2668	15.5028	9.668	7.648	0.8341		0.7852	LUAD				
TCGA-86-7954-01	TCGA_LUAD	11.088	low	13.1337	9.9222	8.663	13.2073	11.4868	13.1495	13.6008	11.5032	8.5377	0.6143	0.27	0.4711	LUAD				
TCGA-05-4433-01	TCGA_LUAD	12.795	mid	13.5655	9.588	10.3204	13.1981	11.6734	13.4339	15.3787	11.1153	8.7479	0.7108	0.62	0.6843	LUAD				
TCGA-69-8253-01	TCGA_LUAD	12.4346	mid	13.4608	10.4505	9.6605	13.1877	13.2338	13.5701	15.4337	9.4603	6.4477	0.8476	0.39	0.758	LUAD				
TCGA-86-8674-01	TCGA_LUAD	13.113	high	13.2232	9.9026	6.6429	13.1878	12.8133	13.8594	13.9653	6.675	5.689	0.9332		0.6611	LUAD				
TCGA-69-7765-01	TCGA_LUAD	11.9324	low	13.4616	10.3629	10.0176	13.0924	10.5226	13.386	13.1191	10.768	8.0837	0.6036	0.38	0.539	LUAD				
TCGA-86-8672-01	TCGA_LUAD	12.4254	mid	12.077	10.2535	8.2797	13.3592	12.1934	12.4517	15.7841	10.0298	9.4884	0.6412		0.5377	LUAD				
TCGA-MP-A4T6-01	TCGA_LUAD	13.4196	high	13.8084	8.0189	10.1148	14.0766	11.1464	13.4038	14.864	9.7554	7.7512	0.8484		0.8047	LUAD				
TCGA-97-7547-01	TCGA_LUAD	13.5193	high	13.7472	10.3109	12.0856	13.6659	11.76	13.741	12.5148	10.2312	6.9075	0.7632	0.54	0.6749	LUAD				
TCGA-55-7911-01	TCGA_LUAD	11.5573	low	12.8354	10.3505	9.2638	13.1006	10.9308	13.6591	14.4212	11.3082	9.9155	0.6936	0.38	0.5588	LUAD				
TCGA-91-6835-01	TCGA_LUAD	12.0351	low	13.983	9.3745	9.9376	13.8149	10.8354	12.7361	13.7368	12.76	10.3606	0.4666	0.21	0.3848	LUAD				
TCGA-55-A48Z-01	TCGA_LUAD	12.3416	mid	12.5468	9.4084	9.6484	14.2594	10.8432	12.7889	13.7669	9.8527	8.1717	0.694		0.6648	LUAD				
TCGA-50-5045-01	TCGA_LUAD	12.4794	mid	11.6788	8.914	11.2689	13.0188	11.6457	12.9622	15.0214	11.8493	9.481	0.3902	0.29	0.4327	LUAD				
TCGA-55-7913-01	TCGA_LUAD	12.235	mid	13.7973	10.3406	8.4581	13.9538	12.725	13.9662	14.2648	8.4733	6.7592	0.9445	0.35	0.5537	LUAD				
TCGA-86-8075-01	TCGA_LUAD	13.0589	high	13.0105	9.4299	12.739	14.2683	10.9149	13.1702	14.3553	10.5321	5.7042	0.6224	0.31	0.5429	LUAD				
TCGA-97-8177-01	TCGA_LUAD	12.2548	mid	12.6938	9.185	11.0403	14.0347	11.9007	12.9053	13.5528	10.8758	8.3033	0.5548	0.2	0.406	LUAD				
TCGA-55-7907-01	TCGA_LUAD	13.5039	high	13.4204	9.4153	11.5174	13.47	12.0451	14.0966	14.7005	10.7725	8.6764	0.6943	0.4	0.5498	LUAD				
TCGA-44-8117-01	TCGA_LUAD	14.8686	high	13.5577	11.2139	9.9612	14.331	11.9393	13.872	15.7084	9.8372	7.4843	0.7848	0.66	0.7326	LUAD				
TCGA-86-8668-01	TCGA_LUAD	12.9533	mid	12.7272	9.2571	13.4239	14.7916	10.8774	12.1641	12.5417	11.0114	7.383	0.6448		0.6406	LUAD				
TCGA-78-8660-01	TCGA_LUAD	12.5542	mid	12.9605	9.0548	8.9118	13.2234	12.655	13.893	14.8168	10.9446	9.2443	0.6722		0.5202	LUAD				
TCGA-05-4415-01	TCGA_LUAD	7.8968	low	13.0548	11.1918	13.1423	7.7377	7.6542	11.1811	16.588	9.5018	8.7567	0.9014	0.67	0.8018	LUAD				
TCGA-75-6212-01	TCGA_LUAD	12.8342	mid	12.8381	9.5463	11.6477	12.5559	11.2709	13.5449	13.8206	11.1919	6.2594	0.6742	0.41	0.5599	LUAD				
TCGA-67-6215-01	TCGA_LUAD	12.0522	low	14.0555	9.6833	11.3097	12.5587	11.8849	13.2714	13.8602	9.8718	5.9031	0.8334	0.69	0.7878	LUAD				
TCGA-05-4430-01	TCGA_LUAD	12.0457	low	13.1059	10.2753	11.1953	13.9001	11.7221	12.7341	15.398	10.5876	8.2556	0.5803	0.21	0.4406	LUAD				
TCGA-49-6742-01	TCGA_LUAD	13.0212	high	13.455	10.1926	11.3111	13.5595	13.1381	14.2726	15.135	7.1939	6.7797	0.92	0.49	0.7352	LUAD				
TCGA-38-4627-01	TCGA_LUAD	12.654	mid	11.633	9.0116	11.4989	12.7584	10.5501	12.5978	13.86	10.7369	7.306	0.4221		0.4862	LUAD				
TCGA-69-7979-01	TCGA_LUAD	12.6137	mid	12.9064	8.8216	9.9227	14.1813	12.4045	12.6232	14.8193	8.7191	6.222	0.853	0.53	0.7452	LUAD				
TCGA-69-7973-01	TCGA_LUAD	9.5597	low	12.679	10.026	8.8823	12.5765	12.4518	13.686	14.3353	9.5641	7.5688	0.8502	0.56	0.7392	LUAD				
TCGA-73-7499-01	TCGA_LUAD	12.591	mid	13.2846	9.56	9.4055	13.5325	11.6592	13.5547	14.8808	10.8677	10.438	0.6702	0.39	0.5676	LUAD				
TCGA-44-A47A-01	TCGA_LUAD	12.8935	mid	13.283	8.5333	11.9741	12.4884	11.435	13.0375	14.0365	10.7695	7.2718	0.7138		0.6494	LUAD				
TCGA-78-8662-01	TCGA_LUAD	13.1804	high	14.2366	10.4581	12.4209	13.9595	12.8241	13.8907	15.7421	7.8578	6.6092	0.9267		0.8731	LUAD				
TCGA-55-8085-01	TCGA_LUAD	12.1764	low	12.589	10.7519	7.572	12.7947	11.6627	13.9086	13.3277	10.8868	9.2834	0.725	0.56	0.6248	LUAD				
TCGA-75-6206-01	TCGA_LUAD	12.1246	low	13.0398	11.0618	8.3806	12.5753	11.6638	12.7969	13.3736	9.8726	6.6501	0.7503	0.7	0.8145	LUAD				
TCGA-50-5932-01	TCGA_LUAD	13.9454	high	13.1645	11.2854	9.8264	14.3326	13.0654	14.0845	15.2491	9.1368	5.8251	0.8793	0.84	0.8322	LUAD				
TCGA-50-6594-01	TCGA_LUAD	12.5115	mid	12.4901	11.4683	9.7496	13.8267	12.1392	14.1946	13.2209	9.1224	6.1865	0.8175	0.61	0.7413	LUAD				
TCGA-49-AARQ-01	TCGA_LUAD	10.6115	low	12.1069	8.703	8.4828	12.1781	10.401	13.0942	15.1004	8.9042	7.8816	0.8616		0.8225	LUAD				
TCGA-55-7574-01	TCGA_LUAD	11.2297	low	12.7918	10.7847	7.8727	12.0012	11.111	11.9832	14.244	11.9299	9.6388	0.5072	0.19	0.3431	LUAD				
TCGA-50-5066-01	TCGA_LUAD	11.5856	low	11.4267	9.1675	10.7049	13.162	12.3603	12.4946	13.6446	11.7003	10.3138	0.4861	0.29	0.4019	LUAD				
TCGA-86-A4P7-01	TCGA_LUAD	11.7238	low	12.921	8.8161	8.9215	13.33	11.0672	12.4021	13.5059	10.9301	9.0276	0.6282		0.5201	LUAD				
TCGA-64-5779-01	TCGA_LUAD	10.8129	low	11.9438	9.2734	10.0273	11.4315	10.635	15.1049	13.5665	11.0739	8.6598	0.7218	0.44	0.6064	LUAD				
TCGA-55-8096-01	TCGA_LUAD	11.8094	low	12.91	8.9737	10.9653	13.0661	10.9747	13.4213	14.3485	10.6779	7.565	0.6047	0.26	0.4737	LUAD				
TCGA-97-8175-01	TCGA_LUAD	13.5359	high	12.5115	9.9005	12.0459	14.1758	11.7239	13.4788	15.0084	10.7001	6.1898	0.7536	0.42	0.6338	LUAD				
TCGA-44-A4SS-01	TCGA_LUAD	13.769	high	12.6711	10.3446	11.9151	14.2554	12.1496	13.4152	15.2751	11.1591	9.2294	0.6084		0.4406	LUAD				
TCGA-91-7771-01	TCGA_LUAD	11.8391	low	13.1213	9.746	9.6322	13.116	11.6867	14.1428	14.7091	12.0506	9.5143	0.5901	0.59	0.6621	LUAD				
TCGA-86-8278-01	TCGA_LUAD	12.1006	low	12.8262	9.1406	12.0719	12.5008	10.5409	12.7415	14.6006	9.9318	6.7491	0.719	0.56	0.6614	LUAD				
TCGA-55-8087-01	TCGA_LUAD	12.8622	mid	13.562	9.6042	10.3671	13.2314	11.7368	13.3969	13.4135	9.9822	5.4799	0.8301	0.81	0.8572	LUAD				
TCGA-MP-A4T8-01	TCGA_LUAD	12.7561	mid	12.2208	10.7392	8.6238	13.2144	12.2224	13.6046	14.7174	8.2469	5.4119	0.8477		0.7574	LUAD				
TCGA-L9-A5IP-01	TCGA_LUAD	13.846	high	13.4096	9.7414	10.3835	13.1341	11.741	12.2289	15.6067	9.1543	7.95	0.8397		0.7466	LUAD				
TCGA-55-6979-01	TCGA_LUAD	12.4533	mid	12.5298	9.3428	11.1296	13.2114	10.4503	12.4129	14.3151	11.9248	9.8298	0.457	0.19	0.3431	LUAD				
TCGA-69-7980-01	TCGA_LUAD	12.9765	mid	13.3016	9.3934	10.2022	13.7292	11.9194	14.2994	15.4848	10.6601	8.8397	0.7051	0.55	0.7267	LUAD				
TCGA-62-A472-01	TCGA_LUAD	12.5572	mid	12.4578	10.9141	8.7532	13.1811	11.3365	13.6764	13.9781	10.2721	8.9349	0.8073		0.7466	LUAD				
TCGA-49-4507-01	TCGA_LUAD	14.2829	high	12.2058	9.5371	11.3927	12.1646	11.968	12.2049	16.4356	9.5918	10.6705	0.7095	0.35	0.616	LUAD				
TCGA-55-6642-01	TCGA_LUAD	11.9068	low	12.9022	10.5231	7.1881	12.0786	11.9232	13.2803	14.031	11.1873	8.8991	0.582	0.36	0.5125	LUAD				
TCGA-86-7701-01	TCGA_LUAD	10.599	low	12.8364	9.9988	9.63	12.3385	11.2597	13.4985	13.4391	11.8601	9.3304	0.6174	0.43	0.5066	LUAD				
TCGA-62-A46R-01	TCGA_LUAD	13.3491	high	13.4244	10.1762	10.3355	13.7209	11.6935	14.1862	13.5126	10.7387	8.5005	0.7192		0.6292	LUAD				
TCGA-62-A46V-01	TCGA_LUAD	13.0962	high	12.9651	9.8086	9.9857	12.5703	11.7915	13.6587	14.0197	9.0472	4.2377	0.7977		0.7545	LUAD				
TCGA-44-6146-01	TCGA_LUAD	13.4662	high	13.3391	9.8529	9.9109	11.3115	11.6063	13.4534	15.4854	9.0883	6.7781	0.9066	0.75	0.9	LUAD				
TCGA-49-4501-01	TCGA_LUAD	13.7542	high	13.0844	9.2037	11.5654	13.6714	12.1816	13.8552	14.0954	10.8023	7.9818	0.674	0.44	0.5801	LUAD				
TCGA-55-7914-01	TCGA_LUAD	11.9094	low	13.0077	9.7441	10.1356	13.1786	11.0255	13.6891	13.0698	10.2684	8.8211	0.7673	0.56	0.6939	LUAD				
TCGA-73-4659-01	TCGA_LUAD	12.2802	mid	12.7638	9.3679	9.688	12.9723	12.1231	13.2933	14.0864	10.0326	6.2933	0.717	0.33	0.6262	LUAD				
TCGA-86-8669-01	TCGA_LUAD	12.2747	mid	12.6557	9.4842	10.4794	12.8296	12.3876	13.7369	14.3671	10.504	7.7624	0.7917		0.6974	LUAD				
TCGA-49-AAQV-01	TCGA_LUAD	13.1257	high	12.8036	9.9106	9.33	13.8427	13.5613	13.1547	14.1411	9.7735	7.8898	0.8063		0.5552	LUAD				
TCGA-78-7149-01	TCGA_LUAD	13.1578	high	13.3015	10.3029	9.2495	12.5215	12.2927	13.9705	14.8395	8.68	6.702	0.8547	0.59	0.7983	LUAD				
TCGA-86-8055-01	TCGA_LUAD	12.6454	mid	12.5794	9.4292	11.8918	12.8991	11.2587	13.3029	14.1177	10.8103	7.0368	0.608	0.23	0.4782	LUAD				
TCGA-91-6829-01	TCGA_LUAD	12.3219	mid	12.9534	10.2707	10.2016	12.8931	11.2489	12.9898	14.357	9.9798	7.7464	0.682	0.49	0.6335	LUAD				
TCGA-78-7163-01	TCGA_LUAD	11.5719	low	12.2376	9.4423	7.0194	13.5808	11.2434	13.3345	14.2166	7.7956	7.6334	0.9576	0.69	0.7654	LUAD				
TCGA-62-8398-01	TCGA_LUAD	12.7447	mid	12.796	10.346	8.9456	13.4028	12.9921	12.5617	15.8181	10.4699	7.3698	0.7827		0.6917	LUAD				
TCGA-38-A44F-01	TCGA_LUAD	12.7598	mid	12.4768	9.185	11.3394	12.4427	11.3702	13.133	15.0573	11.0293	8.3401	0.5874		0.554	LUAD				
TCGA-38-4631-01	TCGA_LUAD	12.3032	mid	12.3517	10.0536	9.2507	13.0615	12.8671	14.5601	15.8491	9.3668	7.5827	0.8674	0.32	0.7072	LUAD				
TCGA-L9-A7SV-01	TCGA_LUAD	11.5556	low	13.5935	11.2225	10.3861	13.6164	13.0396	13.5771	14.0523	8.7903	7.0799	0.9153		0.8126	LUAD				
TCGA-49-AAR2-01	TCGA_LUAD	12.8758	mid	12.033	10.0152	6.6703	12.3571	13.0108	14.4764	14.3405	9.1755	8.094	0.8215		0.5942	LUAD				
TCGA-MP-A4SY-01	TCGA_LUAD	12.3029	mid	12.5802	9.2177	12.0399	12.9527	11.3217	12.8834	15.9009	9.634	5.7028	0.733		0.6857	LUAD				
TCGA-05-4432-01	TCGA_LUAD	11.6769	low	14.0421	10.0366	9.1448	12.9188	13.1204	13.5776	14.443	10.5256	8.5163	0.7616	0.43	0.6573	LUAD				
TCGA-05-4398-01	TCGA_LUAD	13.2303	high	12.7329	10.6764	10.0872	14.5304	10.964	12.4593	14.4173	11.0335	8.3339	0.6367	0.33	0.5172	LUAD				
TCGA-75-6211-01	TCGA_LUAD	11.6566	low	12.3204	9.9269	6.1832	12.5362	11.6425	13.0814	14.785	9.5517	7.9167	0.843	0.39	0.5327	LUAD				
TCGA-44-6778-01	TCGA_LUAD	9.9283	low	12.4781	9.2973	6.918	11.2938	9.6584	11.7652	11.8393	12.6643	9.8727	0.4928	0.26	0.4164	LUAD				
TCGA-55-8510-01	TCGA_LUAD	13.3129	high	12.6674	9.6154	11.5215	13.7664	11.462	13.2012	13.627	11.1132	9.2203	0.5711		0.5577	LUAD				
TCGA-MP-A4TD-01	TCGA_LUAD	11.4266	low	12.4289	9.6348	9.2307	12.926	12.31	12.6134	14.08	10.0878	7.1392	0.6772		0.5888	LUAD				
TCGA-55-8205-01	TCGA_LUAD	12.0472	low	11.666	9.8068	10.1943	12.9263	10.5943	13.279	14.55	12.3285	10.1244	0.5191	0.23	0.381	LUAD				
TCGA-55-7573-01	TCGA_LUAD	13.4735	high	13.1767	9.5561	11.3931	12.4929	11.1228	13.0817	13.303	11.269	7.9796	0.6836	0.33	0.6328	LUAD				
TCGA-MP-A4T4-01	TCGA_LUAD	13.2393	high	12.3321	10.8245	11.3051	13.5897	11.2185	13.1064	13.3394	11.3434	10.1841	0.5453		0.393	LUAD				
TCGA-97-7941-01	TCGA_LUAD	12.8834	mid	12.5554	9.8721	11.9441	13.0764	11.5454	13.0879	15.6592	10.012	7.7404	0.7595	0.36	0.6706	LUAD				
TCGA-55-7994-01	TCGA_LUAD	12.9067	mid	12.4962	10.2511	10.2549	12.9841	10.8282	12.8448	14.761	11.7793	9.7072	0.6996	0.51	0.6245	LUAD				
TCGA-05-4420-01	TCGA_LUAD	13.9231	high	12.9905	10.3987	10.2977	13.5723	12.4516	15.276	13.9751	8.9668	6.6382	0.8695	0.61	0.7413	LUAD				
TCGA-50-6591-01	TCGA_LUAD	8.7459	low	10.7439	9.9262	5.8518	10.4684	7.8776	10.8453	11.7709	5.3584	1.9953	0.9634	0.9	0.895	LUAD				
TCGA-38-4630-01	TCGA_LUAD	10.8605	low	13.3182	10.6098	9.5906	12.7047	10.3437	13.6004	14.8313	9.0807	7.6893	0.8817	0.79	0.8498	LUAD				
TCGA-49-6743-01	TCGA_LUAD	13.2828	high	13.4023	10.5514	9.8525	12.7352	11.4376	13.1886	13.225	10.5086	7.8856	0.7237	0.27	0.5671	LUAD				
TCGA-55-8206-01	TCGA_LUAD	13.3713	high	12.9573	9.1165	9.6949	13.083	11.4138	12.5059	13.3503	11.7848	6.351	0.6	0.46	0.5991	LUAD				
TCGA-MP-A5C7-01	TCGA_LUAD	12.9499	mid	13.428	10.5257	7.612	12.4509	12.5155	14.1899	13.0717	8.2417	4.6478	0.9392		0.8071	LUAD				
TCGA-49-AARE-01	TCGA_LUAD	14.4067	high	13.0216	10.4944	8.9091	14.5891	12.5046	13.575	15.575	9.0055	7.9365	0.8013		0.7406	LUAD				
TCGA-75-6203-01	TCGA_LUAD	11.7977	low	12.819	9.425	9.9692	11.6967	10.7217	12.271	13.2759	11.6937	8.091	0.51	0.26	0.4095	LUAD				
TCGA-86-7955-01	TCGA_LUAD	12.8437	mid	12.3054	11.9119	8.9478	13.05	11.9689	13.7304	14.2027	7.0933	6.6057	0.9786	0.73	0.869	LUAD				
TCGA-49-6744-01	TCGA_LUAD	12.5061	mid	12.8649	10.095	11.3357	13.0655	11.3944	12.7736	14.1349	11.3713	9.4185	0.498	0.23	0.4123	LUAD				
TCGA-95-A4VN-01	TCGA_LUAD	12.212	mid	12.6966	12.0714	8.009	12.9753	11.6871	13.5597	14.5912	11.1185	9.6505	0.635		0.5148	LUAD				
TCGA-55-7576-01	TCGA_LUAD	14.0262	high	13.9451	9.7898	11.4392	13.845	11.8918	13.9543	15.1265	10.5774	8.4702	0.7337	0.48	0.6489	LUAD				
TCGA-53-7626-01	TCGA_LUAD	13.1945	high	13.2943	9.7251	10.3624	13.952	10.8772	12.3151	12.6254	11.907	9.651	0.543	0.42	0.5549	LUAD				
TCGA-97-7546-01	TCGA_LUAD	12.2939	mid	13.4523	8.9444	12.226	12.8738	11.5231	12.4208	13.6778	11.5908	8.776	0.6363	0.57	0.6975	LUAD				
TCGA-44-7672-01	TCGA_LUAD	12.0696	low	12.9356	10.1622	10.6042	13.4386	11.8807	13.1455	15.5396	11.628	8.868	0.4866	0.19	0.4187	LUAD				
TCGA-62-A46O-01	TCGA_LUAD	12.0706	low	13.1629	10.3515	9.7045	10.838	11.0394	14.1596	15.8749	6.7098	5.6129	0.9797		0.9357	LUAD				
TCGA-55-6984-01	TCGA_LUAD	13.6567	high	13.7223	9.744	11.1201	13.5138	12.1349	13.7388	14.8594	9.6053	6.4717	0.8737	0.84	0.7928	LUAD				
TCGA-97-8174-01	TCGA_LUAD	11.0333	low	13.1174	10.0249	7.2542	10.8368	11.2403	11.5862	13.8331	11.0121	7.7284	0.6418	0.3	0.5242	LUAD				
TCGA-35-4123-01	TCGA_LUAD	12.5089	mid	12.495	10.211	8.6428	13.6557	12.3453	13.6572	14.5741	11.6833	11.6923	0.5317	0.4	0.5422	LUAD				
TCGA-93-A4JO-01	TCGA_LUAD	12.4814	mid	12.7558	9.0132	9.2743	13.485	11.4418	12.088	14.2333	11.3678	9.2272	0.5944		0.4597	LUAD				
TCGA-97-7937-01	TCGA_LUAD	13.1913	high	13.4349	9.8465	11.0653	14.0225	11.7842	13.1225	14.8819	8.9138	5.3063	0.8497	0.42	0.6596	LUAD				
TCGA-50-6597-01	TCGA_LUAD	13.1161	high	12.5611	8.4578	9.5675	12.832	11.8226	14.3696	16.2048	9.3638	7.8037	0.7524	0.38	0.6542	LUAD				
TCGA-99-8033-01	TCGA_LUAD	12.346	mid	13.3784	9.5882	8.6018	12.1027	10.9216	12.9191	15.0396	10.3284	9.3404	0.753	0.45	0.5896	LUAD				
TCGA-55-7570-01	TCGA_LUAD	10.1821	low	12.0069	9.5658	5.4058	12.6991	11.6207	14.5146	15.7984	8.3926	8.1794	0.9318	0.57	0.7034	LUAD				
TCGA-38-4626-01	TCGA_LUAD	11.473	low	12.6622	9.4555	10.9048	12.3126	11.1217	11.6281	13.8545	11.3257	7.8871	0.5005	0.2	0.3526	LUAD				
TCGA-69-7764-01	TCGA_LUAD	12.751	mid	13.6723	10.8391	7.745	12.682	11.8484	13.8665	14.7005	10.3786	8.6253	0.8293	0.8	0.8079	LUAD				
TCGA-05-5715-01	TCGA_LUAD	13.4856	high	13.6871	8.5507	10.5923	14.3544	12.0176	13.7691	14.9176	9.7322	6.9494	0.6889	0.74	0.6809	LUAD				
TCGA-50-6590-01	TCGA_LUAD	11.5671	low	11.8142	10.5296	11.0911	11.949	10.8734	11.1142	14.0714	11.1701	9.2312	0.6129	0.25	0.4514	LUAD				
TCGA-86-7713-01	TCGA_LUAD	11.5122	low	12.3667	10.312	10.2461	12.6879	12.155	13.0917	13.9794	9.1407	5.5525	0.9367	0.65	0.7792	LUAD				
TCGA-S2-AA1A-01	TCGA_LUAD	9.9876	low	11.8992	8.9853	9.4283	12.4345	10.5783	12.7199	14.0678	11.6999	8.7748	0.5451		0.43	LUAD				
TCGA-75-7027-01	TCGA_LUAD	12.1535	low	12.8814	10.1445	9.755	12.7511	12.2314	14.3389	15.3209	9.3894	7.0076	0.8031	0.62	0.7591	LUAD				
TCGA-50-5049-01	TCGA_LUAD	12.876	mid	11.7632	9.4608	10.6542	13.5377	11.4859	12.6641	14.068	12.5847	10.9426	0.3025	0.36	0.44	LUAD				
