sample,TJ_score,CD8_score,purity,Immune_score,Stromal_score,ESTIMATE_score
TCGA-44-2661-01,-0.4957936518500365,1.4130758930785092,0.42397811279664127,2577.1,1019.75,3596.85
TCGA-44-2662-01,-0.11353687993400018,-1.2024777403554154,0.5610213168502834,1702.24,819.69,2521.93
TCGA-44-2665-01,-0.0756374918673352,-0.8884683850411627,0.5241444864486628,1324.81,1496.26,2821.06
TCGA-44-2666-01,0.2411821086227738,-0.1740584975224406,0.867878423798799,135.45,-715.25,-579.79
TCGA-44-2668-01,-0.27471864723768835,0.8798040053241657,0.5241969893628677,1861.47,959.18,2820.64
TCGA-44-3396-01,-0.11137349532708414,0.9129555277683974,0.4991467823873311,1885.83,1133.45,3019.28
TCGA-44-3398-01,-0.5522015149402869,0.3407136413007518,0.48532707250291873,1896.59,1230.85,3127.44
TCGA-44-3918-01,-0.34942007282828186,1.5390354802065294,0.45046522630513136,2304.0,1092.2,3396.2
TCGA-44-3919-01,-0.12916445344650695,0.8879897363504183,0.6119418366335795,1640.92,452.54,2093.46
TCGA-44-4112-01,-0.008831206378128028,0.09700739071790639,0.7131685584435498,626.49,543.91,1170.4
TCGA-44-5643-01,-0.17983518926718478,0.08762691832616602,0.8813164405886429,412.41,-1181.08,-768.67
TCGA-44-5644-01,0.3579375807739455,-0.5362594878052265,0.9420391518096836,-640.82,-1149.84,-1790.66
TCGA-44-5645-01,0.28863436847577906,-0.14246844298684305,0.6358335697678422,1680.22,204.95,1885.17
TCGA-44-6145-01,-0.0472578239915055,1.454812392922114,0.5543089705245924,1890.66,686.36,2577.02
TCGA-44-6146-01,0.4143280040210036,-0.8668799581829266,0.9065876127426872,-208.62,-944.86,-1153.48
TCGA-44-6147-01,0.4107495839279314,0.08479234616666381,0.669923025449626,1026.48,552.01,1578.49
TCGA-44-6148-01,0.17481424930289852,0.5665140450553554,0.7160487822136705,689.74,452.62,1142.35
TCGA-44-6774-01,-0.2826647673394745,-0.9482587017844459,0.5131040244214073,1020.11,1888.92,2909.03
TCGA-44-6775-01,0.12280259990475152,-0.612824108756623,0.5218812227700094,1481.59,1357.55,2839.15
TCGA-44-6776-01,0.5833647209655576,-0.7627947474692112,0.9077419944722825,-274.42,-897.75,-1172.17
TCGA-44-6777-01,-0.3316197680323337,-0.3027395716919208,0.3351059615382368,2264.99,1986.65,4251.64
TCGA-44-6778-01,-0.5248299115426717,1.072312188607524,0.4927545007824258,2425.86,643.57,3069.43
TCGA-44-6779-01,-0.18310342500488913,1.2349859601959086,0.563692855302609,1886.98,612.95,2499.92
TCGA-44-7659-01,0.5385422946024492,-0.7742384054867769,0.82073968405601,614.81,-593.67,21.15
TCGA-44-7660-01,-0.44002494173083573,0.24795018200126928,0.8656831191856035,255.7,-805.51,-549.8
TCGA-44-7661-01,-0.17034481103524227,-0.060990602329075994,0.5604209019213523,1668.3,858.57,2526.87
TCGA-44-7662-01,0.15589195697478309,-0.06477152148491276,0.6064404895140897,1013.44,1127.28,2140.72
TCGA-44-7667-01,-0.7360077979691322,-1.3572288201510387,0.8939895726066419,-314.04,-642.18,-956.22
TCGA-44-7669-01,-0.0244910607519484,0.038300649184850266,0.7717365148294221,737.61,-163.71,573.9
TCGA-44-7670-01,0.19191072182249932,0.430262365669749,0.9277053842105589,-288.38,-1226.8,-1515.17
TCGA-44-7671-01,0.2553031285828093,-1.4250166209838504,0.834499642878627,-185.72,39.83,-145.89
TCGA-44-7672-01,0.15762748873841306,0.48988116026232453,0.4866343330041884,2095.52,1021.73,3117.25
TCGA-44-8117-01,0.49196695456101647,-0.6050996114287256,0.7848143695163337,286.52,145.48,432.0
TCGA-44-8119-01,-0.10438062625505722,-0.09359305515193181,0.660115074471623,726.62,941.34,1667.96
TCGA-44-8120-01,0.2014869842432238,-0.9195405174063389,0.7374907150739866,557.79,371.86,929.65
TCGA-44-A479-01,-0.512963313614152,1.0816163937861458,0.5028575402606624,2044.8,945.27,2990.07
TCGA-44-A47A-01,-0.13818755700003427,-0.45350547269708535,0.7138422078594078,1396.49,-232.64,1163.85
TCGA-44-A47B-01,0.10536568675645129,0.47704487959364544,0.7711480864152458,800.34,-220.14,580.2
TCGA-44-A47G-01,-0.06006580310669943,1.0345969982126904,0.5044033941468442,2129.05,848.83,2977.88
TCGA-44-A4SS-01,0.07975139831339047,0.7526147068523563,0.608426260911279,1623.66,500.03,2123.69
TCGA-44-A4SU-01,-0.1539566058981299,-0.6360468821076725,0.7925105389400177,560.74,-214.02,346.72
TCGA-49-4486-01,0.09219526931179087,-0.6127892902939287,0.9432951940513615,-260.68,-1555.62,-1816.3
TCGA-49-4487-01,-0.1256689590873971,1.1239914962898965,0.5913414520781016,1750.25,518.91,2269.17
TCGA-49-4488-01,-0.02487988127385894,0.8087489101357226,0.7864681149101808,952.61,-538.81,413.79
TCGA-49-4490-01,0.3714252886549894,-0.44234232087884623,0.7793837875532208,422.16,69.22,491.37
TCGA-49-4494-01,-0.2071357794716935,0.668258744714572,0.7827176066173596,896.17,-441.17,455.0
TCGA-49-4501-01,0.3731929856895332,0.1938267112966382,0.6740386491796037,1166.92,373.71,1540.63
TCGA-49-4505-01,0.059233625119061044,0.9614670223667845,0.6223493530050989,1593.88,409.47,2003.35
TCGA-49-4506-01,-1.0797914062533835,1.86852107426837,0.7355933535388818,1325.99,-377.23,948.76
TCGA-49-4507-01,-0.8782072397513887,1.7023046326548994,0.7095070624820825,1596.48,-390.59,1205.89
TCGA-49-4510-01,0.27151980045226665,-0.11005399354816287,0.8427134221245172,134.65,-383.28,-248.62
TCGA-49-4512-01,0.26755318806085265,-1.8269486052914112,0.657910304676321,946.42,741.51,1687.93
TCGA-49-4514-01,-0.35308274246528115,0.6584342942436706,0.8284841944559105,736.9,-809.02,-72.12
TCGA-49-6742-01,0.7092939708711177,-0.9110364321106517,0.9199879651834544,-310.81,-1066.96,-1377.77
TCGA-49-6743-01,0.3397236255814284,-0.1738684988891265,0.7237154854916794,706.77,360.33,1067.1
TCGA-49-6744-01,0.3041492837401237,0.9270627715257623,0.49795067733610626,1972.73,1055.95,3028.68
TCGA-49-6745-01,0.28136169776401404,0.7549563278467506,0.6067625750565807,1535.71,602.25,2137.96
TCGA-49-6761-01,-0.2858911476103664,0.436635062033746,0.7429062515960556,1072.12,-197.34,874.78
TCGA-49-6767-01,-0.030574462255105864,0.6926277408919849,0.7715675259589071,1054.45,-478.74,575.71
TCGA-49-AAQV-01,0.10329442784187572,0.052236831293260566,0.8062883908593262,893.75,-703.28,190.47
TCGA-49-AAR0-01,0.11796621288347049,0.05347817223508965,0.723040492086381,1253.03,-179.27,1073.76
TCGA-49-AAR2-01,-0.6198769986445167,0.008008761237639876,0.8215489516561475,814.21,-802.72,11.49
TCGA-49-AAR3-01,-0.6552624619025192,1.650141938177263,0.5464015884824336,2039.42,602.12,2641.54
TCGA-49-AAR4-01,-0.12366652132115098,2.3906018491267353,0.6419359700961824,1933.89,-102.76,1831.13
TCGA-49-AAR9-01,0.1820094903645523,-0.582371975542518,0.9206643307341215,-428.43,-961.13,-1389.55
TCGA-49-AARE-01,0.4479175636883413,-0.08561158865812873,0.8012574217919638,487.32,-239.25,248.08
TCGA-49-AARN-01,0.18863257464389374,-0.10449478366824752,0.8032781044111692,559.96,-334.94,225.02
TCGA-49-AARO-01,-0.00018570781690831298,0.2565063095253053,0.5850069785804712,1748.28,574.25,2322.53
TCGA-49-AARQ-01,-0.6946132036832984,0.7543653206433362,0.8615695264635085,617.0,-1111.21,-494.21
TCGA-49-AARR-01,0.3173207883416122,0.5430851280964296,0.6546430454860542,1279.55,437.88,1717.43
TCGA-4B-A93V-01,-0.039188850622584405,-0.38941365313257476,0.8629174417701926,386.93,-899.27,-512.34
TCGA-50-5044-01,-1.771503902741388,0.4927998973331075,0.71432210153897,1010.87,148.32,1159.18
TCGA-50-5045-01,-0.5920213113001723,1.1154079276685418,0.39021050057051065,2418.37,1430.36,3848.73
TCGA-50-5049-01,-0.44049930921742,2.1006018388380125,0.30253540151657127,2846.07,1639.69,4485.76
TCGA-50-5051-01,0.20704247331845732,-0.5679553862108797,0.8944226054951687,-204.87,-757.94,-962.81
TCGA-50-5055-01,-0.39447333387299877,1.4689863951606936,0.37121363201975477,2735.92,1252.77,3988.69
TCGA-50-5066-01,-1.236621335038542,2.02506180704916,0.486148246345035,2207.84,913.2,3121.04
TCGA-50-5068-01,-0.5544959814399941,1.4197794075267407,0.5419336450917227,2162.42,515.4,2677.82
TCGA-50-5072-01,0.6680178011817467,-0.8338523526370162,0.8295964100923242,86.92,-172.59,-85.67
TCGA-50-5930-01,0.44469457498889375,0.5993475201020917,0.6614570127218511,1171.53,484.25,1655.78
TCGA-50-5931-01,-0.6725558026639481,-0.3217900555066591,0.9152817786155535,-703.47,-593.62,-1297.09
TCGA-50-5932-01,0.8984107208650642,-1.570295559436976,0.8792906884167682,-21.09,-718.49,-739.58
TCGA-50-5933-01,-0.22957723030671795,-0.42801217444279527,0.5169592277967479,1453.04,1425.35,2878.39
TCGA-50-5935-01,0.5280211309796525,-0.11404917620943868,0.7331084487653768,938.7,35.0,973.7
TCGA-50-5936-01,0.5008193378610071,-1.0929136215536261,0.7574706181044705,577.59,147.12,724.71
TCGA-50-5939-01,-0.3926796911034861,-1.2045148838662858,0.6441482964321749,1354.23,457.22,1811.45
TCGA-50-5941-01,-0.1431955051660493,1.2097108281014846,0.5338122369308357,2174.4,569.04,2743.45
TCGA-50-5942-01,0.4937689299153986,-0.043399554227504786,0.7812381487255224,501.69,-30.52,471.17
TCGA-50-5944-01,0.06546297927954248,-0.918444918234651,0.7087411766649497,562.64,650.65,1213.29
TCGA-50-5946-01,0.2742427394541809,-0.08716400167694688,0.9354113126868343,-559.22,-1100.38,-1659.61
TCGA-50-6590-01,-1.208733690752725,0.7780994054683879,0.6128597381676844,1747.56,337.99,2085.55
TCGA-50-6591-01,-1.4114232477969828,-2.655754549044279,0.9634334317800326,-1355.85,-917.66,-2273.51
TCGA-50-6592-01,0.4715226428277433,1.053365770010541,0.6554039193033231,1411.86,298.71,1710.57
TCGA-50-6593-01,0.0684432793049444,-1.1424275308645013,0.635917404414159,1117.37,767.06,1884.43
TCGA-50-6594-01,-0.0804478584037413,-1.7418406628446141,0.8175393860265391,378.12,-318.95,59.16
TCGA-50-6595-01,-0.40389156324650405,0.025651751496802315,0.6048320766538934,1101.63,1052.86,2154.49
TCGA-50-6597-01,0.10392835463452549,0.17488545367359612,0.7523946711801474,1239.12,-461.69,777.44
TCGA-50-6673-01,0.6010957207873068,-1.4977702712796037,0.7483953048918252,552.94,265.73,818.66
TCGA-50-7109-01,0.01899064320493806,0.409794674845237,0.7531840983872047,683.67,85.6,769.27
TCGA-50-8457-01,0.623700682400805,0.6774475014135698,0.5791189792733347,1706.71,665.15,2371.86
TCGA-50-8459-01,-0.6873477061116539,0.003118007807415418,0.39872710670796785,1991.35,1794.24,3785.59
TCGA-50-8460-01,0.08779858128423532,0.1271454771808148,0.6712939413059319,1476.01,89.89,1565.9
TCGA-53-7624-01,-0.05232249252917513,-0.00450097387551443,0.8854363864096151,134.43,-962.99,-828.56
TCGA-53-7626-01,0.49181221310188344,0.9473160067371373,0.5430040052592239,2014.96,654.18,2669.14
TCGA-53-7813-01,-0.47689898825103927,0.9601060213047587,0.8719714429298158,321.87,-958.2,-636.33
TCGA-53-A4EZ-01,-0.38235437430545877,-0.40520050486486914,0.9138510587636032,-158.97,-1114.01,-1272.99
TCGA-55-1592-01,0.24278708259871398,-0.7715853834855697,0.7697444129411034,678.65,-83.44,595.2
TCGA-55-1594-01,-0.16817707693957087,1.002927950944879,0.8365602953187912,388.8,-560.24,-171.44
TCGA-55-1595-01,0.02738922183620623,0.32534453902752725,0.7153208871522725,657.33,492.12,1149.45
TCGA-55-1596-01,-0.1485309012512267,-0.2877453260074286,0.8737042659158393,115.69,-776.21,-660.52
TCGA-55-5899-01,-0.7728573827512382,0.15114195003937633,0.7552015172366927,546.84,201.5,748.34
TCGA-55-6543-01,0.014164923998058413,-1.0008972688698448,0.7272836041018395,1030.03,1.75,1031.78
TCGA-55-6642-01,0.04591690045849755,0.7081840644822095,0.5820494865870582,1015.45,1331.89,2347.34
TCGA-55-6712-01,0.05798901350773753,1.5585863947367153,0.6148180979036805,1724.57,344.08,2068.65
TCGA-55-6968-01,-0.5523021902952212,0.5086791906400476,0.7440802896478323,1004.19,-141.36,862.82
TCGA-55-6969-01,-0.3671518048518223,0.6799685265062496,0.5854140542744308,1553.53,765.58,2319.11
TCGA-55-6970-01,-0.03353233053730895,0.1757721774110137,0.7246983579857726,1165.87,-108.48,1057.39
TCGA-55-6971-01,-0.2891915212349243,1.396133243649617,0.5294072989348496,2188.12,590.76,2778.88
TCGA-55-6972-01,-0.18076654157408545,-1.3796469131050793,0.9825991441731553,-890.33,-1958.42,-2848.75
TCGA-55-6975-01,0.02886397376628437,-0.4281899727575359,0.7125581056884046,320.2,856.13,1176.33
TCGA-55-6978-01,0.018006380323518513,1.7354792932236711,0.4389191481593869,2104.05,1379.97,3484.02
TCGA-55-6979-01,-0.4638020334317693,1.2362658060103904,0.4570017079617366,2374.28,971.94,3346.23
TCGA-55-6980-01,0.20730292993759913,-0.2168976257343422,0.5874555329426876,1570.8,731.14,2301.94
TCGA-55-6981-01,-0.04851466507993038,-1.9331620577462219,0.8071662069702749,377.39,-197.04,180.35
TCGA-55-6982-01,0.24167420321709923,-0.25484978280364307,0.6223861193884731,1098.55,904.48,2003.03
TCGA-55-6983-01,0.26429535590030706,0.5287907235578334,0.6568771889038924,1311.47,385.8,1697.27
TCGA-55-6984-01,0.3561187369900615,-0.9941434432414409,0.8736528484920573,317.67,-977.46,-659.8
TCGA-55-6985-01,0.2690370715844024,0.4249453632129543,0.6408413192466201,1333.03,507.82,1840.85
TCGA-55-6986-01,0.0978528048718266,-0.6136977034905119,0.787171134275361,795.08,-389.05,406.03
TCGA-55-6987-01,-0.6333533536156942,1.685991173031916,0.4881775239189544,2592.94,512.27,3105.21
TCGA-55-7227-01,0.3934633122359958,0.02975426203540435,0.5933578625680735,1529.54,722.58,2252.12
TCGA-55-7281-01,0.5126616720930696,0.12624822398959806,0.589321337593599,1660.24,625.98,2286.22
TCGA-55-7283-01,0.6088386831420388,0.1331543614924699,0.7851308403037311,769.03,-340.51,428.52
TCGA-55-7284-01,0.8228749601623109,0.12607557160294863,0.693957515964099,1150.73,203.86,1354.59
TCGA-55-7570-01,-0.5204159063923987,1.011394677354441,0.9317962375324973,-760.68,-830.19,-1590.87
TCGA-55-7573-01,0.4175769478671023,-0.2062883360466075,0.6835745238846728,1275.68,176.48,1452.16
TCGA-55-7574-01,-0.10182676567995959,1.0582689410609107,0.5072271472096919,1929.01,1026.57,2955.58
TCGA-55-7576-01,0.7248961391051408,0.21404365348133583,0.7337231172867662,812.72,154.81,967.54
TCGA-55-7724-01,-0.446178114155891,0.29290481065449187,0.5984831514636034,1534.79,673.85,2208.64
TCGA-55-7725-01,0.052762970603861745,0.4248641019397209,0.7022654040054409,1556.43,-280.89,1275.54
TCGA-55-7726-01,-0.41162355670435746,-1.399248013198439,0.6659805481278712,645.05,969.53,1614.58
TCGA-55-7727-01,-0.04695072130589074,0.14901847001097468,0.7680776392064368,1009.84,-396.88,612.96
TCGA-55-7728-01,-0.15162871665050937,0.1768383563391983,0.5962676878125195,2426.3,-198.83,2227.46
TCGA-55-7815-01,-0.46878380315845386,-0.6976899291575751,0.6085310991238193,1254.93,867.86,2122.79
TCGA-55-7816-01,-0.5753314110272948,0.7614931990877807,0.4556197980676972,1701.33,1655.48,3356.81
TCGA-55-7903-01,0.07702281626487915,0.313302086327165,0.8070032690647564,827.74,-645.51,182.23
TCGA-55-7907-01,0.4675727736898667,0.5348426729038472,0.6943410720918183,1114.45,236.51,1350.96
TCGA-55-7910-01,-0.4199831741658355,-1.369596539791366,0.8618465960437023,-32.1,-465.83,-497.93
TCGA-55-7911-01,0.03652236222449356,1.078993130401553,0.6935663606733832,1628.37,-270.08,1358.29
TCGA-55-7913-01,0.19378175638627154,-0.9103227897604653,0.9445263044932213,-333.2,-1508.49,-1841.7
TCGA-55-7914-01,0.10160821775307766,0.5386480633806233,0.767267712341711,755.31,-133.73,621.57
TCGA-55-7994-01,-0.46428335365334755,1.208129156150426,0.6996030596505559,1675.55,-374.59,1300.97
TCGA-55-7995-01,0.041827603751502844,1.5354503113221587,0.6381724498553135,1934.22,-69.72,1864.5
TCGA-55-8085-01,-0.48630072346766323,0.8141075978834558,0.7249673535743782,1308.46,-253.73,1054.73
TCGA-55-8087-01,0.6401033394759941,-1.5400862404131566,0.8301238700122856,283.83,-375.95,-92.11
TCGA-55-8089-01,-0.5460144964659494,1.5355770104346211,0.4928349689681699,2495.84,572.96,3068.8
TCGA-55-8090-01,0.28862837577128675,-0.8894974528288627,0.7571475660952728,771.29,-43.21,728.08
TCGA-55-8091-01,-0.24125044729495826,-0.8135437869914799,0.5814871549453869,1378.71,973.34,2352.05
TCGA-55-8092-01,-0.12394682700208387,1.4317200761296438,0.6648201430566879,1472.48,152.69,1625.17
TCGA-55-8094-01,0.26335732193765365,-1.6461834112286848,0.9855914157069001,-1004.32,-1959.31,-2963.63
TCGA-55-8096-01,0.05086247444397382,-0.16736461287765098,0.6046649029253603,1211.05,944.87,2155.92
TCGA-55-8097-01,0.5305604796917746,-0.5736958638662889,0.7696788169885019,660.76,-64.86,595.9
TCGA-55-8203-01,0.10719555968667625,0.6213541460683922,0.7439086462883026,935.04,-70.47,864.57
TCGA-55-8204-01,-0.42025303640642764,-0.06896463546719343,0.7603630619728796,834.84,-140.39,694.45
TCGA-55-8205-01,-0.6394179868205854,1.4079432541429542,0.5191413808000557,2213.07,647.93,2861.01
TCGA-55-8206-01,0.31704881214873015,-1.0014879737467797,0.5999603309532928,1882.97,313.09,2196.07
TCGA-55-8207-01,0.46565400739664636,-0.09726270212682053,0.6053381114803907,1218.22,931.94,2150.16
TCGA-55-8208-01,-0.06825050460932355,1.1164516550140635,0.4071544942859135,2493.47,1229.39,3722.86
TCGA-55-8299-01,-0.3247075678787601,1.610692758706707,0.45232780020606916,2096.41,1285.57,3381.98
TCGA-55-8301-01,-0.23293141947074844,1.0842197663075523,0.5319441018259292,2126.21,632.28,2758.49
TCGA-55-8302-01,0.3719568765627479,-0.02898325288123063,0.7999759595978548,760.01,-497.37,262.65
TCGA-55-8505-01,0.40824268577055967,-1.6653595097622302,0.8329222834544084,-273.52,147.09,-126.43
TCGA-55-8506-01,-0.5858841571243244,-0.3804743615600051,0.7565824991871717,812.03,-78.06,733.97
TCGA-55-8507-01,0.23626926276492674,-0.7373633294573642,0.8241281646667841,282.23,-301.67,-19.43
TCGA-55-8508-01,0.03357169117314986,-0.3907450170018933,0.7655884703324473,728.07,-88.69,639.38
TCGA-55-8510-01,0.23086603617974566,0.7881694729921291,0.5710588707711056,1830.03,608.95,2438.98
TCGA-55-8511-01,0.02283021122346647,0.4659807041124828,0.6322636750869278,1367.24,549.38,1916.62
TCGA-55-8512-01,0.5408136585700133,0.2796402272885412,0.8526609228470448,215.31,-591.69,-376.38
TCGA-55-8513-01,0.3511445693341012,-0.8366723411726852,0.5925694799382442,1754.91,503.88,2258.79
TCGA-55-8514-01,-0.19903190420641467,-1.6096238771628653,0.8077688887700866,640.12,-466.73,173.39
TCGA-55-8614-01,-0.2757129016350434,-0.4007579614504239,0.8002260308730698,236.29,23.52,259.81
TCGA-55-8615-01,-0.06692224035560371,-2.1512111739232225,0.8968149679854718,-272.08,-727.37,-999.45
TCGA-55-8616-01,0.3191451628830911,-0.12969671385123183,0.8341120135143235,278.38,-419.49,-141.1
TCGA-55-8619-01,0.3632816600679987,0.845301223249602,0.5400670467516947,2150.43,542.51,2692.94
TCGA-55-8620-01,-0.4137716678346542,0.4611727774993127,0.8691001311794574,433.59,-1030.18,-596.58
TCGA-55-8621-01,0.14334269689158566,0.14769948316971016,0.48944656464564973,2115.34,979.96,3095.3
TCGA-55-A48X-01,0.37637498546701204,0.33162001741070257,0.6694739045658582,1495.84,86.77,1582.61
TCGA-55-A48Y-01,-0.3171366191812037,-0.5656152800201921,0.7364856664886882,421.03,518.75,939.78
TCGA-55-A48Z-01,0.12398279783399474,0.2167218487435772,0.6940209272659806,791.06,562.93,1353.99
TCGA-55-A490-01,0.19494152792395744,-0.823581995328516,0.7387256875128253,683.14,234.04,917.18
TCGA-55-A491-01,-0.10001744205046631,0.4712823702652344,0.7008448874890989,1166.68,122.44,1289.12
TCGA-55-A492-01,-0.07120192742964555,-0.9591661616428687,0.8700265169713938,173.43,-782.79,-609.36
TCGA-55-A493-01,-0.713629843015944,0.537211259800325,0.657948994838147,1603.38,84.21,1687.58
TCGA-55-A494-01,0.4003042519272303,-0.6166713255395542,0.965957868882116,-1014.81,-1324.01,-2338.82
TCGA-55-A4DF-01,-0.11087026385145797,0.8267562989183452,0.7590267139542697,1137.51,-429.06,708.45
TCGA-55-A4DG-01,-0.3208429943745504,0.44560393061562126,0.7883998629738271,904.58,-512.14,392.44
TCGA-55-A57B-01,0.26135727511635953,-0.9337342537423032,0.713583110884802,918.24,248.14,1166.37
TCGA-62-8394-01,0.3148793801856116,0.08361648160213314,0.8341775915050768,375.35,-517.26,-141.91
TCGA-62-8395-01,0.07936564738541942,-0.6807962829063299,0.7821298278826802,175.31,286.13,461.43
TCGA-62-8397-01,-0.12190249955312063,-1.5046568961797564,0.76409815150326,895.35,-240.22,655.14
TCGA-62-8398-01,0.26237858141255666,-0.5178727081707738,0.7827440996487635,695.22,-240.51,454.71
TCGA-62-8399-01,-0.028318439465400944,-0.2989549409322527,0.8196421167813636,107.36,-73.15,34.22
TCGA-62-8402-01,0.03193805942107052,1.4733678418093414,0.7780641369886945,1313.22,-807.52,505.7
TCGA-62-A46O-01,-0.5949135519354374,-1.4606747210143172,0.9796851997931519,-1098.74,-1647.23,-2745.97
TCGA-62-A46P-01,-0.2516623702663799,-0.9102369784735485,0.8741437715612632,-47.42,-619.26,-666.68
