gse	tissue	decision	endpoint	gene	is_target	n_filt	mean_pos	mean_neg	delta_mean	n_pos	n_neg	u	p_mw	auc	delta	p_perm	logit_coef	logit_p	logit_or_per_unit	near_detection_floor	reason
GSE93157	tumor (NSCLC / HNSCC / melanoma)	document_absent	DCB	CXCL9	0	35	9.948128146857144	9.005694121714287	0.9424340251428571	21	14	189.0	0.16230002544751254	0.6428571428571429	0.2857142857142858	0.16441779110444776	0.27491566222799413	0.16068684407442857	1.3164196462857434	0	Named series. NanoString PanCancer Immune 730-gene panel (GPL19965). Per-sample RECIST (best.resp) and PFS are present for NSCLC / HNSCC / melanoma anti-PD-1, b
GSE93157	tumor (NSCLC / HNSCC / melanoma)	document_absent	DCB	GZMB	0	35	7.797358800142855	7.254664241571429	0.5426945585714265	21	14	179.0	0.2888443663464849	0.608843537414966	0.217687074829932	0.3118440779610195	0.21530363062881794	0.33754525910968325	1.2402384141716705	0	Named series. NanoString PanCancer Immune 730-gene panel (GPL19965). Per-sample RECIST (best.resp) and PFS are present for NSCLC / HNSCC / melanoma anti-PD-1, b
GSE93157	tumor (NSCLC / HNSCC / melanoma)	document_absent	DCB	HLA-DRA	0	35	13.11427937947619	12.591526216428571	0.5227531630476197	21	14	182.0	0.24536733116824605	0.6190476190476191	0.23809523809523814	0.24687656171914044	0.28146411849815767	0.2770354969858415	1.3250684500224799	0	Named series. NanoString PanCancer Immune 730-gene panel (GPL19965). Per-sample RECIST (best.resp) and PFS are present for NSCLC / HNSCC / melanoma anti-PD-1, b
GSE93157	tumor (NSCLC / HNSCC / melanoma)	document_absent	DCB	IFNG	0	35	5.222345095095237	4.9559952775714295	0.2663498175238077	21	14	179.0	0.2888443663464849	0.608843537414966	0.217687074829932	0.29035482258870565	0.31657570176305505	0.4110048356419226	1.3724201329275278	0	Named series. NanoString PanCancer Immune 730-gene panel (GPL19965). Per-sample RECIST (best.resp) and PFS are present for NSCLC / HNSCC / melanoma anti-PD-1, b
GSE93157	tumor (NSCLC / HNSCC / melanoma)	document_absent	DCB	PDCD1	0	35	5.770489410142856	4.847189832071428	0.9232995780714282	21	14	214.0	0.025144761173357368	0.7278911564625851	0.45578231292517013	0.0239880059970015	1.0648939667547055	0.01957136666049385	2.9005314149946386	0	Named series. NanoString PanCancer Immune 730-gene panel (GPL19965). Per-sample RECIST (best.resp) and PFS are present for NSCLC / HNSCC / melanoma anti-PD-1, b
GSE93157	tumor (NSCLC / HNSCC / melanoma)	document_absent	DCB	STAT1	0	35	10.677427157333334	10.916218125	-0.23879096766666663	21	14	123.0	0.4287770228991601	0.41836734693877553	-0.16326530612244894	0.4207896051974013	-0.26839267404851386	0.46887812124512074	0.7646074806316782	0	Named series. NanoString PanCancer Immune 730-gene panel (GPL19965). Per-sample RECIST (best.resp) and PFS are present for NSCLC / HNSCC / melanoma anti-PD-1, b
GSE202417	blood CD8+ T cells (NSCLC)	analyze	OR	CD274	0	14	6.085025312937284	6.4502759410770825	-0.36525062813979847	6	8	18.0	0.4908424908424909	0.375	-0.25	0.48575712143928035	-0.367029326637767	0.5196513571465904	0.6927893275648132	0	Affymetrix Clariom D (GPL23126) measures TACSTD2 and CLDN4. Peripheral-blood CD8+ T cells from advanced NSCLC treated with nivolumab + bezafibrate; phenotype R 
GSE202417	blood CD8+ T cells (NSCLC)	analyze	OR	CD8A	0	14	9.313250585922916	10.420644856828345	-1.107394270905429	6	8	9.0	0.05927405927405928	0.1875	-0.625	0.06996501749125437	-1.1519564294698361	0.08884948701294793	0.31601789745923764	0	Affymetrix Clariom D (GPL23126) measures TACSTD2 and CLDN4. Peripheral-blood CD8+ T cells from advanced NSCLC treated with nivolumab + bezafibrate; phenotype R 
GSE202417	blood CD8+ T cells (NSCLC)	analyze	OR	CLDN4	1	14	3.3262354119043214	3.2523915521781115	0.07384385972620988	6	8	35.0	0.18115218115218118	0.7291666666666666	0.45833333333333326	0.17891054472763618	5.0519281480677165	0.29683199457596554	156.32358911295594	1	Affymetrix Clariom D (GPL23126) measures TACSTD2 and CLDN4. Peripheral-blood CD8+ T cells from advanced NSCLC treated with nivolumab + bezafibrate; phenotype R 
GSE202417	blood CD8+ T cells (NSCLC)	analyze	OR	CXCL9	0	14	4.094085035533703	4.113361629030107	-0.019276593496404537	6	8	23.0	0.9497169497169498	0.4791666666666667	-0.04166666666666663	0.9490254872563718	-0.1619366281274907	0.9176984725321626	0.8504951002995433	0	Affymetrix Clariom D (GPL23126) measures TACSTD2 and CLDN4. Peripheral-blood CD8+ T cells from advanced NSCLC treated with nivolumab + bezafibrate; phenotype R 
GSE202417	blood CD8+ T cells (NSCLC)	analyze	OR	GZMB	0	14	11.053522158464887	11.61737707607837	-0.563854917613483	6	8	19.0	0.5727605727605728	0.3958333333333333	-0.20833333333333337	0.5552223888055972	-0.5564409103565706	0.3239277438386313	0.5732456701946413	0	Affymetrix Clariom D (GPL23126) measures TACSTD2 and CLDN4. Peripheral-blood CD8+ T cells from advanced NSCLC treated with nivolumab + bezafibrate; phenotype R 
GSE202417	blood CD8+ T cells (NSCLC)	analyze	OR	HLA-DRA	0	14	8.452663864615888	9.400323470655778	-0.9476596060398901	6	8	14.0	0.22843822843822847	0.2916666666666667	-0.41666666666666663	0.24387806096951525	-0.7578921090400684	0.18679806113233666	0.4686532565428022	0	Affymetrix Clariom D (GPL23126) measures TACSTD2 and CLDN4. Peripheral-blood CD8+ T cells from advanced NSCLC treated with nivolumab + bezafibrate; phenotype R 
GSE202417	blood CD8+ T cells (NSCLC)	analyze	OR	IFNG	0	14	7.6759043375286895	7.319868566636506	0.3560357708921833	6	8	31.0	0.4135864135864136	0.6458333333333334	0.29166666666666674	0.41679160419790107	0.36886391438342003	0.5204712348863285	1.4460907981259477	0	Affymetrix Clariom D (GPL23126) measures TACSTD2 and CLDN4. Peripheral-blood CD8+ T cells from advanced NSCLC treated with nivolumab + bezafibrate; phenotype R 
GSE202417	blood CD8+ T cells (NSCLC)	analyze	OR	PDCD1	0	14	5.472278756712208	5.23579798750382	0.2364807692083879	6	8	35.0	0.18115218115218118	0.7291666666666666	0.45833333333333326	0.19140429785107446	4.353727494601562	0.1336666609452013	77.76780239820175	0	Affymetrix Clariom D (GPL23126) measures TACSTD2 and CLDN4. Peripheral-blood CD8+ T cells from advanced NSCLC treated with nivolumab + bezafibrate; phenotype R 
GSE202417	blood CD8+ T cells (NSCLC)	analyze	OR	STAT1	0	14	10.499079121029284	12.231753417342038	-1.7326742963127533	6	8	10.0	0.08125208125208126	0.20833333333333334	-0.5833333333333333	0.0814592703648176	-0.5764311741423442	0.11949412133619387	0.5619001161569017	0	Affymetrix Clariom D (GPL23126) measures TACSTD2 and CLDN4. Peripheral-blood CD8+ T cells from advanced NSCLC treated with nivolumab + bezafibrate; phenotype R 
GSE202417	blood CD8+ T cells (NSCLC)	analyze	OR	TACSTD2	1	14	3.2746154449526195	3.350394267293492	-0.07577882234087241	6	8	18.0	0.4908424908424909	0.375	-0.25	0.49225387306346824	-1.1306586670041863	0.5937465973506749	0.32282055513234337	1	Affymetrix Clariom D (GPL23126) measures TACSTD2 and CLDN4. Peripheral-blood CD8+ T cells from advanced NSCLC treated with nivolumab + bezafibrate; phenotype R 
GSE67501	RCC tumor (primary / metastasis)	analyze	OR	CD274	0	11	8.234175	7.076214285714285	1.1579607142857151	4	7	21.0	0.2303030303030303	0.75	0.5	0.23488255872063968	1.102480245942194	0.15052255944839651	3.0116263424249006	0	Classic older ICI microarray (Illumina HT-12 WG-DASL). RCC (not lung) anti-PD-1 with RECIST + binary response. Included because it is one of the few public arra
GSE67501	RCC tumor (primary / metastasis)	analyze	OR	CD8A	0	11	9.964749999999999	9.912657142857142	0.052092857142856275	4	7	16.0	0.7878787878787878	0.5714285714285714	0.1428571428571428	0.7841079460269865	0.028726497283508044	0.9508786625862002	1.029143082551011	0	Classic older ICI microarray (Illumina HT-12 WG-DASL). RCC (not lung) anti-PD-1 with RECIST + binary response. Included because it is one of the few public arra
GSE67501	RCC tumor (primary / metastasis)	analyze	OR	CLDN4	1	11	6.6347249999999995	6.584257142857143	0.05046785714285651	4	7	12.0	0.7878787878787878	0.42857142857142855	-0.1428571428571429	0.783608195902049	0.6021543379165782	0.7794495988243233	1.8260484914320418	0	Classic older ICI microarray (Illumina HT-12 WG-DASL). RCC (not lung) anti-PD-1 with RECIST + binary response. Included because it is one of the few public arra
GSE67501	RCC tumor (primary / metastasis)	analyze	OR	CXCL9	0	11	7.641875000000001	8.19027142857143	-0.5483964285714293	4	7	9.0	0.4121212121212121	0.32142857142857145	-0.3571428571428571	0.40679660169915044	-0.43044612740276167	0.4587563448215708	0.6502189495160909	0	Classic older ICI microarray (Illumina HT-12 WG-DASL). RCC (not lung) anti-PD-1 with RECIST + binary response. Included because it is one of the few public arra
GSE67501	RCC tumor (primary / metastasis)	analyze	OR	GZMB	0	11	10.59845	10.60117142857143	-0.0027214285714300956	4	7	11.0	0.6484848484848484	0.39285714285714285	-0.2142857142857143	0.6496751624187906	-0.0019806935685451137	0.9970439445016639	0.9980212667105102	0	Classic older ICI microarray (Illumina HT-12 WG-DASL). RCC (not lung) anti-PD-1 with RECIST + binary response. Included because it is one of the few public arra
GSE67501	RCC tumor (primary / metastasis)	analyze	OR	HLA-DRA	0	11	12.397175	12.694007142857142	-0.29683214285714143	4	7	7.0	0.2303030303030303	0.25	-0.5	0.23238380809595202	-1.959083564522645	0.2559620549817281	0.14098756774358753	0	Classic older ICI microarray (Illumina HT-12 WG-DASL). RCC (not lung) anti-PD-1 with RECIST + binary response. Included because it is one of the few public arra
GSE67501	RCC tumor (primary / metastasis)	analyze	OR	IFNG	0	11	7.105425	6.643342857142857	0.46208214285714355	4	7	19.0	0.4121212121212121	0.6785714285714286	0.3571428571428572	0.4267866066966517	1.2851283198304195	0.2864401115625912	3.6151318205575373	0	Classic older ICI microarray (Illumina HT-12 WG-DASL). RCC (not lung) anti-PD-1 with RECIST + binary response. Included because it is one of the few public arra
GSE67501	RCC tumor (primary / metastasis)	analyze	OR	PDCD1	0	11	7.574700000000001	7.353057142857144	0.22164285714285725	4	7	15.0	0.9272727272727272	0.5357142857142857	0.0714285714285714	0.9205397301349325	0.26204446936834286	0.7013578246974714	1.2995843328388104	0	Classic older ICI microarray (Illumina HT-12 WG-DASL). RCC (not lung) anti-PD-1 with RECIST + binary response. Included because it is one of the few public arra
GSE67501	RCC tumor (primary / metastasis)	analyze	OR	STAT1	0	11	12.611325	12.764485714285714	-0.15316071428571298	4	7	9.0	0.4121212121212121	0.32142857142857145	-0.3571428571428571	0.4222888555722139	-2.3358058887476707	0.36638071280281626	0.0967324954765993	0	Classic older ICI microarray (Illumina HT-12 WG-DASL). RCC (not lung) anti-PD-1 with RECIST + binary response. Included because it is one of the few public arra
GSE67501	RCC tumor (primary / metastasis)	analyze	OR	TACSTD2	1	11	9.395800000000001	10.168642857142856	-0.7728428571428552	4	7	10.0	0.5272727272727272	0.35714285714285715	-0.2857142857142857	0.5272363818090955	-0.3271366767281443	0.43690952528406535	0.7209851943946978	0	Classic older ICI microarray (Illumina HT-12 WG-DASL). RCC (not lung) anti-PD-1 with RECIST + binary response. Included because it is one of the few public arra
