collection_id	dataset_id	title	source	assay	tissue	cells	size_bytes	size_gb	flag	decision	url	notes	paper
c1241244-b22d-483d-875b-75699efb9f3c	8cd27ec2-250d-482d-8cab-8dc17e017e09	WSA_LngSP10972073	HCA	Visium Spatial Gene Expression V1	bronchus	4992	382504372	0.383	OPEN_LT_2GB	eligible	https://datasets.cellxgene.cziscience.com/24223f7f-7b40-4928-8724-70365ac36983.h5ad	HCA_Madissoon2023_spatial	Madissoon et al. Nat Genet 2023; 10.1038/s41588-022-01243-4
c1241244-b22d-483d-875b-75699efb9f3c	853c4415-9820-4377-ae29-cfe61d72fbd1	WSA_LngSP10972075	HCA	Visium Spatial Gene Expression V1	trachea	4992	273016181	0.273	OPEN_LT_2GB	eligible	https://datasets.cellxgene.cziscience.com/56849905-fe69-4873-b2bb-f119b5c16df4.h5ad	HCA_Madissoon2023_spatial	Madissoon et al. Nat Genet 2023; 10.1038/s41588-022-01243-4
c1241244-b22d-483d-875b-75699efb9f3c	73de42b2-4871-4dbc-bde4-a9faa089b607	WSA_LngSP10193348	HCA	Visium Spatial Gene Expression V1	bronchus	4992	729031412	0.729	OPEN_LT_2GB	eligible	https://datasets.cellxgene.cziscience.com/a30c01d3-9797-4d8a-85c7-aa0749e7df6f.h5ad	HCA_Madissoon2023_spatial	Madissoon et al. Nat Genet 2023; 10.1038/s41588-022-01243-4
c1241244-b22d-483d-875b-75699efb9f3c	72ddcd39-bd9b-4f6a-9251-bf2a6763b16f	WSA_LngSP9258464	HCA	Visium Spatial Gene Expression V1	bronchus	4992	539809963	0.54	OPEN_LT_2GB	eligible	https://datasets.cellxgene.cziscience.com/391859dd-aee8-46c2-90fc-ee34ad3cf022.h5ad	HCA_Madissoon2023_spatial	Madissoon et al. Nat Genet 2023; 10.1038/s41588-022-01243-4
c1241244-b22d-483d-875b-75699efb9f3c	728a6902-8916-47a1-b85a-ba1c922d56b7	WSA_LngSP8759313	HCA	Visium Spatial Gene Expression V1	bronchus	4992	418207615	0.418	OPEN_LT_2GB	eligible	https://datasets.cellxgene.cziscience.com/defc9209-93bd-4291-b4e4-c09e6228ce17.h5ad	HCA_Madissoon2023_spatial	Madissoon et al. Nat Genet 2023; 10.1038/s41588-022-01243-4
c1241244-b22d-483d-875b-75699efb9f3c	708a7f62-260b-43f4-837a-d329c29f830b	WSA_LngSP10193347	HCA	Visium Spatial Gene Expression V1	lung parenchyma	4992	753796224	0.754	OPEN_LT_2GB	eligible	https://datasets.cellxgene.cziscience.com/ac0b0604-0d38-42de-b937-2989052c4887.h5ad	HCA_Madissoon2023_spatial	Madissoon et al. Nat Genet 2023; 10.1038/s41588-022-01243-4
c1241244-b22d-483d-875b-75699efb9f3c	5944834b-e31e-4955-942a-731d75e39385	WSA_LngSP9258463	HCA	Visium Spatial Gene Expression V1	bronchus	4992	235131446	0.235	OPEN_LT_2GB	eligible	https://datasets.cellxgene.cziscience.com/5bdb5d12-9104-4bb3-b47a-b65326cde5fe.h5ad	HCA_Madissoon2023_spatial	Madissoon et al. Nat Genet 2023; 10.1038/s41588-022-01243-4
c1241244-b22d-483d-875b-75699efb9f3c	4ebcbeeb-2208-4d30-acb2-8142a5201814	Vascular endothelial cells	HCA	10x 3' v2;10x 3' v3;10x 5' transcription profiling	bronchus;lower lobe of left lung;lung;trachea;upper lobe of left lung	20855	192002585	0.192	OPEN_LT_2GB	eligible	https://datasets.cellxgene.cziscience.com/e2fe9206-4d7b-4d5d-9a46-cd401949b9f4.h5ad	HCA_Madissoon2023_spatial	Madissoon et al. Nat Genet 2023; 10.1038/s41588-022-01243-4
c1241244-b22d-483d-875b-75699efb9f3c	44c9d3fd-bbde-45a5-a17c-db37a75bf697	WSA_LngSP10972074	HCA	Visium Spatial Gene Expression V1	trachea	4992	248092190	0.248	OPEN_LT_2GB	eligible	https://datasets.cellxgene.cziscience.com/da3db84a-aec1-404f-83f3-c497ce4bfccc.h5ad	HCA_Madissoon2023_spatial	Madissoon et al. Nat Genet 2023; 10.1038/s41588-022-01243-4
c1241244-b22d-483d-875b-75699efb9f3c	39202b1d-6447-41e0-b409-84e7e9e551f1	WSA_LngSP10193346	HCA	Visium Spatial Gene Expression V1	lung parenchyma	4992	772850962	0.773	OPEN_LT_2GB	eligible	https://datasets.cellxgene.cziscience.com/6de78eab-f9c4-4152-be30-1e493f655625.h5ad	HCA_Madissoon2023_spatial	Madissoon et al. Nat Genet 2023; 10.1038/s41588-022-01243-4
c1241244-b22d-483d-875b-75699efb9f3c	2d85960a-2ba8-4f54-9aec-537fae839f5d	Myeloid cells	HCA	10x 3' v2;10x 3' v3;10x 5' transcription profiling	bronchus;lower lobe of left lung;lung;trachea;upper lobe of left lung	40634	477427458	0.477	OPEN_LT_2GB	eligible	https://datasets.cellxgene.cziscience.com/e255b510-e54e-4910-87b4-a405e0d28294.h5ad	HCA_Madissoon2023_spatial	Madissoon et al. Nat Genet 2023; 10.1038/s41588-022-01243-4
c1241244-b22d-483d-875b-75699efb9f3c	2c3621b8-1870-4e06-b169-252ab243118d	WSA_LngSP8759311	HCA	Visium Spatial Gene Expression V1	bronchus	4992	435705544	0.436	OPEN_LT_2GB	eligible	https://datasets.cellxgene.cziscience.com/ca3e1dd1-bcc3-4121-a160-c2a86bf51972.h5ad	HCA_Madissoon2023_spatial	Madissoon et al. Nat Genet 2023; 10.1038/s41588-022-01243-4
c1241244-b22d-483d-875b-75699efb9f3c	20718fc1-c04b-496b-8a27-8589a637346c	WSA_LngSP8759312	HCA	Visium Spatial Gene Expression V1	bronchus	4992	478541608	0.479	OPEN_LT_2GB	eligible	https://datasets.cellxgene.cziscience.com/2c092c78-132b-413e-b8d6-8c7e03b8262b.h5ad	HCA_Madissoon2023_spatial	Madissoon et al. Nat Genet 2023; 10.1038/s41588-022-01243-4
c1241244-b22d-483d-875b-75699efb9f3c	15c5c186-df92-4b17-a253-199e10ffe98a	WSA_LngSP9258468	HCA	Visium Spatial Gene Expression V1	bronchus	4992	533398485	0.533	OPEN_LT_2GB	eligible	https://datasets.cellxgene.cziscience.com/7fc23d86-4c73-4573-b8bc-ce171a6ac7d5.h5ad	HCA_Madissoon2023_spatial	Madissoon et al. Nat Genet 2023; 10.1038/s41588-022-01243-4
c1241244-b22d-483d-875b-75699efb9f3c	0e9d47fb-89b1-42d8-b426-2c7630b5f5fa	Airway epithelial cells	HCA	10x 3' v2;10x 3' v3;10x 5' transcription profiling	bronchus;lower lobe of left lung;lung;trachea;upper lobe of left lung	29505	441055069	0.441	OPEN_LT_2GB	eligible	https://datasets.cellxgene.cziscience.com/75c9f3f8-9506-4b3e-98e1-2f38b1aecb32.h5ad	HCA_Madissoon2023_spatial	Madissoon et al. Nat Genet 2023; 10.1038/s41588-022-01243-4
c1241244-b22d-483d-875b-75699efb9f3c	093d3bfe-6f0f-4ac0-a7a1-829f94d0a49f	All cells and nuclei	HCA	10x 3' v2;10x 3' v3;10x 5' transcription profiling	bronchus;lower lobe of left lung;lung;trachea;upper lobe of left lung	193108	2014564880	2.015	SKIP_GT_2GB	skip	https://datasets.cellxgene.cziscience.com/dea9f35e-1be6-4240-919d-7eb2f471cbe9.h5ad	HCA_Madissoon2023_spatial	Madissoon et al. Nat Genet 2023; 10.1038/s41588-022-01243-4
0bebef1a-4607-4584-9070-dacf89a0d635	01ff5cf0-730f-4ddc-b1be-7b407211f544	scRNA-seq of Lung adenocarcinoma with histological subtypes	open_CXG_lung	10x 3' v3	lung parenchyma	117266	670537560	0.671	OPEN_LT_2GB	eligible	https://datasets.cellxgene.cziscience.com/229e74ee-9b3e-4ab2-bddb-9eccbac85b48.h5ad	LUAD_histologic_subtypes	10.1186/s40164-025-00740-6
edb893ee-4066-4128-9aec-5eb2b03f8287	232f6a5a-a04c-4758-a6e8-88ab2e3a6e69	The single-cell lung cancer atlas (LuCA) -- core atlas	open_CXG_lung	10x 3' v1;10x 3' v2;10x 3' v3;10x 5' v1;BD Rhapsody Whole Transcriptome Analysis;Drop-seq;GEXSCOPE technology;Smart-seq2;inDrop	adrenal tissue;brain;liver;lung;lymph node;pleural effusion	892296	12897440967	12.897	SKIP_GT_2GB	skip	https://datasets.cellxgene.cziscience.com/46e0287b-9a33-4e83-99f3-8c044131bfdc.h5ad	LuCA_Salcher2022	Salcher et al. Cancer Cell 2022; 10.1016/j.ccell.2022.10.008
edb893ee-4066-4128-9aec-5eb2b03f8287	1e6a6ef9-7ec9-4c90-bbfb-2ad3c3165fd1	The single-cell lung cancer atlas (LuCA) -- extended atlas	open_CXG_lung	10x 3' v1;10x 3' v2;10x 3' v3;10x 5' v1;BD Rhapsody Whole Transcriptome Analysis;Drop-seq;GEXSCOPE technology;Smart-seq2;inDrop	adrenal tissue;brain;liver;lung;lymph node;pleural effusion	1283972	17616543376	17.617	SKIP_GT_2GB	skip	https://datasets.cellxgene.cziscience.com/33165751-ae33-4a65-94ee-52d9bc38f97e.h5ad	LuCA_Salcher2022	Salcher et al. Cancer Cell 2022; 10.1016/j.ccell.2022.10.008
