gene	direction	mt_ribo	min_patient_delta	max_patient_delta	GSE123902__n_units	GSE123902__n_high	GSE123902__n_low	GSE123902__patient_delta	GSE123902__sign_up	GSE123902__sign_down	GSE123902__cell_delta	GSE123902__auc	GSE123902__pct_high	GSE123902__pct_low	GSE123902__stat_up	GSE123902__cut_up	GSE123902__stat_down	GSE123902__cut_down	GSE131907__n_units	GSE131907__n_high	GSE131907__n_low	GSE131907__patient_delta	GSE131907__sign_up	GSE131907__sign_down	GSE131907__cell_delta	GSE131907__auc	GSE131907__pct_high	GSE131907__pct_low	GSE131907__stat_up	GSE131907__cut_up	GSE131907__stat_down	GSE131907__cut_down	GSE205335__n_units	GSE205335__n_high	GSE205335__n_low	GSE205335__patient_delta	GSE205335__sign_up	GSE205335__sign_down	GSE205335__cell_delta	GSE205335__auc	GSE205335__pct_high	GSE205335__pct_low	GSE205335__stat_up	GSE205335__cut_up	GSE205335__stat_down	GSE205335__cut_down	GSE189357__n_units	GSE189357__n_high	GSE189357__n_low	GSE189357__patient_delta	GSE189357__sign_up	GSE189357__sign_down	GSE189357__cell_delta	GSE189357__auc	GSE189357__pct_high	GSE189357__pct_low	GSE189357__stat_up	GSE189357__cut_up	GSE189357__stat_down	GSE189357__cut_down
LGALS1	down	False	-0.63487285	-0.03445005	12	1167	1167	-0.2122484	0.4166666666666667	0.5833333333333334	-0.2686187298064424	0.4866670484892675	0.5338474721508141	0.4558697514995715	9.66035119258806e-05	1155	6.558733641365247e-20	211	19	6076	6076	-0.121870466	0.3684210526315789	0.631578947368421	-0.1267767852568508	0.4739950613493077	0.6482883475971034	0.6445029624753127	0.3381806405594929	7855	9.166372064836276e-17	3599	21	7112	7112	-0.03445005	0.3333333333333333	0.6666666666666666	-0.0069212259009069	0.5259566109055688	0.249718785151856	0.1853205849268841	6.931401895737422e-21	3094	2.669050193961191e-08	434	9	3559	3559	-0.63487285	0.0	1.0	-0.5898747838479833	0.3879045016528268	0.366114076987918	0.4967687552683338	0.9649205744498188	8	5.842602559371256e-118	2047
RPL6	down	True	-0.15582433	-0.030557044	12	1167	1167	-0.0781652	0.4166666666666667	0.5833333333333334	0.0497644111445887	0.4433334875309221	0.9562982005141388	0.8140531276778064	9.607637819192635e-29	2066	1.4875796331329538e-31	372	19	6076	6076	-0.15582433	0.2105263157894736	0.7894736842105263	-0.1315861426972402	0.4154728605536801	0.955562870309414	0.9386109282422648	1.7280089440995128e-05	11509	2.619067652506953e-87	2459	21	7112	7112	-0.1410785	0.3333333333333333	0.6666666666666666	-0.0655779869382233	0.4484483104808046	0.9557086614173228	0.8969347581552306	2.9755728848389e-42	13173	4.177892858650559e-50	4940	9	3559	3559	-0.030557044	0.4444444444444444	0.5555555555555556	-0.0526239488604591	0.4467057188180363	0.8817083450407418	0.8125878055633605	2.767807600018968e-16	6030	4.717972403160888e-44	851
RPS2	down	True	-0.2368566	-0.023853784	12	1167	1167	-0.023853784	0.5	0.5	0.0992811411286265	0.4429406508166231	0.974293059125964	0.8577549271636675	3.4681154470012025e-26	2138	4.440959226545893e-24	344	19	6076	6076	-0.084593736	0.1578947368421052	0.8421052631578947	-0.1414937895758203	0.4275049098298879	0.9756418696510862	0.9670836076366032	0.0006387170235497	11095	8.074060272812218e-106	977	21	7112	7112	-0.2368566	0.4285714285714285	0.5714285714285714	-0.1226253202123106	0.4446493102169878	0.9728627671541056	0.9437570303712036	1.0797946915225938e-18	13628	6.197414055669082e-47	6342	9	3559	3559	-0.03907474	0.4444444444444444	0.5555555555555556	-0.0341085152769511	0.4532857626360471	0.9041865692610284	0.8415285192469795	4.865268835602383e-16	6210	5.350111870456972e-38	1282
RPS6	down	True	-0.22205849	-0.021910185	12	1167	1167	-0.021910185	0.5	0.5	0.0442889034074669	0.4225381069969726	0.9665809768637532	0.831191088260497	1.838572522841653e-29	2098	3.728299987045511e-34	614	19	6076	6076	-0.22205849	0.1052631578947368	0.8947368421052632	-0.1565267605373486	0.4156118721777823	0.9605003291639236	0.9553982883475972	0.0875325696200746	11641	8.963204421026134e-58	4106	21	7112	7112	-0.12511356	0.3333333333333333	0.6666666666666666	-0.0216089916078172	0.4689899440385615	0.967097862767154	0.9191507311586052	2.9045802637386247e-36	13409	4.949763489375413e-17	5489	9	3559	3559	-0.060719285	0.3333333333333333	0.6666666666666666	-0.0721336624724147	0.4382783584485699	0.930036527114358	0.8817083450407418	5.36693553430196e-13	6444	2.5438778009663566e-51	797
RPS3A	down	True	-0.2562364	-0.017713234	12	1167	1167	-0.017713234	0.5	0.5	0.0921127846655576	0.4273031796277082	0.9682947729220224	0.8106255355612683	6.2148461848218995e-37	2076	5.4300063430249215e-34	342	19	6076	6076	-0.2562364	0.1052631578947368	0.8947368421052632	-0.1831192477776229	0.3848493202840821	0.9731731402238316	0.9616524028966426	0.0002051889469405	11756	7.867408137025264e-116	3659	21	7112	7112	-0.14694808	0.3809523809523809	0.6190476190476191	-0.0727360808525969	0.446889776432614	0.969347581552306	0.9268841394825648	4.278913775501544e-31	13486	4.9897426783969097e-39	5026	9	3559	3559	-0.14731734	0.1111111111111111	0.8888888888888888	-0.1524918111246824	0.4033227934419986	0.9494239955043552	0.9193593706097218	1.7498974942481066e-07	6651	1.1425015890603366e-81	1803
RPL26	down	True	-0.2810987	-0.007342886	12	1167	1167	-0.007342886	0.3333333333333333	0.6666666666666666	0.1233162014381257	0.4335199124157696	0.9674378748928878	0.8140531276778064	2.824990897099321e-35	2079	6.709421064025327e-32	402	19	6076	6076	-0.19033244	0.1578947368421052	0.8421052631578947	-0.0936768619120416	0.4547745237957996	0.9514483212639896	0.9331797235023042	3.145567327637654e-06	11436	8.545454181536021e-36	1878	21	7112	7112	-0.16346341	0.2857142857142857	0.7142857142857143	-0.0699634692470434	0.4470120171107689	0.967238470191226	0.9308211473565804	1.4208517831816508e-23	13499	2.080177528277598e-38	5872	9	3559	3559	-0.2810987	0.1111111111111111	0.8888888888888888	-0.2444634248951533	0.3797505400276525	0.9227311042427648	0.8915425681371172	3.3785020325680123e-06	6457	1.1213959132619352e-97	1396
PREX1	down	False	-0.09596716	-0.007245651	12	1167	1167	-0.033320423	0.0833333333333333	0.75	-0.0277837184291987	0.4912558953042428	0.0162810625535561	0.0334190231362467	0.9975954164463166	58	1.4852450092930716e-06	35	19	6076	6076	-0.007245651	0.631578947368421	0.3157894736842105	0.0003072275141433	0.5016434901170644	0.0078999341672152	0.0046082949308755	0.0083382008174777	71	0.0156057162269398	6	21	7112	7112	-0.077259414	0.1904761904761904	0.7619047619047619	-0.0196500044243648	0.5000540425187994	0.0705849268841394	0.0687570303712036	0.346353534175934	991	2.2281341152551178e-12	179	9	3559	3559	-0.09596716	0.0	1.0	-0.0879784724119376	0.4762906129966168	0.030907558302894	0.0772688957572351	0.8750526907404805	3	1.1500520878756787e-27	327
TRGC1	down	False	-0.017488118	-0.007244636	12	1167	1167	-0.007244636	0.0833333333333333	0.3333333333333333	0.0	0.5	0.001713796058269	0.0059982862039417	1.0	0	1.0	0	19	6076	6076	-0.010595668	0.1052631578947368	0.2631578947368421	-0.0016717949078775	0.4991765890773052	0.0014812376563528	0.0031270572745227	0.9284083333966948	17	0.0192407135362995	12	21	7112	7112	-0.017488118	0.1428571428571428	0.4761904761904761	-0.0015182316581251	0.4989886526329175	0.0523059617547806	0.0545556805399325	0.0107747258778329	432	0.0011683723756742	17	9	3559	3559	-0.011720834	0.1111111111111111	0.8888888888888888	-0.0151871706332404	0.4964755404441059	0.0039336892385501	0.0109581343073897	0.9998428074480032	33	2.724158937266468e-06	27
MS4A6A	down	False	-0.084975235	-0.006898527	12	1167	1167	-0.084975235	0.0833333333333333	0.9166666666666666	-0.0912967080052015	0.4990472791835458	0.0754070265638389	0.0728363324764353	0.4372432658782197	173	1.8409878989496036e-14	68	19	6076	6076	-0.006898527	0.631578947368421	0.3157894736842105	0.0039783616317164	0.5080750936892839	0.0332455562870309	0.0169519420671494	2.9455095945161862e-09	302	0.0017011590460888	13	21	7112	7112	-0.010678525	0.1904761904761904	0.7142857142857143	-0.0083393365669614	0.4996952088929688	0.0085770528683914	0.0091394825646794	0.6402569214516242	125	3.3780303373203927e-06	64	9	3559	3559	-0.07260577	0.0	1.0	-0.1040581299491437	0.4767920545572207	0.0320314695139084	0.0772688957572351	0.9999699301985632	15	1.40152207022975e-27	301
PLXNC1	down	False	-0.06450001	-0.006740231	12	1167	1167	-0.017678998	0.25	0.75	-0.0183316102249096	0.4941929922335814	0.0231362467866323	0.0342759211653813	0.959034444660744	67	2.9166890541258088e-05	15	19	6076	6076	-0.006740231	0.4736842105263157	0.4736842105263157	-0.0012564222733182	0.5004811232399264	0.010204081632653	0.0092165898617511	0.321939308842636	118	0.0362528317800876	38	21	7112	7112	-0.007948478	0.3809523809523809	0.5714285714285714	-0.0109373424357651	0.5004916613787309	0.0423228346456692	0.0406355455568054	0.3218576918122524	590	1.6990578339980884e-08	192	9	3559	3559	-0.06450001	0.1111111111111111	0.8888888888888888	-0.0437438026889013	0.487451842386216	0.0179825793762292	0.0427086260185445	0.9997397269123324	32	2.5923251275064568e-20	138
DCN	down	False	-0.15079667	-0.006711342	12	1167	1167	-0.15079667	0.1666666666666666	0.75	-0.1906608812837215	0.4940850539214282	0.0814053127677806	0.0874035989717223	0.7242556729641199	197	8.908564878371685e-18	95	19	6076	6076	-0.006711342	0.3157894736842105	0.4210526315789473	-0.0024711427698406	0.504291740109155	0.0223831468071099	0.0136603028308097	0.0001845086793271	219	8.898259207454443e-05	40	21	7112	7112	-0.00824429	0.1904761904761904	0.4761904761904761	-0.0064636017988817	0.4993520235764961	0.0073115860517435	0.0085770528683914	0.8275167592796201	113	0.0001634340928365	63	9	3559	3559	-0.1105187	0.0	1.0	-0.0700124140660322	0.4951310470524528	0.0671536948581062	0.0750210733352065	0.9095155302030548	506	4.589228431100064e-09	62
PARVB	down	False	-0.09628485	-0.006589055	12	1167	1167	-0.023065021	0.5	0.5	-0.0276534391608827	0.50303659108782	0.0856898029134533	0.0762639245929734	0.2240339293265065	189	1.1192351907311724e-06	63	19	6076	6076	-0.006589055	0.2631578947368421	0.7368421052631579	-0.0132867982182335	0.492886990267236	0.0462475312705727	0.0600724160631994	0.7500205744383178	2	4.655047752177585e-07	182	21	7112	7112	-0.035008516	0.3333333333333333	0.6666666666666666	-0.0097197859355873	0.5117677856529183	0.1174071991001124	0.0897075365579302	3.318566693270785e-08	1473	6.932594317489012e-13	301	9	3559	3559	-0.09628485	0.0	1.0	-0.0810065659359849	0.4762454939142134	0.0401798257937622	0.0856982298398426	0.9673870100507056	11	4.987049743277532e-40	260
TRGC2	down	False	-0.020317735	-0.0062952954	12	1167	1167	-0.0062952954	0.0833333333333333	0.4166666666666667	0.002453095450976	0.5143844322114357	0.0411311053984575	0.0119965724078834	6.7725433487117415e-06	62	0.04569374279674	13	19	6076	6076	-0.008773997	0.2631578947368421	0.3684210526315789	-0.0024001031190544	0.4997450821522943	0.0051020408163265	0.0055957867017774	0.6463796425565269	64	0.0007382620214761	21	21	7112	7112	-0.01800274	0.0952380952380952	0.8571428571428571	-0.0060343273174593	0.4976007672040854	0.0243250843644544	0.0291057367829021	0.3151436361410189	157	5.159957011612502e-06	26	9	3559	3559	-0.020317735	0.1111111111111111	0.8888888888888888	-0.0199664133024403	0.4961526409742374	0.0101152008991289	0.0177016015734756	0.9978186116146528	99	4.619850514367789e-09	52
MAP4K1	down	False	-0.093171656	-0.0059112567	12	1167	1167	-0.024838654	0.25	0.5	-0.0151514315335997	0.4960617201548731	0.0119965724078834	0.0197086546700942	0.913894327964584	35	0.0001180369940185	13	19	6076	6076	-0.0059112567	0.4736842105263157	0.4736842105263157	-0.0010846154031532	0.5026857522511649	0.0174456879526003	0.0120144832126398	0.0078698700948498	179	0.0037478177022949	18	21	7112	7112	-0.093171656	0.1904761904761904	0.8095238095238095	-0.0253441782417122	0.5010798915092728	0.0842238470191226	0.0791619797525309	0.1419819291319994	1162	1.1821433158896877e-17	387	9	3559	3559	-0.018692922	0.1111111111111111	0.8888888888888888	-0.0171529680025532	0.4965750550606755	0.0112391121101432	0.0179825793762292	0.937592208786731	7	3.2531576898607635e-06	75
CD79B	down	False	-0.061853204	-0.0055693905	12	1167	1167	-0.032722425	0.0833333333333333	0.6666666666666666	-0.0232662238779512	0.4901074904048714	0.0102827763496143	0.0299914310197086	0.9675956887846656	11	5.1377717429348615e-05	38	19	6076	6076	-0.0055693905	0.2631578947368421	0.631578947368421	-0.0020303581705913	0.5007310841259777	0.0059249506254114	0.0044437129690585	0.1561210727841841	63	0.0032796803575434	24	21	7112	7112	-0.061853204	0.2857142857142857	0.6190476190476191	-0.0148751866383747	0.4961058939975022	0.0068897637795275	0.014623172103487	0.5	1	6.141728710865514e-12	84	9	3559	3559	-0.04710995	0.0	1.0	-0.0566881636320883	0.4826187320693095	0.0101152008991289	0.0446754706378196	0.9999849968497406	16	3.315543124701673e-24	150
PARVG	down	False	-0.07126775	-0.005244626	12	1167	1167	-0.034675527	0.3333333333333333	0.6666666666666666	-0.0395778836459356	0.4879120104501909	0.0291345329905741	0.0522707797772065	0.9984194797763551	95	1.6415691546786286e-10	46	19	6076	6076	-0.005244626	0.5263157894736842	0.4210526315789473	-0.0002246013232689	0.5021243018539362	0.0120144832126398	0.0077353522053982	0.0081286263977264	119	0.075592708548043	24	21	7112	7112	-0.059297822	0.1428571428571428	0.8095238095238095	-0.0193653822038596	0.4924503283317791	0.0127952755905511	0.0276996625421822	0.9990265241951646	10	2.451366341731454e-23	133	9	3559	3559	-0.07126775	0.1111111111111111	0.8888888888888888	-0.0801292184936911	0.4778668597852868	0.022197246417533	0.0657488058443383	0.7500351271603204	2	2.7323816245703368e-30	228
KLRC1	down	False	-0.021512179	-0.0047524115	12	1167	1167	-0.0049710535	0.0	0.3333333333333333	0.0	0.5	0.0025706940874035	0.0042844901456726	1.0	0	1.0	0	19	6076	6076	-0.0047524115	0.3157894736842105	0.3157894736842105	-0.0002750072440725	0.5002463582855046	0.0027978933508887	0.0023041474654377	0.251544205034019	20	0.1249691383425232	3	21	7112	7112	-0.021512179	0.0476190476190476	0.8095238095238095	-0.0073922307892376	0.4981673289239435	0.0023903262092238	0.0060461192350956	0.7500175771637488	2	2.7162719738394086e-08	42	9	3559	3559	-0.0063952086	0.1111111111111111	0.6666666666666666	-0.0118250397256622	0.4973278687269179	0.0022478224220286	0.0075864006743467	0.9941480333956744	20	9.323866631720958e-05	31
LOXL3	down	False	-0.009935643	-0.0039831237	12	1167	1167	-0.004540887	0.0833333333333333	0.5	0.0	0.5	0.0034275921165381	0.0102827763496143	1.0	0	1.0	0	19	6076	6076	-0.007237487	0.2631578947368421	0.5789473684210527	-0.0016584274999937	0.4996663395974882	0.0046082949308755	0.0052666227781435	0.7410408643800961	60	0.0084020172194093	22	21	7112	7112	-0.0039831237	0.4285714285714285	0.3333333333333333	-0.0069512831570285	0.4987292445885912	0.0355736782902137	0.0378233970753655	0.7757932144563537	522	0.0001066475133143	402	9	3559	3559	-0.009935643	0.0	0.7777777777777778	-0.007692102095328	0.4967666236581415	0.0014048890137679	0.0078673784771003	0.5	1	2.227441423499001e-06	31
ACTA2	down	False	-0.07427455	-0.003943997	12	1167	1167	-0.07427455	0.3333333333333333	0.5833333333333334	-0.0902950095139128	0.4991651301978355	0.0976863753213367	0.0942587832047986	0.4165389924099826	224	8.55020595778799e-10	77	19	6076	6076	-0.003943997	0.4210526315789473	0.5263157894736842	-0.0016480820897585	0.5033525719425785	0.0671494404213298	0.0600724160631994	0.0548578962103021	772	0.0135047082190429	83	21	7112	7112	-0.010736087	0.3809523809523809	0.5714285714285714	-0.0117699197936235	0.5055478742972792	0.0562429696287964	0.0441507311586051	0.0005427840947967	714	6.109263108613321e-11	52	9	3559	3559	-0.028510889	0.2222222222222222	0.7777777777777778	-0.0186743388709529	0.5010651340336751	0.0261309356560831	0.0236021354313009	0.2713412073119471	177	7.149961424090648e-06	42
AOAH	down	False	-0.020738972	-0.0038316748	12	1167	1167	-0.012853754	0.3333333333333333	0.4166666666666667	-0.0194250080915529	0.4947851844019593	0.0119965724078834	0.0222793487574978	0.9688838615113796	5	0.000668150328502	30	19	6076	6076	-0.0038316748	0.3684210526315789	0.631578947368421	-0.0038643162813426	0.4969464032719631	0.0123436471362738	0.0184331797235023	0.7295741794390033	24	0.0011679065423821	106	21	7112	7112	-0.015674323	0.1904761904761904	0.7142857142857143	-0.006674867136782	0.4993384808198188	0.0094206974128233	0.0106861642294713	0.7500175771637488	2	1.671114609231412e-07	79	9	3559	3559	-0.020738972	0.1111111111111111	0.8888888888888888	-0.022895963317008	0.4925487197272865	0.0039336892385501	0.01882551278449	0.9894347673346888	16	1.3373563426383602e-10	65
ITK	down	False	-0.07305183	-0.0037096	12	1167	1167	-0.041596178	0.3333333333333333	0.5833333333333334	-0.0297254114672464	0.496004446764751	0.0137103684661525	0.0214224507283633	0.9429727697047944	41	1.3478545903738385e-06	24	19	6076	6076	-0.0037096	0.3684210526315789	0.3684210526315789	-0.0001981377869565	0.5004930145304528	0.0026333113890717	0.0016458196181698	0.1145207882995125	25	0.0624691396126548	4	21	7112	7112	-0.06453369	0.1428571428571428	0.7619047619047619	-0.0183182963811395	0.492938717701415	0.0052024746906636	0.0192632170978627	0.999939354446803	14	7.145950938003045e-22	145	9	3559	3559	-0.07305183	0.0	1.0	-0.0630172241308419	0.4837951045756118	0.0162967125597077	0.0483281820736161	0.9999946618618708	22	6.813663523598424e-25	196
MS4A7	down	False	-0.09875676	-0.0036768897	12	1167	1167	-0.08252143	0.1666666666666666	0.8333333333333334	-0.0816913343048317	0.4850476066698534	0.0325621251071122	0.0608397600685518	0.9996099344338404	109	1.721522989057215e-13	79	19	6076	6076	-0.0036768897	0.4210526315789473	0.5789473684210527	-0.0034671324480393	0.5019981160295246	0.0192560895325872	0.0151415404871626	0.0468942550813454	209	0.0007305326771002	54	21	7112	7112	-0.0059126825	0.2857142857142857	0.5238095238095238	-0.0033785946509825	0.5008313077850646	0.0075928008998875	0.0059055118110236	0.1299265568183548	96	0.0058442791845942	11	9	3559	3559	-0.09875676	0.0	1.0	-0.1058504091923162	0.4753482044460493	0.0427086260185445	0.0904748524866535	0.9961091019374768	8	5.861095564902786e-29	375
