gene	direction	mt_ribo	min_patient_delta	max_patient_delta	GSE123902__n_units	GSE123902__n_high	GSE123902__n_low	GSE123902__patient_delta	GSE123902__sign_up	GSE123902__sign_down	GSE123902__cell_delta	GSE123902__auc	GSE123902__pct_high	GSE123902__pct_low	GSE123902__stat_up	GSE123902__cut_up	GSE123902__stat_down	GSE123902__cut_down	GSE131907__n_units	GSE131907__n_high	GSE131907__n_low	GSE131907__patient_delta	GSE131907__sign_up	GSE131907__sign_down	GSE131907__cell_delta	GSE131907__auc	GSE131907__pct_high	GSE131907__pct_low	GSE131907__stat_up	GSE131907__cut_up	GSE131907__stat_down	GSE131907__cut_down	GSE205335__n_units	GSE205335__n_high	GSE205335__n_low	GSE205335__patient_delta	GSE205335__sign_up	GSE205335__sign_down	GSE205335__cell_delta	GSE205335__auc	GSE205335__pct_high	GSE205335__pct_low	GSE205335__stat_up	GSE205335__cut_up	GSE205335__stat_down	GSE205335__cut_down	GSE189357__n_units	GSE189357__n_high	GSE189357__n_low	GSE189357__patient_delta	GSE189357__sign_up	GSE189357__sign_down	GSE189357__cell_delta	GSE189357__auc	GSE189357__pct_high	GSE189357__pct_low	GSE189357__stat_up	GSE189357__cut_up	GSE189357__stat_down	GSE189357__cut_down	GSE123902__wilcoxon_p	GSE131907__wilcoxon_p	GSE205335__wilcoxon_p	GSE189357__wilcoxon_p
CEBPB	up	False	0.3232934	0.44355962	12	1167	1167	0.44355962	0.9166666666666666	0.0833333333333333	0.4987708046527271	0.6670396779766926	0.8191945158526135	0.4258783204798629	1.1157745152942388e-89	1450	4.796998271183758e-08	29	19	6076	6076	0.3360829	0.9473684210526316	0.0526315789473684	0.1668680148371805	0.5711155650329532	0.6050032916392364	0.4679065174456879	1.7646121742377974e-53	6460	0.0460563860450621	13	21	7112	7112	0.3232934	0.8571428571428571	0.1428571428571428	0.2336286223525068	0.6095790606759784	0.6141732283464567	0.3633295838020247	3.782961361529698e-199	6951	0.0004940845169546	109	9	3559	3559	0.4406143	1.0	0.0	0.5059615203745499	0.6394417281326992	0.7339140207923575	0.4209047485248665	1.594313094954523e-162	4096	0.0624077912132689	7	0.000732421875	3.814697265625e-06	2.0503997802734375e-05	0.001953125
CD151	up	False	0.32251456	0.44102186	12	1167	1167	0.41203132	1.0	0.0	0.4998815981593146	0.6960137720475017	0.7892030848329049	0.3590402742073693	1.4779284274765596e-101	1340	0.0004056885981515	22	19	6076	6076	0.32251456	1.0	0.0	0.2125746740398462	0.5717018815001207	0.7755102040816326	0.6438446346280448	1.4926782940253453e-58	8616	0.01774434171285	28	21	7112	7112	0.37405	0.9047619047619048	0.0952380952380952	0.2282505514564254	0.6175744966285851	0.5351518560179978	0.3035714285714285	3.3145972138484287e-174	5965	8.300975517374058e-05	153	9	3559	3559	0.44102186	1.0	0.0	0.3903163902779109	0.6403478203614721	0.5479067153694858	0.2433267771846024	3.3117988055015902e-155	2816	0.1665986773889989	69	0.000244140625	1.9073486328125e-06	2.384185791015625e-06	0.001953125
PRSS8	up	False	0.32106897	0.36572906	12	1167	1167	0.3484821	1.0	0.0	0.4371838183194804	0.729102738916314	0.5604113110539846	0.0934018851756641	1.1407163108750767e-137	763	0.2498928418345478	2	19	6076	6076	0.32106897	0.9473684210526316	0.0526315789473684	0.2546254076132818	0.6098671409675382	0.6184990125082291	0.4316984858459513	3.360851589238932e-103	5920	0.0548584029347553	32	21	7112	7112	0.33656734	1.0	0.0	0.2362202486910941	0.6419665533846374	0.4038245219347581	0.1165635545556805	0.0	3701	0.0034551486830133	134	9	3559	3559	0.36572906	1.0	0.0	0.2993702504855131	0.6382511843660446	0.3644282101713965	0.076706940151728	4.63670149536751e-201	1570	0.0214616538624126	25	0.000244140625	3.814697265625e-06	4.76837158203125e-07	0.001953125
XBP1	up	False	0.3191834	0.5678532	12	1167	1167	0.48068288	1.0	0.0	0.4983507592212798	0.7040269067449697	0.7789203084832905	0.352185089974293	1.7329168128629348e-100	1317	0.0077423282311673	7	19	6076	6076	0.3191834	1.0	0.0	0.249841404043038	0.5765060035035696	0.6589861751152074	0.5340684660961159	1.3101418692140465e-59	6528	0.1249691383425232	3	21	7112	7112	0.45270723	1.0	0.0	0.3350790335734621	0.6451187931074842	0.6479190101237345	0.3675478065241844	1.5186788281517968e-248	7222	0.3769098504418471	10	9	3559	3559	0.5678532	1.0	0.0	0.5433075228600184	0.6584536383862258	0.6931722393930879	0.3630233211576285	1.508992146900987e-174	3759	0.5	1	0.000244140625	1.9073486328125e-06	4.76837158203125e-07	0.001953125
ATP1A1	up	False	0.3158748	0.77719575	12	1167	1167	0.46673164	1.0	0.0	0.5462083018921533	0.7190413462477485	0.7900599828620394	0.3607540702656384	9.619490712083899e-102	1318	0.1932245858296379	12	19	6076	6076	0.3158748	0.9473684210526316	0.0526315789473684	0.1695169780088046	0.5678125897941414	0.6486175115207373	0.532422646477946	5.001026428102179e-40	5953	0.1854621476234522	102	21	7112	7112	0.3449315	0.9523809523809524	0.0476190476190476	0.2526450139936685	0.6110012082906819	0.6638076490438695	0.4326490438695163	9.53048399128138e-171	7797	0.1623337775766908	205	9	3559	3559	0.77719575	1.0	0.0	0.7283977357835275	0.6946428135801885	0.7704411351503231	0.3683618994099466	2.471605076263001e-266	4050	0.1208936541234183	36	0.000244140625	1.9073486328125e-05	9.5367431640625e-07	0.001953125
ACTN4	up	False	0.3136251	0.35046548	12	1167	1167	0.34200203	0.9166666666666666	0.0833333333333333	0.3376864248287181	0.6951954234155647	0.7095115681233933	0.2922022279348757	4.583053153429262e-93	1169	0.0151277660644769	18	19	6076	6076	0.3137112	0.9473684210526316	0.0526315789473684	0.1444074550343665	0.5679492990043604	0.5289664252797893	0.4117840684660961	2.0589045667913985e-45	3905	0.1128050455056796	177	21	7112	7112	0.35046548	0.9047619047619048	0.0952380952380952	0.2676999329657283	0.6047118927783774	0.6853205849268842	0.4571147356580427	3.700194862254894e-168	8125	0.0678235528381211	29	9	3559	3559	0.3136251	1.0	0.0	0.290410566107765	0.6151671091599948	0.5498735599887609	0.2770441135150323	7.192449331934353e-124	2925	0.0001939141556889	198	0.00048828125	9.5367431640625e-06	9.059906005859375e-06	0.001953125
SPINT1	up	False	0.31063315	0.45885444	12	1167	1167	0.31063315	1.0	0.0	0.3444095281317748	0.7163762979214899	0.5389888603256212	0.0976863753213367	1.158940096254473e-124	739	0.0311161384886202	5	19	6076	6076	0.35722202	1.0	0.0	0.2880656716673502	0.6156131804906124	0.6816984858459513	0.5	3.4737635633066904e-110	5335	0.7500205744383178	2	21	7112	7112	0.45885444	1.0	0.0	0.3410340255954441	0.6623497366892693	0.562570303712036	0.2469066366704162	0.0	5751	0.031735858676313	106	9	3559	3559	0.383826	1.0	0.0	0.3363264298762543	0.6503551381003138	0.3998314133183479	0.0873840966563641	3.6960196452799874e-220	1734	0.0174845545171249	15	0.000244140625	1.9073486328125e-06	4.76837158203125e-07	0.001953125
EFNA1	up	False	0.31055367	0.61475736	12	1167	1167	0.39769784	1.0	0.0	0.3611566819687681	0.7029600062853875	0.5741216795201372	0.1533847472150814	1.330415983449365e-103	849	0.003859519015107	8	19	6076	6076	0.31055367	0.9473684210526316	0.0526315789473684	0.2940244027388274	0.6178555961767578	0.6209677419354839	0.4185319289005925	4.6731795123776193e-125	5648	0.5	1	21	7112	7112	0.43618688	0.9523809523809524	0.0476190476190476	0.2812479536648934	0.6326376501605044	0.4223847019122609	0.1605736782902137	9.488504947607276e-266	4146	0.2265048127631425	7	9	3559	3559	0.61475736	1.0	0.0	0.5521211080330672	0.6980584425934875	0.5431300927226749	0.134588367518966	2.283329245883789e-305	2412	0.2499648728396796	2	0.000244140625	3.814697265625e-06	9.5367431640625e-07	0.001953125
SDC1	up	False	0.30904055	0.4975418	12	1167	1167	0.43592295	0.9166666666666666	0.0833333333333333	0.4923517256532614	0.7380355520897812	0.6632390745501285	0.194515852613539	5.561343156042843e-122	995	0.0349219927435892	8	19	6076	6076	0.30904055	0.8947368421052632	0.1052631578947368	0.2490146814791782	0.6003977596050206	0.6673798551678736	0.499670836076366	5.1591527040555965e-79	7091	0.2499794255616821	2	21	7112	7112	0.47905785	0.9523809523809524	0.0476190476190476	0.3288131866107204	0.632039297560738	0.5066085489313836	0.2547806524184477	3.2344876962466464e-213	5407	0.5	1	9	3559	3559	0.4975418	1.0	0.0	0.4402406132880942	0.6644715687016781	0.4608035965158752	0.1216633885923012	3.247323132650638e-228	2073	0.1794577222673298	43	0.00048828125	9.5367431640625e-06	2.384185791015625e-06	0.001953125
TMEM59	up	False	0.30641827	0.50220805	12	1167	1167	0.4993957	1.0	0.0	0.5885863497797668	0.6812702797364543	0.8680377035132819	0.5107112253641817	3.7360830869472676e-81	1609	3.766319396468702e-07	30	19	6076	6076	0.30641827	1.0	0.0	0.2775553975542806	0.5784519224560006	0.804476629361422	0.6881171823568137	3.415055490572589e-70	8469	0.1093171296298911	6	21	7112	7112	0.50220805	1.0	0.0	0.3699208648010315	0.633967964045622	0.8236782902137233	0.5847862767154106	5.581438671293778e-230	9443	0.0001453446425356	263	9	3559	3559	0.47943386	1.0	0.0	0.4788734691480263	0.6350471374014613	0.7305422871593145	0.45490306265805	9.257616540834023e-126	4219	0.240059340061668	18	0.000244140625	1.9073486328125e-06	4.76837158203125e-07	0.001953125
HES1	up	False	0.30446756	0.4446296	12	1167	1167	0.3616735	0.8333333333333334	0.1666666666666666	0.4471353916162194	0.672958295426426	0.6409597257926307	0.2647814910025707	2.468053788740112e-76	1055	0.0006595360310724	41	19	6076	6076	0.30446756	1.0	0.0	0.2582626540855841	0.5955598598355437	0.5391705069124424	0.3734364713627386	1.3006473813756437e-83	4912	0.9967203196424566	24	21	7112	7112	0.4446296	1.0	0.0	0.3866041643560857	0.6434656871227008	0.5726940382452194	0.2830427446569178	2.547317910461383e-271	6086	0.8125439475443742	5	9	3559	3559	0.35442835	1.0	0.0	0.3818262749769369	0.6366375949247467	0.4579938184883394	0.1694296150604102	5.31428425503652e-156	2233	0.3436841087969468	6	0.00341796875	1.9073486328125e-06	4.76837158203125e-07	0.001953125
CDH1	up	False	0.2936375	0.48281887	12	1167	1167	0.40850973	1.0	0.0	0.430444355395648	0.7444780742042854	0.610968294772922	0.1113967437874892	3.481154932578034e-149	843	0.0543107730473369	10	19	6076	6076	0.2936375	0.9473684210526316	0.0526315789473684	0.1944727575354642	0.5850106057309628	0.60862409479921	0.4591836734693877	1.5014669501399005e-63	6278	0.1148705597977098	229	21	7112	7112	0.3914558	1.0	0.0	0.2524121001748045	0.6465091597275031	0.5278402699662542	0.2317210348706411	4.830527387057199e-296	5401	8.910268037657057e-05	117	9	3559	3559	0.48281887	1.0	0.0	0.4212610333551098	0.6783207190694874	0.4622084855296431	0.0924416971059286	4.2289892949424604e-284	1974	0.5	25	0.000244140625	5.7220458984375e-06	4.76837158203125e-07	0.001953125
PERP	up	False	0.29302892	0.68380326	12	1167	1167	0.5480705	1.0	0.0	0.4607334461784755	0.718129744788305	0.6666666666666666	0.2116538131962296	6.30476354863851e-113	1025	0.015524668494537	6	19	6076	6076	0.29302892	0.8947368421052632	0.1052631578947368	0.2449873228929058	0.5811529789876834	0.7554312047399605	0.6201448321263989	1.4640355789151448e-75	7657	0.1395134397776524	146	21	7112	7112	0.6418897	1.0	0.0	0.4219500199690479	0.6274598984146947	0.7405793025871766	0.5080146231721034	2.6418054598261275e-188	8467	0.7500175771637488	2	9	3559	3559	0.68380326	1.0	0.0	0.6191193183927356	0.6998743376317385	0.5602697386906434	0.1494801910649058	3.42733774177778e-302	2518	0.7750153839146539	44	0.000244140625	8.20159912109375e-05	4.76837158203125e-07	0.001953125
EMP2	up	False	0.29220736	0.64604175	12	1167	1167	0.55960757	0.9166666666666666	0.0833333333333333	0.6236630561096331	0.7185879319092819	0.7772065124250214	0.3170522707797772	9.970826874936978e-115	1277	0.000957838992519	10	19	6076	6076	0.29220736	1.0	0.0	0.2539491147350375	0.5781861155449884	0.7305793285055958	0.5862409479921	6.628519870801747e-64	7995	0.8340181061825854	17	21	7112	7112	0.39683655	1.0	0.0	0.2726910502362338	0.6133140738858008	0.5733970753655793	0.3347862767154105	1.6130896706039691e-181	6459	0.5	1	9	3559	3559	0.64604175	0.8888888888888888	0.1111111111111111	0.5563208510520935	0.6715182377804854	0.6147794324248385	0.2348974431019949	4.2445946797610717e-237	3024	0.8260378480001564	389	0.00048828125	1.9073486328125e-06	4.76837158203125e-07	0.00390625
BCAP31	up	False	0.29218233	0.40627515	12	1167	1167	0.37122485	0.9166666666666666	0.0833333333333333	0.4312787440180483	0.6965446523174796	0.7694944301628106	0.3538988860325621	1.1263888471274156e-94	1309	0.0099823829831731	49	19	6076	6076	0.29218233	1.0	0.0	0.1954797380034565	0.5735083825201172	0.7235023041474654	0.5916721527320605	2.739688822682595e-56	7608	0.1937282543848954	12	21	7112	7112	0.40627515	1.0	0.0	0.2848947821347456	0.6288411706287699	0.7421259842519685	0.5016872890888638	5.434334464958307e-197	8271	1.483673042517953e-09	326	9	3559	3559	0.29701832	1.0	0.0	0.31627309225888	0.6296287027154582	0.5408822703006463	0.2461365552121382	1.3835999133538091e-145	2801	0.0053138583728424	98	0.00048828125	1.9073486328125e-06	4.76837158203125e-07	0.001953125
MAL2	up	False	0.288796	0.58689433	12	1167	1167	0.58629906	1.0	0.0	0.6090702062276663	0.7499440115897845	0.779777206512425	0.2562125107112253	2.59440062706223e-150	1201	0.0001909299914181	20	19	6076	6076	0.288796	0.9473684210526316	0.0526315789473684	0.1615490342171093	0.5450948751625775	0.8033245556287031	0.7016129032258065	5.7578646378817776e-39	9144	0.5	1	21	7112	7112	0.44307265	0.9523809523809524	0.0476190476190476	0.2865500460928751	0.6202828008334588	0.5487907761529809	0.3086332958380202	1.1552807743014424e-186	6094	0.0001997468187119	221	9	3559	3559	0.58689433	1.0	0.0	0.4910260953238304	0.6803406565722555	0.5493116043832538	0.1610002809778027	1.9789728760579134e-267	2528	0.0005908417352947	120	0.000244140625	3.814697265625e-06	1.430511474609375e-06	0.001953125
BRD2	up	False	0.28650472	0.44478193	12	1167	1167	0.28650472	0.9166666666666666	0.0833333333333333	0.2740284259444481	0.6682640802591107	0.6512425021422451	0.2819194515852613	5.948664284110942e-74	1081	0.0064374165242215	43	19	6076	6076	0.30522266	0.9473684210526316	0.0526315789473684	0.2086678754406186	0.5889581214209654	0.6064845292955892	0.456056616194865	3.7557381811487594e-67	5985	0.2264949734515051	7	21	7112	7112	0.3106513	0.9047619047619048	0.0952380952380952	0.2290514267976149	0.6067092417985857	0.7400168728908887	0.4863610798650168	7.721746798299203e-215	8722	9.314968003671554e-11	383	9	3559	3559	0.44478193	1.0	0.0	0.4123832759469246	0.6191311935809164	0.6900814835627985	0.4183759483000843	2.890369670791085e-119	3945	0.0382425200725661	16	0.00244140625	3.814697265625e-06	6.67572021484375e-06	0.001953125
GTF2I	up	False	0.28122985	0.45482057	12	1167	1167	0.39615276	0.9166666666666666	0.0833333333333333	0.4137450759059026	0.7071534464262506	0.7480719794344473	0.3093401885175664	3.3880566796166164e-104	1232	0.0106106723627241	10	19	6076	6076	0.28560126	1.0	0.0	0.2061312673055698	0.5827237263696491	0.7006254114549045	0.5508558262014484	5.519414247864583e-66	7444	0.3124691345321285	4	21	7112	7112	0.28122985	1.0	0.0	0.2274838156743144	0.5942451409775269	0.7625140607424072	0.5276996625421823	5.456573194603536e-191	9176	3.441747013957608e-06	91	9	3559	3559	0.45482057	1.0	0.0	0.3970638474319317	0.6526510401744573	0.5164372014610846	0.1938746838999719	9.975479924790155e-183	2528	0.1399934886358769	31	0.00244140625	1.9073486328125e-06	4.76837158203125e-07	0.001953125
TNFRSF12A	up	False	0.28044838	0.4190674	12	1167	1167	0.4190674	0.9166666666666666	0.0833333333333333	0.4542393824496953	0.6989490332912595	0.6615252784918595	0.2459297343616109	1.2914386887507055e-93	1058	0.0004768587411121	11	19	6076	6076	0.28044838	0.9473684210526316	0.0526315789473684	0.1296657625718342	0.545487341924389	0.6334759710335747	0.5250164581961817	5.01797157782265e-34	7039	0.5	1	21	7112	7112	0.34663817	0.9523809523809524	0.0476190476190476	0.2570867478297758	0.6217442125573026	0.5146231721034871	0.2694038245219347	9.945564540608473e-200	5576	4.339604709542755e-05	26	9	3559	3559	0.30770668	1.0	0.0	0.3222041523166682	0.6203794092455513	0.3618994099466142	0.1132340545096937	1.9632260905858337e-139	1691	0.5	3	0.00048828125	1.33514404296875e-05	2.384185791015625e-06	0.001953125
AKAP9	up	False	0.27839285	0.4191209	12	1167	1167	0.28037733	0.9166666666666666	0.0833333333333333	0.2940831532428009	0.6585613805530407	0.712082262210797	0.3556126820908312	3.2230616136435848e-68	1246	0.0057676415065885	11	19	6076	6076	0.27839285	0.9473684210526316	0.0526315789473684	0.1734381533888699	0.5766033820672187	0.6672152732060567	0.5182685977616853	1.0936582954881598e-65	6970	7.866097838248452e-05	127	21	7112	7112	0.39652142	1.0	0.0	0.2550369768600671	0.6254658411740293	0.7054274465691789	0.4313835770528684	3.805919344338181e-242	8085	3.6636658776723146e-07	195	9	3559	3559	0.4191209	1.0	0.0	0.3093122648943269	0.6158026842656614	0.4681090193874684	0.2177577971340264	1.3717326120830605e-111	2441	0.5	3	0.001708984375	2.6702880859375e-05	4.76837158203125e-07	0.001953125
TRIB1	up	False	0.26665154	0.5289145	12	1167	1167	0.2781106	0.9166666666666666	0.0833333333333333	0.3211162525224632	0.6671821271777656	0.4884318766066838	0.1525278491859468	2.729591349922404e-70	746	0.0019231223295395	9	19	6076	6076	0.26665154	1.0	0.0	0.2045685220880269	0.5918360846005458	0.5177748518762344	0.3522053982883475	1.80611179072757e-77	5219	0.2499794255616821	2	21	7112	7112	0.3634571	1.0	0.0	0.307373055712374	0.6593565304477548	0.5220753655793026	0.2114735658042744	0.0	5217	0.0537219482536254	25	9	3559	3559	0.5289145	1.0	0.0	0.5410320642011026	0.6797189369328387	0.5487496487777466	0.182354593987075	9.664225864061476e-234	2602	0.9687938996934188	5	0.001708984375	1.9073486328125e-06	4.76837158203125e-07	0.001953125
WSB1	up	False	0.2663529	0.60237944	12	1167	1167	0.4003587	1.0	0.0	0.5097527943182582	0.697067822708018	0.8174807197943444	0.4070265638389032	5.360483985110143e-96	1421	0.015524668494537	6	19	6076	6076	0.2663529	0.9473684210526316	0.0526315789473684	0.1394748930755706	0.5528440012204419	0.6981566820276498	0.5789993416721527	7.115083171703531e-43	7760	0.0001177266678663	230	21	7112	7112	0.35639456	0.9523809523809524	0.0476190476190476	0.234453528153734	0.6249405700342013	0.6888357705286839	0.4194319460067491	3.136487595007374e-232	7882	0.0001201090332882	230	9	3559	3559	0.60237944	1.0	0.0	0.4719257003308051	0.6315587967960478	0.6909244169710593	0.413880303456027	7.0784893076028755e-124	3932	0.5	9	0.000244140625	3.814697265625e-06	9.5367431640625e-07	0.001953125
PDIA3	up	False	0.26615947	0.3569051	12	1167	1167	0.3569051	1.0	0.0	0.4327495756637316	0.6588477475036512	0.8346186803770351	0.4644387317909169	1.3371197405570608e-81	1515	5.049299494012811e-06	22	19	6076	6076	0.27177912	0.9473684210526316	0.0526315789473684	0.183945219730835	0.5640948008352399	0.7437458854509545	0.6379196840026333	4.434653080775332e-38	7407	0.0057057486882643	77	21	7112	7112	0.28229508	0.9047619047619048	0.0952380952380952	0.2194738543186375	0.5895897244600612	0.7556242969628797	0.5433070866141733	4.6673592554818943e-157	9238	9.401955396258767e-09	272	9	3559	3559	0.26615947	1.0	0.0	0.2628995085719845	0.5960655133813408	0.5889294745715089	0.3509412756392245	6.059359949862502e-91	3345	0.0005337965914238	331	0.000244140625	5.7220458984375e-06	0.00012063980102539062	0.001953125
ICAM1	up	False	0.26537097	0.46460235	12	1167	1167	0.46460235	0.9166666666666666	0.0833333333333333	0.4478237172548892	0.70458054951615	0.6203941730934018	0.2133676092544987	7.350237661136155e-92	970	0.015524668494537	6	19	6076	6076	0.26537097	0.9473684210526316	0.0526315789473684	0.1610189746360783	0.5609123501914092	0.4399275839368005	0.3273535220539829	1.1035577016704155e-37	4628	0.6875308654678716	4	21	7112	7112	0.29141614	0.8095238095238095	0.1428571428571428	0.1946381433507414	0.586369276692635	0.2473284589426321	0.0745219347581552	6.470206783445088e-181	2289	0.5	1	9	3559	3559	0.4312098	1.0	0.0	0.4782216307526227	0.6450109545026752	0.5765664512503512	0.2742343354874965	2.5072056847954357e-149	3028	0.7500351271603204	2	0.00048828125	3.814697265625e-06	0.0005094145224769436	0.001953125
LSR	up	False	0.26398388	0.48112088	12	1167	1167	0.4388293	1.0	0.0	0.4609113252916557	0.751579974579426	0.6658097686375322	0.1645244215938303	1.586224246649746e-143	951	0.0622187100747553	7	19	6076	6076	0.26398388	1.0	0.0	0.1559824010002267	0.5737659142847609	0.576036866359447	0.4335088874259381	5.265292254632697e-58	6092	0.0095598214860509	19	21	7112	7112	0.48112088	1.0	0.0	0.3674320167871381	0.6422642469009427	0.6441226096737908	0.3607986501687289	4.861462199927232e-255	7142	0.9375263648186228	4	9	3559	3559	0.34457576	1.0	0.0	0.3606128407055219	0.6564416352102845	0.439449283506603	0.1126720989041865	2.004358677049983e-219	1965	0.5	1	0.000244140625	1.9073486328125e-06	4.76837158203125e-07	0.001953125
CCNL1	up	False	0.26087555	0.4907301	12	1167	1167	0.26087555	0.9166666666666666	0.0833333333333333	0.2768229782850498	0.65728741475994	0.7249357326478149	0.3453299057412168	2.3128532646608837e-77	1249	0.0016684605751922	13	19	6076	6076	0.4218987	0.9473684210526316	0.0526315789473684	0.2668568416877289	0.6027017851779587	0.662771560236998	0.4957208689927584	9.670827103084654e-89	5832	0.7461747918659709	9	21	7112	7112	0.4907301	0.9047619047619048	0.0952380952380952	0.4613760324976583	0.6632878642032795	0.8075084364454443	0.499718785151856	0.0	9290	0.4118394742546297	20	9	3559	3559	0.38629815	1.0	0.0	0.3469604322001522	0.6011527195280204	0.6698510817645406	0.4251194155661703	1.2128754993789937e-96	3897	0.0836937331395833	53	0.004638671875	3.814697265625e-06	1.1920928955078125e-05	0.001953125
LMO7	up	False	0.2578591	0.71234536	12	1167	1167	0.44128665	0.9166666666666666	0.0833333333333333	0.3826117771634443	0.7166035557963975	0.6032562125107113	0.1593830334190231	4.622367637616381e-113	890	0.1248392627518217	3	19	6076	6076	0.2578591	1.0	0.0	0.1842310812578642	0.5780922583202195	0.5511849901250823	0.412442396313364	2.43057087720856e-53	5854	0.6745033869350711	44	21	7112	7112	0.44439024	0.8571428571428571	0.1428571428571428	0.2712974353649677	0.6126977598342952	0.3873734533183352	0.1616985376827896	1.2327886598698253e-204	3897	0.0312280308628149	5	9	3559	3559	0.71234536	1.0	0.0	0.5655683367271158	0.6882019954871443	0.5830289407136836	0.1781399269457712	8.702005498991696e-282	2709	0.0743628141676103	31	0.000732421875	1.9073486328125e-06	6.67572021484375e-06	0.001953125
KRT8	up	False	0.25694034	0.9899927	12	1167	1167	0.71349126	0.9166666666666666	0.0833333333333333	0.7349872099880139	0.6725228708066516	0.9117395029991432	0.5681233933161953	2.800450418770155e-95	1622	2.7196129853918693e-14	155	19	6076	6076	0.25694034	0.8947368421052632	0.1052631578947368	0.2966204548269295	0.5917797567220734	0.9116194865042792	0.8278472679394339	9.167104857659807e-70	7057	0.0002811996945447	118	21	7112	7112	0.66645163	0.9047619047619048	0.0952380952380952	0.3905856001516532	0.601850199554991	0.8471597300337458	0.6434195725534309	4.8165008378988056e-175	10598	7.534862197320527e-09	151	9	3559	3559	0.9899927	1.0	0.0	0.9743271353177124	0.7353495813083365	0.8207361618432144	0.3562798538915425	0.0	4186	0.171702011275327	10	0.000732421875	0.0001049041748046875	1.5735626220703125e-05	0.001953125
ERBB3	up	False	0.25558478	0.35161212	12	1167	1167	0.34208074	0.9166666666666666	0.0833333333333333	0.4218231300435978	0.7201376176766242	0.5629820051413882	0.104541559554413	4.4533936031582764e-131	778	0.2498928418345478	2	19	6076	6076	0.25558478	1.0	0.0	0.1879154785915923	0.5931199512126625	0.5177748518762344	0.3454575378538512	2.5812122885273275e-87	4276	0.1032328042352227	91	21	7112	7112	0.32951185	1.0	0.0	0.2299787135979197	0.6445059092286551	0.4275871766029246	0.1390607424071991	0.0	4030	2.1044366187416897e-05	119	9	3559	3559	0.35161212	1.0	0.0	0.2522028817626545	0.6291192084052389	0.3250913177858949	0.0581624051699915	9.419514187379629e-195	1364	0.0032615708908875	24	0.00048828125	1.9073486328125e-06	4.76837158203125e-07	0.001953125
EZR	up	False	0.25162247	0.64709145	12	1167	1167	0.5515734	1.0	0.0	0.6026524962950964	0.7178187796509113	0.8423307626392459	0.3881748071979434	4.59531608622275e-118	1436	3.570882507110333e-06	18	19	6076	6076	0.25162247	1.0	0.0	0.2032829976460548	0.581230434899437	0.6589861751152074	0.52238314680711	3.2100551556727025e-62	6276	0.144053653331313	57	21	7112	7112	0.42016655	1.0	0.0	0.3562818420600874	0.6193968574161638	0.7878233970753655	0.5537120359955006	3.5170614183958584e-197	9541	0.000867275776037	353	9	3559	3559	0.64709145	1.0	0.0	0.5626914873127873	0.6387159938107514	0.8010677156504636	0.5147513346445631	3.89066353953253e-147	4673	0.0153386812096668	18	0.000244140625	1.9073486328125e-06	4.76837158203125e-07	0.001953125
PTPRF	up	False	0.25117448	0.4722955	12	1167	1167	0.25117448	0.9166666666666666	0.0833333333333333	0.2827750704684625	0.6983109489833607	0.5389888603256212	0.130248500428449	2.85949694027125e-102	781	0.0106106723627241	10	19	6076	6076	0.2821835	0.8947368421052632	0.1052631578947368	0.142727372005726	0.5716797376960085	0.5095457537853851	0.3795260039499671	5.274779118778015e-53	4357	7.711039503560447e-05	115	21	7112	7112	0.3754102	1.0	0.0	0.2631336535137137	0.6439043241606891	0.625281214848144	0.3232564679415073	1.9343503637392202e-289	6744	7.503250106032009e-05	93	9	3559	3559	0.4722955	1.0	0.0	0.4001911521990604	0.6687651053200964	0.4459117729699354	0.0944085417252037	1.951633705756509e-260	1921	0.2117430867722309	14	0.001220703125	3.62396240234375e-05	4.76837158203125e-07	0.001953125
TMEM165	up	False	0.24577413	0.34776318	12	1167	1167	0.27139464	0.9166666666666666	0.0833333333333333	0.3085621244942101	0.6692773786997325	0.7232219365895458	0.3230505569837189	8.348446632205087e-87	1216	0.0002493335222466	16	19	6076	6076	0.3240793	1.0	0.0	0.1541179699140921	0.5671856424937407	0.631336405529954	0.5004937458854509	1.4738418901004605e-49	6864	0.2499794255616821	2	21	7112	7112	0.34776318	1.0	0.0	0.2515066829701361	0.6340827908058877	0.6183914510686164	0.3596737907761529	1.3255820413740752e-211	6956	0.0312280308628149	5	9	3559	3559	0.24577413	1.0	0.0	0.2064826085662528	0.600627711832513	0.380162967125597	0.1612812587805563	4.723323562703595e-98	1927	0.0235188760022441	58	0.00048828125	1.9073486328125e-06	4.76837158203125e-07	0.001953125
SERINC2	up	False	0.24477063	0.3800571	12	1167	1167	0.3800571	1.0	0.0	0.4231583214211898	0.7310551741000919	0.6349614395886889	0.1773778920308483	8.842084026822627e-118	945	0.0019231223295395	9	19	6076	6076	0.24477063	1.0	0.0	0.2103365645155135	0.5873006407536575	0.576530612244898	0.4205069124423963	5.056730984725673e-71	5417	0.1249691383425232	3	21	7112	7112	0.3248101	0.9523809523809524	0.0476190476190476	0.2705186119116909	0.6441871799559926	0.5867547806524185	0.3037120359955005	1.5619777335343747e-256	6333	6.651785161524155e-08	158	9	3559	3559	0.25597885	1.0	0.0	0.2602370077874602	0.6251812954205671	0.3222815397583591	0.0651868502388311	9.808171247676255e-178	1379	0.0326129899492943	11	0.000244140625	1.9073486328125e-06	3.337860107421875e-06	0.001953125
